"plh0206i06","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2015","no migration background","vocational + Abi","16","","","","1"
"1 Strongly disagree","2015","no migration background","higher vocational","23","","","","1"
"1 Strongly disagree","2015","no migration background","higher education","44","0.0110642285754465","0.00806862554947694","0.0140598316014161","1"
"1 Strongly disagree","2015","direct migration background","vocational + Abi","24","","","","1"
"1 Strongly disagree","2015","direct migration background","higher vocational","2","","","","1"
"1 Strongly disagree","2015","direct migration background","higher education","25","","","","1"
"1 Strongly disagree","2015","no migration background","in school","3","","","","1"
"2 on scale 1-7 ","2015","indirect migration background","inadequately","1","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","general elemantary","9","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","in school","3","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","higher education","8","","","","2"
"2 on scale 1-7 ","2015","direct migration background","higher education","43","0.0424361184840664","0.0320854113658426","0.0527868256022903","2"
"2 on scale 1-7 ","2015","indirect migration background","middle vocational","32","0.0334094132343223","0.0199422617592073","0.0468765647094374","2"
"2 on scale 1-7 ","2015","indirect migration background","vocational + Abi","2","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","higher vocational","1","","","","2"
"2 on scale 1-7 ","2015","no migration background","inadequately","8","","","","2"
"2 on scale 1-7 ","2015","no migration background","general elemantary","70","0.0402036670911915","0.0305784512554855","0.0498288829268974","2"
"2 on scale 1-7 ","2015","no migration background","middle vocational","341","0.0361848615937161","0.0324391919274383","0.0399305312599939","2"
"2 on scale 1-7 ","2015","no migration background","vocational + Abi","44","0.0325959461001217","0.0226801295344478","0.0425117626657956","2"
"2 on scale 1-7 ","2015","direct migration background","in school","1","","","","2"
"2 on scale 1-7 ","2015","direct migration background","inadequately","16","","","","2"
"2 on scale 1-7 ","2015","direct migration background","general elemantary","41","0.0298166794468477","0.0192486724830979","0.0403846864105975","2"
"2 on scale 1-7 ","2015","direct migration background","middle vocational","51","0.0274930380039096","0.020154146450005","0.0348319295578141","2"
"2 on scale 1-7 ","2015","direct migration background","vocational + Abi","19","","","","2"
"2 on scale 1-7 ","2015","direct migration background","higher vocational","1","","","","2"
"2 on scale 1-7 ","2015","no migration background","higher vocational","42","0.0334540184082355","0.0239563604216221","0.0429516763948489","2"
"2 on scale 1-7 ","2015","no migration background","higher education","91","0.0244597227180641","0.0200359988010106","0.0288834466351176","2"
"2 on scale 1-7 ","2015","no migration background","in school","9","","","","2"
"3 on scale 1-7 ","2015","indirect migration background","higher education","16","","","","3"
"3 on scale 1-7 ","2015","indirect migration background","in school","7","","","","3"
"3 on scale 1-7 ","2015","indirect migration background","inadequately","2","","","","3"
"3 on scale 1-7 ","2015","indirect migration background","general elemantary","21","","","","3"
"3 on scale 1-7 ","2015","indirect migration background","middle vocational","39","0.0586140402152841","0.0410103090542208","0.0762177713763474","3"
"3 on scale 1-7 ","2015","indirect migration background","vocational + Abi","9","","","","3"
"3 on scale 1-7 ","2015","indirect migration background","higher vocational","1","","","","3"
"3 on scale 1-7 ","2015","direct migration background","in school","2","","","","3"
"3 on scale 1-7 ","2015","direct migration background","inadequately","18","","","","3"
"3 on scale 1-7 ","2015","direct migration background","general elemantary","54","0.0643103592476177","0.0490683251401871","0.0795523933550484","3"
"3 on scale 1-7 ","2015","direct migration background","middle vocational","102","0.0495217037180887","0.0397843345513248","0.0592590728848526","3"
"3 on scale 1-7 ","2015","direct migration background","higher education","50","0.0288463427111336","0.0202520989096847","0.0374405865125824","3"
"3 on scale 1-7 ","2015","no migration background","in school","14","","","","3"
"3 on scale 1-7 ","2015","no migration background","inadequately","13","","","","3"
"3 on scale 1-7 ","2015","no migration background","general elemantary","101","0.0650701576794671","0.0529845486562965","0.0771557667026377","3"
"3 on scale 1-7 ","2015","no migration background","middle vocational","579","0.0595951732262614","0.0548469392385282","0.0643434072139946","3"
"3 on scale 1-7 ","2015","no migration background","vocational + Abi","57","0.0386434225585219","0.0278806842660371","0.0494061608510067","3"
"3 on scale 1-7 ","2015","no migration background","higher vocational","83","0.0689468875020276","0.0555647440288834","0.0823290309751718","3"
"3 on scale 1-7 ","2015","no migration background","higher education","187","0.0379623400712394","0.0324895073738446","0.0434351727686341","3"
"3 on scale 1-7 ","2015","direct migration background","higher vocational","3","","","","3"
"3 on scale 1-7 ","2015","direct migration background","vocational + Abi","35","0.0423716832397178","0.0283516886640791","0.0563916778153564","3"
"4 on scale 1-7","2015","no migration background","in school","46","0.230364646668772","0.174341352264807","0.286387941072738","4"
"4 on scale 1-7","2015","no migration background","inadequately","30","0.225045707677334","0.160737856980537","0.289353558374132","4"
"4 on scale 1-7","2015","no migration background","general elemantary","254","0.164593520361081","0.146424003199754","0.182763037522407","4"
"4 on scale 1-7","2015","no migration background","middle vocational","1549","0.16215183075712","0.154758966448616","0.169544695065623","4"
"4 on scale 1-7","2015","no migration background","vocational + Abi","206","0.168676403120184","0.147766358630806","0.189586447609562","4"
"4 on scale 1-7","2015","no migration background","higher vocational","207","0.133102592105236","0.115161113577032","0.15104407063344","4"
"4 on scale 1-7","2015","no migration background","higher education","566","0.112048312368357","0.103015209079772","0.121081415656941","4"
"4 on scale 1-7","2015","direct migration background","in school","8","","","","4"
"4 on scale 1-7","2015","direct migration background","inadequately","49","0.142480785912632","0.103444111385206","0.181517460440058","4"
"4 on scale 1-7","2015","direct migration background","general elemantary","153","0.158361965981201","0.135677703202732","0.181046228759671","4"
"4 on scale 1-7","2015","direct migration background","middle vocational","261","0.137821666001681","0.122350250677438","0.153293081325923","4"
"4 on scale 1-7","2015","direct migration background","vocational + Abi","107","0.126116436047003","0.103010470168423","0.149222401925583","4"
"4 on scale 1-7","2015","direct migration background","higher vocational","15","","","","4"
"4 on scale 1-7","2015","direct migration background","higher education","167","0.103375334554952","0.0877427019943401","0.119007967115564","4"
"4 on scale 1-7","2015","indirect migration background","in school","14","","","","4"
"4 on scale 1-7","2015","indirect migration background","inadequately","7","","","","4"
