"pli0091_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2007","no migration background","general elemantary","412","0.265698155830157","0.243911598690014","0.287484712970299"
"Rarely","2007","no migration background","middle vocational","4203","0.446250206884961","0.436090185701604","0.456410228068318"
"Rarely","2007","no migration background","vocational + Abi","479","0.507448137085728","0.475036810466171","0.539859463705285"
"Rarely","2007","no migration background","higher vocational","749","0.552628754525451","0.526270623877435","0.578986885173467"
"Rarely","2007","no migration background","higher education","2112","0.514418053879834","0.498831901784918","0.530004205974751"
"Rarely","2007","direct migration background","in school","7","","",""
"Rarely","2007","direct migration background","inadequately","19","","",""
"Rarely","2007","direct migration background","general elemantary","117","0.267418858474539","0.227488705469916","0.307349011479163"
"Rarely","2007","direct migration background","middle vocational","298","0.362182770564489","0.328793758134933","0.395571782994046"
"Rarely","2007","direct migration background","vocational + Abi","103","0.485940276875626","0.418017620717454","0.553862933033799"
"Rarely","2007","direct migration background","higher vocational","55","0.39639138638026","0.311319502694811","0.48146327006571"
"Rarely","2007","direct migration background","higher education","165","0.496270403348825","0.443511414255562","0.549029392442088"
"Rarely","2007","indirect migration background","in school","15","","",""
"Rarely","2007","indirect migration background","inadequately","1","","",""
"Rarely","2007","indirect migration background","general elemantary","58","0.362682441846033","0.288187067481984","0.437177816210082"
"Rarely","2007","indirect migration background","middle vocational","136","0.44841158445841","0.394753260734994","0.502069908181826"
"Rarely","2007","indirect migration background","vocational + Abi","24","","",""
"Rarely","2007","indirect migration background","higher vocational","18","","",""
"Rarely","2007","indirect migration background","higher education","41","0.636890221982959","0.534657507857022","0.739122936108896"
"Never","2007","no migration background","in school","8","","",""
"Never","2007","no migration background","inadequately","51","0.547265279196517","0.446100936124913","0.64842962226812"
"Never","2007","no migration background","general elemantary","832","0.556865836115591","0.532363926686265","0.581367745544916"
"Never","2007","no migration background","middle vocational","3107","0.35379977746616","0.344027159106143","0.363572395826176"
"Never","2007","no migration background","vocational + Abi","145","0.16750653983832","0.143297292239538","0.191715787437102"
"Never","2007","no migration background","higher vocational","364","0.263899319786183","0.240535084092441","0.287263555479924"
"Never","2007","no migration background","higher education","799","0.203521412627118","0.19096569182855","0.216077133425685"
"Never","2007","direct migration background","in school","1","","",""
"Never","2007","direct migration background","inadequately","95","0.811267542052682","0.74036521185552","0.882169872249844"
"Never","2007","direct migration background","general elemantary","315","0.627696236385185","0.584084782278684","0.671307690491687"
"Never","2007","direct migration background","middle vocational","352","0.456405662087324","0.421803396821964","0.491007927352684"
"Never","2007","direct migration background","vocational + Abi","73","0.374896150410467","0.309107950912197","0.440684349908737"
"Never","2007","direct migration background","higher vocational","49","0.389677353277461","0.304861202960067","0.474493503594854"
"Never","2007","direct migration background","higher education","97","0.275584195668556","0.228436588571516","0.322731802765597"
"Never","2007","indirect migration background","in school","","","",""
"Never","2007","indirect migration background","inadequately","4","","",""
"Never","2007","indirect migration background","general elemantary","27","","",""
"Never","2007","indirect migration background","middle vocational","55","0.197929460633569","0.154940927721503","0.240917993545635"
"Never","2007","indirect migration background","vocational + Abi","8","","",""
"Never","2007","indirect migration background","higher vocational","6","","",""
"Never","2007","indirect migration background","higher education","5","","",""
"Daily","2008","no migration background","in school","","","",""
