"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"90","2004","Not Employed","higher vocational","","","",""
"90","2004","Not Employed","higher education","","","",""
"90","2004","Employed","in school","","","",""
"90","2004","Employed","inadequately","","","",""
"90","2004","Employed","general elemantary","","","",""
"90","2004","Employed","middle vocational","","","",""
"90","2004","Employed","vocational + Abi","","","",""
"90","2004","Employed","higher vocational","","","",""
"90","2004","Employed","higher education","","","",""
"92","2004","Not Employed","in school","","","",""
"92","2004","Not Employed","inadequately","","","",""
"92","2004","Not Employed","general elemantary","","","",""
"92","2004","Not Employed","middle vocational","","","",""
"92","2004","Not Employed","vocational + Abi","","","",""
"92","2004","Not Employed","higher vocational","","","",""
"92","2004","Not Employed","higher education","","","",""
"92","2004","Employed","in school","","","",""
"92","2004","Employed","inadequately","","","",""
"92","2004","Employed","general elemantary","","","",""
"92","2004","Employed","middle vocational","1","","",""
"92","2004","Employed","vocational + Abi","","","",""
"92","2004","Employed","higher vocational","","","",""
"92","2004","Employed","higher education","","","",""
"94","2004","Not Employed","in school","","","",""
"94","2004","Not Employed","inadequately","","","",""
"94","2004","Not Employed","general elemantary","","","",""
"94","2004","Not Employed","middle vocational","","","",""
"94","2004","Not Employed","vocational + Abi","","","",""
"94","2004","Not Employed","higher vocational","","","",""
"94","2004","Not Employed","higher education","","","",""
"94","2004","Employed","in school","","","",""
"94","2004","Employed","inadequately","","","",""
"94","2004","Employed","general elemantary","","","",""
"94","2004","Employed","middle vocational","","","",""
"94","2004","Employed","vocational + Abi","","","",""
"94","2004","Employed","higher vocational","","","",""
"94","2004","Employed","higher education","","","",""
"95","2004","Not Employed","in school","","","",""
"95","2004","Not Employed","inadequately","","","",""
"95","2004","Not Employed","general elemantary","","","",""
"95","2004","Not Employed","middle vocational","","","",""
"95","2004","Not Employed","vocational + Abi","","","",""
"95","2004","Not Employed","higher vocational","","","",""
"95","2004","Not Employed","higher education","","","",""
"95","2004","Employed","in school","","","",""
"95","2004","Employed","inadequately","","","",""
"95","2004","Employed","general elemantary","","","",""
"95","2004","Employed","middle vocational","","","",""
"95","2004","Employed","vocational + Abi","","","",""
"95","2004","Employed","higher vocational","","","",""
"95","2004","Employed","higher education","","","",""
"96","2004","Not Employed","in school","","","",""
"96","2004","Not Employed","inadequately","","","",""
"96","2004","Not Employed","general elemantary","","","",""
"96","2004","Not Employed","middle vocational","","","",""
"96","2004","Not Employed","vocational + Abi","","","",""
"96","2004","Not Employed","higher vocational","","","",""
"96","2004","Not Employed","higher education","","","",""
"96","2004","Employed","in school","","","",""
"96","2004","Employed","inadequately","","","",""
"96","2004","Employed","general elemantary","","","",""
"96","2004","Employed","middle vocational","","","",""
"96","2004","Employed","vocational + Abi","","","",""
"96","2004","Employed","higher vocational","","","",""
"96","2004","Employed","higher education","","","",""
"97","2004","Not Employed","in school","","","",""
"97","2004","Not Employed","inadequately","","","",""
"97","2004","Not Employed","general elemantary","","","",""
"97","2004","Not Employed","middle vocational","","","",""
"97","2004","Not Employed","vocational + Abi","","","",""
"97","2004","Not Employed","higher vocational","","","",""
"97","2004","Not Employed","higher education","","","",""
"97","2004","Employed","in school","","","",""
"97","2004","Employed","inadequately","","","",""
"97","2004","Employed","general elemantary","","","",""
"97","2004","Employed","middle vocational","","","",""
"97","2004","Employed","vocational + Abi","","","",""
"97","2004","Employed","higher vocational","","","",""
"97","2004","Employed","higher education","","","",""
"98","2004","Not Employed","in school","","","",""
"98","2004","Not Employed","inadequately","","","",""
"98","2004","Not Employed","general elemantary","","","",""
"98","2004","Not Employed","middle vocational","1","","",""
"98","2004","Not Employed","vocational + Abi","","","",""
"98","2004","Not Employed","higher vocational","","","",""
"98","2004","Not Employed","higher education","1","","",""
"98","2004","Employed","in school","","","",""
"98","2004","Employed","inadequately","","","",""
"98","2004","Employed","general elemantary","","","",""
"98","2004","Employed","middle vocational","1","","",""
"98","2004","Employed","vocational + Abi","","","",""
"98","2004","Employed","higher vocational","","","",""
"98","2004","Employed","higher education","1","","",""
"101","2004","Not Employed","in school","","","",""
"101","2004","Not Employed","inadequately","","","",""
"101","2004","Not Employed","general elemantary","","","",""
"101","2004","Not Employed","middle vocational","","","",""
"101","2004","Not Employed","vocational + Abi","","","",""
"101","2004","Not Employed","higher vocational","","","",""
"101","2004","Not Employed","higher education","","","",""
"101","2004","Employed","in school","","","",""
"101","2004","Employed","inadequately","","","",""
"101","2004","Employed","general elemantary","","","",""
"101","2004","Employed","middle vocational","","","",""
"101","2004","Employed","vocational + Abi","","","",""
"101","2004","Employed","higher vocational","","","",""
"101","2004","Employed","higher education","","","",""
"102","2004","Not Employed","in school","","","",""
"102","2004","Not Employed","inadequately","","","",""
"102","2004","Not Employed","general elemantary","","","",""
"102","2004","Not Employed","middle vocational","","","",""
"102","2004","Not Employed","vocational + Abi","","","",""
"102","2004","Not Employed","higher vocational","","","",""
"102","2004","Not Employed","higher education","","","",""
"102","2004","Employed","in school","","","",""
"102","2004","Employed","inadequately","","","",""
"102","2004","Employed","general elemantary","","","",""
"102","2004","Employed","middle vocational","","","",""
"102","2004","Employed","vocational + Abi","","","",""
"102","2004","Employed","higher vocational","","","",""
"102","2004","Employed","higher education","","","",""
"103","2004","Not Employed","in school","","","",""
"103","2004","Not Employed","inadequately","","","",""
"103","2004","Not Employed","general elemantary","","","",""
"103","2004","Not Employed","middle vocational","","","",""
"103","2004","Not Employed","vocational + Abi","","","",""
"103","2004","Not Employed","higher vocational","","","",""
"103","2004","Not Employed","higher education","","","",""
"103","2004","Employed","in school","","","",""
"103","2004","Employed","inadequately","","","",""
"103","2004","Employed","general elemantary","","","",""
"103","2004","Employed","middle vocational","","","",""
"103","2004","Employed","vocational + Abi","","","",""
"103","2004","Employed","higher vocational","","","",""
"103","2004","Employed","higher education","1","","",""
"108","2004","Not Employed","in school","","","",""
"108","2004","Not Employed","inadequately","","","",""
"108","2004","Not Employed","general elemantary","","","",""
"108","2004","Not Employed","middle vocational","","","",""
"108","2004","Not Employed","vocational + Abi","","","",""
"108","2004","Not Employed","higher vocational","","","",""
"108","2004","Not Employed","higher education","","","",""
"108","2004","Employed","in school","","","",""
"108","2004","Employed","inadequately","","","",""
"108","2004","Employed","general elemantary","","","",""
"108","2004","Employed","middle vocational","","","",""
"108","2004","Employed","vocational + Abi","","","",""
"108","2004","Employed","higher vocational","","","",""
"108","2004","Employed","higher education","","","",""
"110","2004","Not Employed","in school","","","",""
"110","2004","Not Employed","inadequately","","","",""
"110","2004","Not Employed","general elemantary","","","",""
"110","2004","Not Employed","middle vocational","","","",""
"110","2004","Not Employed","vocational + Abi","","","",""
"110","2004","Not Employed","higher vocational","","","",""
"110","2004","Not Employed","higher education","","","",""
"110","2004","Employed","in school","","","",""
"110","2004","Employed","inadequately","","","",""
"110","2004","Employed","general elemantary","","","",""
"110","2004","Employed","middle vocational","","","",""
"110","2004","Employed","vocational + Abi","","","",""
"110","2004","Employed","higher vocational","","","",""
"110","2004","Employed","higher education","","","",""
"111","2004","Not Employed","in school","","","",""
"111","2004","Not Employed","inadequately","","","",""
"111","2004","Not Employed","general elemantary","","","",""
"111","2004","Not Employed","middle vocational","","","",""
