"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"4","2005","indirect migration background","44","0.0284100325709553","0.0171411142795676","0.039678950862343"
"5","2005","no migration background","","","",""
"5","2005","direct migration background","174","0.0594034627554675","0.0499148541221643","0.0688920713887707"
"5","2005","indirect migration background","88","0.0913386165192934","0.0717982320845738","0.110879000954013"
"6","2005","no migration background","","","",""
"6","2005","direct migration background","42","0.00925929327562542","0.00541458060331247","0.0131040059479384"
"6","2005","indirect migration background","12","","",""
"10","2005","no migration background","5","","",""
"10","2005","direct migration background","38","0.0258736798599428","0.0195008590898406","0.032246500630045"
"10","2005","indirect migration background","5","","",""
"11","2005","no migration background","","","",""
"11","2005","direct migration background","18","","",""
"11","2005","indirect migration background","","","",""
"12","2005","no migration background","","","",""
"12","2005","direct migration background","","","",""
"12","2005","indirect migration background","","","",""
"13","2005","no migration background","","","",""
"13","2005","direct migration background","6","","",""
"13","2005","indirect migration background","1","","",""
"14","2005","no migration background","","","",""
"14","2005","direct migration background","18","","",""
"14","2005","indirect migration background","1","","",""
"15","2005","no migration background","","","",""
"15","2005","direct migration background","1","","",""
"15","2005","indirect migration background","","","",""
"16","2005","no migration background","","","",""
