"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"196","2001","no migration background","Urban Area","","","",""
"196","2001","no migration background","Rural Area","","","",""
"196","2001","direct migration background","Urban Area","","","",""
"196","2001","direct migration background","Rural Area","","","",""
"196","2001","indirect migration background","Urban Area","","","",""
"196","2001","indirect migration background","Rural Area","","","",""
"999","2001","no migration background","Urban Area","","","",""
"999","2001","no migration background","Rural Area","","","",""
"999","2001","direct migration background","Urban Area","","","",""
"999","2001","direct migration background","Rural Area","","","",""
"999","2001","indirect migration background","Urban Area","","","",""
"999","2001","indirect migration background","Rural Area","","","",""
"1","2002","no migration background","Urban Area","12455","0.998700001838713","0.998067432313815","0.99933257136361"
"1","2002","no migration background","Rural Area","7088","0.999782034875487","0.999438396409138","1.00012567334183"
"1","2002","direct migration background","Urban Area","1010","0.439088681473576","0.418963727547282","0.459213635399871"
"1","2002","direct migration background","Rural Area","302","0.641486962714482","0.598762972779924","0.684210952649041"
"1","2002","indirect migration background","Urban Area","348","0.55211671844818","0.514931734591028","0.589301702305333"
"1","2002","indirect migration background","Rural Area","54","0.573314961107155","0.47488834166873","0.67174158054558"
"2","2002","no migration background","Urban Area","2","","",""
"2","2002","no migration background","Rural Area","","","",""
"2","2002","direct migration background","Urban Area","466","0.180681806964927","0.165079271311518","0.196284342618335"
"2","2002","direct migration background","Rural Area","36","0.0550410212233987","0.0347232937963865","0.0753587486504109"
"2","2002","indirect migration background","Urban Area","119","0.187752326351766","0.158550727949298","0.216953924754233"
"2","2002","indirect migration background","Rural Area","11","","",""
"3","2002","no migration background","Urban Area","","","",""
"3","2002","no migration background","Rural Area","","","",""
"3","2002","direct migration background","Urban Area","79","0.0345127217832163","0.0271102875964685","0.041915155969964"
"3","2002","direct migration background","Rural Area","8","","",""
"3","2002","indirect migration background","Urban Area","22","","",""
"3","2002","indirect migration background","Rural Area","3","","",""
"4","2002","no migration background","Urban Area","","","",""
"4","2002","no migration background","Rural Area","","","",""
"4","2002","direct migration background","Urban Area","99","0.0217516410822923","0.0158362665115267","0.0276670156530578"
"4","2002","direct migration background","Rural Area","18","","",""
"4","2002","indirect migration background","Urban Area","44","0.0227810355628516","0.0116239080452599","0.0339381630804433"
"4","2002","indirect migration background","Rural Area","6","","",""
"5","2002","no migration background","Urban Area","1","","",""
"5","2002","no migration background","Rural Area","","","",""
"5","2002","direct migration background","Urban Area","194","0.0605459814188642","0.050874520133575","0.0702174427041534"
"5","2002","direct migration background","Rural Area","24","","",""
"5","2002","indirect migration background","Urban Area","72","0.0927618276330098","0.0710690567971601","0.11445459846886"
"5","2002","indirect migration background","Rural Area","15","","",""
"6","2002","no migration background","Urban Area","","","",""
"6","2002","no migration background","Rural Area","","","",""
"6","2002","direct migration background","Urban Area","50","0.0126297457509897","0.00810130181414818","0.0171581896878312"
"6","2002","direct migration background","Rural Area","2","","",""
"6","2002","indirect migration background","Urban Area","16","","",""
"6","2002","indirect migration background","Rural Area","1","","",""
"10","2002","no migration background","Urban Area","4","","",""
"10","2002","no migration background","Rural Area","1","","",""
"10","2002","direct migration background","Urban Area","29","","",""
"10","2002","direct migration background","Rural Area","15","","",""
"10","2002","indirect migration background","Urban Area","8","","",""
"10","2002","indirect migration background","Rural Area","1","","",""
"11","2002","no migration background","Urban Area","","","",""
"11","2002","no migration background","Rural Area","","","",""
"11","2002","direct migration background","Urban Area","20","","",""
