"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"111","1999","direct migration background","East Germany","","","",""
"111","1999","indirect migration background","West Germany","","","",""
"111","1999","indirect migration background","East Germany","","","",""
"113","1999","no migration background","West Germany","","","",""
"113","1999","no migration background","East Germany","","","",""
"113","1999","direct migration background","West Germany","","","",""
"113","1999","direct migration background","East Germany","","","",""
"113","1999","indirect migration background","West Germany","","","",""
"113","1999","indirect migration background","East Germany","","","",""
"116","1999","no migration background","West Germany","","","",""
"116","1999","no migration background","East Germany","","","",""
"116","1999","direct migration background","West Germany","3","","",""
"116","1999","direct migration background","East Germany","","","",""
"116","1999","indirect migration background","West Germany","","","",""
"116","1999","indirect migration background","East Germany","","","",""
"117","1999","no migration background","West Germany","","","",""
"117","1999","no migration background","East Germany","","","",""
"117","1999","direct migration background","West Germany","4","","",""
"117","1999","direct migration background","East Germany","","","",""
"117","1999","indirect migration background","West Germany","","","",""
"117","1999","indirect migration background","East Germany","","","",""
"118","1999","no migration background","West Germany","2","","",""
"118","1999","no migration background","East Germany","","","",""
"118","1999","direct migration background","West Germany","8","","",""
"118","1999","direct migration background","East Germany","","","",""
"118","1999","indirect migration background","West Germany","2","","",""
"118","1999","indirect migration background","East Germany","","","",""
"119","1999","no migration background","West Germany","","","",""
