"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"188","2002","in school","Rural Area","","","",""
"188","2002","inadequately","Urban Area","","","",""
"188","2002","inadequately","Rural Area","","","",""
"188","2002","general elemantary","Urban Area","","","",""
"188","2002","general elemantary","Rural Area","","","",""
"188","2002","middle vocational","Urban Area","","","",""
"188","2002","middle vocational","Rural Area","","","",""
"188","2002","vocational + Abi","Urban Area","","","",""
"188","2002","vocational + Abi","Rural Area","","","",""
"188","2002","higher vocational","Urban Area","","","",""
"188","2002","higher vocational","Rural Area","","","",""
"188","2002","higher education","Urban Area","","","",""
"188","2002","higher education","Rural Area","","","",""
"195","2002","in school","Urban Area","","","",""
"195","2002","in school","Rural Area","","","",""
"195","2002","inadequately","Urban Area","","","",""
"195","2002","inadequately","Rural Area","","","",""
"195","2002","general elemantary","Urban Area","","","",""
"195","2002","general elemantary","Rural Area","","","",""
"195","2002","middle vocational","Urban Area","","","",""
"195","2002","middle vocational","Rural Area","","","",""
"195","2002","vocational + Abi","Urban Area","","","",""
"195","2002","vocational + Abi","Rural Area","","","",""
"195","2002","higher vocational","Urban Area","","","",""
"195","2002","higher vocational","Rural Area","","","",""
"195","2002","higher education","Urban Area","","","",""
"195","2002","higher education","Rural Area","","","",""
"196","2002","in school","Urban Area","","","",""
"196","2002","in school","Rural Area","","","",""
"196","2002","inadequately","Urban Area","","","",""
"196","2002","inadequately","Rural Area","","","",""
"196","2002","general elemantary","Urban Area","","","",""
"196","2002","general elemantary","Rural Area","","","",""
"196","2002","middle vocational","Urban Area","","","",""
"196","2002","middle vocational","Rural Area","","","",""
"196","2002","vocational + Abi","Urban Area","","","",""
"196","2002","vocational + Abi","Rural Area","","","",""
"196","2002","higher vocational","Urban Area","","","",""
"196","2002","higher vocational","Rural Area","","","",""
"196","2002","higher education","Urban Area","","","",""
"196","2002","higher education","Rural Area","","","",""
"999","2002","in school","Urban Area","","","",""
"999","2002","in school","Rural Area","","","",""
"999","2002","inadequately","Urban Area","","","",""
"999","2002","inadequately","Rural Area","","","",""
"999","2002","general elemantary","Urban Area","","","",""
"999","2002","general elemantary","Rural Area","","","",""
"999","2002","middle vocational","Urban Area","","","",""
"999","2002","middle vocational","Rural Area","","","",""
"999","2002","vocational + Abi","Urban Area","","","",""
"999","2002","vocational + Abi","Rural Area","","","",""
"999","2002","higher vocational","Urban Area","","","",""
"999","2002","higher vocational","Rural Area","","","",""
"999","2002","higher education","Urban Area","","","",""
"999","2002","higher education","Rural Area","","","",""
"1","2003","in school","Urban Area","391","0.857432992797643","0.824153647455642","0.890712338139644"
"1","2003","in school","Rural Area","192","0.989521106034384","0.975192053334723","1.00385015873405"
"1","2003","inadequately","Urban Area","89","0.504472715967354","0.436850239566342","0.572095192368367"
"1","2003","inadequately","Rural Area","42","0.729983796589604","0.618571097168674","0.841396496010535"
"1","2003","general elemantary","Urban Area","1390","0.799686686288393","0.781561017373954","0.817812355202832"
"1","2003","general elemantary","Rural Area","833","0.95158240414163","0.937512078669623","0.965652729613638"
"1","2003","middle vocational","Urban Area","6632","0.926646202355402","0.920614430667214","0.932677974043591"
"1","2003","middle vocational","Rural Area","3932","0.979027018489834","0.97458637895617","0.983467658023499"
"1","2003","vocational + Abi","Urban Area","793","0.871750637536168","0.849857004704017","0.893644270368318"
"1","2003","vocational + Abi","Rural Area","255","0.947768153892204","0.921130287400078","0.97440602038433"
"1","2003","higher vocational","Urban Area","1036","0.939659072488958","0.92551660146737","0.953801543510546"
"1","2003","higher vocational","Rural Area","591","0.974361742270414","0.96176742093469","0.986956063606138"
"1","2003","higher education","Urban Area","2951","0.911472971066305","0.901494399590637","0.921451542541972"
"1","2003","higher education","Rural Area","1229","0.969789500153271","0.960323402821102","0.97925559748544"
"2","2003","in school","Urban Area","14","","",""
"2","2003","in school","Rural Area","","","",""
"2","2003","inadequately","Urban Area","69","0.307767037758746","0.24533958228246","0.370194493235032"
"2","2003","inadequately","Rural Area","9","","",""
"2","2003","general elemantary","Urban Area","212","0.0879404919901737","0.0751146691924154","0.100766314787932"
"2","2003","general elemantary","Rural Area","8","","",""
"2","2003","middle vocational","Urban Area","178","0.0214465211446424","0.0180949586022285","0.0247980836870563"
"2","2003","middle vocational","Rural Area","6","","",""
"2","2003","vocational + Abi","Urban Area","24","","",""
"2","2003","vocational + Abi","Rural Area","","","",""
"2","2003","higher vocational","Urban Area","11","","",""
"2","2003","higher vocational","Rural Area","2","","",""
"2","2003","higher education","Urban Area","21","","",""
"2","2003","higher education","Rural Area","","","",""
"3","2003","in school","Urban Area","2","","",""
"3","2003","in school","Rural Area","","","",""
"3","2003","inadequately","Urban Area","6","","",""
"3","2003","inadequately","Rural Area","3","","",""
"3","2003","general elemantary","Urban Area","32","0.0112412697875097","0.00646672410127234","0.016015815473747"
"3","2003","general elemantary","Rural Area","3","","",""
"3","2003","middle vocational","Urban Area","35","0.00551620022171056","0.00380265533637328","0.00722974510704784"
"3","2003","middle vocational","Rural Area","1","","",""
"3","2003","vocational + Abi","Urban Area","9","","",""
"3","2003","vocational + Abi","Rural Area","1","","",""
"3","2003","higher vocational","Urban Area","2","","",""
"3","2003","higher vocational","Rural Area","","","",""
"3","2003","higher education","Urban Area","3","","",""
"3","2003","higher education","Rural Area","","","",""
"4","2003","in school","Urban Area","2","","",""
"4","2003","in school","Rural Area","","","",""
"4","2003","inadequately","Urban Area","3","","",""
"4","2003","inadequately","Rural Area","2","","",""
"4","2003","general elemantary","Urban Area","46","0.0140846312516354","0.00874794389113063","0.0194213186121402"
"4","2003","general elemantary","Rural Area","15","","",""
"4","2003","middle vocational","Urban Area","50","0.00281410907670246","0.00158854747954692","0.004039670673858"
"4","2003","middle vocational","Rural Area","6","","",""
"4","2003","vocational + Abi","Urban Area","10","","",""
"4","2003","vocational + Abi","Rural Area","1","","",""
"4","2003","higher vocational","Urban Area","4","","",""
"4","2003","higher vocational","Rural Area","1","","",""
"4","2003","higher education","Urban Area","11","","",""
"4","2003","higher education","Rural Area","1","","",""
"5","2003","in school","Urban Area","3","","",""
"5","2003","in school","Rural Area","","","",""
"5","2003","inadequately","Urban Area","20","","",""
"5","2003","inadequately","Rural Area","2","","",""
"5","2003","general elemantary","Urban Area","93","0.0307025013721311","0.0228899186638764","0.0385150840803857"
"5","2003","general elemantary","Rural Area","19","","",""
"5","2003","middle vocational","Urban Area","92","0.00935815136168883","0.00713058841229287","0.0115857143110848"
"5","2003","middle vocational","Rural Area","18","","",""
"5","2003","vocational + Abi","Urban Area","8","","",""
"5","2003","vocational + Abi","Rural Area","2","","",""
"5","2003","higher vocational","Urban Area","8","","",""
"5","2003","higher vocational","Rural Area","1","","",""
"5","2003","higher education","Urban Area","11","","",""
"5","2003","higher education","Rural Area","1","","",""
"6","2003","in school","Urban Area","","","",""
"6","2003","in school","Rural Area","","","",""
"6","2003","inadequately","Urban Area","9","","",""
"6","2003","inadequately","Rural Area","","","",""
"6","2003","general elemantary","Urban Area","14","","",""
"6","2003","general elemantary","Rural Area","","","",""
"6","2003","middle vocational","Urban Area","20","","",""
"6","2003","middle vocational","Rural Area","3","","",""
"6","2003","vocational + Abi","Urban Area","4","","",""
"6","2003","vocational + Abi","Rural Area","","","",""
"6","2003","higher vocational","Urban Area","3","","",""
"6","2003","higher vocational","Rural Area","","","",""
"6","2003","higher education","Urban Area","8","","",""
"6","2003","higher education","Rural Area","","","",""
"10","2003","in school","Urban Area","1","","",""
"10","2003","in school","Rural Area","1","","",""
"10","2003","inadequately","Urban Area","","","",""
"10","2003","inadequately","Rural Area","","","",""
"10","2003","general elemantary","Urban Area","5","","",""
"10","2003","general elemantary","Rural Area","2","","",""
"10","2003","middle vocational","Urban Area","16","","",""
"10","2003","middle vocational","Rural Area","7","","",""
"10","2003","vocational + Abi","Urban Area","4","","",""
"10","2003","vocational + Abi","Rural Area","","","",""
"10","2003","higher vocational","Urban Area","4","","",""
"10","2003","higher vocational","Rural Area","3","","",""
"10","2003","higher education","Urban Area","12","","",""
"10","2003","higher education","Rural Area","3","","",""
"11","2003","in school","Urban Area","","","",""
"11","2003","in school","Rural Area","","","",""
"11","2003","inadequately","Urban Area","","","",""
"11","2003","inadequately","Rural Area","","","",""
"11","2003","general elemantary","Urban Area","1","","",""
"11","2003","general elemantary","Rural Area","","","",""
"11","2003","middle vocational","Urban Area","4","","",""
"11","2003","middle vocational","Rural Area","1","","",""
"11","2003","vocational + Abi","Urban Area","3","","",""
"11","2003","vocational + Abi","Rural Area","","","",""
