"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2004","Schleswig-Holstein","higher vocational","","","","","4"
"Very high transfer dependency","2004","Schleswig-Holstein","higher education","","","","","4"
"Very high transfer dependency","2004","Hamburg","in school","","","","","4"
"Very high transfer dependency","2004","Hamburg","inadequately","","","","","4"
"Very high transfer dependency","2004","Hamburg","general elemantary","2","","","","4"
"Very high transfer dependency","2004","Hamburg","middle vocational","","","","","4"
"Very high transfer dependency","2004","Hamburg","vocational + Abi","","","","","4"
"Very high transfer dependency","2004","Hamburg","higher vocational","","","","","4"
"Very high transfer dependency","2004","Hamburg","higher education","","","","","4"
"Very high transfer dependency","2004","Lower Saxony","in school","1","","","","4"
"Very high transfer dependency","2004","Lower Saxony","inadequately","2","","","","4"
"Very high transfer dependency","2004","Lower Saxony","general elemantary","10","","","","4"
"Very high transfer dependency","2004","Lower Saxony","middle vocational","11","","","","4"
"Very high transfer dependency","2004","Lower Saxony","vocational + Abi","","","","","4"
"Very high transfer dependency","2004","Lower Saxony","higher vocational","1","","","","4"
"Very high transfer dependency","2004","Lower Saxony","higher education","","","","","4"
"Very high transfer dependency","2004","Bremen","in school","","","","","4"
"Very high transfer dependency","2004","Bremen","inadequately","","","","","4"
"Very high transfer dependency","2004","Bremen","general elemantary","","","","","4"
"Very high transfer dependency","2004","Bremen","middle vocational","1","","","","4"
"Very high transfer dependency","2004","Bremen","vocational + Abi","1","","","","4"
"Very high transfer dependency","2004","Bremen","higher vocational","","","","","4"
"Very high transfer dependency","2004","Bremen","higher education","","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","in school","3","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","inadequately","2","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","general elemantary","15","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","middle vocational","24","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","vocational + Abi","","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","higher vocational","3","","","","4"
"Very high transfer dependency","2004","North Rhine-Westphalia","higher education","8","","","","4"
"Very high transfer dependency","2004","Hesse","in school","","","","","4"
"Very high transfer dependency","2004","Hesse","inadequately","1","","","","4"
"Very high transfer dependency","2004","Hesse","general elemantary","4","","","","4"
"Very high transfer dependency","2004","Hesse","middle vocational","5","","","","4"
"Very high transfer dependency","2004","Hesse","vocational + Abi","1","","","","4"
"Very high transfer dependency","2004","Hesse","higher vocational","","","","","4"
"Very high transfer dependency","2004","Hesse","higher education","1","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","in school","1","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","inadequately","3","","","","4"
"Very high transfer dependency","2004","Brandenburg","vocational + Abi","","","","","4"
"Very high transfer dependency","2004","Brandenburg","higher vocational","","","","","4"
"Very high transfer dependency","2004","Brandenburg","higher education","3","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","in school","2","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","general elemantary","1","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","general elemantary","5","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","middle vocational","10","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","higher vocational","","","","","4"
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","higher education","","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","in school","1","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","inadequately","1","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","general elemantary","6","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","middle vocational","4","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","vocational + Abi","","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","higher vocational","","","","","4"
"Very high transfer dependency","2004","Baden-Württemberg","higher education","","","","","4"
"Very high transfer dependency","2004","Bavaria","in school","","","","","4"
"Very high transfer dependency","2004","Bavaria","inadequately","","","","","4"
"Very high transfer dependency","2004","Bavaria","general elemantary","2","","","","4"
"Very high transfer dependency","2004","Bavaria","middle vocational","7","","","","4"
"Very high transfer dependency","2004","Bavaria","vocational + Abi","1","","","","4"
"Very high transfer dependency","2004","Bavaria","higher vocational","1","","","","4"
"Very high transfer dependency","2004","Bavaria","higher education","1","","","","4"
"Very high transfer dependency","2004","Berlin","in school","1","","","","4"
"Very high transfer dependency","2004","Berlin","inadequately","1","","","","4"
"Very high transfer dependency","2004","Berlin","general elemantary","3","","","","4"
"Very high transfer dependency","2004","Berlin","middle vocational","14","","","","4"
"Very high transfer dependency","2004","Berlin","vocational + Abi","2","","","","4"
"Very high transfer dependency","2004","Berlin","higher vocational","2","","","","4"
"Very high transfer dependency","2004","Berlin","higher education","1","","","","4"
"Very high transfer dependency","2004","Brandenburg","in school","","","","","4"
"Very high transfer dependency","2004","Brandenburg","inadequately","","","","","4"
"Very high transfer dependency","2004","Brandenburg","general elemantary","1","","","","4"
"Very high transfer dependency","2004","Brandenburg","middle vocational","18","","","","4"
"Very high transfer dependency","2004","Thuringia","inadequately","","","","","4"
"Very high transfer dependency","2004","Thuringia","general elemantary","4","","","","4"
"Very high transfer dependency","2004","Thuringia","middle vocational","21","","","","4"
"Very high transfer dependency","2004","Thuringia","vocational + Abi","3","","","","4"
"Very high transfer dependency","2004","Thuringia","higher vocational","3","","","","4"
"Very high transfer dependency","2004","Thuringia","higher education","1","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","in school","3","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","middle vocational","11","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","higher vocational","1","","","","4"
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","higher education","1","","","","4"
"Very high transfer dependency","2004","Saxony","in school","3","","","","4"
"Very high transfer dependency","2004","Saxony","inadequately","","","","","4"
"Very high transfer dependency","2004","Saxony","general elemantary","3","","","","4"
"Very high transfer dependency","2004","Saxony","middle vocational","34","0.0471147627602435","0.0325946415150277","0.0616348840054594","4"
"Very high transfer dependency","2004","Saxony","vocational + Abi","3","","","","4"
"Very high transfer dependency","2004","Saxony","higher vocational","","","","","4"
"Very high transfer dependency","2004","Saxony","higher education","7","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","inadequately","","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","general elemantary","5","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","middle vocational","16","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","vocational + Abi","2","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","higher vocational","1","","","","4"
"Very high transfer dependency","2004","Saxony-Anhalt","higher education","4","","","","4"
"Very high transfer dependency","2004","Thuringia","in school","1","","","","4"
"Very low transfer dependency","2004","Schleswig-Holstein","in school","14","","","","1"
"Very low transfer dependency","2004","Schleswig-Holstein","inadequately","2","","","","1"
"Very low transfer dependency","2004","Schleswig-Holstein","general elemantary","38","0.405605804420029","0.301223233623125","0.509988375216932","1"
"Very low transfer dependency","2004","Schleswig-Holstein","middle vocational","140","0.421496976313428","0.369466225848405","0.473527726778451","1"
"Very low transfer dependency","2004","Schleswig-Holstein","vocational + Abi","18","","","","1"
"Very low transfer dependency","2004","Schleswig-Holstein","higher vocational","32","0.727969021888561","0.602078479925867","0.853859563851255","1"
"Very low transfer dependency","2004","Schleswig-Holstein","higher education","63","0.51768101906485","0.42430184120635","0.61106019692335","1"
"Very low transfer dependency","2004","Hamburg","in school","11","","","","1"
"Very low transfer dependency","2004","Hamburg","inadequately","","","","","1"
"Very low transfer dependency","2004","Hamburg","general elemantary","11","","","","1"
"Very low transfer dependency","2004","Hamburg","middle vocational","52","0.347995399260577","0.266113389038579","0.429877409482574","1"
"Very low transfer dependency","2004","Hamburg","vocational + Abi","13","","","","1"
"Very low transfer dependency","2004","Hamburg","higher vocational","12","","","","1"
"Very low transfer dependency","2004","Hamburg","higher education","38","0.437636789110395","0.325361851658115","0.549911726562674","1"
"Very low transfer dependency","2004","Lower Saxony","in school","54","0.833832878467133","0.740422478922641","0.927243278011626","1"
