"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2006","Thuringia","Male","50","0.116640101968891","0.0872747957894526","0.14600540814833"
"Low transfer dependency","2006","Thuringia","Female","47","0.113505252673323","0.0855044362302686","0.141506069116377"
"High transfer dependency","2006","Schleswig-Holstein","Male","4","","",""
"High transfer dependency","2006","Schleswig-Holstein","Female","9","","",""
"High transfer dependency","2006","Hamburg","Male","2","","",""
"High transfer dependency","2006","Hamburg","Female","5","","",""
"High transfer dependency","2006","Lower Saxony","Male","24","","",""
"High transfer dependency","2006","Lower Saxony","Female","27","","",""
"High transfer dependency","2006","Bremen","Male","5","","",""
"High transfer dependency","2006","Bremen","Female","2","","",""
"High transfer dependency","2006","North Rhine-Westphalia","Male","51","0.0251409769549318","0.018566198305691","0.0317157556041726"
"High transfer dependency","2006","North Rhine-Westphalia","Female","55","0.0266838914854734","0.0201874445799682","0.0331803383909786"
"High transfer dependency","2006","Hesse","Male","5","","",""
"High transfer dependency","2006","Hesse","Female","10","","",""
"High transfer dependency","2006","Rhineland-Palatinate,Saarland","Male","9","","",""
"High transfer dependency","2006","Rhineland-Palatinate,Saarland","Female","13","","",""
"High transfer dependency","2006","Baden-Württemberg","Male","22","","",""
"High transfer dependency","2006","Baden-Württemberg","Female","29","","",""
"High transfer dependency","2006","Bavaria","Male","23","","",""
"High transfer dependency","2006","Bavaria","Female","31","0.0204126167479599","0.0136040175531567","0.0272212159427632"
"High transfer dependency","2006","Berlin","Male","15","","",""
"High transfer dependency","2006","Berlin","Female","22","","",""
"High transfer dependency","2006","Brandenburg","Male","16","","",""
"High transfer dependency","2006","Brandenburg","Female","14","","",""
"High transfer dependency","2006","Mecklenburg-Western Pomerania","Male","11","","",""
"High transfer dependency","2006","Mecklenburg-Western Pomerania","Female","24","","",""
"High transfer dependency","2006","Saxony","Male","21","","",""
"High transfer dependency","2006","Saxony","Female","31","0.0490193514522132","0.034168898620024","0.0638698042844023"
"High transfer dependency","2006","Saxony-Anhalt","Male","18","","",""
"High transfer dependency","2006","Saxony-Anhalt","Female","19","","",""
"High transfer dependency","2006","Thuringia","Male","19","","",""
"High transfer dependency","2006","Thuringia","Female","22","","",""
"Very high transfer dependency","2006","Schleswig-Holstein","Male","7","","",""
"Very high transfer dependency","2006","Schleswig-Holstein","Female","11","","",""
"Very high transfer dependency","2006","Hamburg","Male","4","","",""
"Very high transfer dependency","2006","Hamburg","Female","5","","",""
"Very high transfer dependency","2006","Lower Saxony","Male","17","","",""
"Very high transfer dependency","2006","Lower Saxony","Female","16","","",""
"Very high transfer dependency","2006","Bremen","Male","1","","",""
"Very high transfer dependency","2006","Bremen","Female","2","","",""
"Very high transfer dependency","2006","North Rhine-Westphalia","Male","26","","",""
"Very high transfer dependency","2006","North Rhine-Westphalia","Female","39","0.0218784679717252","0.0159814938983133","0.0277754420451372"
"Very high transfer dependency","2006","Hesse","Male","6","","",""
"Very high transfer dependency","2006","Hesse","Female","8","","",""
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Male","11","","",""
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Female","19","","",""
"Very high transfer dependency","2006","Baden-Württemberg","Male","8","","",""
"Very high transfer dependency","2006","Baden-Württemberg","Female","12","","",""
"Very high transfer dependency","2006","Bavaria","Male","8","","",""
"Very high transfer dependency","2006","Bavaria","Female","25","","",""
"Very high transfer dependency","2006","Berlin","Male","7","","",""
"Very high transfer dependency","2006","Berlin","Female","17","","",""
"Very high transfer dependency","2006","Brandenburg","Male","20","","",""
"Very high transfer dependency","2006","Brandenburg","Female","19","","",""
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Male","6","","",""
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Female","8","","",""
"Very high transfer dependency","2006","Saxony","Male","26","","",""
"Very high transfer dependency","2006","Saxony","Female","30","0.0677233370580886","0.0504406344155485","0.0850060397006288"
"Very high transfer dependency","2006","Saxony-Anhalt","Male","19","","",""
"Very high transfer dependency","2006","Saxony-Anhalt","Female","22","","",""
"Very high transfer dependency","2006","Thuringia","Male","15","","",""
"Very high transfer dependency","2006","Thuringia","Female","14","","",""
"Complete transfer dependency","2006","Schleswig-Holstein","Male","2","","",""
"Complete transfer dependency","2006","Schleswig-Holstein","Female","7","","",""
"Complete transfer dependency","2006","Hamburg","Male","2","","",""
"Complete transfer dependency","2006","Hamburg","Female","1","","",""
"Complete transfer dependency","2006","Lower Saxony","Male","7","","",""
"Complete transfer dependency","2006","Lower Saxony","Female","13","","",""
"Complete transfer dependency","2006","Bremen","Male","1","","",""
"Complete transfer dependency","2006","Bremen","Female","2","","",""
"Complete transfer dependency","2006","North Rhine-Westphalia","Male","30","0.0272243336562085","0.0203898748240144","0.0340587924884026"
"Complete transfer dependency","2006","North Rhine-Westphalia","Female","43","0.02681125569429","0.020299749308366","0.033322762080214"
"Complete transfer dependency","2006","Hesse","Male","9","","",""
"Complete transfer dependency","2006","Hesse","Female","6","","",""
"Complete transfer dependency","2006","Rhineland-Palatinate,Saarland","Male","2","","",""
"Complete transfer dependency","2006","Rhineland-Palatinate,Saarland","Female","5","","",""
"Complete transfer dependency","2006","Baden-Württemberg","Male","6","","",""
"Complete transfer dependency","2006","Baden-Württemberg","Female","9","","",""
"Complete transfer dependency","2006","Bavaria","Male","7","","",""
"Complete transfer dependency","2006","Bavaria","Female","8","","",""
"Complete transfer dependency","2006","Berlin","Male","12","","",""
"Complete transfer dependency","2006","Berlin","Female","13","","",""
"Complete transfer dependency","2006","Brandenburg","Male","8","","",""
"Complete transfer dependency","2006","Brandenburg","Female","3","","",""
"Complete transfer dependency","2006","Mecklenburg-Western Pomerania","Male","5","","",""
"Complete transfer dependency","2006","Mecklenburg-Western Pomerania","Female","5","","",""
"Complete transfer dependency","2006","Saxony","Male","10","","",""
"Complete transfer dependency","2006","Saxony","Female","11","","",""
"Complete transfer dependency","2006","Saxony-Anhalt","Male","6","","",""
"Complete transfer dependency","2006","Saxony-Anhalt","Female","10","","",""
"Complete transfer dependency","2006","Thuringia","Male","6","","",""
"Complete transfer dependency","2006","Thuringia","Female","8","","",""
"No transfer dependency","2007","Schleswig-Holstein","Male","128","0.446652750555831","0.390113017915108","0.503192483196554"
"No transfer dependency","2007","Schleswig-Holstein","Female","138","0.466894992194853","0.412654652654536","0.521135331735171"
"No transfer dependency","2007","Hamburg","Male","72","0.640421147807413","0.56006525872063","0.720777036894197"
"No transfer dependency","2007","Hamburg","Female","85","0.634471357972383","0.559141875797663","0.709800840147103"
"No transfer dependency","2007","Lower Saxony","Male","373","0.475013407031778","0.442333643182096","0.507693170881461"
"No transfer dependency","2007","Lower Saxony","Female","401","0.476426470160774","0.444832859864949","0.508020080456599"
"No transfer dependency","2007","Bremen","Male","33","0.508371173147649","0.387760636078992","0.628981710216306"
"No transfer dependency","2007","Bremen","Female","40","0.547256786297936","0.438181929860895","0.656331642734978"
"No transfer dependency","2007","North Rhine-Westphalia","Male","865","0.442398153986839","0.420674394230383","0.464121913743295"
"No transfer dependency","2007","North Rhine-Westphalia","Female","965","0.468312022021165","0.447512670569517","0.489111373472813"
"No transfer dependency","2007","Hesse","Male","320","0.478605054654652","0.440864123786672","0.516345985522632"
"No transfer dependency","2007","Hesse","Female","332","0.460971027531575","0.424560689371464","0.497381365691687"
"No transfer dependency","2007","Rhineland-Palatinate,Saarland","Male","231","0.435634492771465","0.393929357212346","0.477339628330584"
"No transfer dependency","2007","Rhineland-Palatinate,Saarland","Female","277","0.466548985439021","0.42798885432416","0.505109116553882"
"No transfer dependency","2007","Baden-Württemberg","Male","521","0.475887417948056","0.447736060272898","0.504038775623214"
"No transfer dependency","2007","Baden-Württemberg","Female","567","0.484531112192659","0.457509424415399","0.511552799969919"
"No transfer dependency","2007","Bavaria","Male","658","0.494453516385942","0.468449094652916","0.520457938118968"
"No transfer dependency","2007","Bavaria","Female","708","0.489213080807923","0.464541262492499","0.513884899123346"
"No transfer dependency","2007","Berlin","Male","151","0.454413563091096","0.401796537363694","0.507030588818499"
"No transfer dependency","2007","Berlin","Female","159","0.426286907664462","0.378592062542049","0.473981752786875"
"No transfer dependency","2007","Brandenburg","Male","151","0.386857858962227","0.339943669712174","0.43377204821228"
"No transfer dependency","2007","Brandenburg","Female","188","0.448277070034641","0.402830307143574","0.493723832925709"
"No transfer dependency","2007","Mecklenburg-Western Pomerania","Male","90","0.440763068375725","0.377014468386753","0.504511668364698"
"No transfer dependency","2007","Mecklenburg-Western Pomerania","Female","103","0.429035533752297","0.370108494944697","0.487962572559896"
"No transfer dependency","2007","Saxony","Male","316","0.447495493655584","0.41183806388344","0.483152923427728"
"No transfer dependency","2007","Saxony","Female","336","0.479039181257456","0.443754127994729","0.514324234520183"
"No transfer dependency","2007","Saxony-Anhalt","Male","168","0.466078499266074","0.418427141200802","0.513729857331347"
"No transfer dependency","2007","Saxony-Anhalt","Female","180","0.445909633690036","0.400034900924893","0.491784366455179"
"No transfer dependency","2007","Thuringia","Male","183","0.459703983041634","0.41355479117893","0.505853174904338"
"No transfer dependency","2007","Thuringia","Female","205","0.485947235202188","0.440761893643762","0.531132576760613"
"Very low transfer dependency","2007","Schleswig-Holstein","Male","134","0.413426057014735","0.357420622320429","0.469431491709041"
"Very low transfer dependency","2007","Schleswig-Holstein","Female","144","0.373112484633231","0.320532420498287","0.425692548768176"
"Very low transfer dependency","2007","Hamburg","Male","49","0.271857508023486","0.197355725949942","0.346359290097031"
"Very low transfer dependency","2007","Hamburg","Female","54","0.248016478760995","0.180463781349335","0.315569176172656"
"Very low transfer dependency","2007","Lower Saxony","Male","422","0.408688360578143","0.376517978569309","0.440858742586978"
