"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2003","secondary school degree","no migration background","3235","0.486065716801999","0.473305903641202","0.498825529962795"
"Very low transfer dependency","2003","secondary school degree","direct migration background","117","0.413065740232586","0.351784637910834","0.474346842554339"
"Very low transfer dependency","2003","secondary school degree","indirect migration background","108","0.40304471288149","0.335898940139403","0.470190485623577"
"Very low transfer dependency","2003","college entrance qualification","no migration background","2761","0.461936454946512","0.447970210282738","0.475902699610285"
"Very low transfer dependency","2003","college entrance qualification","direct migration background","171","0.563380268727054","0.505900161480848","0.620860375973259"
"Very low transfer dependency","2003","college entrance qualification","indirect migration background","104","0.500130141529631","0.428466763248307","0.571793519810956"
"Very low transfer dependency","2003","Other degree","no migration background","28","","",""
"Very low transfer dependency","2003","Other degree","direct migration background","559","0.480591343856215","0.450998711747507","0.510183975964922"
"Very low transfer dependency","2003","Other degree","indirect migration background","7","","",""
"Very low transfer dependency","2003","no degree/no degree yet","no migration background","456","0.699508961646185","0.662100264070309","0.736917659222061"
"Very low transfer dependency","2003","no degree/no degree yet","direct migration background","90","0.312761478609914","0.252975068446015","0.372547888773813"
"Very low transfer dependency","2003","no degree/no degree yet","indirect migration background","55","0.618118008750525","0.508888097061353","0.727347920439697"
"Low transfer dependency","2003","lower secondary degree","no migration background","347","0.0431979002077189","0.038410991019147","0.0479848093962908"
"Low transfer dependency","2003","lower secondary degree","direct migration background","75","0.0932719342348618","0.0714140734538933","0.11512979501583"
"Low transfer dependency","2003","lower secondary degree","indirect migration background","23","","",""
"Low transfer dependency","2003","secondary school degree","no migration background","442","0.0721128386175275","0.0655089931243044","0.0787166841107507"
"Low transfer dependency","2003","secondary school degree","direct migration background","26","","",""
"Low transfer dependency","2003","secondary school degree","indirect migration background","17","","",""
"Low transfer dependency","2003","college entrance qualification","no migration background","195","0.0414426713967948","0.0358591953152456","0.047026147478344"
"Low transfer dependency","2003","college entrance qualification","direct migration background","11","","",""
"Low transfer dependency","2003","college entrance qualification","indirect migration background","12","","",""
"Low transfer dependency","2003","Other degree","no migration background","13","","",""
"Low transfer dependency","2003","Other degree","direct migration background","112","0.112873545084273","0.0941309432414609","0.131616146927085"
"Low transfer dependency","2003","Other degree","indirect migration background","2","","",""
"Low transfer dependency","2003","no degree/no degree yet","no migration background","43","0.0965785797378531","0.0724769847878149","0.120680174687891"
"Low transfer dependency","2003","no degree/no degree yet","direct migration background","41","0.198508512694407","0.147070861888719","0.249946163500095"
