"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2005","Single parent ","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","2005","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","2005","Single parent ","(3a) lower tertiary education","5","","",""
"High transfer dependency","2005","Single parent ","(3b) higher tertiary education","4","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(0) in school","","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(1b) general elementary school","21","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","23","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(2a) intermediate vocational","37","0.0269535932868622","0.0178210921297883","0.036086094443936"
"High transfer dependency","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"High transfer dependency","2005","Couple + C. LE 16 ","(3b) higher tertiary education","4","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(0) in school","3","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(1b) general elementary school","12","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","23","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(2a) intermediate vocational","8","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"High transfer dependency","2005","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(0) in school","7","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","9","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","2005","1-pers.-HH","(0) in school","","","",""
"Very high transfer dependency","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"Very high transfer dependency","2005","1-pers.-HH","(1b) general elementary school","12","","",""
"Very high transfer dependency","2005","1-pers.-HH","(1c) basic vocational qualification","12","","",""
"Very high transfer dependency","2005","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","2005","1-pers.-HH","(2a) intermediate vocational","33","0.0587033948986176","0.0404915912574267","0.0769151985398086"
"Very high transfer dependency","2005","1-pers.-HH","(2c_gen) general maturity certificate","14","","",""
"Very high transfer dependency","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"Very high transfer dependency","2005","1-pers.-HH","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2005","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(0) in school","1","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(1b) general elementary school","5","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(1c) basic vocational qualification","17","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(2a) intermediate vocational","7","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","2005","Single parent ","(0) in school","5","","",""
"Very high transfer dependency","2005","Single parent ","(1a) inadequately completed","2","","",""
"Very high transfer dependency","2005","Single parent ","(1b) general elementary school","10","","",""
"Very high transfer dependency","2005","Single parent ","(1c) basic vocational qualification","15","","",""
"Very high transfer dependency","2005","Single parent ","(2b) intermediate general qualification","4","","",""
"Very high transfer dependency","2005","Single parent ","(2a) intermediate vocational","25","","",""
"Very high transfer dependency","2005","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2005","Single parent ","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2005","Single parent ","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(0) in school","","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","11","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(2a) intermediate vocational","14","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(0) in school","2","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","6","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(2a) intermediate vocational","3","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(0) in school","9","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(1a) inadequately completed","6","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(1b) general elementary school","10","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","11","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2005","1-pers.-HH","(0) in school","","","",""
"Complete transfer dependency","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"Complete transfer dependency","2005","1-pers.-HH","(1b) general elementary school","12","","",""
"Complete transfer dependency","2005","1-pers.-HH","(1c) basic vocational qualification","31","0.0417471574997169","0.028464269008267","0.0550300459911668"
"Complete transfer dependency","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2005","1-pers.-HH","(2a) intermediate vocational","11","","",""
