"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2007","Not Employed","secondary school degree","121","0.071698415493346","0.059328714807767","0.084068116178925"
"Low transfer dependency","2007","Not Employed","college entrance qualification","71","0.0496517779387032","0.0381575495881194","0.0611460062892871"
"Low transfer dependency","2007","Not Employed","Other degree","51","0.112031309474782","0.0834862992918836","0.140576319657681"
"Low transfer dependency","2007","Not Employed","no degree/no degree yet","67","0.11941859260038","0.0954643473608807","0.14337283783988"
"Low transfer dependency","2007","Employed","lower secondary degree","204","0.0714977472631243","0.0624116622292157","0.080583832297033"
"Low transfer dependency","2007","Employed","secondary school degree","297","0.070725283611866","0.0630981274989282","0.0783524397248038"
"Low transfer dependency","2007","Employed","college entrance qualification","130","0.0336146493631835","0.0280271115067336","0.0392021872196333"
"Low transfer dependency","2007","Employed","Other degree","59","0.129477749143444","0.102433511326711","0.156521986960176"
"Low transfer dependency","2007","Employed","no degree/no degree yet","14","","",""
"High transfer dependency","2007","Not Employed","lower secondary degree","90","0.0266747442300081","0.0215717176285193","0.0317777708314968"
"High transfer dependency","2007","Not Employed","secondary school degree","53","0.0304948915216108","0.0222506925775829","0.0387390904656386"
"High transfer dependency","2007","Not Employed","college entrance qualification","28","","",""
"High transfer dependency","2007","Not Employed","Other degree","24","","",""
"High transfer dependency","2007","Not Employed","no degree/no degree yet","25","","",""
"High transfer dependency","2007","Employed","lower secondary degree","80","0.0290795320920394","0.0231540365978997","0.0350050275861792"
"High transfer dependency","2007","Employed","secondary school degree","91","0.0256009561360181","0.0209020178243382","0.0302998944476979"
"High transfer dependency","2007","Employed","college entrance qualification","44","0.016835809529472","0.0128472962278751","0.020824322831069"
"High transfer dependency","2007","Employed","Other degree","23","","",""
"High transfer dependency","2007","Employed","no degree/no degree yet","8","","",""
"Very high transfer dependency","2007","Not Employed","lower secondary degree","81","0.0230334052075748","0.0182825955015472","0.0277842149136023"
"Very high transfer dependency","2007","Not Employed","secondary school degree","60","0.0447955787475962","0.0348775444904095","0.0547136130047829"
"Very high transfer dependency","2007","Not Employed","college entrance qualification","30","0.0251496848269437","0.0168644222434487","0.0334349474104388"
"Very high transfer dependency","2007","Not Employed","Other degree","27","","",""
"Very high transfer dependency","2007","Not Employed","no degree/no degree yet","23","","",""
"Very high transfer dependency","2007","Employed","lower secondary degree","64","0.0210086420810866","0.0159512391375921","0.0260660450245812"
"Very high transfer dependency","2007","Employed","secondary school degree","47","0.0139738041267032","0.0104815585296321","0.0174660497237743"
"Very high transfer dependency","2007","Employed","college entrance qualification","16","","",""
"Very high transfer dependency","2007","Employed","Other degree","14","","",""
"Very high transfer dependency","2007","Employed","no degree/no degree yet","4","","",""
"Complete transfer dependency","2007","Not Employed","lower secondary degree","100","0.0284936029896124","0.0232243964668627","0.0337628095123622"
"Complete transfer dependency","2007","Not Employed","secondary school degree","59","0.0470927940486295","0.0369358654198881","0.0572497226773709"
"Complete transfer dependency","2007","Not Employed","college entrance qualification","25","","",""
"Complete transfer dependency","2007","Not Employed","Other degree","31","0.104723888989142","0.0770121966595321","0.132435581318752"
"Complete transfer dependency","2007","Not Employed","no degree/no degree yet","25","","",""
"Complete transfer dependency","2007","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2007","Employed","secondary school degree","","","",""
"Complete transfer dependency","2007","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2007","Employed","Other degree","","","",""
"Complete transfer dependency","2007","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2008","Not Employed","lower secondary degree","2617","0.737063680751132","0.722622863290295","0.75150449821197"
"No transfer dependency","2008","Not Employed","secondary school degree","857","0.568970890443795","0.544474810579731","0.593466970307859"
"No transfer dependency","2008","Not Employed","college entrance qualification","737","0.567496676942982","0.540800777692063","0.594192576193901"
"No transfer dependency","2008","Not Employed","Other degree","205","0.463620226246926","0.415409401202324","0.511831051291528"
"No transfer dependency","2008","Not Employed","no degree/no degree yet","52","0.136727737593632","0.109191810296205","0.164263664891058"
"No transfer dependency","2008","Employed","lower secondary degree","1094","0.409800517818154","0.391873431538382","0.427727604097925"
"No transfer dependency","2008","Employed","secondary school degree","1438","0.385402364473479","0.370596820985952","0.400207907961007"
"No transfer dependency","2008","Employed","college entrance qualification","1387","0.437258358924391","0.421369095776626","0.453147622072156"
"No transfer dependency","2008","Employed","Other degree","132","0.263525016689234","0.225587129960256","0.301462903418213"
"No transfer dependency","2008","Employed","no degree/no degree yet","21","","",""
"Very low transfer dependency","2008","Not Employed","lower secondary degree","581","0.148694810437017","0.137023905565387","0.160365715308646"
"Very low transfer dependency","2008","Not Employed","secondary school degree","458","0.256301154296247","0.234705214923865","0.277897093668629"
"Very low transfer dependency","2008","Not Employed","college entrance qualification","450","0.295929156289796","0.271332831060082","0.320525481519509"
"Very low transfer dependency","2008","Not Employed","Other degree","98","0.203897808509982","0.164946875157922","0.242848741862042"
"Very low transfer dependency","2008","Not Employed","no degree/no degree yet","446","0.666514787109029","0.628727937571524","0.704301636646535"
"Very low transfer dependency","2008","Employed","lower secondary degree","1484","0.473745194911664","0.455544226691969","0.491946163131359"
"Very low transfer dependency","2008","Employed","secondary school degree","2370","0.524251642933615","0.509059106972645","0.539444178894585"
"Very low transfer dependency","2008","Employed","college entrance qualification","2178","0.512086259430812","0.49607508249675","0.528097436364874"
"Very low transfer dependency","2008","Employed","Other degree","304","0.539046427621147","0.496119985941728","0.581972869300566"
"Very low transfer dependency","2008","Employed","no degree/no degree yet","96","0.482057637688227","0.399287386363296","0.564827889013158"
"Low transfer dependency","2008","Not Employed","lower secondary degree","148","0.0452329949291162","0.0384160410461276","0.0520499488121048"
"Low transfer dependency","2008","Not Employed","secondary school degree","103","0.0587381169657","0.047107211905989","0.0703690220254109"
"Low transfer dependency","2008","Not Employed","college entrance qualification","70","0.0516657958491916","0.0397382680313854","0.0635933236669978"
"Low transfer dependency","2008","Not Employed","Other degree","38","0.106946004630155","0.0770682248959561","0.136823784364353"
"Low transfer dependency","2008","Not Employed","no degree/no degree yet","45","0.0977941187691189","0.0739870078849817","0.121601229653256"
"Low transfer dependency","2008","Employed","lower secondary degree","182","0.0655612434963628","0.0565388231275738","0.0745836638651518"
"Low transfer dependency","2008","Employed","secondary school degree","233","0.0553372283784747","0.0483818809854727","0.0622925757714767"
"Low transfer dependency","2008","Employed","college entrance qualification","124","0.0308960034095279","0.0253533654027199","0.0364386414163358"
