"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2008","middle vocational","Rural Area","237","0.0649859683893396","0.0568566037291359","0.0731153330495433","2"
"Low transfer dependency","2008","inadequately","Urban Area","14","","","","2"
"Low transfer dependency","2008","inadequately","Rural Area","6","","","","2"
"Low transfer dependency","2008","in school","Urban Area","20","","","","2"
"Low transfer dependency","2008","in school","Rural Area","16","","","","2"
"Low transfer dependency","2008","vocational + Abi","Urban Area","41","0.0375199817157378","0.0244893871362093","0.0505505762952664","2"
"Low transfer dependency","2008","higher education","Rural Area","47","0.0655468234835994","0.0515089758304723","0.0795846711367265","2"
"Low transfer dependency","2008","higher vocational","Urban Area","27","","","","2"
"Low transfer dependency","2008","higher vocational","Rural Area","26","","","","2"
"Low transfer dependency","2008","higher education","Urban Area","82","0.0241089114999341","0.018576609940201","0.0296412130596671","2"
"Low transfer dependency","2008","vocational + Abi","Rural Area","21","","","","2"
"No transfer dependency","2008","general elemantary","Urban Area","597","0.463256695188654","0.436774516752968","0.48973887362434","0"
"No transfer dependency","2008","general elemantary","Rural Area","310","0.481517498863971","0.444370068462042","0.518664929265899","0"
"No transfer dependency","2008","middle vocational","Urban Area","2999","0.515769201623265","0.50325878535396","0.528279617892569","0"
"No transfer dependency","2008","middle vocational","Rural Area","1597","0.481806399369918","0.465327809370366","0.49828498936947","0"
"No transfer dependency","2008","vocational + Abi","Urban Area","319","0.45084683197931","0.416727672755869","0.484965991202752","0"
"No transfer dependency","2008","higher education","Rural Area","555","0.50518788706257","0.476828779924009","0.53354699420113","0"
"No transfer dependency","2008","higher vocational","Urban Area","405","0.502438576145369","0.469347329135387","0.535529823155351","0"
"No transfer dependency","2008","inadequately","Urban Area","39","0.363730019186167","0.281033600040604","0.446426438331729","0"
"No transfer dependency","2008","inadequately","Rural Area","18","","","","0"
"No transfer dependency","2008","vocational + Abi","Rural Area","89","0.415046748882914","0.355944834553596","0.474148663212232","0"
"No transfer dependency","2008","higher vocational","Rural Area","222","0.455207633522593","0.412730871362661","0.497684395682526","0"
"No transfer dependency","2008","higher education","Urban Area","1442","0.530175199892746","0.512174307292207","0.548176092493286","0"
"No transfer dependency","2008","in school","Urban Area","","","","","0"
"No transfer dependency","2008","in school","Rural Area","1","","","","0"
"Very high transfer dependency","2008","general elemantary","Urban Area","47","0.0388989764643429","0.0286303313669926","0.0491676215616932","4"
"Very high transfer dependency","2008","general elemantary","Rural Area","41","0.0580249323858749","0.0406436140275501","0.0754062507441997","4"
"Very high transfer dependency","2008","middle vocational","Urban Area","82","0.016401881191093","0.0132222735693872","0.0195814888127988","4"
"Very high transfer dependency","2008","inadequately","Rural Area","5","","","","4"
"Very high transfer dependency","2008","middle vocational","Rural Area","97","0.0236141104230073","0.0186064567494483","0.0286217640965664","4"
"Very high transfer dependency","2008","in school","Urban Area","6","","","","4"
"Very high transfer dependency","2008","in school","Rural Area","2","","","","4"
"Very high transfer dependency","2008","inadequately","Urban Area","9","","","","4"
"Very high transfer dependency","2008","vocational + Abi","Urban Area","5","","","","4"
"Very high transfer dependency","2008","higher education","Rural Area","7","","","","4"
"Very high transfer dependency","2008","higher vocational","Urban Area","5","","","","4"
"Very high transfer dependency","2008","higher vocational","Rural Area","3","","","","4"
"Very high transfer dependency","2008","higher education","Urban Area","22","","","","4"
"Very high transfer dependency","2008","vocational + Abi","Rural Area","4","","","","4"
"Very low transfer dependency","2008","in school","Urban Area","329","0.852966926379232","0.816636100313494","0.88929775244497","1"
"Very low transfer dependency","2008","in school","Rural Area","153","0.844456232416198","0.791511017171011","0.897401447661386","1"
"Very low transfer dependency","2008","inadequately","Urban Area","42","0.213644880666001","0.143186603531002","0.284103157801001","1"
"Very low transfer dependency","2008","inadequately","Rural Area","14","","","","1"
"Very low transfer dependency","2008","general elemantary","Urban Area","514","0.348556063874972","0.323249430027914","0.37386269772203","1"
"Very low transfer dependency","2008","general elemantary","Rural Area","250","0.304833362370995","0.270609312693944","0.339057412048046","1"
"Very low transfer dependency","2008","higher vocational","Urban Area","424","0.425153631003293","0.392434848346268","0.457872413660318","1"
"Very low transfer dependency","2008","higher vocational","Rural Area","269","0.477356885177039","0.434752398014529","0.519961372339549","1"
"Very low transfer dependency","2008","higher education","Urban Area","1370","0.406140739685869","0.388427564749741","0.423853914621996","1"
"Very low transfer dependency","2008","higher education","Rural Area","576","0.413465208860027","0.385532548389444","0.44139786933061","1"
"Very low transfer dependency","2008","middle vocational","Urban Area","2565","0.374336884775672","0.362221995728789","0.386451773822555","1"
"Very low transfer dependency","2008","middle vocational","Rural Area","1463","0.380954045921912","0.364938730980187","0.396969360863638","1"
"Very low transfer dependency","2008","vocational + Abi","Urban Area","431","0.475229108924293","0.440985979416685","0.5094722384319","1"
"Very low transfer dependency","2008","vocational + Abi","Rural Area","144","0.482104816984148","0.422169317142592","0.542040316825704","1"
"Complete transfer dependency","2009","in school","Urban Area","2","","","","5"
"Complete transfer dependency","2009","in school","Rural Area","3","","","","5"
"Complete transfer dependency","2009","inadequately","Urban Area","12","","","","5"
"Complete transfer dependency","2009","inadequately","Rural Area","6","","","","5"
"Complete transfer dependency","2009","general elemantary","Urban Area","22","","","","5"
"Complete transfer dependency","2009","general elemantary","Rural Area","16","","","","5"
"Complete transfer dependency","2009","middle vocational","Urban Area","44","0.0124524192166727","0.00955651564455673","0.0153483227887886","5"
"Complete transfer dependency","2009","middle vocational","Rural Area","36","0.0150826885196015","0.0109755782916979","0.0191897987475052","5"
"Complete transfer dependency","2009","vocational + Abi","Urban Area","6","","","","5"
"Complete transfer dependency","2009","vocational + Abi","Rural Area","1","","","","5"
"Complete transfer dependency","2009","higher vocational","Urban Area","7","","","","5"
"Complete transfer dependency","2009","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","2009","higher education","Urban Area","5","","","","5"
"Complete transfer dependency","2009","higher education","Rural Area","3","","","","5"
"High transfer dependency","2009","in school","Urban Area","7","","","","3"
"High transfer dependency","2009","in school","Rural Area","3","","","","3"
"High transfer dependency","2009","inadequately","Urban Area","8","","","","3"
"High transfer dependency","2009","inadequately","Rural Area","4","","","","3"
"High transfer dependency","2009","general elemantary","Urban Area","47","0.0340953748070288","0.0239080278952284","0.0442827217188291","3"
"High transfer dependency","2009","general elemantary","Rural Area","21","","","","3"
"High transfer dependency","2009","middle vocational","Urban Area","89","0.0159856018948006","0.0127103595631768","0.0192608442264244","3"
"High transfer dependency","2009","middle vocational","Rural Area","73","0.0249316555687763","0.0196776542190496","0.0301856569185031","3"
"High transfer dependency","2009","vocational + Abi","Urban Area","11","","","","3"
"High transfer dependency","2009","vocational + Abi","Rural Area","7","","","","3"
"High transfer dependency","2009","higher vocational","Urban Area","12","","","","3"
"High transfer dependency","2009","higher vocational","Rural Area","6","","","","3"
"High transfer dependency","2009","higher education","Urban Area","23","","","","3"
"High transfer dependency","2009","higher education","Rural Area","7","","","","3"
"Low transfer dependency","2009","general elemantary","Urban Area","101","0.0870490217912884","0.0712237231309169","0.10287432045166","2"
"Low transfer dependency","2009","general elemantary","Rural Area","57","0.0745957518892672","0.0537114917769191","0.0954800120016153","2"
"Low transfer dependency","2009","middle vocational","Urban Area","260","0.0533561959416896","0.0474871981900983","0.0592251936932809","2"
"Low transfer dependency","2009","middle vocational","Rural Area","254","0.0678687697541861","0.0593931666764345","0.0763443728319377","2"
"Low transfer dependency","2009","in school","Rural Area","9","","","","2"
"Low transfer dependency","2009","inadequately","Urban Area","18","","","","2"
"Low transfer dependency","2009","in school","Urban Area","28","","","","2"
"Low transfer dependency","2009","inadequately","Rural Area","7","","","","2"
"Low transfer dependency","2009","vocational + Abi","Urban Area","34","0.0385102497419889","0.024655474527204","0.0523650249567738","2"
