"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2003","Baden-Württemberg","Employed","72","0.0365776188649659","0.0278198835197481","0.0453353542101836","2"
"Low transfer dependency","2003","Bavaria","Not Employed","59","0.0469909980922053","0.0340923659307796","0.059889630253631","2"
"Low transfer dependency","2003","Bavaria","Employed","86","0.0383205154138095","0.0300327024467227","0.0466083283808963","2"
"Low transfer dependency","2003","Berlin","Not Employed","21","","","","2"
"Low transfer dependency","2003","Berlin","Employed","38","0.0866990927748102","0.0625365046821054","0.110861680867515","2"
"Low transfer dependency","2003","Brandenburg","Not Employed","43","0.0974767623698476","0.0680772953888563","0.126876229350839","2"
"Low transfer dependency","2003","Brandenburg","Employed","60","0.13016026704915","0.101806661397693","0.158513872700607","2"
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","Not Employed","15","","","","2"
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","Employed","37","0.112122703847614","0.0782852158951096","0.145960191800119","2"
"Low transfer dependency","2003","Saxony","Not Employed","66","0.101782760742827","0.0776694175107242","0.12589610397493","2"
"Low transfer dependency","2003","Saxony","Employed","123","0.144047731509354","0.122040944057947","0.166054518960761","2"
"Low transfer dependency","2003","Saxony-Anhalt","Not Employed","38","0.0759714510183834","0.0498427723103327","0.102100129726434","2"
"Low transfer dependency","2003","Saxony-Anhalt","Employed","54","0.136272253430466","0.106897474835249","0.165647032025682","2"
"Low transfer dependency","2003","Thuringia","Not Employed","43","0.0831295859736212","0.0550369220018066","0.111222249945436","2"
"Low transfer dependency","2003","Thuringia","Employed","70","0.116687952384138","0.0902389094332305","0.143136995335046","2"
"No transfer dependency","2003","Hesse","Not Employed","251","0.58069709501548","0.536553648821339","0.624840541209621","0"
"No transfer dependency","2003","Hesse","Employed","392","0.454991896162732","0.424127953623594","0.48585583870187","0"
"No transfer dependency","2003","Rhineland-Palatinate,Saarland","Not Employed","295","0.580261625405969","0.53867528331448","0.621847967497457","0"
"No transfer dependency","2003","Schleswig-Holstein","Not Employed","138","0.560432074582303","0.498783518878944","0.622080630285661","0"
"No transfer dependency","2003","Schleswig-Holstein","Employed","169","0.460976427636866","0.413075418406083","0.508877436867649","0"
"No transfer dependency","2003","Hamburg","Not Employed","63","0.678809893021262","0.590747319128988","0.766872466913535","0"
"No transfer dependency","2003","Hamburg","Employed","76","0.45138168241064","0.380057893629972","0.522705471191308","0"
"No transfer dependency","2003","Lower Saxony","Not Employed","379","0.605933411120607","0.569888579771344","0.64197824246987","0"
"No transfer dependency","2003","Lower Saxony","Employed","396","0.357657481044635","0.330424724578321","0.384890237510949","0"
"No transfer dependency","2003","Bremen","Not Employed","41","0.626639486979928","0.512510327999217","0.740768645960639","0"
"No transfer dependency","2003","Bremen","Employed","34","0.403530583373804","0.308784384267816","0.498276782479793","0"
"No transfer dependency","2003","North Rhine-Westphalia","Not Employed","971","0.601929140927903","0.579053775059878","0.624804506795928","0"
"No transfer dependency","2003","North Rhine-Westphalia","Employed","994","0.396426767534707","0.378592895713184","0.414260639356229","0"
"No transfer dependency","2003","Rhineland-Palatinate,Saarland","Employed","227","0.338012413024583","0.304984872813882","0.371039953235283","0"
"No transfer dependency","2003","Baden-Württemberg","Not Employed","452","0.590771361108551","0.558449977997575","0.623092744219527","0"
"No transfer dependency","2003","Baden-Württemberg","Employed","589","0.411086302150116","0.388131790007514","0.434040814292719","0"
"No transfer dependency","2003","Bavaria","Not Employed","586","0.633280227693436","0.603906913610907","0.662653541775965","0"
"No transfer dependency","2003","Bavaria","Employed","744","0.439836287605759","0.418406784085585","0.461265791125934","0"
"No transfer dependency","2003","Berlin","Not Employed","156","0.549998139969533","0.493323339434841","0.606672940504225","0"
"No transfer dependency","2003","Berlin","Employed","178","0.365509152109032","0.324157673969921","0.406860630248142","0"
"No transfer dependency","2003","Brandenburg","Not Employed","198","0.536045073525936","0.486614202628958","0.585475944422914","0"
"No transfer dependency","2003","Brandenburg","Employed","137","0.267012346657309","0.229733414817878","0.30429127849674","0"
"No transfer dependency","2003","Mecklenburg-Western Pomerania","Not Employed","102","0.600076841269374","0.529100394095767","0.671053288442981","0"
"No transfer dependency","2003","Mecklenburg-Western Pomerania","Employed","82","0.2930213526039","0.24420923594204","0.34183346926576","0"
"No transfer dependency","2003","Saxony","Not Employed","335","0.605353225496123","0.56637353998343","0.644332911008816","0"
"No transfer dependency","2003","Saxony","Employed","236","0.271773714697642","0.243892251321584","0.2996551780737","0"
"No transfer dependency","2003","Saxony-Anhalt","Not Employed","197","0.581773913167842","0.533129583376378","0.630418242959305","0"
"No transfer dependency","2003","Saxony-Anhalt","Employed","126","0.266372545113116","0.228522625143534","0.304222465082698","0"
"No transfer dependency","2003","Thuringia","Not Employed","194","0.596966891456434","0.547054702018114","0.646879080894753","0"
"No transfer dependency","2003","Thuringia","Employed","128","0.315849506941754","0.277553296655949","0.354145717227558","0"
"Very high transfer dependency","2003","Schleswig-Holstein","Employed","1","","","","4"
"Very high transfer dependency","2003","Hamburg","Not Employed","1","","","","4"
"Very high transfer dependency","2003","Hamburg","Employed","","","","","4"
"Very high transfer dependency","2003","Lower Saxony","Not Employed","10","","","","4"
"Very high transfer dependency","2003","Lower Saxony","Employed","10","","","","4"
"Very high transfer dependency","2003","Bremen","Employed","1","","","","4"
"Very high transfer dependency","2003","North Rhine-Westphalia","Not Employed","31","0.0199307128752769","0.013399332492384","0.0264620932581698","4"
"Very high transfer dependency","2003","North Rhine-Westphalia","Employed","16","","","","4"
"Very high transfer dependency","2003","Hesse","Not Employed","8","","","","4"
"Very high transfer dependency","2003","Schleswig-Holstein","Not Employed","8","","","","4"
"Very high transfer dependency","2003","Bremen","Not Employed","3","","","","4"
"Very high transfer dependency","2003","Hesse","Employed","6","","","","4"
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","Not Employed","12","","","","4"
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","Employed","9","","","","4"
"Very high transfer dependency","2003","Baden-Württemberg","Not Employed","5","","","","4"
"Very high transfer dependency","2003","Baden-Württemberg","Employed","5","","","","4"
"Very high transfer dependency","2003","Bavaria","Not Employed","8","","","","4"
"Very high transfer dependency","2003","Bavaria","Employed","8","","","","4"
"Very high transfer dependency","2003","Berlin","Not Employed","12","","","","4"
"Very high transfer dependency","2003","Berlin","Employed","9","","","","4"
"Very high transfer dependency","2003","Brandenburg","Not Employed","12","","","","4"
"Very high transfer dependency","2003","Brandenburg","Employed","8","","","","4"
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","Not Employed","12","","","","4"
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","Employed","5","","","","4"
"Very high transfer dependency","2003","Saxony","Not Employed","21","","","","4"
"Very high transfer dependency","2003","Saxony","Employed","17","","","","4"
"Very high transfer dependency","2003","Saxony-Anhalt","Not Employed","11","","","","4"
"Very high transfer dependency","2003","Saxony-Anhalt","Employed","8","","","","4"
"Very high transfer dependency","2003","Thuringia","Not Employed","23","","","","4"
"Very high transfer dependency","2003","Thuringia","Employed","12","","","","4"
"Very low transfer dependency","2003","Schleswig-Holstein","Not Employed","73","0.26849778205932","0.21345167729242","0.32354388682622","1"
"Very low transfer dependency","2003","Schleswig-Holstein","Employed","213","0.452536243349165","0.404705646968353","0.500366839729976","1"
"Very low transfer dependency","2003","Hamburg","Not Employed","39","0.220117339080652","0.141976517568147","0.298258160593158","1"
"Very low transfer dependency","2003","Hamburg","Employed","107","0.530551851573717","0.459022379414076","0.602081323733358","1"
"Very low transfer dependency","2003","Lower Saxony","Not Employed","243","0.2805696088118","0.247429002946117","0.313710214677483","1"
"Very low transfer dependency","2003","Lower Saxony","Employed","696","0.543866046839896","0.515567327347889","0.572164766331904","1"
"Very low transfer dependency","2003","Bremen","Not Employed","8","","","","1"
"Very low transfer dependency","2003","Bremen","Employed","56","0.465928568079945","0.369592520940198","0.562264615219692","1"
"Very low transfer dependency","2003","North Rhine-Westphalia","Not Employed","574","0.258087053276557","0.23763792704976","0.278536179503355","1"
"Very low transfer dependency","2003","North Rhine-Westphalia","Employed","1723","0.528086234222534","0.50988575111134","0.546286717333728","1"
"Very low transfer dependency","2003","Hesse","Not Employed","175","0.297267300313627","0.256379276283578","0.338155324343677","1"
"Very low transfer dependency","2003","Hesse","Employed","566","0.488153350254788","0.457172298256913","0.519134402252662","1"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","Not Employed","188","0.309822019008179","0.270855990115844","0.348788047900514","1"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","Employed","494","0.548045326327543","0.513296458239612","0.582794194415475","1"
"Very low transfer dependency","2003","Baden-Württemberg","Not Employed","348","0.31696797734159","0.286381783440931","0.347554171242249","1"
"Very low transfer dependency","2003","Baden-Württemberg","Employed","1081","0.538732866846874","0.515476668254372","0.561989065439375","1"
"Very low transfer dependency","2003","Bavaria","Not Employed","341","0.266542872815018","0.239592875558553","0.293492870071483","1"
"Very low transfer dependency","2003","Bavaria","Employed","1206","0.509344451312293","0.487761877140833","0.530927025483754","1"
"Very low transfer dependency","2003","Berlin","Not Employed","67","0.1905451942075","0.14580503364939","0.23528535476561","1"
"Very low transfer dependency","2003","Berlin","Employed","275","0.480505992394272","0.437604845295153","0.52340713949339","1"
"Very low transfer dependency","2003","Brandenburg","Not Employed","106","0.248925642477664","0.206067238102355","0.291784046852974","1"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","Employed","198","0.522738281065264","0.469171529436893","0.576305032693636","1"
"Very low transfer dependency","2003","Saxony","Not Employed","129","0.174557766080356","0.144285665873722","0.204829866286989","1"
"Very low transfer dependency","2003","Brandenburg","Employed","318","0.551170597707571","0.509259104970511","0.593082090444632","1"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","Not Employed","37","0.143545290853049","0.0927446463963505","0.194345935309747","1"
