"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2007","vocational + Abi","Female","372","0.476926350536847","0.439819802755203","0.514032898318491","1"
"Complete transfer dependency","2008","in school","Male","5","","","","5"
"Complete transfer dependency","2008","in school","Female","5","","","","5"
"Complete transfer dependency","2008","inadequately","Male","8","","","","5"
"Complete transfer dependency","2008","inadequately","Female","8","","","","5"
"Complete transfer dependency","2008","general elemantary","Male","15","","","","5"
"Complete transfer dependency","2008","general elemantary","Female","29","","","","5"
"Complete transfer dependency","2008","middle vocational","Male","50","0.0148386176128335","0.0113377881124855","0.0183394471131815","5"
"Complete transfer dependency","2008","middle vocational","Female","57","0.0149908776506024","0.0116493128231385","0.0183324424780662","5"
"Complete transfer dependency","2008","vocational + Abi","Male","6","","","","5"
"Complete transfer dependency","2008","vocational + Abi","Female","3","","","","5"
"Complete transfer dependency","2008","higher vocational","Male","4","","","","5"
"Complete transfer dependency","2008","higher vocational","Female","2","","","","5"
"Complete transfer dependency","2008","higher education","Male","7","","","","5"
"Complete transfer dependency","2008","higher education","Female","9","","","","5"
"High transfer dependency","2008","in school","Male","3","","","","3"
"High transfer dependency","2008","in school","Female","5","","","","3"
"High transfer dependency","2008","inadequately","Male","9","","","","3"
"High transfer dependency","2008","inadequately","Female","7","","","","3"
"High transfer dependency","2008","general elemantary","Male","25","","","","3"
"High transfer dependency","2008","general elemantary","Female","49","0.0233805217157163","0.0154932223577256","0.0312678210737069","3"
"High transfer dependency","2008","middle vocational","Male","106","0.0292854828677505","0.0244035421040474","0.0341674236314537","3"
"High transfer dependency","2008","middle vocational","Female","103","0.0286360291419235","0.0240497168000491","0.0332223414837979","3"
"High transfer dependency","2008","vocational + Abi","Male","8","","","","3"
"High transfer dependency","2008","vocational + Abi","Female","13","","","","3"
"High transfer dependency","2008","higher vocational","Male","7","","","","3"
"High transfer dependency","2008","higher vocational","Female","11","","","","3"
"High transfer dependency","2008","higher education","Male","11","","","","3"
"High transfer dependency","2008","higher education","Female","19","","","","3"
"Low transfer dependency","2008","general elemantary","Male","75","0.115149371750385","0.0905535283717235","0.139745215129046","2"
"Low transfer dependency","2008","general elemantary","Female","105","0.0835499157543355","0.0691066317651454","0.0979931997435257","2"
"Low transfer dependency","2008","middle vocational","Male","265","0.0576197827005901","0.0508726471229171","0.0643669182782631","2"
"Low transfer dependency","2008","middle vocational","Female","278","0.0554671473517723","0.0491729162534139","0.0617613784501306","2"
"Low transfer dependency","2008","in school","Male","17","","","","2"
"Low transfer dependency","2008","inadequately","Male","8","","","","2"
"Low transfer dependency","2008","inadequately","Female","12","","","","2"
"Low transfer dependency","2008","vocational + Abi","Male","30","0.0527023664660555","0.0317292421617274","0.0736754907703837","2"
"Low transfer dependency","2008","in school","Female","19","","","","2"
"Low transfer dependency","2008","higher education","Female","75","0.0387540300541768","0.0300340802822025","0.047473979826151","2"
"Low transfer dependency","2008","higher vocational","Female","25","","","","2"
"Low transfer dependency","2008","vocational + Abi","Female","32","0.0353683148925653","0.0211467124543076","0.0495899173308229","2"
"Low transfer dependency","2008","higher vocational","Male","28","","","","2"
"Low transfer dependency","2008","higher education","Male","54","0.0310484685330508","0.0239053952401914","0.0381915418259101","2"
"No transfer dependency","2008","general elemantary","Male","188","0.321258239623641","0.28527706197155","0.357239417275732","0"
"No transfer dependency","2008","general elemantary","Female","719","0.537550552082816","0.511526176175035","0.563574927990597","0"
"No transfer dependency","2008","middle vocational","Male","2176","0.502613288117239","0.488136086554789","0.517090489679689","0"
"No transfer dependency","2008","middle vocational","Female","2420","0.505587962195322","0.491839341975454","0.51933658241519","0"
"No transfer dependency","2008","vocational + Abi","Male","172","0.446678706277254","0.400013717787818","0.49334369476669","0"
"No transfer dependency","2008","in school","Male","1","","","","0"
"No transfer dependency","2008","in school","Female","","","","","0"
"No transfer dependency","2008","inadequately","Male","20","","","","0"
"No transfer dependency","2008","inadequately","Female","37","0.421422608020264","0.329146048564708","0.51369916747582","0"
"No transfer dependency","2008","higher education","Female","840","0.487434262157408","0.464851810239051","0.510016714075765","0"
"No transfer dependency","2008","vocational + Abi","Female","236","0.439222825079209","0.401010962890699","0.477434687267719","0"
"No transfer dependency","2008","higher vocational","Male","399","0.514367524328298","0.480221605424179","0.548513443232418","0"
"No transfer dependency","2008","higher vocational","Female","228","0.446054495130599","0.405670053724938","0.486438936536261","0"
"No transfer dependency","2008","higher education","Male","1157","0.552034288973093","0.531554786517689","0.572513791428497","0"
"Very high transfer dependency","2008","general elemantary","Male","26","","","","4"
"Very high transfer dependency","2008","general elemantary","Female","62","0.0434609312833058","0.0328185355179843","0.0541033270486273","4"
"Very high transfer dependency","2008","middle vocational","Male","74","0.0164273743380177","0.0127468656941786","0.0201078829818568","4"
"Very high transfer dependency","2008","inadequately","Female","10","","","","4"
"Very high transfer dependency","2008","middle vocational","Female","105","0.0212134475756467","0.0172509787415338","0.0251759164097596","4"
"Very high transfer dependency","2008","in school","Male","5","","","","4"
"Very high transfer dependency","2008","in school","Female","3","","","","4"
"Very high transfer dependency","2008","inadequately","Male","4","","","","4"
"Very high transfer dependency","2008","vocational + Abi","Male","3","","","","4"
"Very high transfer dependency","2008","higher education","Female","17","","","","4"
"Very high transfer dependency","2008","higher vocational","Male","4","","","","4"
"Very high transfer dependency","2008","higher vocational","Female","4","","","","4"
"Very high transfer dependency","2008","higher education","Male","12","","","","4"
"Very high transfer dependency","2008","vocational + Abi","Female","6","","","","4"
"Very low transfer dependency","2008","in school","Male","245","0.871113960291494","0.831583308379116","0.910644612203872","1"
"Very low transfer dependency","2008","in school","Female","237","0.828012702175481","0.782916638278785","0.873108766072177","1"
"Very low transfer dependency","2008","inadequately","Male","20","","","","1"
"Very low transfer dependency","2008","inadequately","Female","36","0.228786950073971","0.150289679215011","0.307284220932931","1"
"Very low transfer dependency","2008","general elemantary","Male","318","0.43913136366935","0.400890846560487","0.477371880778212","1"
"Very low transfer dependency","2008","general elemantary","Female","446","0.285784251754597","0.262202699327832","0.309365804181362","1"
"Very low transfer dependency","2008","higher vocational","Male","381","0.428793520551752","0.394981677601548","0.462605363501957","1"
"Very low transfer dependency","2008","higher vocational","Female","312","0.462882729840909","0.422373251948801","0.503392207733018","1"
"Very low transfer dependency","2008","higher education","Male","1024","0.394597945941159","0.374469356440203","0.414726535442116","1"
"Very low transfer dependency","2008","higher education","Female","922","0.425355626920525","0.403019187137293","0.447692066703757","1"
"Very low transfer dependency","2008","middle vocational","Male","1911","0.379215454363569","0.365166823187533","0.393264085539605","1"
"Very low transfer dependency","2008","middle vocational","Female","2117","0.374104536084733","0.360798042651327","0.387411029518139","1"
"Very low transfer dependency","2008","vocational + Abi","Male","217","0.462358845512473","0.415559402511418","0.509158288513527","1"
"Very low transfer dependency","2008","vocational + Abi","Female","358","0.488198071154598","0.449711468435757","0.526684673873439","1"
