"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2002","(2b) intermediate general qualification","in school","","","",""
"Complete transfer dependency","2002","(2b) intermediate general qualification","inadequately","","","",""
"Complete transfer dependency","2002","(2b) intermediate general qualification","general elemantary","6","","",""
"Complete transfer dependency","2002","(2b) intermediate general qualification","middle vocational","","","",""
"Complete transfer dependency","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"Complete transfer dependency","2002","(2b) intermediate general qualification","higher vocational","","","",""
"Complete transfer dependency","2002","(2b) intermediate general qualification","higher education","","","",""
"Complete transfer dependency","2002","(2a) intermediate vocational","in school","","","",""
"Complete transfer dependency","2002","(2a) intermediate vocational","inadequately","","","",""
"Complete transfer dependency","2002","(2a) intermediate vocational","general elemantary","","","",""
"Complete transfer dependency","2002","(2a) intermediate vocational","middle vocational","36","0.0116796695658168","0.00854300227837597","0.0148163368532575"
"Complete transfer dependency","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"Complete transfer dependency","2002","(2a) intermediate vocational","higher vocational","5","","",""
"Complete transfer dependency","2002","(2a) intermediate vocational","higher education","","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","in school","","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","middle vocational","9","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"Complete transfer dependency","2002","(2c_gen) general maturity certificate","higher education","","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","vocational + Abi","14","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","higher vocational","2","","",""
"Complete transfer dependency","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","in school","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","inadequately","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","general elemantary","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","middle vocational","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","higher vocational","","","",""
"Complete transfer dependency","2002","(3a) lower tertiary education","higher education","5","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","in school","","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","inadequately","","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","general elemantary","","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","middle vocational","","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","higher vocational","","","",""
"Complete transfer dependency","2002","(3b) higher tertiary education","higher education","17","","",""
"No transfer dependency","2003","(0) in school","in school","4","","",""
"No transfer dependency","2003","(0) in school","inadequately","","","",""
"No transfer dependency","2003","(0) in school","general elemantary","","","",""
"No transfer dependency","2003","(0) in school","middle vocational","","","",""
"No transfer dependency","2003","(0) in school","vocational + Abi","","","",""
"No transfer dependency","2003","(0) in school","higher vocational","","","",""
"No transfer dependency","2003","(0) in school","higher education","","","",""
"No transfer dependency","2003","(1a) inadequately completed","in school","","","",""
"No transfer dependency","2003","(1a) inadequately completed","inadequately","89","0.432330576223317","0.367885329664891","0.496775822781743"
"No transfer dependency","2003","(1a) inadequately completed","general elemantary","","","",""
"No transfer dependency","2003","(1a) inadequately completed","middle vocational","19","","",""
"No transfer dependency","2003","(1a) inadequately completed","vocational + Abi","","","",""
"No transfer dependency","2003","(1a) inadequately completed","higher vocational","1","","",""
"No transfer dependency","2003","(1a) inadequately completed","higher education","","","",""
"No transfer dependency","2003","(1b) general elementary school","in school","","","",""
"No transfer dependency","2003","(1b) general elementary school","inadequately","7","","",""
"No transfer dependency","2003","(1b) general elementary school","general elemantary","1041","0.544372961017638","0.523077449207239","0.565668472828037"
"No transfer dependency","2003","(1b) general elementary school","middle vocational","","","",""
"No transfer dependency","2003","(1b) general elementary school","vocational + Abi","","","",""
"No transfer dependency","2003","(1b) general elementary school","higher vocational","","","",""
"No transfer dependency","2003","(1b) general elementary school","higher education","","","",""
"No transfer dependency","2003","(1c) basic vocational qualification","in school","","","",""
"No transfer dependency","2003","(1c) basic vocational qualification","inadequately","","","",""
