"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2007","no degree/no degree yet","Female","52","0.181602519951698","0.145783709187903","0.217421330715492"
"Very low transfer dependency","2007","lower secondary degree","Male","1188","0.335548105428834","0.319657906403736","0.351438304453932"
"Very low transfer dependency","2007","lower secondary degree","Female","1004","0.262410656545204","0.247891432333365","0.276929880757043"
"Very low transfer dependency","2007","secondary school degree","Male","1255","0.436775841178589","0.417543923970854","0.456007758386325"
"Very low transfer dependency","2007","secondary school degree","Female","1748","0.459672763969889","0.443057240053592","0.476288287886187"
"Very low transfer dependency","2007","college entrance qualification","Male","1423","0.447622390428711","0.429158149039072","0.466086631818351"
"Very low transfer dependency","2007","college entrance qualification","Female","1404","0.472592713633869","0.453339534064507","0.491845893203231"
"Very low transfer dependency","2007","Other degree","Male","218","0.384265062658225","0.341327540376269","0.42720258494018"
"Very low transfer dependency","2007","Other degree","Female","246","0.400191499118881","0.359899931848369","0.440483066389392"
"Very low transfer dependency","2007","no degree/no degree yet","Male","290","0.644086723836094","0.596568515716903","0.691604931955285"
"Very low transfer dependency","2007","no degree/no degree yet","Female","298","0.551375345307842","0.505165626536337","0.597585064079347"
"Low transfer dependency","2007","lower secondary degree","Male","206","0.0573627405071851","0.0495373248301165","0.0651881561842536"
"Low transfer dependency","2007","lower secondary degree","Female","173","0.0474773112181968","0.0404591056704538","0.0544955167659397"
"Low transfer dependency","2007","secondary school degree","Male","172","0.0628823602562913","0.0534696625267788","0.0722950579858037"
"Low transfer dependency","2007","secondary school degree","Female","246","0.0775214641803113","0.0686058689658785","0.0864370593947441"
"Low transfer dependency","2007","college entrance qualification","Male","85","0.0306149534003617","0.0242180102019923","0.0370118965987312"
"Low transfer dependency","2007","college entrance qualification","Female","116","0.0461375676005204","0.0380474262904296","0.0542277089106112"
"Low transfer dependency","2007","Other degree","Male","49","0.113236048940911","0.0852642112214589","0.141207886660363"
"Low transfer dependency","2007","Other degree","Female","61","0.12967126716144","0.102044029651454","0.157298504671426"
"Low transfer dependency","2007","no degree/no degree yet","Male","36","0.114772535242773","0.0831379448994221","0.146407125586124"
"Low transfer dependency","2007","no degree/no degree yet","Female","45","0.13254130535599","0.101037130483984","0.164045480227996"
"High transfer dependency","2007","lower secondary degree","Male","83","0.0276191971173588","0.022104217875013","0.0331341763597046"
"High transfer dependency","2007","lower secondary degree","Female","87","0.0279015840171576","0.0224663917868691","0.0333367762474462"
"High transfer dependency","2007","secondary school degree","Male","54","0.0245007267704263","0.0185061904287857","0.030495263112067"
"High transfer dependency","2007","secondary school degree","Female","90","0.0290757836260543","0.0234740867413415","0.0346774805107671"
"High transfer dependency","2007","college entrance qualification","Male","31","0.0145747957561474","0.0101246871853237","0.019024904326971"
"High transfer dependency","2007","college entrance qualification","Female","41","0.0196626693575197","0.0143084655768287","0.0250168731382107"
"High transfer dependency","2007","Other degree","Male","22","","",""
"High transfer dependency","2007","Other degree","Female","25","","",""
"High transfer dependency","2007","no degree/no degree yet","Male","16","","",""
"High transfer dependency","2007","no degree/no degree yet","Female","17","","",""
"Very high transfer dependency","2007","lower secondary degree","Male","66","0.0211617375249373","0.0163183267939742","0.0260051482559003"
"Very high transfer dependency","2007","lower secondary degree","Female","79","0.0230056090636644","0.0180578531775419","0.0279533649497868"
"Very high transfer dependency","2007","secondary school degree","Male","40","0.024691373854955","0.0186741481918498","0.0307085995180603"
"Very high transfer dependency","2007","secondary school degree","Female","67","0.021727011775926","0.0168663964152241","0.0265876271366279"
"Very high transfer dependency","2007","college entrance qualification","Male","19","","",""
"Very high transfer dependency","2007","college entrance qualification","Female","27","","",""
"Very high transfer dependency","2007","Other degree","Male","16","","",""
"Very high transfer dependency","2007","Other degree","Female","25","","",""
"Very high transfer dependency","2007","no degree/no degree yet","Male","9","","",""
"Very high transfer dependency","2007","no degree/no degree yet","Female","18","","",""
"Complete transfer dependency","2007","lower secondary degree","Male","52","0.0190430177890095","0.0144434922233804","0.0236425433546387"
"Complete transfer dependency","2007","lower secondary degree","Female","48","0.0123324403268818","0.00869014407214962","0.0159747365816141"
"Complete transfer dependency","2007","secondary school degree","Male","20","","",""
"Complete transfer dependency","2007","secondary school degree","Female","39","0.0183879107355674","0.0139087425819288","0.022867078889206"
"Complete transfer dependency","2007","college entrance qualification","Male","11","","",""
"Complete transfer dependency","2007","college entrance qualification","Female","14","","",""
"Complete transfer dependency","2007","Other degree","Male","17","","",""
"Complete transfer dependency","2007","Other degree","Female","14","","",""
"Complete transfer dependency","2007","no degree/no degree yet","Male","10","","",""
"Complete transfer dependency","2007","no degree/no degree yet","Female","15","","",""
"No transfer dependency","2008","lower secondary degree","Male","1697","0.541182878616997","0.523820001735794","0.5585457554982"
"No transfer dependency","2008","lower secondary degree","Female","2014","0.626061836061896","0.609546130629457","0.642577541494336"
"No transfer dependency","2008","secondary school degree","Male","1022","0.463078618163151","0.443293625579674","0.482863610746628"
"No transfer dependency","2008","secondary school degree","Female","1273","0.417302602323801","0.40042961183912","0.434175592808481"
"No transfer dependency","2008","college entrance qualification","Male","1190","0.499621660398755","0.480483436665415","0.518759884132094"
"No transfer dependency","2008","college entrance qualification","Female","934","0.439414388472486","0.419741561628335","0.459087215316638"
"No transfer dependency","2008","Other degree","Male","155","0.364527474867638","0.319089080269666","0.40996586946561"
"No transfer dependency","2008","Other degree","Female","182","0.340934010204515","0.299301458163927","0.382566562245102"
"No transfer dependency","2008","no degree/no degree yet","Male","29","","",""
"No transfer dependency","2008","no degree/no degree yet","Female","44","0.182200358109025","0.143338231961386","0.221062484256664"
"Very low transfer dependency","2008","lower secondary degree","Male","1126","0.336630416871442","0.320164561053375","0.353096272689509"
"Very low transfer dependency","2008","lower secondary degree","Female","939","0.265115578113048","0.250048960648713","0.280182195577384"
"Very low transfer dependency","2008","secondary school degree","Male","1186","0.438627930485166","0.418938791724218","0.458317069246114"
"Very low transfer dependency","2008","secondary school degree","Female","1642","0.455341245738281","0.438301005404566","0.472381486071996"
"Very low transfer dependency","2008","college entrance qualification","Male","1300","0.443777010378267","0.424760158889738","0.462793861866795"
"Very low transfer dependency","2008","college entrance qualification","Female","1328","0.467663258472413","0.447885889956871","0.487440626987955"
"Very low transfer dependency","2008","Other degree","Male","187","0.375796229280158","0.33007174046441","0.421520718095907"
"Very low transfer dependency","2008","Other degree","Female","215","0.404014829210854","0.36091755534578","0.447112103075928"
