"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2007","Couple + C. LE 16 ","in school","","","",""
"High transfer dependency","2007","Couple + C. LE 16 ","inadequately","3","","",""
"High transfer dependency","2007","Couple + C. LE 16 ","general elemantary","16","","",""
"High transfer dependency","2007","Couple + C. LE 16 ","middle vocational","63","0.0454749351413401","0.0355477156482489","0.0554021546344313"
"High transfer dependency","2007","Couple + C. LE 16 ","vocational + Abi","10","","",""
"High transfer dependency","2007","Couple + C. LE 16 ","higher vocational","","","",""
"High transfer dependency","2007","Couple + C. LE 16 ","higher education","6","","",""
"High transfer dependency","2007","Couple + C. GT 16 ","in school","5","","",""
"High transfer dependency","2007","Couple + C. GT 16 ","inadequately","2","","",""
"High transfer dependency","2007","Couple + C. GT 16 ","general elemantary","16","","",""
"High transfer dependency","2007","Couple + C. GT 16 ","middle vocational","37","0.0349626875040412","0.0263664629173106","0.0435589120907718"
"High transfer dependency","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"High transfer dependency","2007","Couple + C. GT 16 ","higher vocational","3","","",""
"High transfer dependency","2007","Couple + C. GT 16 ","higher education","3","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","in school","1","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","inadequately","5","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","general elemantary","8","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","middle vocational","9","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","higher vocational","1","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","higher education","1","","",""
"Very high transfer dependency","2007","1-pers.-HH","in school","1","","",""
"Very high transfer dependency","2007","1-pers.-HH","inadequately","3","","",""
"Very high transfer dependency","2007","1-pers.-HH","general elemantary","12","","",""
"Very high transfer dependency","2007","1-pers.-HH","middle vocational","55","0.0323452491608865","0.0237829256250107","0.0409075726967623"
"Very high transfer dependency","2007","1-pers.-HH","vocational + Abi","4","","",""
"Very high transfer dependency","2007","1-pers.-HH","higher vocational","4","","",""
"Very high transfer dependency","2007","1-pers.-HH","higher education","12","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","inadequately","1","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","general elemantary","8","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","middle vocational","28","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","vocational + Abi","","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","higher vocational","3","","",""
"Very high transfer dependency","2007","(Married) couple without C. ","higher education","6","","",""
"Very high transfer dependency","2007","Single parent ","in school","3","","",""
"Very high transfer dependency","2007","Single parent ","inadequately","5","","",""
"Very high transfer dependency","2007","Single parent ","general elemantary","25","","",""
"Very high transfer dependency","2007","Single parent ","middle vocational","44","0.0781720481021277","0.0555307202843497","0.100813375919906"
"Very high transfer dependency","2007","Single parent ","vocational + Abi","4","","",""
"Very high transfer dependency","2007","Single parent ","higher vocational","1","","",""
"Very high transfer dependency","2007","Single parent ","higher education","5","","",""
"Very high transfer dependency","2007","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","2007","Couple + C. LE 16 ","inadequately","3","","",""
"Very high transfer dependency","2007","Couple + C. LE 16 ","general elemantary","11","","",""
"Very high transfer dependency","2007","Couple + C. LE 16 ","middle vocational","38","0.0265282262153472","0.0188711371355699","0.0341853152951245"
"Very high transfer dependency","2007","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Very high transfer dependency","2007","Couple + C. LE 16 ","higher vocational","1","","",""
"Very high transfer dependency","2007","Couple + C. LE 16 ","higher education","3","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","in school","3","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","inadequately","1","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","general elemantary","9","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","middle vocational","17","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","higher vocational","","","",""
"Very high transfer dependency","2007","Couple + C. GT 16 ","higher education","4","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","in school","8","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","inadequately","2","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","general elemantary","8","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","middle vocational","16","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","higher vocational","1","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","higher education","3","","",""
"Complete transfer dependency","2007","1-pers.-HH","in school","","","",""
"Complete transfer dependency","2007","1-pers.-HH","inadequately","3","","",""
"Complete transfer dependency","2007","1-pers.-HH","general elemantary","12","","",""
"Complete transfer dependency","2007","1-pers.-HH","middle vocational","59","0.0320959041474197","0.0235655485028547","0.0406262597919847"
"Complete transfer dependency","2007","1-pers.-HH","vocational + Abi","8","","",""
"Complete transfer dependency","2007","1-pers.-HH","higher vocational","6","","",""
"Complete transfer dependency","2007","1-pers.-HH","higher education","7","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","in school","","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","inadequately","2","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","general elemantary","2","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","middle vocational","17","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","vocational + Abi","","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","higher vocational","2","","",""
"Complete transfer dependency","2007","(Married) couple without C. ","higher education","3","","",""
"Complete transfer dependency","2007","Single parent ","in school","6","","",""
"Complete transfer dependency","2007","Single parent ","inadequately","2","","",""
"Complete transfer dependency","2007","Single parent ","general elemantary","15","","",""
"Complete transfer dependency","2007","Single parent ","middle vocational","27","","",""
"Complete transfer dependency","2007","Single parent ","vocational + Abi","","","",""
"Complete transfer dependency","2007","Single parent ","higher vocational","2","","",""
"Complete transfer dependency","2007","Single parent ","higher education","7","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","in school","","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","inadequately","3","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","general elemantary","17","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","middle vocational","16","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","higher vocational","","","",""
"Complete transfer dependency","2007","Couple + C. LE 16 ","higher education","1","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","in school","","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","inadequately","3","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","general elemantary","1","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","middle vocational","4","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","higher vocational","","","",""
"Complete transfer dependency","2007","Couple + C. GT 16 ","higher education","1","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","in school","5","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","inadequately","2","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","general elemantary","4","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","middle vocational","","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","higher vocational","1","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","higher education","1","","",""
"No transfer dependency","2008","1-pers.-HH","in school","","","",""
"No transfer dependency","2008","1-pers.-HH","inadequately","11","","",""
"No transfer dependency","2008","1-pers.-HH","general elemantary","310","0.725724272755327","0.682433282362399","0.769015263148256"
"No transfer dependency","2008","1-pers.-HH","middle vocational","1168","0.745648392056935","0.724058379815399","0.767238404298471"
"No transfer dependency","2008","1-pers.-HH","vocational + Abi","140","0.768182498954294","0.707042157414282","0.829322840494306"
"No transfer dependency","2008","1-pers.-HH","higher vocational","154","0.785426000728105","0.727205948286561","0.843646053169649"
