"transab_cat","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2005","Employed","in school","1","","",""
"No transfer dependency","2005","Employed","inadequately","18","","",""
"No transfer dependency","2005","Employed","general elemantary","271","0.280482073117794","0.253073804234308","0.307890342001279"
"No transfer dependency","2005","Employed","middle vocational","2122","0.389320557604483","0.377230234724541","0.401410880484426"
"No transfer dependency","2005","Employed","vocational + Abi","286","0.347173921623742","0.314979491427706","0.379368351819779"
"No transfer dependency","2005","Employed","higher vocational","346","0.366202230606895","0.337719272528069","0.39468518868572"
"No transfer dependency","2005","Employed","higher education","1087","0.426579218078265","0.409219342954184","0.443939093202346"
"Very low transfer dependency","2005","Not Employed","in school","447","0.783997465094663","0.749384808834699","0.818610121354626"
"Very low transfer dependency","2005","Not Employed","inadequately","43","0.239002656114816","0.170294203559659","0.307711108669974"
"Very low transfer dependency","2005","Not Employed","general elemantary","371","0.238939294109724","0.216124042055009","0.26175454616444"
"Very low transfer dependency","2005","Not Employed","middle vocational","942","0.207902963865756","0.195150537491546","0.220655390239967"
"Very low transfer dependency","2005","Not Employed","vocational + Abi","98","0.294631779525984","0.24123478486632","0.348028774185649"
"Very low transfer dependency","2005","Not Employed","higher vocational","109","0.218164207883076","0.180132264753038","0.256196151013115"
"Very low transfer dependency","2005","Not Employed","higher education","218","0.208794525829727","0.183476217206507","0.234112834452946"
"Very low transfer dependency","2005","Employed","in school","87","0.864467670205365","0.796698700499289","0.932236639911441"
"Very low transfer dependency","2005","Employed","inadequately","47","0.498398687589478","0.39566918815607","0.601128187022886"
"Very low transfer dependency","2005","Employed","general elemantary","584","0.524841315964178","0.494373481616542","0.555309150311814"
"Very low transfer dependency","2005","Employed","middle vocational","3474","0.50270182614763","0.490304122688381","0.515099529606878"
"Very low transfer dependency","2005","Employed","vocational + Abi","485","0.562005221544434","0.528453632799728","0.595556810289141"
"Very low transfer dependency","2005","Employed","higher vocational","680","0.571434611593051","0.542176852294414","0.600692370891688"
"Very low transfer dependency","2005","Employed","higher education","1887","0.513749638123729","0.496206157204342","0.531293119043116"
"Low transfer dependency","2005","Not Employed","in school","49","0.105463119312268","0.0796287652219389","0.131297473402596"
"Low transfer dependency","2005","Not Employed","inadequately","21","","",""
"Low transfer dependency","2005","Not Employed","general elemantary","95","0.0708792745709424","0.0571493693583077","0.0846091797835771"
"Low transfer dependency","2005","Not Employed","middle vocational","266","0.0595554862566108","0.0521184351411734","0.0669925373720481"
"Low transfer dependency","2005","Not Employed","vocational + Abi","27","","",""
"Low transfer dependency","2005","Not Employed","higher vocational","33","0.0681916656957787","0.0449788440380134","0.0914044873535439"
"Low transfer dependency","2005","Not Employed","higher education","55","0.0433657449113268","0.0306782213096626","0.0560532685129911"
"Low transfer dependency","2005","Employed","in school","7","","",""
"Low transfer dependency","2005","Employed","inadequately","14","","",""
"Low transfer dependency","2005","Employed","general elemantary","116","0.124591591388068","0.104442384050889","0.144740798725247"
"Low transfer dependency","2005","Employed","middle vocational","450","0.0697659071972429","0.0634491333343267","0.0760826810601591"
"Low transfer dependency","2005","Employed","vocational + Abi","52","0.0663125575244447","0.0494855419805516","0.0831395730683378"
"Low transfer dependency","2005","Employed","higher vocational","59","0.053298505794026","0.040018040444461","0.0665789711435909"
"Low transfer dependency","2005","Employed","higher education","109","0.0408764242341186","0.0339264408281574","0.0478264076400799"
"High transfer dependency","2005","Not Employed","in school","16","","",""
"High transfer dependency","2005","Not Employed","inadequately","13","","",""
"High transfer dependency","2005","Not Employed","general elemantary","56","0.0388028416119356","0.0284702363632725","0.0491354468605987"
"High transfer dependency","2005","Not Employed","middle vocational","117","0.028730387677166","0.0234809360978694","0.0339798392564626"
"High transfer dependency","2005","Not Employed","vocational + Abi","12","","",""
"High transfer dependency","2005","Not Employed","higher vocational","11","","",""
"High transfer dependency","2005","Not Employed","higher education","16","","",""
"High transfer dependency","2005","Employed","in school","2","","",""
"High transfer dependency","2005","Employed","inadequately","4","","",""
"High transfer dependency","2005","Employed","general elemantary","37","0.038482636823772","0.0267466606523902","0.0502186129951538"
"High transfer dependency","2005","Employed","middle vocational","127","0.0221145404598581","0.018468172141799","0.0257609087779172"
"High transfer dependency","2005","Employed","vocational + Abi","9","","",""
"High transfer dependency","2005","Employed","higher vocational","9","","",""
"High transfer dependency","2005","Employed","higher education","27","","",""
"Very high transfer dependency","2005","Not Employed","in school","16","","",""
"Very high transfer dependency","2005","Not Employed","inadequately","12","","",""
"Very high transfer dependency","2005","Not Employed","general elemantary","41","0.0267326596353649","0.0181026954650197","0.0353626238057101"
"Very high transfer dependency","2005","Not Employed","middle vocational","105","0.0313630169679113","0.0258857648726788","0.0368402690631437"
"Very high transfer dependency","2005","Not Employed","vocational + Abi","8","","",""
"Very high transfer dependency","2005","Not Employed","higher vocational","7","","",""
"Very high transfer dependency","2005","Not Employed","higher education","16","","",""
"Very high transfer dependency","2005","Employed","in school","1","","",""
"Very high transfer dependency","2005","Employed","inadequately","8","","",""
"Very high transfer dependency","2005","Employed","general elemantary","24","","",""
"Very high transfer dependency","2005","Employed","middle vocational","75","0.0160971685907862","0.0129766380884032","0.0192176990931691"
"Very high transfer dependency","2005","Employed","vocational + Abi","8","","",""
"Very high transfer dependency","2005","Employed","higher vocational","5","","",""
"Very high transfer dependency","2005","Employed","higher education","8","","",""
"Complete transfer dependency","2005","Not Employed","in school","9","","",""
"Complete transfer dependency","2005","Not Employed","inadequately","15","","",""
"Complete transfer dependency","2005","Not Employed","general elemantary","51","0.0415291420974703","0.030854882286475","0.0522034019084657"
"Complete transfer dependency","2005","Not Employed","middle vocational","108","0.0316199045364386","0.0261209960183855","0.0371188130544918"
"Complete transfer dependency","2005","Not Employed","vocational + Abi","9","","",""
"Complete transfer dependency","2005","Not Employed","higher vocational","4","","",""
"Complete transfer dependency","2005","Not Employed","higher education","15","","",""
"Complete transfer dependency","2005","Employed","in school","","","",""
"Complete transfer dependency","2005","Employed","inadequately","","","",""
"Complete transfer dependency","2005","Employed","general elemantary","","","",""
"Complete transfer dependency","2005","Employed","middle vocational","","","",""
"Complete transfer dependency","2005","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2005","Employed","higher vocational","","","",""
"Complete transfer dependency","2005","Employed","higher education","","","",""
"No transfer dependency","2006","Not Employed","in school","8","","",""
"No transfer dependency","2006","Not Employed","inadequately","46","0.322565196442153","0.245679345602331","0.399451047281975"
"No transfer dependency","2006","Not Employed","general elemantary","862","0.59993470333567","0.57518344554049","0.624685961130849"
