"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2005","Not Working","secondary school degree","149","0.0758165722671496","0.0624030308247109","0.0892301137095883"
"Low transfer dependency","2005","Not Working","college entrance qualification","79","0.0569059521581716","0.0439224692172569","0.0698894350990863"
"Low transfer dependency","2005","Not Working","Other degree","43","0.0970463263087455","0.0703691533074351","0.123723499310056"
"Low transfer dependency","2005","Not Working","no degree/no degree yet","72","0.116321276856125","0.0925024563988664","0.140140097313384"
"High transfer dependency","2005","Full Time","lower secondary degree","13","","",""
"High transfer dependency","2005","Full Time","secondary school degree","20","","",""
"High transfer dependency","2005","Full Time","college entrance qualification","7","","",""
"High transfer dependency","2005","Full Time","Other degree","4","","",""
"High transfer dependency","2005","Full Time","no degree/no degree yet","1","","",""
"High transfer dependency","2005","Part Time","lower secondary degree","68","0.0521120272254846","0.039993095894989","0.0642309585559801"
"High transfer dependency","2005","Part Time","secondary school degree","60","0.0389730133664985","0.0294484234874619","0.0484976032455351"
"High transfer dependency","2005","Part Time","college entrance qualification","27","","",""
"High transfer dependency","2005","Part Time","Other degree","12","","",""
"High transfer dependency","2005","Part Time","no degree/no degree yet","3","","",""
"High transfer dependency","2005","Not Working","lower secondary degree","84","0.0215584372066923","0.016909363252128","0.0262075111612565"
"High transfer dependency","2005","Not Working","secondary school degree","65","0.0363863421404948","0.0268977240465705","0.045874960234419"
"High transfer dependency","2005","Not Working","college entrance qualification","30","0.0239401825830233","0.015373023947733","0.0325073412183135"
"High transfer dependency","2005","Not Working","Other degree","32","0.0766480275899172","0.0526734119661815","0.100622643213653"
"High transfer dependency","2005","Not Working","no degree/no degree yet","29","","",""
"Very high transfer dependency","2005","Full Time","lower secondary degree","2","","",""
"Very high transfer dependency","2005","Full Time","secondary school degree","3","","",""
"Very high transfer dependency","2005","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","2005","Full Time","Other degree","3","","",""
"Very high transfer dependency","2005","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","2005","Part Time","lower secondary degree","43","0.046193617267582","0.0347480339215054","0.0576392006136587"
"Very high transfer dependency","2005","Part Time","secondary school degree","46","0.0412092738781203","0.0314266379074384","0.0509919098488023"
"Very high transfer dependency","2005","Part Time","college entrance qualification","20","","",""
"Very high transfer dependency","2005","Part Time","Other degree","6","","",""
"Very high transfer dependency","2005","Part Time","no degree/no degree yet","6","","",""
"Very high transfer dependency","2005","Not Working","lower secondary degree","66","0.0172382235978461","0.0130718255988481","0.0214046215968441"
"Very high transfer dependency","2005","Not Working","secondary school degree","61","0.053785161176481","0.0423535246164639","0.0652167977364981"
"Very high transfer dependency","2005","Not Working","college entrance qualification","30","0.0265767017390432","0.0175623132227176","0.0355910902553688"
"Very high transfer dependency","2005","Not Working","Other degree","23","","",""
"Very high transfer dependency","2005","Not Working","no degree/no degree yet","25","","",""
"Complete transfer dependency","2005","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2005","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2005","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2005","Full Time","Other degree","","","",""
"Complete transfer dependency","2005","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2005","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2005","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2005","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2005","Part Time","Other degree","","","",""
"Complete transfer dependency","2005","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2005","Not Working","lower secondary degree","92","0.0274152532917031","0.0221882806228328","0.0326422259605734"
"Complete transfer dependency","2005","Not Working","secondary school degree","44","0.0349495927630464","0.0256432648027687","0.044255920723324"
"Complete transfer dependency","2005","Not Working","college entrance qualification","16","","",""
"Complete transfer dependency","2005","Not Working","Other degree","35","0.0913162287966707","0.0653566351332617","0.11727582246008"
"Complete transfer dependency","2005","Not Working","no degree/no degree yet","24","","",""
"No transfer dependency","2006","Full Time","lower secondary degree","833","0.454013501450446","0.432487294379576","0.475539708521316"
"No transfer dependency","2006","Full Time","secondary school degree","1167","0.4509372328186","0.433032890905253","0.468841574731948"
"No transfer dependency","2006","Full Time","college entrance qualification","1125","0.498784343127458","0.480059387569802","0.517509298685115"
"No transfer dependency","2006","Full Time","Other degree","115","0.295180668661913","0.249259667733757","0.34110166959007"
"No transfer dependency","2006","Full Time","no degree/no degree yet","17","","",""
"No transfer dependency","2006","Part Time","lower secondary degree","472","0.356311480322342","0.330840187093343","0.38178277355134"
"No transfer dependency","2006","Part Time","secondary school degree","340","0.187513760173615","0.169002808948677","0.206024711398552"
"No transfer dependency","2006","Part Time","college entrance qualification","344","0.264467689938338","0.241356281000085","0.287579098876592"
"No transfer dependency","2006","Part Time","Other degree","56","0.230587472661352","0.179778126204559","0.281396819118144"
"No transfer dependency","2006","Part Time","no degree/no degree yet","12","","",""
"No transfer dependency","2006","Not Working","lower secondary degree","2991","0.722933616949175","0.709333502802221","0.736533731096128"
"No transfer dependency","2006","Not Working","secondary school degree","862","0.520445380966514","0.497045608394052","0.543845153538977"
"No transfer dependency","2006","Not Working","college entrance qualification","713","0.560326004413455","0.534316923065888","0.586335085761022"
"No transfer dependency","2006","Not Working","Other degree","234","0.413827652006885","0.37193640895076","0.45571889506301"
"No transfer dependency","2006","Not Working","no degree/no degree yet","79","0.161566973597876","0.134608080074256","0.188525867121497"
"Very low transfer dependency","2006","Full Time","lower secondary degree","1106","0.492055488795865","0.470440383568969","0.513670594022761"
"Very low transfer dependency","2006","Full Time","secondary school degree","1633","0.494185676173416","0.476195726170106","0.512175626176725"
"Very low transfer dependency","2006","Full Time","college entrance qualification","1546","0.472937279235494","0.454239716504334","0.491634841966655"
"Very low transfer dependency","2006","Full Time","Other degree","224","0.588695995215635","0.53915605298401","0.638235937447261"
"Very low transfer dependency","2006","Full Time","no degree/no degree yet","34","0.444219330871675","0.317432971718496","0.571005690024853"
"Very low transfer dependency","2006","Part Time","lower secondary degree","628","0.428317356638003","0.401999013416088","0.454635699859917"
"Very low transfer dependency","2006","Part Time","secondary school degree","1036","0.585115527136535","0.561749301821868","0.608481752451203"
"Very low transfer dependency","2006","Part Time","college entrance qualification","896","0.579335738780826","0.553467181845517","0.605204295716135"
