"transab_cat","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2008","North Rhine-Westphalia","Rural Area","50","0.448858347220586","0.35233457741305","0.545382117028123"
"Very low transfer dependency","2008","Hesse","Urban Area","509","0.432973758371698","0.40377241074339","0.462175106000006"
"Very low transfer dependency","2008","Hesse","Rural Area","101","0.482561619507088","0.417557501418909","0.547565737595268"
"Very low transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","413","0.455612280880151","0.421791980470259","0.489432581290043"
"Very low transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","132","0.372475298600897","0.315334553988801","0.429616043212994"
"Very low transfer dependency","2008","Baden-Württemberg","Urban Area","1049","0.415852503841158","0.395101000937271","0.436604006745046"
"Very low transfer dependency","2008","Baden-Württemberg","Rural Area","108","0.517017902369675","0.450066525672173","0.583969279067177"
"Very low transfer dependency","2008","Bavaria","Urban Area","559","0.371850106626364","0.345885923494629","0.397814289758098"
"Very low transfer dependency","2008","Bavaria","Rural Area","702","0.444248706890395","0.418682416827307","0.469814996953484"
"Very low transfer dependency","2008","Berlin","Urban Area","292","0.347014809365264","0.312196190554574","0.381833428175955"
"Very low transfer dependency","2008","Berlin","Rural Area","","","",""
"Very low transfer dependency","2008","Brandenburg","Urban Area","25","","",""
"Very low transfer dependency","2008","Brandenburg","Rural Area","321","0.40535813609417","0.370221138651462","0.440495133536878"
"Very low transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","17","","",""
"Very low transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","176","0.355808674663321","0.310398846791708","0.401218502534934"
"Very low transfer dependency","2008","Saxony","Urban Area","267","0.287602325302659","0.254766789749096","0.320437860856222"
"Very low transfer dependency","2008","Saxony","Rural Area","274","0.291429722416264","0.257766362700613","0.325093082131916"
"Very low transfer dependency","2008","Saxony-Anhalt","Urban Area","88","0.36683735615077","0.302714531741098","0.430960180560442"
"Very low transfer dependency","2008","Saxony-Anhalt","Rural Area","261","0.377339000852845","0.338259767948589","0.416418233757101"
"Very low transfer dependency","2008","Thuringia","Urban Area","92","0.301026320064534","0.245270005054249","0.356782635074819"
"Very low transfer dependency","2008","Thuringia","Rural Area","249","0.356936528132926","0.318917099009144","0.394955957256708"
"Low transfer dependency","2008","Schleswig-Holstein","Urban Area","5","","",""
"Low transfer dependency","2008","Schleswig-Holstein","Rural Area","17","","",""
"Low transfer dependency","2008","Hamburg","Urban Area","10","","",""
"Low transfer dependency","2008","Hamburg","Rural Area","","","",""
"Low transfer dependency","2008","Lower Saxony","Urban Area","34","0.0506441917837821","0.0362304565976691","0.065057926969895"
"Low transfer dependency","2008","Lower Saxony","Rural Area","54","0.0920610180498511","0.0728718535215412","0.111250182578161"
"Low transfer dependency","2008","Bremen","Urban Area","8","","",""
"Low transfer dependency","2008","Bremen","Rural Area","","","",""
"Low transfer dependency","2008","North Rhine-Westphalia","Urban Area","141","0.0452013702982343","0.0386125910701948","0.0517901495262738"
"Low transfer dependency","2008","North Rhine-Westphalia","Rural Area","10","","",""
"Low transfer dependency","2008","Hesse","Urban Area","39","0.0296735388722867","0.0196732133571687","0.0396738643874047"
"Low transfer dependency","2008","Hesse","Rural Area","6","","",""
"Low transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","42","0.0636220235832055","0.0470469706222832","0.0801970765441277"
"Low transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","11","","",""
"Low transfer dependency","2008","Baden-Württemberg","Urban Area","106","0.0521814691717872","0.0428179439576633","0.0615449943859112"
"Low transfer dependency","2008","Baden-Württemberg","Rural Area","9","","",""
"Low transfer dependency","2008","Bavaria","Urban Area","62","0.0575667267927817","0.0450534763449624","0.0700799772406009"
"Low transfer dependency","2008","Bavaria","Rural Area","82","0.0673175549921517","0.0544248082128695","0.0802103017714338"
"Low transfer dependency","2008","Berlin","Urban Area","51","0.0772536793298636","0.0577243820563152","0.0967829766034119"
"Low transfer dependency","2008","Berlin","Rural Area","","","",""
"Low transfer dependency","2008","Brandenburg","Urban Area","1","","",""
"Low transfer dependency","2008","Brandenburg","Rural Area","64","0.0763838246437799","0.0573746209437718","0.095393028343788"
"Low transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"Low transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","38","0.0844777466712021","0.0580998740577431","0.110855619284661"
"Low transfer dependency","2008","Saxony","Urban Area","74","0.070249684015168","0.0517104402081153","0.0887889278222206"
"Low transfer dependency","2008","Saxony","Rural Area","55","0.0970920122870748","0.0751582784202485","0.119025746153901"
"Low transfer dependency","2008","Saxony-Anhalt","Urban Area","20","","",""
"Low transfer dependency","2008","Saxony-Anhalt","Rural Area","34","0.0662413323897505","0.0461903247095132","0.0862923400699879"
"Low transfer dependency","2008","Thuringia","Urban Area","20","","",""
"Low transfer dependency","2008","Thuringia","Rural Area","59","0.0760614281542655","0.0550242754045203","0.0970985809040108"
"High transfer dependency","2008","Schleswig-Holstein","Urban Area","1","","",""
"High transfer dependency","2008","Schleswig-Holstein","Rural Area","16","","",""
"High transfer dependency","2008","Hamburg","Urban Area","3","","",""
"High transfer dependency","2008","Hamburg","Rural Area","","","",""
"High transfer dependency","2008","Lower Saxony","Urban Area","14","","",""
"High transfer dependency","2008","Lower Saxony","Rural Area","23","","",""
"High transfer dependency","2008","Bremen","Urban Area","2","","",""
"High transfer dependency","2008","Bremen","Rural Area","","","",""
"High transfer dependency","2008","North Rhine-Westphalia","Urban Area","88","0.0332642151482168","0.0275767886154155","0.0389516416810182"
"High transfer dependency","2008","North Rhine-Westphalia","Rural Area","1","","",""
"High transfer dependency","2008","Hesse","Urban Area","26","","",""
"High transfer dependency","2008","Hesse","Rural Area","","","",""
"High transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","15","","",""
"High transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"High transfer dependency","2008","Baden-Württemberg","Urban Area","32","0.0189555935467863","0.0132140103499043","0.0246971767436684"
"High transfer dependency","2008","Baden-Württemberg","Rural Area","2","","",""
"High transfer dependency","2008","Bavaria","Urban Area","9","","",""
"High transfer dependency","2008","Bavaria","Rural Area","15","","",""
"High transfer dependency","2008","Berlin","Urban Area","21","","",""
"High transfer dependency","2008","Berlin","Rural Area","","","",""
"High transfer dependency","2008","Brandenburg","Urban Area","","","",""
"High transfer dependency","2008","Brandenburg","Rural Area","26","","",""
"High transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"High transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","13","","",""
"High transfer dependency","2008","Saxony","Urban Area","24","","",""
"High transfer dependency","2008","Saxony","Rural Area","16","","",""
"High transfer dependency","2008","Saxony-Anhalt","Urban Area","3","","",""
"High transfer dependency","2008","Saxony-Anhalt","Rural Area","10","","",""
"High transfer dependency","2008","Thuringia","Urban Area","13","","",""
"High transfer dependency","2008","Thuringia","Rural Area","19","","",""
"Very high transfer dependency","2008","Schleswig-Holstein","Urban Area","3","","",""
"Very high transfer dependency","2008","Schleswig-Holstein","Rural Area","16","","",""
"Very high transfer dependency","2008","Hamburg","Urban Area","8","","",""
"Very high transfer dependency","2008","Hamburg","Rural Area","","","",""
"Very high transfer dependency","2008","Lower Saxony","Urban Area","17","","",""
"Very high transfer dependency","2008","Lower Saxony","Rural Area","20","","",""
"Very high transfer dependency","2008","Bremen","Urban Area","4","","",""
"Very high transfer dependency","2008","Bremen","Rural Area","","","",""
"Very high transfer dependency","2008","North Rhine-Westphalia","Urban Area","47","0.0146444907380403","0.0108346495446039","0.0184543319314767"
"Very high transfer dependency","2008","North Rhine-Westphalia","Rural Area","","","",""
"Very high transfer dependency","2008","Hesse","Urban Area","8","","",""
"Very high transfer dependency","2008","Hesse","Rural Area","1","","",""
"Very high transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","13","","",""
"Very high transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Very high transfer dependency","2008","Baden-Württemberg","Urban Area","18","","",""
"Very high transfer dependency","2008","Baden-Württemberg","Rural Area","1","","",""
"Very high transfer dependency","2008","Bavaria","Urban Area","9","","",""
"Very high transfer dependency","2008","Bavaria","Rural Area","17","","",""
"Very high transfer dependency","2008","Berlin","Urban Area","19","","",""
"Very high transfer dependency","2008","Berlin","Rural Area","","","",""
"Very high transfer dependency","2008","Brandenburg","Urban Area","1","","",""
"Very high transfer dependency","2008","Brandenburg","Rural Area","34","0.0631846516599382","0.0457725876194437","0.0805967157004326"
"Very high transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Very high transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"Very high transfer dependency","2008","Saxony","Urban Area","19","","",""
"Very high transfer dependency","2008","Saxony","Rural Area","17","","",""
"Very high transfer dependency","2008","Saxony-Anhalt","Urban Area","4","","",""
"Very high transfer dependency","2008","Saxony-Anhalt","Rural Area","26","","",""
"Very high transfer dependency","2008","Thuringia","Urban Area","13","","",""
"Very high transfer dependency","2008","Thuringia","Rural Area","16","","",""
"Complete transfer dependency","2008","Schleswig-Holstein","Urban Area","6","","",""
"Complete transfer dependency","2008","Schleswig-Holstein","Rural Area","2","","",""
"Complete transfer dependency","2008","Hamburg","Urban Area","6","","",""
"Complete transfer dependency","2008","Hamburg","Rural Area","","","",""
"Complete transfer dependency","2008","Lower Saxony","Urban Area","6","","",""
"Complete transfer dependency","2008","Lower Saxony","Rural Area","7","","",""
"Complete transfer dependency","2008","Bremen","Urban Area","","","",""
"Complete transfer dependency","2008","Bremen","Rural Area","","","",""
"Complete transfer dependency","2008","North Rhine-Westphalia","Urban Area","48","0.0182967364340568","0.0140461368513179","0.0225473360167958"
"Complete transfer dependency","2008","North Rhine-Westphalia","Rural Area","6","","",""
"Complete transfer dependency","2008","Hesse","Urban Area","12","","",""
"Complete transfer dependency","2008","Hesse","Rural Area","1","","",""
"Complete transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","16","","",""
"Complete transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Complete transfer dependency","2008","Baden-Württemberg","Urban Area","7","","",""
"Complete transfer dependency","2008","Baden-Württemberg","Rural Area","","","",""
"Complete transfer dependency","2008","Bavaria","Urban Area","12","","",""
"Complete transfer dependency","2008","Bavaria","Rural Area","3","","",""
"Complete transfer dependency","2008","Berlin","Urban Area","15","","",""
"Complete transfer dependency","2008","Berlin","Rural Area","","","",""
"Complete transfer dependency","2008","Brandenburg","Urban Area","","","",""
"Complete transfer dependency","2008","Brandenburg","Rural Area","12","","",""
