"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2004","indirect migration background","general elemantary","112","0.48255155215686","0.411122552315677","0.553980551998044"
"Very low transfer dependency","2004","indirect migration background","middle vocational","188","0.544889500226292","0.490413122557204","0.59936587789538"
"Very low transfer dependency","2004","indirect migration background","vocational + Abi","26","","",""
"Very low transfer dependency","2004","indirect migration background","higher vocational","29","","",""
"Very low transfer dependency","2004","indirect migration background","higher education","33","0.557101132399374","0.432448205869675","0.681754058929074"
"Low transfer dependency","2004","no migration background","in school","32","0.0935505482114115","0.0677140801497539","0.119387016273069"
"Low transfer dependency","2004","no migration background","inadequately","11","","",""
"Low transfer dependency","2004","no migration background","general elemantary","131","0.0671705251695009","0.0554626970714573","0.0788783532675445"
"Low transfer dependency","2004","no migration background","middle vocational","620","0.0598892733479991","0.0550925111339299","0.0646860355620683"
"Low transfer dependency","2004","no migration background","vocational + Abi","46","0.055498800598948","0.0403804924719878","0.0706171087259081"
"Low transfer dependency","2004","no migration background","higher vocational","61","0.0337014660021094","0.0243808009425775","0.0430221310616413"
"Low transfer dependency","2004","no migration background","higher education","119","0.0366405606748538","0.0307043980089248","0.0425767233407827"
"Low transfer dependency","2004","direct migration background","in school","14","","",""
"Low transfer dependency","2004","direct migration background","inadequately","19","","",""
"Low transfer dependency","2004","direct migration background","general elemantary","72","0.112440071722816","0.0872465417920316","0.137633601653601"
"Low transfer dependency","2004","direct migration background","middle vocational","105","0.105295667008266","0.0855796914611658","0.125011642555367"
"Low transfer dependency","2004","direct migration background","vocational + Abi","25","","",""
"Low transfer dependency","2004","direct migration background","higher vocational","9","","",""
"Low transfer dependency","2004","direct migration background","higher education","30","0.0864804808392488","0.0569070767744937","0.116053884904004"
"Low transfer dependency","2004","indirect migration background","in school","4","","",""
"Low transfer dependency","2004","indirect migration background","inadequately","1","","",""
"Low transfer dependency","2004","indirect migration background","general elemantary","19","","",""
"Low transfer dependency","2004","indirect migration background","middle vocational","28","","",""
"Low transfer dependency","2004","indirect migration background","vocational + Abi","3","","",""
"Low transfer dependency","2004","indirect migration background","higher vocational","3","","",""
"Low transfer dependency","2004","indirect migration background","higher education","","","",""
