"plh0206i01","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"5 on scale 1-7","2011","North Rhine-Westphalia","secondary school degree","","","",""
"5 on scale 1-7","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"5 on scale 1-7","2011","North Rhine-Westphalia","Other degree","","","",""
"5 on scale 1-7","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Hesse","lower secondary degree","","","",""
"5 on scale 1-7","2011","Hesse","secondary school degree","","","",""
"5 on scale 1-7","2011","Hesse","college entrance qualification","","","",""
"5 on scale 1-7","2011","Hesse","Other degree","","","",""
"5 on scale 1-7","2011","Hesse","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"5 on scale 1-7","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"5 on scale 1-7","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"5 on scale 1-7","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"5 on scale 1-7","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Baden-Württemberg","lower secondary degree","","","",""
"5 on scale 1-7","2011","Baden-Württemberg","secondary school degree","","","",""
"5 on scale 1-7","2011","Baden-Württemberg","college entrance qualification","","","",""
"5 on scale 1-7","2011","Baden-Württemberg","Other degree","","","",""
"5 on scale 1-7","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Bavaria","lower secondary degree","","","",""
"5 on scale 1-7","2011","Bavaria","secondary school degree","","","",""
"5 on scale 1-7","2011","Bavaria","college entrance qualification","","","",""
"5 on scale 1-7","2011","Bavaria","Other degree","","","",""
"5 on scale 1-7","2011","Bavaria","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Berlin","lower secondary degree","","","",""
"5 on scale 1-7","2011","Berlin","secondary school degree","","","",""
"5 on scale 1-7","2011","Berlin","college entrance qualification","","","",""
"5 on scale 1-7","2011","Berlin","Other degree","","","",""
"5 on scale 1-7","2011","Berlin","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Brandenburg","lower secondary degree","","","",""
"5 on scale 1-7","2011","Brandenburg","secondary school degree","","","",""
"5 on scale 1-7","2011","Brandenburg","college entrance qualification","","","",""
"5 on scale 1-7","2011","Brandenburg","Other degree","","","",""
"5 on scale 1-7","2011","Brandenburg","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"5 on scale 1-7","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"5 on scale 1-7","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"5 on scale 1-7","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"5 on scale 1-7","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Saxony","lower secondary degree","","","",""
"5 on scale 1-7","2011","Saxony","secondary school degree","","","",""
"5 on scale 1-7","2011","Saxony","college entrance qualification","","","",""
"5 on scale 1-7","2011","Saxony","Other degree","","","",""
"5 on scale 1-7","2011","Saxony","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Saxony-Anhalt","lower secondary degree","","","",""
"5 on scale 1-7","2011","Saxony-Anhalt","secondary school degree","","","",""
"5 on scale 1-7","2011","Saxony-Anhalt","college entrance qualification","","","",""
"5 on scale 1-7","2011","Saxony-Anhalt","Other degree","","","",""
"5 on scale 1-7","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Thuringia","lower secondary degree","","","",""
"5 on scale 1-7","2011","Thuringia","secondary school degree","","","",""
"5 on scale 1-7","2011","Thuringia","college entrance qualification","","","",""
"5 on scale 1-7","2011","Thuringia","Other degree","","","",""
"5 on scale 1-7","2011","Thuringia","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Schleswig-Holstein","lower secondary degree","","","",""
"6 on scale 1-7","2011","Schleswig-Holstein","secondary school degree","","","",""
"6 on scale 1-7","2011","Schleswig-Holstein","college entrance qualification","","","",""
"6 on scale 1-7","2011","Schleswig-Holstein","Other degree","","","",""
"6 on scale 1-7","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Hamburg","lower secondary degree","","","",""
"6 on scale 1-7","2011","Hamburg","secondary school degree","","","",""
"6 on scale 1-7","2011","Hamburg","college entrance qualification","","","",""
"6 on scale 1-7","2011","Hamburg","Other degree","","","",""
"6 on scale 1-7","2011","Hamburg","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Lower Saxony","lower secondary degree","","","",""
"6 on scale 1-7","2011","Lower Saxony","secondary school degree","","","",""
"6 on scale 1-7","2011","Lower Saxony","college entrance qualification","","","",""
"6 on scale 1-7","2011","Lower Saxony","Other degree","","","",""
"6 on scale 1-7","2011","Lower Saxony","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Bremen","lower secondary degree","","","",""
"6 on scale 1-7","2011","Bremen","secondary school degree","","","",""
"6 on scale 1-7","2011","Bremen","college entrance qualification","","","",""
"6 on scale 1-7","2011","Bremen","Other degree","","","",""
"6 on scale 1-7","2011","Bremen","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"6 on scale 1-7","2011","North Rhine-Westphalia","secondary school degree","","","",""
"6 on scale 1-7","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"6 on scale 1-7","2011","North Rhine-Westphalia","Other degree","","","",""
"6 on scale 1-7","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Hesse","lower secondary degree","","","",""
"6 on scale 1-7","2011","Hesse","secondary school degree","","","",""
"6 on scale 1-7","2011","Hesse","college entrance qualification","","","",""
"6 on scale 1-7","2011","Hesse","Other degree","","","",""
"6 on scale 1-7","2011","Hesse","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"6 on scale 1-7","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"6 on scale 1-7","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"6 on scale 1-7","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"6 on scale 1-7","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Baden-Württemberg","lower secondary degree","","","",""
"6 on scale 1-7","2011","Baden-Württemberg","secondary school degree","","","",""
"6 on scale 1-7","2011","Baden-Württemberg","college entrance qualification","","","",""
"6 on scale 1-7","2011","Baden-Württemberg","Other degree","","","",""
"6 on scale 1-7","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Bavaria","lower secondary degree","","","",""
"6 on scale 1-7","2011","Bavaria","secondary school degree","","","",""
"6 on scale 1-7","2011","Bavaria","college entrance qualification","","","",""
"6 on scale 1-7","2011","Bavaria","Other degree","","","",""
"6 on scale 1-7","2011","Bavaria","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Berlin","lower secondary degree","","","",""
"6 on scale 1-7","2011","Berlin","secondary school degree","","","",""
"6 on scale 1-7","2011","Berlin","college entrance qualification","","","",""
"6 on scale 1-7","2011","Berlin","Other degree","","","",""
"6 on scale 1-7","2011","Berlin","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Brandenburg","lower secondary degree","","","",""
"6 on scale 1-7","2011","Brandenburg","secondary school degree","","","",""
"6 on scale 1-7","2011","Brandenburg","college entrance qualification","","","",""
"6 on scale 1-7","2011","Brandenburg","Other degree","","","",""
"6 on scale 1-7","2011","Brandenburg","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"6 on scale 1-7","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"6 on scale 1-7","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"6 on scale 1-7","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"6 on scale 1-7","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Saxony","lower secondary degree","","","",""
"6 on scale 1-7","2011","Saxony","secondary school degree","","","",""
"6 on scale 1-7","2011","Saxony","college entrance qualification","","","",""
"6 on scale 1-7","2011","Saxony","Other degree","","","",""
"6 on scale 1-7","2011","Saxony","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Saxony-Anhalt","lower secondary degree","","","",""
"6 on scale 1-7","2011","Saxony-Anhalt","secondary school degree","","","",""
"6 on scale 1-7","2011","Saxony-Anhalt","college entrance qualification","","","",""
"6 on scale 1-7","2011","Saxony-Anhalt","Other degree","","","",""
"6 on scale 1-7","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","Thuringia","lower secondary degree","","","",""
"6 on scale 1-7","2011","Thuringia","secondary school degree","","","",""
"6 on scale 1-7","2011","Thuringia","college entrance qualification","","","",""
"6 on scale 1-7","2011","Thuringia","Other degree","","","",""
"6 on scale 1-7","2011","Thuringia","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Schleswig-Holstein","lower secondary degree","","","",""
"7 Strongly agree","2011","Schleswig-Holstein","secondary school degree","","","",""
"7 Strongly agree","2011","Schleswig-Holstein","college entrance qualification","","","",""
"7 Strongly agree","2011","Schleswig-Holstein","Other degree","","","",""
"7 Strongly agree","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Hamburg","lower secondary degree","","","",""
"7 Strongly agree","2011","Hamburg","secondary school degree","","","",""
"7 Strongly agree","2011","Hamburg","college entrance qualification","","","",""
"7 Strongly agree","2011","Hamburg","Other degree","","","",""
"7 Strongly agree","2011","Hamburg","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Lower Saxony","lower secondary degree","","","",""
"7 Strongly agree","2011","Lower Saxony","secondary school degree","","","",""
"7 Strongly agree","2011","Lower Saxony","college entrance qualification","","","",""
"7 Strongly agree","2011","Lower Saxony","Other degree","","","",""
"7 Strongly agree","2011","Lower Saxony","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Bremen","lower secondary degree","","","",""
"7 Strongly agree","2011","Bremen","secondary school degree","","","",""
"7 Strongly agree","2011","Bremen","college entrance qualification","","","",""
"7 Strongly agree","2011","Bremen","Other degree","","","",""
"7 Strongly agree","2011","Bremen","no degree/no degree yet","","","",""
"7 Strongly agree","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"7 Strongly agree","2011","North Rhine-Westphalia","secondary school degree","","","",""
"7 Strongly agree","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"7 Strongly agree","2011","North Rhine-Westphalia","Other degree","","","",""
"7 Strongly agree","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Hesse","lower secondary degree","","","",""
"7 Strongly agree","2011","Hesse","secondary school degree","","","",""
"7 Strongly agree","2011","Hesse","college entrance qualification","","","",""
"7 Strongly agree","2011","Hesse","Other degree","","","",""
"7 Strongly agree","2011","Hesse","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"7 Strongly agree","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"7 Strongly agree","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"7 Strongly agree","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"7 Strongly agree","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Baden-Württemberg","lower secondary degree","","","",""
"7 Strongly agree","2011","Baden-Württemberg","secondary school degree","","","",""
"7 Strongly agree","2011","Baden-Württemberg","college entrance qualification","","","",""
"7 Strongly agree","2011","Baden-Württemberg","Other degree","","","",""
"7 Strongly agree","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Bavaria","lower secondary degree","","","",""
"7 Strongly agree","2011","Bavaria","secondary school degree","","","",""
"7 Strongly agree","2011","Bavaria","college entrance qualification","","","",""
"7 Strongly agree","2011","Bavaria","Other degree","","","",""
"7 Strongly agree","2011","Bavaria","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Berlin","lower secondary degree","","","",""
"7 Strongly agree","2011","Berlin","secondary school degree","","","",""
"7 Strongly agree","2011","Berlin","college entrance qualification","","","",""
"7 Strongly agree","2011","Berlin","Other degree","","","",""
"7 Strongly agree","2011","Berlin","no degree/no degree yet","","","",""
"7 Strongly agree","2011","Brandenburg","lower secondary degree","","","",""
"7 Strongly agree","2011","Brandenburg","secondary school degree","","","",""
"7 Strongly agree","2011","Brandenburg","college entrance qualification","","","",""
