"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","direct migration background","(2a) intermediate vocational","78","0.904408057518599","0.844649587255828","0.964166527781371"
"Yes","2011","direct migration background","(2c_gen) general maturity certificate","37","0.789234489323994","0.678381037873494","0.900087940774493"
"Yes","2011","direct migration background","(2c_voc) vocational maturity certificate","103","0.712153520515087","0.637685262863024","0.786621778167149"
"Yes","2011","direct migration background","(3a) lower tertiary education","38","0.950002718384266","0.885606943598838","1.01439849316969"
"Yes","2011","direct migration background","(3b) higher tertiary education","127","0.831369766686024","0.77423888152448","0.888500651847567"
"Yes","2011","indirect migration background","(0) in school","1","","",""
"Yes","2011","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2011","indirect migration background","(1b) general elementary school","22","","",""
"Yes","2011","indirect migration background","(1c) basic vocational qualification","61","0.807572730549639","0.723271759072935","0.891873702026342"
"Yes","2011","indirect migration background","(2b) intermediate general qualification","14","","",""
"Yes","2011","indirect migration background","(2a) intermediate vocational","101","0.834324874023796","0.768886349432227","0.899763398615365"
"Yes","2011","indirect migration background","(2c_gen) general maturity certificate","14","","",""
"Yes","2011","indirect migration background","(2c_voc) vocational maturity certificate","40","0.623835997328897","0.490886458517291","0.756785536140504"
"Yes","2011","indirect migration background","(3a) lower tertiary education","33","0.819578515259853","0.703283030157683","0.935874000362023"
"Yes","2011","indirect migration background","(3b) higher tertiary education","71","0.882254703770434","0.812494146793251","0.952015260747618"
"No","2011","no migration background","(0) in school","2","","",""
"No","2011","no migration background","(1a) inadequately completed","9","","",""
"No","2011","no migration background","(1b) general elementary school","89","0.460243920219814","0.394081307670333","0.526406532769295"
"No","2011","no migration background","(1c) basic vocational qualification","463","0.333582495532078","0.309658236051598","0.357506755012558"
"No","2011","no migration background","(2b) intermediate general qualification","57","0.273099335880374","0.210240361406134","0.335958310354614"
"No","2011","no migration background","(2a) intermediate vocational","830","0.254775509716187","0.239291234384823","0.27025978504755"
"No","2011","no migration background","(2c_gen) general maturity certificate","63","0.359880603090394","0.286198162548828","0.433563043631959"
"No","2011","no migration background","(2c_voc) vocational maturity certificate","201","0.199598535064298","0.174208562651674","0.224988507476922"
"No","2011","no migration background","(3a) lower tertiary education","224","0.217013156679736","0.191125730289532","0.242900583069939"
"No","2011","no migration background","(3b) higher tertiary education","303","0.22603965728249","0.204658013110432","0.247421301454547"
"No","2011","direct migration background","(0) in school","","","",""
"No","2011","direct migration background","(1a) inadequately completed","6","","",""
"No","2011","direct migration background","(1b) general elementary school","32","0.279771801115497","0.195502018808516","0.364041583422478"
"No","2011","direct migration background","(1c) basic vocational qualification","74","0.35635432435704","0.294594429832883","0.418114218881197"
"No","2011","direct migration background","(2b) intermediate general qualification","1","","",""
"No","2011","direct migration background","(2a) intermediate vocational","15","","",""
"No","2011","direct migration background","(2c_gen) general maturity certificate","15","","",""
"No","2011","direct migration background","(2c_voc) vocational maturity certificate","39","0.287846479484913","0.213378221832851","0.362314737136976"
"No","2011","direct migration background","(3a) lower tertiary education","6","","",""
"No","2011","direct migration background","(3b) higher tertiary education","38","0.168630233313976","0.111499348152433","0.22576111847552"
"No","2011","indirect migration background","(0) in school","","","",""
"No","2011","indirect migration background","(1a) inadequately completed","4","","",""
"No","2011","indirect migration background","(1b) general elementary school","9","","",""
"No","2011","indirect migration background","(1c) basic vocational qualification","23","","",""
"No","2011","indirect migration background","(2b) intermediate general qualification","11","","",""
"No","2011","indirect migration background","(2a) intermediate vocational","23","","",""
"No","2011","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"No","2011","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"No","2011","indirect migration background","(3a) lower tertiary education","9","","",""
"No","2011","indirect migration background","(3b) higher tertiary education","11","","",""
"Yes","2012","no migration background","(0) in school","8","","",""
"Yes","2012","no migration background","(1a) inadequately completed","26","","",""
"Yes","2012","no migration background","(1b) general elementary school","149","0.635066220779146","0.572850417616358","0.697282023941934"
"Yes","2012","no migration background","(1c) basic vocational qualification","1023","0.644410659651793","0.620487108377369","0.668334210926216"
"Yes","2012","no migration background","(2b) intermediate general qualification","127","0.678000728542249","0.611032345565159","0.744969111519338"
"Yes","2012","no migration background","(2a) intermediate vocational","2196","0.713342046911984","0.697446750186308","0.729237343637661"
"Yes","2012","no migration background","(2c_gen) general maturity certificate","124","0.725254487011533","0.658152690639936","0.79235628338313"
"Yes","2012","no migration background","(2c_voc) vocational maturity certificate","764","0.780215920117782","0.754524486466705","0.805907353768858"
"Yes","2012","no migration background","(3a) lower tertiary education","731","0.788714476156231","0.762850999762785","0.814577952549677"
