"plb0196_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2010","Hesse","indirect migration background","11","","",""
"No","2010","Rhineland-Palatinate,Saarland","no migration background","140","0.365176198318176","0.315916370304673","0.414436026331679"
"No","2010","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"No","2010","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"No","2010","Baden-Württemberg","no migration background","263","0.32008838685164","0.288891396575346","0.351285377127933"
"No","2010","Baden-Württemberg","direct migration background","43","0.339524768695181","0.264242916470123","0.41480662092024"
"No","2010","Baden-Württemberg","indirect migration background","21","","",""
"No","2010","Bavaria","no migration background","383","0.327723078792677","0.301121334438176","0.354324823147179"
"No","2010","Bavaria","direct migration background","37","0.30135543499252","0.216377389829722","0.386333480155318"
"No","2010","Bavaria","indirect migration background","23","","",""
"No","2010","Berlin","no migration background","72","0.277440122850491","0.22291209832769","0.331968147373292"
"No","2010","Berlin","direct migration background","4","","",""
"No","2010","Berlin","indirect migration background","5","","",""
"No","2010","Brandenburg","no migration background","104","0.385357723382938","0.3297266199721","0.440988826793775"
"No","2010","Brandenburg","direct migration background","2","","",""
"No","2010","Brandenburg","indirect migration background","1","","",""
"No","2010","Mecklenburg-Western Pomerania","no migration background","60","0.408955313743276","0.336932570019643","0.48097805746691"
"No","2010","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"No","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2010","Saxony","no migration background","200","0.323742391121741","0.287205323951503","0.360279458291979"
"No","2010","Saxony","direct migration background","1","","",""
"No","2010","Saxony","indirect migration background","2","","",""
"No","2010","Saxony-Anhalt","no migration background","98","0.344543293162171","0.292394212633598","0.396692373690744"
"No","2010","Saxony-Anhalt","direct migration background","1","","",""
"No","2010","Saxony-Anhalt","indirect migration background","1","","",""
"No","2010","Thuringia","no migration background","121","0.3929720207564","0.341730672638551","0.444213368874249"
"No","2010","Thuringia","direct migration background","","","",""
"No","2010","Thuringia","indirect migration background","2","","",""
"Yes","2011","Schleswig-Holstein","no migration background","234","0.759525591023328","0.712700488112137","0.80635069393452"
"Yes","2011","Schleswig-Holstein","direct migration background","26","","",""
"Yes","2011","Schleswig-Holstein","indirect migration background","9","","",""
"Yes","2011","Hamburg","no migration background","83","0.752714662133048","0.668574804007041","0.836854520259055"
"Yes","2011","Hamburg","direct migration background","9","","",""
"Yes","2011","Hamburg","indirect migration background","7","","",""
"Yes","2011","Lower Saxony","no migration background","623","0.715855304975221","0.685589238933064","0.746121371017378"
"Yes","2011","Lower Saxony","direct migration background","65","0.793152989797958","0.707045340181237","0.879260639414679"
"Yes","2011","Lower Saxony","indirect migration background","19","","",""
"Yes","2011","Bremen","no migration background","39","0.654397711729236","0.525140253988306","0.783655169470166"
"Yes","2011","Bremen","direct migration background","3","","",""
"Yes","2011","Bremen","indirect migration background","3","","",""
"Yes","2011","North Rhine-Westphalia","no migration background","1126","0.787839978651301","0.766926039215733","0.808753918086869"
"Yes","2011","North Rhine-Westphalia","direct migration background","192","0.754101620108507","0.701859522297607","0.806343717919408"
"Yes","2011","North Rhine-Westphalia","indirect migration background","91","0.744648224841426","0.667897538404853","0.821398911277999"
"Yes","2011","Hesse","no migration background","434","0.723614253752939","0.687589699559439","0.759638807946439"
"Yes","2011","Hesse","direct migration background","81","0.727394012208671","0.646007633092319","0.808780391325023"
"Yes","2011","Hesse","indirect migration background","40","0.844189628950842","0.743662963713217","0.944716294188468"
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","283","0.645915560191342","0.600818574730178","0.691012545652505"
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","33","0.573788674237504","0.445408150806146","0.702169197668863"
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","21","","",""
"Yes","2011","Baden-Württemberg","no migration background","833","0.78002794435197","0.755044347152173","0.805011541551767"
"Yes","2011","Baden-Württemberg","direct migration background","143","0.782821449144669","0.722418047143895","0.843224851145442"
"Yes","2011","Baden-Württemberg","indirect migration background","75","0.788171904290094","0.70768360524728","0.868660203332908"
"Yes","2011","Bavaria","no migration background","1127","0.736387374996771","0.714016074738999","0.758758675254542"
"Yes","2011","Bavaria","direct migration background","100","0.809950816714313","0.741982669115622","0.877918964313004"
"Yes","2011","Bavaria","indirect migration background","75","0.873555665511212","0.805643253215272","0.941468077807151"
"Yes","2011","Berlin","no migration background","238","0.795305490922149","0.750024256447975","0.840586725396323"
"Yes","2011","Berlin","direct migration background","17","","",""
"Yes","2011","Berlin","indirect migration background","16","","",""
"Yes","2011","Brandenburg","no migration background","261","0.69025642207141","0.64351945222023","0.73699339192259"
"Yes","2011","Brandenburg","direct migration background","2","","",""
"Yes","2011","Brandenburg","indirect migration background","1","","",""
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","143","0.66426602220547","0.600696517482907","0.727835526928033"
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Yes","2011","Saxony","no migration background","494","0.704670737600595","0.670876283925771","0.738465191275419"
"Yes","2011","Saxony","direct migration background","3","","",""
"Yes","2011","Saxony","indirect migration background","6","","",""
"Yes","2011","Saxony-Anhalt","no migration background","269","0.672105041556519","0.625151492463078","0.71905859064996"
"Yes","2011","Saxony-Anhalt","direct migration background","5","","",""
"Yes","2011","Saxony-Anhalt","indirect migration background","2","","",""
"Yes","2011","Thuringia","no migration background","266","0.680505216317837","0.634405374936929","0.726605057698746"
"Yes","2011","Thuringia","direct migration background","3","","",""
"Yes","2011","Thuringia","indirect migration background","8","","",""
"No","2011","Schleswig-Holstein","no migration background","86","0.240474408976672","0.19364930606548","0.287299511887864"
"No","2011","Schleswig-Holstein","direct migration background","8","","",""
"No","2011","Schleswig-Holstein","indirect migration background","2","","",""
"No","2011","Hamburg","no migration background","18","","",""
"No","2011","Hamburg","direct migration background","4","","",""
"No","2011","Hamburg","indirect migration background","1","","",""
"No","2011","Lower Saxony","no migration background","230","0.284144695024779","0.253878628982622","0.314410761066936"
"No","2011","Lower Saxony","direct migration background","20","","",""
"No","2011","Lower Saxony","indirect migration background","8","","",""
"No","2011","Bremen","no migration background","13","","",""
"No","2011","Bremen","direct migration background","","","",""
"No","2011","Bremen","indirect migration background","","","",""
"No","2011","North Rhine-Westphalia","no migration background","342","0.212160021348699","0.191246081913131","0.233073960784267"
"No","2011","North Rhine-Westphalia","direct migration background","69","0.245898379891493","0.193656282080592","0.298140477702394"
"No","2011","North Rhine-Westphalia","indirect migration background","33","0.255351775158574","0.178601088722001","0.332102461595147"
"No","2011","Hesse","no migration background","158","0.276385746247061","0.240361192053561","0.312410300440561"
"No","2011","Hesse","direct migration background","34","0.272605987791329","0.191219608674977","0.353992366907681"
"No","2011","Hesse","indirect migration background","10","","",""
"No","2011","Rhineland-Palatinate,Saarland","no migration background","149","0.354084439808658","0.308987454347495","0.399181425269821"
"No","2011","Rhineland-Palatinate,Saarland","direct migration background","24","","",""
"No","2011","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"No","2011","Baden-Württemberg","no migration background","223","0.219972055648029","0.194988458448232","0.244955652847827"
"No","2011","Baden-Württemberg","direct migration background","36","0.217178550855331","0.156775148854558","0.277581952856105"
"No","2011","Baden-Württemberg","indirect migration background","24","","",""
