"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","2004","no migration background","vocational + Abi","","","",""
"Slightly Expensive","2004","no migration background","higher vocational","","","",""
"Slightly Expensive","2004","no migration background","higher education","","","",""
"Slightly Expensive","2004","direct migration background","in school","","","",""
"Slightly Expensive","2004","direct migration background","inadequately","","","",""
"Slightly Expensive","2004","direct migration background","general elemantary","","","",""
"Slightly Expensive","2004","direct migration background","middle vocational","","","",""
"Slightly Expensive","2004","direct migration background","vocational + Abi","","","",""
"Slightly Expensive","2004","direct migration background","higher vocational","","","",""
"Slightly Expensive","2004","direct migration background","higher education","","","",""
"Slightly Expensive","2004","indirect migration background","in school","","","",""
"Slightly Expensive","2004","indirect migration background","inadequately","","","",""
"Slightly Expensive","2004","indirect migration background","general elemantary","","","",""
"Slightly Expensive","2004","indirect migration background","middle vocational","","","",""
"Slightly Expensive","2004","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","2004","indirect migration background","higher vocational","","","",""
"Slightly Expensive","2004","indirect migration background","higher education","","","",""
"Too Expensive","2004","no migration background","in school","","","",""
"Too Expensive","2004","no migration background","inadequately","","","",""
"Too Expensive","2004","no migration background","general elemantary","","","",""
"Too Expensive","2004","no migration background","middle vocational","","","",""
"Too Expensive","2004","no migration background","vocational + Abi","","","",""
"Too Expensive","2004","no migration background","higher vocational","","","",""
"Too Expensive","2004","no migration background","higher education","","","",""
"Too Expensive","2004","direct migration background","in school","","","",""
"Too Expensive","2004","direct migration background","inadequately","","","",""
"Too Expensive","2004","direct migration background","general elemantary","","","",""
"Too Expensive","2004","direct migration background","middle vocational","","","",""
"Too Expensive","2004","direct migration background","vocational + Abi","","","",""
"Too Expensive","2004","direct migration background","higher vocational","","","",""
"Too Expensive","2004","direct migration background","higher education","","","",""
"Too Expensive","2004","indirect migration background","in school","","","",""
"Too Expensive","2004","indirect migration background","inadequately","","","",""
"Too Expensive","2004","indirect migration background","general elemantary","","","",""
"Too Expensive","2004","indirect migration background","middle vocational","","","",""
"Too Expensive","2004","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2004","indirect migration background","higher vocational","","","",""
"Too Expensive","2004","indirect migration background","higher education","","","",""
"Very Inexpensive","2005","no migration background","in school","32","0.102952317910977","0.0706499424220955","0.135254693399859"
"Very Inexpensive","2005","no migration background","inadequately","2","","",""
"Very Inexpensive","2005","no migration background","general elemantary","86","0.0995864515025545","0.0789391380919712","0.120233764913138"
"Very Inexpensive","2005","no migration background","middle vocational","482","0.102021074757893","0.0935798279739412","0.110462321541845"
"Very Inexpensive","2005","no migration background","vocational + Abi","58","0.112335259631558","0.0836646013833305","0.141005917879786"
"Very Inexpensive","2005","no migration background","higher vocational","95","0.101332999605949","0.0811527582725374","0.12151324093936"
"Very Inexpensive","2005","no migration background","higher education","255","0.108920806451238","0.0961970690394396","0.121644543863037"
"Very Inexpensive","2005","direct migration background","in school","","","",""
"Very Inexpensive","2005","direct migration background","inadequately","1","","",""
"Very Inexpensive","2005","direct migration background","general elemantary","13","","",""
"Very Inexpensive","2005","direct migration background","middle vocational","26","","",""
"Very Inexpensive","2005","direct migration background","vocational + Abi","7","","",""
"Very Inexpensive","2005","direct migration background","higher vocational","8","","",""
"Very Inexpensive","2005","direct migration background","higher education","26","","",""
"Very Inexpensive","2005","indirect migration background","in school","4","","",""
"Very Inexpensive","2005","indirect migration background","inadequately","","","",""
"Very Inexpensive","2005","indirect migration background","general elemantary","3","","",""
