"hlf0094","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","2001","Brandenburg","in school","3","","","","4"
"Slightly Expensive","2001","Brandenburg","inadequately","","","","","4"
"Slightly Expensive","2001","Brandenburg","general elemantary","2","","","","4"
"Slightly Expensive","2001","Brandenburg","middle vocational","19","","","","4"
"Slightly Expensive","2001","Brandenburg","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Brandenburg","higher vocational","2","","","","4"
"Slightly Expensive","2001","Brandenburg","higher education","11","","","","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","in school","1","","","","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","general elemantary","1","","","","4"
"Slightly Expensive","2001","Saxony","inadequately","","","","","4"
"Slightly Expensive","2001","Saxony","general elemantary","3","","","","4"
"Slightly Expensive","2001","Saxony","middle vocational","33","0.0827100145709377","0.0546060698430823","0.110813959298793","4"
"Slightly Expensive","2001","Saxony-Anhalt","inadequately","","","","","4"
"Slightly Expensive","2001","Saxony-Anhalt","general elemantary","2","","","","4"
"Slightly Expensive","2001","Saxony-Anhalt","middle vocational","41","0.118994701785294","0.0809338270167304","0.157055576553857","4"
"Slightly Expensive","2001","Saxony-Anhalt","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Saxony-Anhalt","higher vocational","7","","","","4"
"Slightly Expensive","2001","Saxony-Anhalt","higher education","17","","","","4"
"Slightly Expensive","2001","Thuringia","in school","3","","","","4"
"Slightly Expensive","2001","Thuringia","inadequately","","","","","4"
"Slightly Expensive","2001","Thuringia","general elemantary","1","","","","4"
"Slightly Expensive","2001","Thuringia","middle vocational","31","0.100355108580095","0.0674850198451015","0.133225197315089","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","middle vocational","9","","","","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","higher vocational","","","","","4"
"Slightly Expensive","2001","Saxony","in school","2","","","","4"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","higher education","6","","","","4"
"Slightly Expensive","2001","Thuringia","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Thuringia","higher vocational","12","","","","4"
"Slightly Expensive","2001","Thuringia","higher education","17","","","","4"
"Too Expensive","2001","Schleswig-Holstein","in school","","","","","5"
"Too Expensive","2001","Schleswig-Holstein","inadequately","","","","","5"
"Too Expensive","2001","Schleswig-Holstein","general elemantary","","","","","5"
"Too Expensive","2001","Schleswig-Holstein","middle vocational","1","","","","5"
"Too Expensive","2001","Schleswig-Holstein","vocational + Abi","","","","","5"
"Too Expensive","2001","Schleswig-Holstein","higher vocational","","","","","5"
"Too Expensive","2001","Schleswig-Holstein","higher education","2","","","","5"
"Too Expensive","2001","Hamburg","in school","","","","","5"
"Too Expensive","2001","Hamburg","inadequately","","","","","5"
"Too Expensive","2001","Hamburg","general elemantary","","","","","5"
"Too Expensive","2001","Hamburg","middle vocational","","","","","5"
"Too Expensive","2001","Hamburg","vocational + Abi","","","","","5"
"Too Expensive","2001","Hamburg","higher vocational","","","","","5"
"Too Expensive","2001","Hamburg","higher education","","","","","5"
"Too Expensive","2001","Lower Saxony","in school","1","","","","5"
"Too Expensive","2001","Lower Saxony","inadequately","","","","","5"
"Too Expensive","2001","Lower Saxony","general elemantary","","","","","5"
"Too Expensive","2001","Lower Saxony","middle vocational","13","","","","5"
"Too Expensive","2001","Lower Saxony","vocational + Abi","","","","","5"
"Too Expensive","2001","Lower Saxony","higher vocational","1","","","","5"
"Too Expensive","2001","Lower Saxony","higher education","1","","","","5"
"Too Expensive","2001","Bremen","in school","","","","","5"
"Too Expensive","2001","Bremen","inadequately","","","","","5"
"Too Expensive","2001","Bremen","general elemantary","","","","","5"
"Too Expensive","2001","Bremen","middle vocational","","","","","5"
"Too Expensive","2001","Bremen","vocational + Abi","","","","","5"
"Too Expensive","2001","Bremen","higher vocational","","","","","5"
"Too Expensive","2001","Bremen","higher education","","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","in school","3","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","inadequately","2","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","general elemantary","8","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","middle vocational","17","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","vocational + Abi","4","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","higher vocational","9","","","","5"
"Too Expensive","2001","North Rhine-Westphalia","higher education","15","","","","5"
"Too Expensive","2001","Hesse","in school","","","","","5"
"Too Expensive","2001","Hesse","inadequately","","","","","5"
"Too Expensive","2001","Hesse","general elemantary","3","","","","5"
"Too Expensive","2001","Hesse","middle vocational","12","","","","5"
"Too Expensive","2001","Hesse","vocational + Abi","","","","","5"
"Too Expensive","2001","Hesse","higher vocational","","","","","5"
"Too Expensive","2001","Hesse","higher education","2","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","general elemantary","4","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","middle vocational","9","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"Too Expensive","2001","Rhineland-Palatinate,Saarland","higher education","2","","","","5"
"Too Expensive","2001","Baden-Württemberg","in school","1","","","","5"
"Too Expensive","2001","Baden-Württemberg","inadequately","1","","","","5"
"Too Expensive","2001","Baden-Württemberg","general elemantary","5","","","","5"
"Too Expensive","2001","Baden-Württemberg","middle vocational","10","","","","5"
"Too Expensive","2001","Baden-Württemberg","vocational + Abi","3","","","","5"
"Too Expensive","2001","Baden-Württemberg","higher vocational","5","","","","5"
"Too Expensive","2001","Baden-Württemberg","higher education","3","","","","5"
"Too Expensive","2001","Bavaria","in school","","","","","5"
"Too Expensive","2001","Bavaria","inadequately","","","","","5"
"Too Expensive","2001","Bavaria","general elemantary","","","","","5"
"Too Expensive","2001","Bavaria","middle vocational","11","","","","5"
"Too Expensive","2001","Bavaria","vocational + Abi","1","","","","5"
"Too Expensive","2001","Bavaria","higher vocational","","","","","5"
"Too Expensive","2001","Bavaria","higher education","1","","","","5"
"Too Expensive","2001","Berlin","in school","","","","","5"
"Too Expensive","2001","Berlin","inadequately","","","","","5"
"Too Expensive","2001","Berlin","general elemantary","","","","","5"
"Too Expensive","2001","Berlin","middle vocational","2","","","","5"
"Too Expensive","2001","Berlin","vocational + Abi","","","","","5"
"Too Expensive","2001","Berlin","higher vocational","","","","","5"
"Too Expensive","2001","Berlin","higher education","2","","","","5"
"Too Expensive","2001","Brandenburg","in school","","","","","5"
"Too Expensive","2001","Brandenburg","inadequately","","","","","5"
"Too Expensive","2001","Brandenburg","general elemantary","","","","","5"
"Too Expensive","2001","Brandenburg","middle vocational","1","","","","5"
"Too Expensive","2001","Brandenburg","vocational + Abi","","","","","5"
"Too Expensive","2001","Brandenburg","higher vocational","","","","","5"
"Too Expensive","2001","Brandenburg","higher education","1","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","in school","","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","middle vocational","2","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Too Expensive","2001","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Too Expensive","2001","Saxony","in school","","","","","5"
"Too Expensive","2001","Saxony","inadequately","","","","","5"
"Too Expensive","2001","Saxony","general elemantary","","","","","5"
"Too Expensive","2001","Saxony","middle vocational","5","","","","5"
"Too Expensive","2001","Saxony","vocational + Abi","","","","","5"
"Too Expensive","2001","Saxony","higher vocational","","","","","5"
"Too Expensive","2001","Saxony","higher education","","","","","5"
"Too Expensive","2001","Saxony-Anhalt","in school","1","","","","5"
"Too Expensive","2001","Saxony-Anhalt","inadequately","","","","","5"
"Too Expensive","2001","Saxony-Anhalt","general elemantary","","","","","5"
"Too Expensive","2001","Saxony-Anhalt","middle vocational","5","","","","5"
"Too Expensive","2001","Saxony-Anhalt","vocational + Abi","1","","","","5"
"Too Expensive","2001","Saxony-Anhalt","higher vocational","1","","","","5"
"Too Expensive","2001","Saxony-Anhalt","higher education","4","","","","5"
"Too Expensive","2001","Thuringia","in school","","","","","5"
"Too Expensive","2001","Thuringia","inadequately","","","","","5"
"Too Expensive","2001","Thuringia","general elemantary","","","","","5"
"Too Expensive","2001","Thuringia","middle vocational","3","","","","5"
"Too Expensive","2001","Thuringia","vocational + Abi","","","","","5"
"Too Expensive","2001","Thuringia","higher vocational","","","","","5"
"Too Expensive","2001","Thuringia","higher education","","","","","5"
"Very Inexpensive","2001","Lower Saxony","vocational + Abi","15","","","","1"
"Very Inexpensive","2001","Lower Saxony","higher vocational","12","","","","1"
"Very Inexpensive","2001","Lower Saxony","higher education","29","","","","1"
"Very Inexpensive","2001","Bremen","in school","","","","","1"
"Very Inexpensive","2001","Bremen","inadequately","","","","","1"
"Very Inexpensive","2001","Bremen","general elemantary","2","","","","1"
"Very Inexpensive","2001","Bremen","middle vocational","7","","","","1"
"Very Inexpensive","2001","Bremen","vocational + Abi","1","","","","1"
"Very Inexpensive","2001","Bremen","higher vocational","","","","","1"
"Very Inexpensive","2001","Bremen","higher education","2","","","","1"
"Very Inexpensive","2001","North Rhine-Westphalia","in school","12","","","","1"
"Very Inexpensive","2001","North Rhine-Westphalia","inadequately","1","","","","1"
"Very Inexpensive","2001","North Rhine-Westphalia","general elemantary","27","","","","1"
"Very Inexpensive","2001","North Rhine-Westphalia","middle vocational","146","0.131620160318978","0.111391631249303","0.151848689388652","1"
"Very Inexpensive","2001","North Rhine-Westphalia","vocational + Abi","24","","","","1"
"Very Inexpensive","2001","North Rhine-Westphalia","higher vocational","20","","","","1"
"Very Inexpensive","2001","North Rhine-Westphalia","higher education","50","0.14992514595611","0.112417112563506","0.187433179348715","1"
"Very Inexpensive","2001","Hesse","in school","1","","","","1"
"Very Inexpensive","2001","Hesse","inadequately","","","","","1"
"Very Inexpensive","2001","Hesse","general elemantary","9","","","","1"
"Very Inexpensive","2001","Hesse","middle vocational","46","0.120067642789312","0.0886815597624572","0.151453725816166","1"
"Very Inexpensive","2001","Hesse","vocational + Abi","6","","","","1"
"Very Inexpensive","2001","Hesse","higher vocational","15","","","","1"
"Very Inexpensive","2001","Hesse","higher education","16","","","","1"
"Very Inexpensive","2001","Rhineland-Palatinate,Saarland","in school","4","","","","1"
"Very Inexpensive","2001","Bavaria","higher vocational","14","","","","1"
"Very Inexpensive","2001","Bavaria","higher education","37","0.15112743973673","0.106992682655305","0.195262196818155","1"
"Very Inexpensive","2001","Berlin","in school","","","","","1"
"Very Inexpensive","2001","Berlin","inadequately","","","","","1"
"Very Inexpensive","2001","Berlin","general elemantary","1","","","","1"
"Very Inexpensive","2001","Berlin","middle vocational","3","","","","1"
"Very Inexpensive","2001","Berlin","vocational + Abi","1","","","","1"
"Very Inexpensive","2001","Berlin","higher vocational","1","","","","1"
"Very Inexpensive","2001","Berlin","higher education","5","","","","1"
"Very Inexpensive","2001","Brandenburg","in school","","","","","1"
"Very Inexpensive","2001","Brandenburg","inadequately","","","","","1"
"Very Inexpensive","2001","Brandenburg","general elemantary","","","","","1"
"Very Inexpensive","2001","Brandenburg","middle vocational","13","","","","1"
"Very Inexpensive","2001","Brandenburg","vocational + Abi","","","","","1"
"Very Inexpensive","2001","Brandenburg","higher vocational","1","","","","1"
"Very Inexpensive","2001","Brandenburg","higher education","9","","","","1"
