"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"A little too small","2008","inadequately","Urban Area","24","","","","2"
"A little too small","2008","inadequately","Rural Area","8","","","","2"
"A little too small","2008","general elemantary","Urban Area","176","0.140845913518697","0.122512444182793","0.159179382854602","2"
"Just right","2008","general elemantary","Rural Area","536","0.740840279902886","0.708449867827951","0.77323069197782","3"
"Just right","2008","vocational + Abi","Urban Area","587","0.715824325193723","0.684991816793837","0.746656833593609","3"
"Just right","2008","vocational + Abi","Rural Area","192","0.629040223648237","0.571842936782004","0.686237510514469","3"
"Just right","2008","middle vocational","Urban Area","4539","0.720798050540951","0.709608032072688","0.731988069009215","3"
"Just right","2008","middle vocational","Rural Area","2723","0.738808383566268","0.724434722567664","0.753182044564873","3"
"Just right","2008","in school","Urban Area","257","0.713251417806752","0.667045655133117","0.759457180480387","3"
"Just right","2008","in school","Rural Area","135","0.725820724219733","0.661010370507883","0.790631077931583","3"
"Just right","2008","inadequately","Urban Area","107","0.819928111876427","0.755349384190718","0.884506839562135","3"
"Just right","2008","inadequately","Rural Area","37","0.720171096442703","0.596966437167431","0.843375755717975","3"
"Just right","2008","general elemantary","Urban Area","1039","0.734244682208309","0.71096385606345","0.757525508353168","3"
"Just right","2008","higher vocational","Urban Area","633","0.710189291489426","0.680366967462002","0.740011615516851","3"
"Just right","2008","higher vocational","Rural Area","385","0.715946409869318","0.677625776899265","0.754267042839372","3"
"Just right","2008","higher education","Urban Area","2088","0.669307628249434","0.652461420104069","0.6861538363948","3"
"Just right","2008","higher education","Rural Area","856","0.70836938283253","0.682696106404777","0.734042659260282","3"
"Much too big","2008","in school","Urban Area","3","","","","5"
"Much too big","2008","in school","Rural Area","","","","","5"
"Much too big","2008","inadequately","Urban Area","","","","","5"
"Much too big","2008","inadequately","Rural Area","","","","","5"
"Much too big","2008","general elemantary","Urban Area","25","","","","5"
"Much too big","2008","general elemantary","Rural Area","11","","","","5"
"Much too big","2008","middle vocational","Urban Area","110","0.0185052806919118","0.0151435989098554","0.0218669624739682","5"
"Much too big","2008","middle vocational","Rural Area","58","0.0206199895789116","0.0159701099297319","0.0252698692280912","5"
"Much too big","2008","vocational + Abi","Urban Area","7","","","","5"
"Much too big","2008","vocational + Abi","Rural Area","4","","","","5"
"Much too big","2008","higher vocational","Urban Area","9","","","","5"
"Much too big","2008","higher vocational","Rural Area","11","","","","5"
"Much too big","2008","higher education","Urban Area","39","0.0129707260285198","0.00891914670336205","0.0170223053536775","5"
"Much too big","2008","higher education","Rural Area","36","0.0321089213772962","0.0221511775521194","0.0420666652024729","5"
"Much too small","2008","in school","Urban Area","9","","","","1"
"Much too small","2008","in school","Rural Area","2","","","","1"
"Much too small","2008","inadequately","Urban Area","3","","","","1"
"Much too small","2008","inadequately","Rural Area","2","","","","1"
"Much too small","2008","general elemantary","Urban Area","24","","","","1"
"Much too small","2008","general elemantary","Rural Area","9","","","","1"
"Much too small","2008","middle vocational","Urban Area","75","0.0137760889735623","0.01086861716867","0.0166835607784545","1"
"Much too small","2008","middle vocational","Rural Area","31","0.00923930395862719","0.00610871617555968","0.0123698917416947","1"
"Much too small","2008","vocational + Abi","Urban Area","11","","","","1"
"Much too small","2008","vocational + Abi","Rural Area","2","","","","1"
"Much too small","2008","higher vocational","Urban Area","10","","","","1"
"Much too small","2008","higher vocational","Rural Area","2","","","","1"
"Much too small","2008","higher education","Urban Area","24","","","","1"
"Much too small","2008","higher education","Rural Area","5","","","","1"
"A little too big","2009","vocational + Abi","Urban Area","70","0.0886257501637515","0.0682178512859465","0.109033649041556","4"
"A little too big","2009","vocational + Abi","Rural Area","30","0.124127446556543","0.0838153023594968","0.164439590753589","4"
"A little too big","2009","higher vocational","Urban Area","98","0.113331500192981","0.0916213864469926","0.135041613938969","4"
"A little too big","2009","general elemantary","Rural Area","81","0.110359399909255","0.0856554831203249","0.135063316698185","4"
"A little too big","2009","middle vocational","Urban Area","643","0.105962712722875","0.0979533852770346","0.113972040168715","4"
"A little too big","2009","middle vocational","Rural Area","437","0.14624152059297","0.134407817593985","0.158075223591956","4"
"A little too big","2009","higher vocational","Rural Area","89","0.212136605111232","0.176862459043398","0.247410751179065","4"
"A little too big","2009","higher education","Urban Area","413","0.13179255810387","0.119369306112734","0.144215810095006","4"
"A little too big","2009","higher education","Rural Area","188","0.14840786345677","0.12824323588183","0.168572491031711","4"
"A little too big","2009","in school","Urban Area","33","0.0973997285197932","0.0668982155949128","0.127901241444674","4"
"A little too big","2009","in school","Rural Area","21","","","","4"
"A little too big","2009","inadequately","Urban Area","6","","","","4"
"A little too big","2009","inadequately","Rural Area","4","","","","4"
"A little too big","2009","general elemantary","Urban Area","135","0.100457788538663","0.0836650453992403","0.117250531678086","4"
"A little too small","2009","general elemantary","Rural Area","58","0.0822532257022474","0.0605915646437111","0.103914886760784","2"
"A little too small","2009","middle vocational","Urban Area","743","0.14260321204548","0.133504136322895","0.151702287768065","2"
"A little too small","2009","middle vocational","Rural Area","359","0.113988286162694","0.10334519831196","0.124631374013427","2"
"A little too small","2009","vocational + Abi","Urban Area","146","0.195717646534717","0.167227858565012","0.224207434504422","2"
"A little too small","2009","vocational + Abi","Rural Area","41","0.208395794948747","0.158738843772706","0.258052746124788","2"
"A little too small","2009","higher vocational","Urban Area","118","0.158239819962521","0.13324452771824","0.183235112206803","2"
"A little too small","2009","higher vocational","Rural Area","55","0.107048861944348","0.080372407016961","0.133725316871734","2"
"A little too small","2009","higher education","Urban Area","436","0.198382991169821","0.183737168299237","0.213028814040404","2"
"A little too small","2009","higher education","Rural Area","105","0.128658883805464","0.109667355237992","0.147650412372937","2"
"A little too small","2009","in school","Urban Area","84","0.221947644601473","0.179198792287864","0.264696496915082","2"
"A little too small","2009","in school","Rural Area","24","","","","2"
"A little too small","2009","inadequately","Urban Area","12","","","","2"
"A little too small","2009","inadequately","Rural Area","10","","","","2"
"A little too small","2009","general elemantary","Urban Area","163","0.137614283318873","0.118370006368315","0.156858560269431","2"
"Just right","2009","vocational + Abi","Urban Area","509","0.685046954454811","0.651692562285922","0.718401346623699","3"
"Just right","2009","vocational + Abi","Rural Area","176","0.6246299611599","0.565429820591407","0.683830101728393","3"
"Just right","2009","general elemantary","Rural Area","453","0.760446874649193","0.726796553467157","0.794097195831229","3"
"Just right","2009","middle vocational","Urban Area","4127","0.719818946291328","0.708132762343015","0.731505130239641","3"
"Just right","2009","middle vocational","Rural Area","2536","0.705051684067878","0.689779496803339","0.720323871332418","3"
"Just right","2009","in school","Urban Area","234","0.641716128715932","0.592389675946718","0.691042581485145","3"
"Just right","2009","in school","Rural Area","90","0.633328755215286","0.554345850381299","0.712311660049273","3"
"Just right","2009","inadequately","Urban Area","98","0.777900159012843","0.7053231824247","0.850477135600986","3"
"Just right","2009","inadequately","Rural Area","26","","","","3"
"Just right","2009","general elemantary","Urban Area","888","0.724228856194867","0.699263866725358","0.749193845664377","3"
"Just right","2009","higher vocational","Urban Area","589","0.710692967612105","0.679638317218859","0.741747618005351","3"
"Just right","2009","higher vocational","Rural Area","359","0.654490021505899","0.613459687507075","0.695520355504722","3"
"Just right","2009","higher education","Urban Area","1906","0.635095339383682","0.617415135595903","0.652775543171461","3"
"Just right","2009","higher education","Rural Area","855","0.681914668600299","0.655497713082622","0.708331624117977","3"
"Much too big","2009","in school","Urban Area","2","","","","5"
"Much too big","2009","in school","Rural Area","5","","","","5"
"Much too big","2009","inadequately","Urban Area","","","","","5"
"Much too big","2009","inadequately","Rural Area","","","","","5"
"Much too big","2009","general elemantary","Urban Area","20","","","","5"
"Much too big","2009","general elemantary","Rural Area","15","","","","5"
"Much too big","2009","middle vocational","Urban Area","85","0.0164951594676768","0.0131807343666059","0.0198095845687478","5"
"Much too big","2009","middle vocational","Rural Area","58","0.0236921111807467","0.0185986490289632","0.0287855733325302","5"
"Much too big","2009","vocational + Abi","Urban Area","8","","","","5"
