"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","2011","indirect migration background","higher education","31","0.42746708793756","0.334594742842932","0.520339433032188"
"Big worries","2012","no migration background","in school","39","0.156539357896583","0.107510582207683","0.205568133585484"
"Big worries","2012","no migration background","inadequately","38","0.222968667412079","0.151417355725323","0.294519979098835"
"Big worries","2012","no migration background","general elemantary","313","0.215365623995386","0.195025271414289","0.235705976576484"
"Big worries","2012","no migration background","middle vocational","1924","0.218621197303484","0.210177420733175","0.227064973873793"
"Big worries","2012","no migration background","vocational + Abi","196","0.215820334101965","0.189549333872617","0.242091334331312"
"Big worries","2012","no migration background","higher vocational","254","0.189034534855505","0.167928623000355","0.210140446710655"
"Big worries","2012","no migration background","higher education","767","0.184554185228571","0.172735752675978","0.196372617781165"
"Big worries","2012","direct migration background","in school","4","","",""
"Big worries","2012","direct migration background","inadequately","23","","",""
"Big worries","2012","direct migration background","general elemantary","94","0.243422123504977","0.201366416578498","0.285477830431455"
"Big worries","2012","direct migration background","middle vocational","167","0.235149217233206","0.204279033510213","0.2660194009562"
"Big worries","2012","direct migration background","vocational + Abi","45","0.202266520033125","0.148821267312488","0.255711772753763"
"Big worries","2012","direct migration background","higher vocational","26","","",""
"Big worries","2012","direct migration background","higher education","84","0.205595244735426","0.164908219678893","0.246282269791959"
"Big worries","2012","indirect migration background","in school","14","","",""
"Big worries","2012","indirect migration background","inadequately","5","","",""
"Big worries","2012","indirect migration background","general elemantary","30","0.260849859634555","0.184482484043469","0.337217235225641"
"Big worries","2012","indirect migration background","middle vocational","79","0.19588726170416","0.153824613995744","0.237949909412575"
"Big worries","2012","indirect migration background","vocational + Abi","7","","",""
"Big worries","2012","indirect migration background","higher vocational","9","","",""
"Big worries","2012","indirect migration background","higher education","21","","",""
"Some worries","2012","no migration background","in school","121","0.596718229735385","0.530527706886765","0.662908752584006"
"Some worries","2012","no migration background","inadequately","50","0.458496276874345","0.372842790458217","0.544149763290474"
"Some worries","2012","no migration background","general elemantary","792","0.499663683586171","0.474923294504238","0.524404072668104"
"Some worries","2012","no migration background","middle vocational","5152","0.550972455105096","0.54081087555721","0.561134034652983"
"Some worries","2012","no migration background","vocational + Abi","568","0.581432633029004","0.549929407361897","0.612935858696111"
"Some worries","2012","no migration background","higher vocational","784","0.585568132977953","0.559013050682179","0.612123215273727"
"Some worries","2012","no migration background","higher education","2570","0.604364763342311","0.589467811021444","0.619261715663179"
"Some worries","2012","direct migration background","in school","3","","",""
"Some worries","2012","direct migration background","inadequately","37","0.490628139278674","0.381760380385911","0.599495898171436"
"Some worries","2012","direct migration background","general elemantary","188","0.510659155808205","0.461671191780495","0.559647119835914"
"Some worries","2012","direct migration background","middle vocational","354","0.486142958293604","0.449761320684699","0.522524595902509"
"Some worries","2012","direct migration background","vocational + Abi","109","0.562446631324388","0.496442001462687","0.628451261186089"
"Some worries","2012","direct migration background","higher vocational","41","0.491830948258232","0.385551164804035","0.598110731712429"
"Some worries","2012","direct migration background","higher education","200","0.539937871027937","0.489760416811741","0.590115325244132"
"Some worries","2012","indirect migration background","in school","20","","",""
"Some worries","2012","indirect migration background","inadequately","4","","",""
"Some worries","2012","indirect migration background","general elemantary","63","0.462734254583037","0.376016778034046","0.549451731132027"
