"pld0044","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2013","no degree/no degree yet","1-pers.-HH","16","","",""
"Rarely","2013","no degree/no degree yet","(Married) couple without C. ","16","","",""
"Rarely","2013","no degree/no degree yet","Single parent ","39","0.207263511147245","0.145414612735971","0.269112409558519"
"Rarely","2013","no degree/no degree yet","Couple + C. LE 16 ","26","","",""
"Rarely","2013","no degree/no degree yet","Couple + C. GT 16 ","45","0.289318933905733","0.215257409714923","0.363380458096543"
"Rarely","2013","no degree/no degree yet","Couple + C. LE and GT 16","55","0.295576732359843","0.234865340126962","0.356288124592724"
"Never","2013","lower secondary degree","1-pers.-HH","870","0.656398260404669","0.630268906711092","0.682527614098245"
"Never","2013","lower secondary degree","(Married) couple without C. ","2015","0.702667520392653","0.685709924217326","0.719625116567979"
"Never","2013","lower secondary degree","Single parent ","307","0.564480912821322","0.524807396606009","0.604154429036635"
"Never","2013","lower secondary degree","Couple + C. LE 16 ","596","0.482855087062421","0.454391687201219","0.511318486923622"
"Never","2013","lower secondary degree","Couple + C. GT 16 ","383","0.56187859432909","0.524804346243362","0.598952842414818"
"Never","2013","lower secondary degree","Couple + C. LE and GT 16","197","0.561177368857186","0.512485524405651","0.609869213308722"
"Never","2013","secondary school degree","1-pers.-HH","511","0.542649610677835","0.510853315571005","0.574445905784666"
"Never","2013","secondary school degree","(Married) couple without C. ","1397","0.593321026659383","0.572855255529078","0.613786797789687"
"Never","2013","secondary school degree","Single parent ","518","0.525806431006491","0.494415388772654","0.557197473240328"
"Never","2013","secondary school degree","Couple + C. LE 16 ","1186","0.540284550392783","0.519286678251971","0.561282422533596"
"Never","2013","secondary school degree","Couple + C. GT 16 ","461","0.499119642247992","0.466159332098236","0.532079952397747"
"Never","2013","secondary school degree","Couple + C. LE and GT 16","289","0.540908996738208","0.500035524743316","0.5817824687331"
"Never","2013","college entrance qualification","1-pers.-HH","353","0.328876062810469","0.300143102952406","0.357609022668531"
"Never","2013","college entrance qualification","(Married) couple without C. ","1022","0.469610043414784","0.448053146158798","0.49116694067077"
"Never","2013","college entrance qualification","Single parent ","239","0.334318204056882","0.297154745901672","0.371481662212091"
"Never","2013","college entrance qualification","Couple + C. LE 16 ","1085","0.449387108764233","0.429176314000968","0.469597903527498"
"Never","2013","college entrance qualification","Couple + C. GT 16 ","301","0.350142293872027","0.316295522724781","0.383989065019273"
"Never","2013","college entrance qualification","Couple + C. LE and GT 16","207","0.411842736206995","0.369294753965295","0.454390718448695"
"Never","2013","Other degree","1-pers.-HH","93","0.596273861662376","0.519769557856143","0.672778165468609"
"Never","2013","Other degree","(Married) couple without C. ","234","0.585029187324807","0.535875966450961","0.634182408198653"
"Never","2013","Other degree","Single parent ","56","0.491082924347161","0.400497966137412","0.581667882556909"
"Never","2013","Other degree","Couple + C. LE 16 ","276","0.48580536779587","0.44459383278981","0.52701690280193"
"Never","2013","Other degree","Couple + C. GT 16 ","86","0.569454868457721","0.488013902650719","0.650895834264724"
"Never","2013","Other degree","Couple + C. LE and GT 16","81","0.487327540459735","0.416441310523129","0.558213770396341"
"Never","2013","no degree/no degree yet","1-pers.-HH","40","0.623103434623984","0.504376496865149","0.741830372382819"
"Never","2013","no degree/no degree yet","(Married) couple without C. ","56","0.663841631309596","0.560325673801999","0.767357588817193"
"Never","2013","no degree/no degree yet","Single parent ","36","0.241172600219021","0.175898393305158","0.306446807132885"
"Never","2013","no degree/no degree yet","Couple + C. LE 16 ","55","0.506893608579745","0.416687528511778","0.597099688647712"
"Never","2013","no degree/no degree yet","Couple + C. GT 16 ","32","0.194330635963506","0.129703351819124","0.258957920107888"
"Never","2013","no degree/no degree yet","Couple + C. LE and GT 16","58","0.288308598649289","0.228039751932215","0.348577445366364"
"Very often","2014","lower secondary degree","1-pers.-HH","","","",""
"Very often","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2014","lower secondary degree","Single parent ","","","",""
"Very often","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2014","secondary school degree","1-pers.-HH","","","",""
"Very often","2014","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2014","secondary school degree","Single parent ","","","",""
"Very often","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2014","college entrance qualification","1-pers.-HH","","","",""
"Very often","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2014","college entrance qualification","Single parent ","","","",""
"Very often","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2014","Other degree","1-pers.-HH","","","",""
"Very often","2014","Other degree","(Married) couple without C. ","","","",""
"Very often","2014","Other degree","Single parent ","","","",""
"Very often","2014","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2014","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2014","no degree/no degree yet","Single parent ","","","",""
"Very often","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2014","lower secondary degree","1-pers.-HH","","","",""
"Often","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2014","lower secondary degree","Single parent ","","","",""
"Often","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2014","secondary school degree","1-pers.-HH","","","",""
"Often","2014","secondary school degree","(Married) couple without C. ","","","",""
"Often","2014","secondary school degree","Single parent ","","","",""
"Often","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2014","college entrance qualification","1-pers.-HH","","","",""
"Often","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2014","college entrance qualification","Single parent ","","","",""
"Often","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2014","Other degree","1-pers.-HH","","","",""
"Often","2014","Other degree","(Married) couple without C. ","","","",""
"Often","2014","Other degree","Single parent ","","","",""
"Often","2014","Other degree","Couple + C. LE 16 ","","","",""
"Often","2014","Other degree","Couple + C. GT 16 ","","","",""
"Often","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2014","no degree/no degree yet","Single parent ","","","",""
"Often","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2014","lower secondary degree","Single parent ","","","",""
"Sometimes","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2014","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2014","secondary school degree","Single parent ","","","",""
"Sometimes","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2014","college entrance qualification","Single parent ","","","",""
"Sometimes","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","Other degree","1-pers.-HH","","","",""
"Sometimes","2014","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2014","Other degree","Single parent ","","","",""
"Sometimes","2014","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2014","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2014","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2014","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2014","lower secondary degree","Single parent ","","","",""
"Rarely","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2014","secondary school degree","1-pers.-HH","","","",""
"Rarely","2014","secondary school degree","(Married) couple without C. ","","","",""
