"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2013","indirect migration background","(2a) intermediate vocational","9","","",""
"Often","2013","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Often","2013","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Often","2013","indirect migration background","(3a) lower tertiary education","1","","",""
"Often","2013","indirect migration background","(3b) higher tertiary education","5","","",""
"Sometimes","2013","no migration background","(0) in school","122","0.352738618039854","0.301340714878837","0.404136521200871"
"Sometimes","2013","no migration background","(1a) inadequately completed","28","","",""
"Sometimes","2013","no migration background","(1b) general elementary school","142","0.103624543251278","0.087139426736377","0.120109659766179"
"Sometimes","2013","no migration background","(1c) basic vocational qualification","396","0.084227800895615","0.0765747040378645","0.0918808977533656"
"Sometimes","2013","no migration background","(2b) intermediate general qualification","107","0.157402753499218","0.128091329022261","0.186714177976175"
"Sometimes","2013","no migration background","(2a) intermediate vocational","574","0.098284279079052","0.090790222391199","0.105778335766905"
"Sometimes","2013","no migration background","(2c_gen) general maturity certificate","201","0.295061358685401","0.261999959443755","0.328122757927047"
"Sometimes","2013","no migration background","(2c_voc) vocational maturity certificate","199","0.118211273019769","0.103304541965586","0.133118004073953"
"Sometimes","2013","no migration background","(3a) lower tertiary education","190","0.101080613074706","0.0876498121015847","0.114511414047827"
"Sometimes","2013","no migration background","(3b) higher tertiary education","437","0.152604289863752","0.140028345004127","0.165180234723376"
"Sometimes","2013","direct migration background","(0) in school","6","","",""
"Sometimes","2013","direct migration background","(1a) inadequately completed","23","","",""
"Sometimes","2013","direct migration background","(1b) general elementary school","93","0.147194047504635","0.115365644383349","0.179022450625921"
"Sometimes","2013","direct migration background","(1c) basic vocational qualification","106","0.188163328134005","0.156518618967707","0.219808037300303"
"Sometimes","2013","direct migration background","(2b) intermediate general qualification","4","","",""
"Sometimes","2013","direct migration background","(2a) intermediate vocational","24","","",""
"Sometimes","2013","direct migration background","(2c_gen) general maturity certificate","49","0.247495920907431","0.187835197601142","0.30715664421372"
"Sometimes","2013","direct migration background","(2c_voc) vocational maturity certificate","51","0.14572333076652","0.108706503275142","0.182740158257899"
"Sometimes","2013","direct migration background","(3a) lower tertiary education","16","","",""
"Sometimes","2013","direct migration background","(3b) higher tertiary education","81","0.168091751931236","0.134248461059622","0.201935042802849"
"Sometimes","2013","indirect migration background","(0) in school","30","0.291082959670988","0.199251758905235","0.382914160436741"
"Sometimes","2013","indirect migration background","(1a) inadequately completed","3","","",""
"Sometimes","2013","indirect migration background","(1b) general elementary school","23","","",""
"Sometimes","2013","indirect migration background","(1c) basic vocational qualification","25","","",""
"Sometimes","2013","indirect migration background","(2b) intermediate general qualification","17","","",""
"Sometimes","2013","indirect migration background","(2a) intermediate vocational","39","0.164084032095357","0.114347813887414","0.2138202503033"
"Sometimes","2013","indirect migration background","(2c_gen) general maturity certificate","30","0.289096224308216","0.199795061497588","0.378397387118844"
"Sometimes","2013","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"Sometimes","2013","indirect migration background","(3a) lower tertiary education","13","","",""
"Sometimes","2013","indirect migration background","(3b) higher tertiary education","22","","",""
