"pld0044","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","Other degree","higher education","72","0.178694142127881","0.140575287182335","0.216812997073426"
"Sometimes","2013","no degree/no degree yet","in school","158","0.345336664558096","0.30105982820093","0.389613500915261"
"Sometimes","2013","no degree/no degree yet","inadequately","45","0.116341324867852","0.0780962527488364","0.154586396986868"
"Sometimes","2013","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2013","no degree/no degree yet","middle vocational","9","","",""
"Sometimes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2013","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2013","no degree/no degree yet","higher education","","","",""
"Rarely","2013","lower secondary degree","in school","","","",""
"Rarely","2013","lower secondary degree","inadequately","","","",""
"Rarely","2013","lower secondary degree","general elemantary","322","0.195081213276189","0.17526428949151","0.214898137060867"
"Rarely","2013","lower secondary degree","middle vocational","1306","0.251114055837183","0.239083168578026","0.263144943096339"
"Rarely","2013","lower secondary degree","vocational + Abi","3","","",""
"Rarely","2013","lower secondary degree","higher vocational","107","0.26947143107813","0.226206862723384","0.312735999432877"
"Rarely","2013","lower secondary degree","higher education","40","0.267541767078922","0.198734112112941","0.336349422044904"
"Rarely","2013","secondary school degree","in school","","","",""
"Rarely","2013","secondary school degree","inadequately","","","",""
"Rarely","2013","secondary school degree","general elemantary","244","0.360382238097895","0.325239915598771","0.395524560597019"
"Rarely","2013","secondary school degree","middle vocational","1710","0.312315119338007","0.30030306582892","0.324327172847093"
"Rarely","2013","secondary school degree","vocational + Abi","5","","",""
"Rarely","2013","secondary school degree","higher vocational","257","0.384441579910915","0.349672837254027","0.419210322567803"
"Rarely","2013","secondary school degree","higher education","230","0.353301766855659","0.316999418636278","0.38960411507504"
"Rarely","2013","college entrance qualification","in school","","","",""
"Rarely","2013","college entrance qualification","inadequately","","","",""
"Rarely","2013","college entrance qualification","general elemantary","","","",""
"Rarely","2013","college entrance qualification","middle vocational","340","0.387763743089278","0.355498186589273","0.420029299589283"
"Rarely","2013","college entrance qualification","vocational + Abi","579","0.40126832919543","0.376659601252399","0.425877057138461"
"Rarely","2013","college entrance qualification","higher vocational","185","0.435549528296227","0.389788948955312","0.481310107637142"
"Rarely","2013","college entrance qualification","higher education","1772","0.399939406604178","0.385673688349597","0.414205124858759"
"Rarely","2013","Other degree","in school","","","",""
"Rarely","2013","Other degree","inadequately","12","","",""
"Rarely","2013","Other degree","general elemantary","59","0.186141997196956","0.143891113697939","0.228392880695973"
"Rarely","2013","Other degree","middle vocational","139","0.210462280455994","0.176730424447231","0.244194136464757"
"Rarely","2013","Other degree","vocational + Abi","64","0.301177702228158","0.241099231883917","0.361256172572399"
"Rarely","2013","Other degree","higher vocational","7","","",""
"Rarely","2013","Other degree","higher education","125","0.326118943040339","0.279473216119249","0.372764669961429"
"Rarely","2013","no degree/no degree yet","in school","124","0.298160865206325","0.255562754450607","0.340758975962044"
"Rarely","2013","no degree/no degree yet","inadequately","55","0.25160849044832","0.19984860804932","0.30336837284732"
"Rarely","2013","no degree/no degree yet","general elemantary","","","",""
"Rarely","2013","no degree/no degree yet","middle vocational","20","","",""
"Rarely","2013","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2013","no degree/no degree yet","higher vocational","","","",""
"Rarely","2013","no degree/no degree yet","higher education","1","","",""
"Never","2013","lower secondary degree","in school","","","",""
"Never","2013","lower secondary degree","inadequately","","","",""
"Never","2013","lower secondary degree","general elemantary","938","0.666989238335705","0.643420245151547","0.690558231519862"
"Never","2013","lower secondary degree","middle vocational","3150","0.636859090205625","0.623517316480952","0.650200863930299"
"Never","2013","lower secondary degree","vocational + Abi","2","","",""
"Never","2013","lower secondary degree","higher vocational","262","0.657725541513308","0.61145900304042","0.703992079986197"
"Never","2013","lower secondary degree","higher education","111","0.692813987072932","0.621107479504873","0.764520494640992"
"Never","2013","secondary school degree","in school","","","",""
"Never","2013","secondary school degree","inadequately","","","",""
"Never","2013","secondary school degree","general elemantary","292","0.424384381107045","0.388207219162303","0.460561543051787"
"Never","2013","secondary school degree","middle vocational","3341","0.575022807002902","0.5622097911785","0.587835822827304"
"Never","2013","secondary school degree","vocational + Abi","8","","",""
"Never","2013","secondary school degree","higher vocational","413","0.493519558407503","0.45778629386021","0.529252822954795"
"Never","2013","secondary school degree","higher education","372","0.560572873330844","0.522879027751091","0.598266718910596"
"Never","2013","college entrance qualification","in school","","","",""
"Never","2013","college entrance qualification","inadequately","","","",""
"Never","2013","college entrance qualification","general elemantary","","","",""
"Never","2013","college entrance qualification","middle vocational","212","0.214315609317024","0.187142020336869","0.241489198297178"
"Never","2013","college entrance qualification","vocational + Abi","734","0.437261857591704","0.412357256974527","0.462166458208881"
"Never","2013","college entrance qualification","higher vocational","210","0.433449375518178","0.387714408295805","0.47918434274055"
"Never","2013","college entrance qualification","higher education","2070","0.430828754635254","0.416408504078978","0.44524900519153"
"Never","2013","Other degree","in school","","","",""
"Never","2013","Other degree","inadequately","30","0.544814037458892","0.416653987246479","0.672974087671304"
"Never","2013","Other degree","general elemantary","200","0.649298409425314","0.597498341614414","0.701098477236213"
"Never","2013","Other degree","middle vocational","295","0.556074189382568","0.514960331786721","0.597188046978415"
"Never","2013","Other degree","vocational + Abi","116","0.535284424088145","0.469969864991557","0.600598983184732"
"Never","2013","Other degree","higher vocational","31","0.729248571634456","0.597954558077752","0.86054258519116"
