"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2004","no migration background","middle vocational","204","0.0243766598208646","0.0212781772077792","0.0274751424339501","2"
"Married, but separated","2004","no migration background","vocational + Abi","12","","","","2"
"Married, but separated","2004","direct migration background","general elemantary","18","","","","2"
"Married, but separated","2004","direct migration background","middle vocational","39","0.0503873772425805","0.0364775926560223","0.0642971618291387","2"
"Married, but separated","2004","indirect migration background","higher vocational","","","","","2"
"Married, but separated","2004","indirect migration background","higher education","4","","","","2"
"Single","2004","no migration background","in school","490","0.99682514755802","0.991849167737374","1.00180112737867","3"
"Single","2004","no migration background","inadequately","44","0.461866704607636","0.356500308731323","0.567233100483948","3"
"Single","2004","no migration background","general elemantary","600","0.296818951820253","0.275589464360819","0.318048439279688","3"
"Single","2004","no migration background","middle vocational","2030","0.212138732993337","0.203924713394697","0.220352752591978","3"
"Single","2004","no migration background","vocational + Abi","333","0.378490843555816","0.346644418055669","0.410337269055964","3"
"Single","2004","no migration background","higher vocational","187","0.15488947250681","0.136324763284206","0.173454181729415","3"
"Single","2004","no migration background","higher education","642","0.252365960686666","0.238691313558326","0.266040607815005","3"
"Single","2004","direct migration background","in school","62","1","1","1","3"
"Single","2004","direct migration background","inadequately","2","","","","3"
"Single","2004","direct migration background","general elemantary","57","0.121993531384331","0.0961486231625052","0.147838439606157","3"
"Single","2004","direct migration background","middle vocational","131","0.164219003810423","0.140660687912388","0.187777319708457","3"
"Single","2004","indirect migration background","middle vocational","182","0.580173410299341","0.526599521484918","0.633747299113763","3"
"Single","2004","indirect migration background","vocational + Abi","30","0.742795480130756","0.619143408545547","0.866447551715965","3"
"Single","2004","indirect migration background","higher vocational","18","","","","3"
"Single","2004","direct migration background","vocational + Abi","23","","","","3"
"Single","2004","direct migration background","higher vocational","9","","","","3"
"Single","2004","direct migration background","higher education","34","0.109614014145562","0.0773425225043726","0.141885505786752","3"
"Single","2004","indirect migration background","in school","82","1","1","1","3"
"Single","2004","indirect migration background","inadequately","11","","","","3"
"Single","2004","indirect migration background","general elemantary","124","0.7055816524688","0.640943716148235","0.770219588789366","3"
"Single","2004","indirect migration background","higher education","25","","","","3"
"Widowed","2004","no migration background","vocational + Abi","27","","","","5"
"Widowed","2004","no migration background","higher vocational","67","0.0634335866782725","0.0509266955673977","0.0759404777891473","5"
"Widowed","2004","no migration background","higher education","117","0.03975977879188","0.0336084614413394","0.0459110961424206","5"
"Widowed","2004","direct migration background","in school","","","","","5"
"Widowed","2004","direct migration background","inadequately","15","","","","5"
"Widowed","2004","direct migration background","general elemantary","51","0.113374169979931","0.0883370145782781","0.138411325381585","5"
"Widowed","2004","direct migration background","middle vocational","37","0.0410634125586487","0.0284448829202055","0.053681942197092","5"
"Widowed","2004","indirect migration background","higher education","","","","","5"
"Widowed","2004","no migration background","in school","","","","","5"
"Widowed","2004","no migration background","inadequately","6","","","","5"
"Widowed","2004","no migration background","general elemantary","330","0.23713237308728","0.217368132425134","0.256896613749425","5"
"Widowed","2004","no migration background","middle vocational","667","0.0965838311803029","0.090648881814371","0.102518780546235","5"
"Widowed","2004","direct migration background","vocational + Abi","6","","","","5"
"Widowed","2004","direct migration background","higher vocational","6","","","","5"
"Widowed","2004","direct migration background","higher education","11","","","","5"
"Widowed","2004","indirect migration background","in school","","","","","5"
"Widowed","2004","indirect migration background","inadequately","","","","","5"
"Widowed","2004","indirect migration background","general elemantary","","","","","5"
