"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2006","no degree/no degree yet","direct migration background","121","0.563997736590594","0.493113083405133","0.634882389776054"
"Very low transfer dependency","2006","no degree/no degree yet","indirect migration background","65","0.666073775921393","0.569175996213366","0.762971555629419"
"Low transfer dependency","2006","lower secondary degree","no migration background","316","0.0472129978654968","0.0421726735932492","0.0522533221377444"
"Low transfer dependency","2006","lower secondary degree","direct migration background","48","0.0710375197219752","0.0500222423486333","0.092052797095317"
"Low transfer dependency","2006","lower secondary degree","indirect migration background","28","","",""
"Low transfer dependency","2006","secondary school degree","no migration background","433","0.0701675786622911","0.06371465530426","0.0766205020203221"
"Low transfer dependency","2006","secondary school degree","direct migration background","26","","",""
"Low transfer dependency","2006","secondary school degree","indirect migration background","17","","",""
"Low transfer dependency","2006","college entrance qualification","no migration background","212","0.0412327609959033","0.035782867742224","0.0466826542495825"
"Low transfer dependency","2006","college entrance qualification","direct migration background","23","","",""
"Low transfer dependency","2006","college entrance qualification","indirect migration background","10","","",""
"Low transfer dependency","2006","Other degree","no migration background","14","","",""
"Low transfer dependency","2006","Other degree","direct migration background","112","0.112419942986151","0.09309136701058","0.131748518961721"
"Low transfer dependency","2006","Other degree","indirect migration background","","","",""
"Low transfer dependency","2006","no degree/no degree yet","no migration background","35","0.0745089097377343","0.0536700765179971","0.0953477429574716"
"Low transfer dependency","2006","no degree/no degree yet","direct migration background","25","","",""
"Low transfer dependency","2006","no degree/no degree yet","indirect migration background","11","","",""
"High transfer dependency","2006","lower secondary degree","no migration background","148","0.0227077384027382","0.0191675290229246","0.0262479477825518"
"High transfer dependency","2006","lower secondary degree","direct migration background","37","0.0662416157216287","0.0458958115318003","0.0865874199114572"
"High transfer dependency","2006","lower secondary degree","indirect migration background","15","","",""
"High transfer dependency","2006","secondary school degree","no migration background","155","0.0304963777002063","0.0261524282153528","0.0348403271850598"
"High transfer dependency","2006","secondary school degree","direct migration background","8","","",""
"High transfer dependency","2006","secondary school degree","indirect migration background","9","","",""
"High transfer dependency","2006","college entrance qualification","no migration background","67","0.0161163439879203","0.0126647847455629","0.0195679032302777"
"High transfer dependency","2006","college entrance qualification","direct migration background","7","","",""
"High transfer dependency","2006","college entrance qualification","indirect migration background","7","","",""
"High transfer dependency","2006","Other degree","no migration background","8","","",""
"High transfer dependency","2006","Other degree","direct migration background","45","0.0397036859830153","0.0277557618775883","0.0516516100884423"
"High transfer dependency","2006","Other degree","indirect migration background","1","","",""
"High transfer dependency","2006","no degree/no degree yet","no migration background","17","","",""
