"transab_cat2","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2009","Employed","higher vocational","862","0.95108024998161","0.937050308392102","0.965110191571119","0"
"High transfer dependency","2010","Not Employed","vocational + Abi","27","","","","2"
"High transfer dependency","2010","Not Employed","higher vocational","7","","","","2"
"High transfer dependency","2010","Not Employed","higher education","27","","","","2"
"High transfer dependency","2010","Not Employed","middle vocational","186","0.0228850460850529","0.0183512641150005","0.0274188280551053","2"
"High transfer dependency","2010","Employed","in school","","","","","2"
"High transfer dependency","2010","Employed","higher education","34","0.00587585472287092","0.0035173541835119","0.00823435526222994","2"
"High transfer dependency","2010","Not Employed","in school","30","0.0307704335414921","0.0172096681570929","0.0443311989258912","2"
"High transfer dependency","2010","Not Employed","inadequately","26","","","","2"
"High transfer dependency","2010","Not Employed","general elemantary","89","0.0358395457653458","0.0260952510434806","0.0455838404872111","2"
"High transfer dependency","2010","Employed","general elemantary","113","0.0592578206720697","0.0452987215614845","0.0732169197826548","2"
"High transfer dependency","2010","Employed","middle vocational","295","0.0267923236670419","0.0231358945377133","0.0304487527963706","2"
"High transfer dependency","2010","Employed","higher vocational","23","","","","2"
"High transfer dependency","2010","Employed","inadequately","18","","","","2"
"High transfer dependency","2010","Employed","vocational + Abi","47","0.028514910264389","0.0193755151876903","0.0376543053410877","2"
"Low transfer dependency","2010","Not Employed","in school","74","0.0701605898325149","0.050104112452242","0.0902170672127878","1"
"Low transfer dependency","2010","Not Employed","inadequately","33","0.222431977556834","0.166184085550497","0.278679869563171","1"
"Low transfer dependency","2010","Not Employed","general elemantary","150","0.085828901939278","0.0711455561353482","0.100512247743208","1"
"Low transfer dependency","2010","Not Employed","middle vocational","370","0.057898494569799","0.0508174978992315","0.0649794912403665","1"
"Low transfer dependency","2010","Not Employed","vocational + Abi","48","0.0520875624961069","0.0308367972408902","0.0733383277513236","1"
"Low transfer dependency","2010","Not Employed","higher vocational","33","0.0356124572856702","0.0184132896981356","0.0528116248732047","1"
"Low transfer dependency","2010","Not Employed","higher education","68","0.0364185287838583","0.026297478902998","0.0465395786647185","1"
"Low transfer dependency","2010","Employed","in school","5","","","","1"
"Low transfer dependency","2010","Employed","inadequately","29","","","","1"
"Low transfer dependency","2010","Employed","general elemantary","170","0.105088786689184","0.0869579682602501","0.123219605118119","1"
"Low transfer dependency","2010","Employed","middle vocational","773","0.0595573801305452","0.0541983876130058","0.0649163726480847","1"
"Low transfer dependency","2010","Employed","vocational + Abi","114","0.0361004316430098","0.0258572360113378","0.0463436272746817","1"
"Low transfer dependency","2010","Employed","higher vocational","78","0.0284599813281546","0.0188909770450537","0.0380289856112555","1"
"Low transfer dependency","2010","Employed","higher education","217","0.0353267229096479","0.0296300413411372","0.0410234044781587","1"
"Very high transfer dependency","2010","Not Employed","in school","52","0.0783950493803375","0.0572883275661216","0.0995017711945534","3"
"Very high transfer dependency","2010","Not Employed","inadequately","89","0.315293325821488","0.252451598625308","0.378135053017667","3"
"Very high transfer dependency","2010","Not Employed","general elemantary","241","0.0915955687277862","0.0764748874514801","0.106716250004092","3"
"Very high transfer dependency","2010","Not Employed","middle vocational","433","0.0658659727220407","0.0583454668181167","0.0733864786259647","3"
"Very high transfer dependency","2010","Not Employed","vocational + Abi","62","0.103834694827844","0.0746611801159327","0.133008209539756","3"
"Very high transfer dependency","2010","Not Employed","higher vocational","17","","","","3"
"Very high transfer dependency","2010","Not Employed","higher education","54","0.0361684448237991","0.0260808963563347","0.0462559932912634","3"
"Very high transfer dependency","2010","Employed","in school","4","","","","3"
"Very high transfer dependency","2010","Employed","inadequately","18","","","","3"
"Very high transfer dependency","2010","Employed","general elemantary","76","0.0506948178529573","0.0377249976949996","0.0636646380109149","3"
"Very high transfer dependency","2010","Employed","middle vocational","146","0.017460280244929","0.014494425551929","0.020426134937929","3"
"Very high transfer dependency","2010","Employed","vocational + Abi","17","","","","3"
"Very high transfer dependency","2010","Employed","higher vocational","3","","","","3"
"Very high transfer dependency","2010","Employed","higher education","19","","","","3"
"Very low transfer dependency","2010","Not Employed","vocational + Abi","283","0.805133016053409","0.767251583384564","0.843014448722254","0"
"Very low transfer dependency","2010","Not Employed","higher vocational","389","0.888550337520055","0.859345078754678","0.917755596285432","0"
"Very low transfer dependency","2010","Not Employed","higher education","1167","0.904359839473323","0.888470313962008","0.920249364984638","0"
"Very low transfer dependency","2010","Employed","in school","66","0.903155255876934","0.836222810205523","0.970087701548345","0"
"Very low transfer dependency","2010","Employed","higher education","3764","0.954424154564528","0.947988122162985","0.960860186966072","0"
"Very low transfer dependency","2010","Not Employed","middle vocational","3190","0.853350486623107","0.842625026345176","0.864075946901039","0"
"Very low transfer dependency","2010","Employed","inadequately","61","0.516702097080598","0.429447084415168","0.603957109746028","0"
"Very low transfer dependency","2010","Employed","higher vocational","1056","0.956840491776943","0.945146114169121","0.968534869384765","0"
"Very low transfer dependency","2010","Not Employed","inadequately","62","0.412652305655472","0.3460670278872","0.479237583423744","0"
"Very low transfer dependency","2010","Employed","middle vocational","6278","0.896190015957484","0.889283344152163","0.903096687762804","0"
"Very low transfer dependency","2010","Employed","vocational + Abi","1096","0.92499670447014","0.910533196382514","0.939460212557766","0"
"Very low transfer dependency","2010","Not Employed","in school","467","0.820673927245656","0.790550033676643","0.850797820814668","0"
"Very low transfer dependency","2010","Not Employed","general elemantary","918","0.78673598356759","0.765264215642224","0.808207751492956","0"
"Very low transfer dependency","2010","Employed","general elemantary","740","0.784958574785789","0.760668230039676","0.809248919531901","0"
"High transfer dependency","2011","Not Employed","vocational + Abi","29","","","","2"
"High transfer dependency","2011","Not Employed","higher vocational","10","","","","2"
"High transfer dependency","2011","Not Employed","higher education","40","0.0269363998079228","0.0189255791793758","0.0349472204364697","2"
"High transfer dependency","2011","Not Employed","middle vocational","217","0.0325076392016285","0.0276313440874841","0.0373839343157729","2"
"High transfer dependency","2011","Employed","in school","4","","","","2"
"High transfer dependency","2011","Employed","higher education","54","0.00811664598119562","0.00552879222685616","0.0107044997355351","2"
"High transfer dependency","2011","Employed","higher vocational","20","","","","2"
"High transfer dependency","2011","Not Employed","general elemantary","123","0.0436423260758591","0.0339478867688617","0.0533367653828565","2"
"High transfer dependency","2011","Employed","inadequately","25","","","","2"
"High transfer dependency","2011","Employed","general elemantary","141","0.0687867761867076","0.0552154619264364","0.0823580904469787","2"
"High transfer dependency","2011","Not Employed","inadequately","33","0.0992590038011905","0.0611911108928013","0.13732689670958","2"
"High transfer dependency","2011","Employed","middle vocational","369","0.0318152182652183","0.0281304432592283","0.0354999932712082","2"
"High transfer dependency","2011","Employed","vocational + Abi","45","0.0179220619373813","0.0112459706725154","0.0245981532022472","2"
"High transfer dependency","2011","Not Employed","in school","43","0.0554374612318874","0.0394804492602115","0.0713944732035634","2"
"Low transfer dependency","2011","Not Employed","in school","102","0.0799637295145057","0.0610497227287873","0.0988777363002241","1"
"Low transfer dependency","2011","Not Employed","inadequately","30","0.109751331682722","0.0699557842192142","0.14954687914623","1"
"Low transfer dependency","2011","Not Employed","general elemantary","163","0.0712355626242604","0.0590299440007037","0.083441181247817","1"
