"transab_cat2","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2009","16-34 y.","lower secondary degree","42","0.0833109338947806","0.0611616583430921","0.105460209446469"
"Very high transfer dependency","2009","16-34 y.","secondary school degree","58","0.0651332189836763","0.0509513206139962","0.0793151173533564"
"Very high transfer dependency","2009","16-34 y.","college entrance qualification","39","0.0326181862394828","0.0232290507689428","0.0420073217100228"
"Very high transfer dependency","2009","16-34 y.","Other degree","8","","",""
"Very high transfer dependency","2009","16-34 y.","no degree/no degree yet","18","","",""
"Very high transfer dependency","2009","35-65 y.","lower secondary degree","116","0.0465527336534606","0.0388057363037751","0.0542997310031461"
"Very high transfer dependency","2009","35-65 y.","secondary school degree","93","0.037032812784641","0.0308242872223766","0.0432413383469055"
"Very high transfer dependency","2009","35-65 y.","college entrance qualification","15","","",""
"Very high transfer dependency","2009","35-65 y.","Other degree","40","0.077249256393627","0.0546257167095021","0.0998727960777518"
"Very high transfer dependency","2009","35-65 y.","no degree/no degree yet","12","","",""
"Very high transfer dependency","2009","66 and older","lower secondary degree","3","","",""
"Very high transfer dependency","2009","66 and older","secondary school degree","1","","",""
"Very high transfer dependency","2009","66 and older","college entrance qualification","1","","",""
"Very high transfer dependency","2009","66 and older","Other degree","2","","",""
"Very high transfer dependency","2009","66 and older","no degree/no degree yet","1","","",""
"Very low transfer dependency","2010","16-34 y.","lower secondary degree","636","0.680770331287536","0.653815289433234","0.707725373141838"
"Very low transfer dependency","2010","16-34 y.","secondary school degree","1450","0.828010656274183","0.811606717698843","0.844414594849523"
"Very low transfer dependency","2010","16-34 y.","college entrance qualification","1605","0.870808973130587","0.855944781739177","0.885673164521997"
"Very low transfer dependency","2010","16-34 y.","Other degree","231","0.663569586639983","0.618649096430903","0.708490076849063"
"Very low transfer dependency","2010","16-34 y.","no degree/no degree yet","565","0.779657414418803","0.751442940751061","0.807871888086546"
"Very low transfer dependency","2010","35-65 y.","lower secondary degree","2648","0.853925772311584","0.841971361552609","0.865880183070559"
"Very low transfer dependency","2010","35-65 y.","secondary school degree","3870","0.882194799070929","0.872924943514102","0.891464654627756"
"Very low transfer dependency","2010","35-65 y.","college entrance qualification","3724","0.949461272290596","0.942726513883011","0.956196030698182"
"Very low transfer dependency","2010","35-65 y.","Other degree","622","0.709656304416778","0.681061268578187","0.738251340255369"
"Very low transfer dependency","2010","35-65 y.","no degree/no degree yet","82","0.550440374982654","0.475881589160059","0.624999160805248"
"Very low transfer dependency","2010","66 and older","lower secondary degree","2275","0.973194825311385","0.966653528403612","0.979736122219157"
"Very low transfer dependency","2010","66 and older","secondary school degree","730","0.977576125520903","0.966944477873861","0.988207773167945"
"Very low transfer dependency","2010","66 and older","college entrance qualification","740","0.981376609105278","0.971675399055518","0.991077819155038"
"Very low transfer dependency","2010","66 and older","Other degree","158","0.865454427909704","0.814308996905669","0.916599858913738"
"Very low transfer dependency","2010","66 and older","no degree/no degree yet","42","0.760360624308622","0.645439714579363","0.87528153403788"
"Low transfer dependency","2010","16-34 y.","lower secondary degree","206","0.145631294764913","0.125235619054149","0.166026970475677"
"Low transfer dependency","2010","16-34 y.","secondary school degree","289","0.0830292518981958","0.0710350127177122","0.0950234910786794"
"Low transfer dependency","2010","16-34 y.","college entrance qualification","203","0.0546508722221929","0.044577883944862","0.0647238604995239"
"Low transfer dependency","2010","16-34 y.","Other degree","73","0.128726217841429","0.0968868487481923","0.160565586934665"
"Low transfer dependency","2010","16-34 y.","no degree/no degree yet","101","0.0730238696024013","0.0553130963541466","0.090734642850656"
"Low transfer dependency","2010","35-65 y.","lower secondary degree","335","0.0624761061949137","0.0542843038670128","0.0706679085228145"
"Low transfer dependency","2010","35-65 y.","secondary school degree","428","0.0584179237301201","0.0516740312378998","0.0651618162223404"
"Low transfer dependency","2010","35-65 y.","college entrance qualification","233","0.0279960694295466","0.0229243667840647","0.0330677720750284"
"Low transfer dependency","2010","35-65 y.","Other degree","159","0.141991171046452","0.120003108623155","0.163979233469749"
"Low transfer dependency","2010","35-65 y.","no degree/no degree yet","26","","",""
"Low transfer dependency","2010","66 and older","lower secondary degree","58","0.0223724423913588","0.0163828390497279","0.0283620457329897"
"Low transfer dependency","2010","66 and older","secondary school degree","13","","",""
"Low transfer dependency","2010","66 and older","college entrance qualification","3","","",""
"Low transfer dependency","2010","66 and older","Other degree","6","","",""
"Low transfer dependency","2010","66 and older","no degree/no degree yet","9","","",""
"High transfer dependency","2010","16-34 y.","lower secondary degree","115","0.0662505898438265","0.0518692906518924","0.0806318890357605"
"High transfer dependency","2010","16-34 y.","secondary school degree","128","0.0368359538828851","0.0286481865470294","0.0450237212187409"
"High transfer dependency","2010","16-34 y.","college entrance qualification","78","0.0397921420343942","0.031129608024201","0.0484546760445874"
"High transfer dependency","2010","16-34 y.","Other degree","45","0.0658872166396091","0.0423012399788724","0.0894731933003458"
"High transfer dependency","2010","16-34 y.","no degree/no degree yet","52","0.0418681597854903","0.0282340935798162","0.0555022259911643"
"High transfer dependency","2010","35-65 y.","lower secondary degree","152","0.0272412324452495","0.0217312874014972","0.0327511774890018"
"High transfer dependency","2010","35-65 y.","secondary school degree","180","0.0266120345621367","0.0219840647870442","0.0312400043372291"
"High transfer dependency","2010","35-65 y.","college entrance qualification","67","0.0139150845533405","0.0103136848552705","0.0175164842514106"
"High transfer dependency","2010","35-65 y.","Other degree","65","0.0492206781556922","0.0355929308245963","0.0628484254867882"
"High transfer dependency","2010","35-65 y.","no degree/no degree yet","17","","",""
"High transfer dependency","2010","66 and older","lower secondary degree","9","","",""
"High transfer dependency","2010","66 and older","secondary school degree","1","","",""
"High transfer dependency","2010","66 and older","college entrance qualification","2","","",""
"High transfer dependency","2010","66 and older","Other degree","3","","",""
"High transfer dependency","2010","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","2010","16-34 y.","lower secondary degree","192","0.107347784103724","0.0894489079772929","0.125246660230156"
"Very high transfer dependency","2010","16-34 y.","secondary school degree","166","0.0521241379447363","0.0424619701239119","0.0617863057655607"
"Very high transfer dependency","2010","16-34 y.","college entrance qualification","70","0.0347480126128261","0.0266318824530114","0.0428641427726408"
"Very high transfer dependency","2010","16-34 y.","Other degree","76","0.14181697887898","0.108649863647088","0.174984094110871"
"Very high transfer dependency","2010","16-34 y.","no degree/no degree yet","111","0.105450556193305","0.0845432808833427","0.126357831503267"
"Very high transfer dependency","2010","35-65 y.","lower secondary degree","218","0.0563568890482527","0.0485512456433008","0.0641625324532046"
"Very high transfer dependency","2010","35-65 y.","secondary school degree","168","0.0327752426368144","0.0276555351522612","0.0378949501213675"
"Very high transfer dependency","2010","35-65 y.","college entrance qualification","40","0.00862757372651677","0.00578419965573109","0.0114709477973025"
"Very high transfer dependency","2010","35-65 y.","Other degree","122","0.0991318463810776","0.0803062983748036","0.117957394387352"
"Very high transfer dependency","2010","35-65 y.","no degree/no degree yet","46","0.199265890257522","0.139395693936975","0.259136086578069"
"Very high transfer dependency","2010","66 and older","lower secondary degree","","","",""
"Very high transfer dependency","2010","66 and older","secondary school degree","1","","",""
"Very high transfer dependency","2010","66 and older","college entrance qualification","1","","",""
"Very high transfer dependency","2010","66 and older","Other degree","4","","",""
"Very high transfer dependency","2010","66 and older","no degree/no degree yet","1","","",""
"Very low transfer dependency","2011","16-34 y.","lower secondary degree","616","0.668054175577873","0.641047811632108","0.695060539523639"
"Very low transfer dependency","2011","16-34 y.","secondary school degree","1415","0.828451217815565","0.811966352141341","0.844936083489789"
