"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2004","(0) in school","Male","7","","",""
"High transfer dependency","2004","(0) in school","Female","8","","",""
"High transfer dependency","2004","(1a) inadequately completed","Male","5","","",""
"High transfer dependency","2004","(1a) inadequately completed","Female","8","","",""
"High transfer dependency","2004","(1b) general elementary school","Male","33","0.0656992238017201","0.0461023236613546","0.0852961239420855"
"High transfer dependency","2004","(1b) general elementary school","Female","44","0.0283657539834942","0.0196756963470236","0.0370558116199648"
"High transfer dependency","2004","(1c) basic vocational qualification","Male","53","0.0160294098127109","0.0117242383195125","0.0203345813059094"
"High transfer dependency","2004","(1c) basic vocational qualification","Female","62","0.0220384227621582","0.0165801533411056","0.0274966921832107"
"High transfer dependency","2004","(2b) intermediate general qualification","Male","13","","",""
"High transfer dependency","2004","(2b) intermediate general qualification","Female","10","","",""
"High transfer dependency","2004","(2a) intermediate vocational","Male","51","0.0222887199370809","0.0160196059585617","0.0285578339156001"
"High transfer dependency","2004","(2a) intermediate vocational","Female","50","0.0182217644332657","0.0133052018098139","0.0231383270567176"
"High transfer dependency","2004","(2c_gen) general maturity certificate","Male","11","","",""
"High transfer dependency","2004","(2c_gen) general maturity certificate","Female","11","","",""
"High transfer dependency","2004","(2c_voc) vocational maturity certificate","Male","10","","",""
"High transfer dependency","2004","(2c_voc) vocational maturity certificate","Female","14","","",""
"High transfer dependency","2004","(3a) lower tertiary education","Male","8","","",""
"High transfer dependency","2004","(3a) lower tertiary education","Female","11","","",""
"High transfer dependency","2004","(3b) higher tertiary education","Male","11","","",""
"High transfer dependency","2004","(3b) higher tertiary education","Female","9","","",""
"Very high transfer dependency","2004","(0) in school","Male","10","","",""
"Very high transfer dependency","2004","(0) in school","Female","14","","",""
"Very high transfer dependency","2004","(1a) inadequately completed","Male","7","","",""
"Very high transfer dependency","2004","(1a) inadequately completed","Female","11","","",""
"Very high transfer dependency","2004","(1b) general elementary school","Male","34","0.0601866468057174","0.0413746548164884","0.0789986387949464"
"Very high transfer dependency","2004","(1b) general elementary school","Female","62","0.047709824146915","0.0365524333693634","0.0588672149244665"
"Very high transfer dependency","2004","(1c) basic vocational qualification","Male","97","0.0351813922944582","0.0288657143284138","0.0414970702605026"
"Very high transfer dependency","2004","(1c) basic vocational qualification","Female","70","0.0285834188049801","0.0223880999941673","0.0347787376157928"
"Very high transfer dependency","2004","(2b) intermediate general qualification","Male","6","","",""
"Very high transfer dependency","2004","(2b) intermediate general qualification","Female","20","","",""
"Very high transfer dependency","2004","(2a) intermediate vocational","Male","66","0.0450800876337442","0.036268906284303","0.0538912689831855"
"Very high transfer dependency","2004","(2a) intermediate vocational","Female","88","0.0345290325965971","0.0278175035215332","0.041240561671661"
"Very high transfer dependency","2004","(2c_gen) general maturity certificate","Male","5","","",""
"Very high transfer dependency","2004","(2c_gen) general maturity certificate","Female","15","","",""
"Very high transfer dependency","2004","(2c_voc) vocational maturity certificate","Male","16","","",""
"Very high transfer dependency","2004","(2c_voc) vocational maturity certificate","Female","16","","",""
"Very high transfer dependency","2004","(3a) lower tertiary education","Male","14","","",""
"Very high transfer dependency","2004","(3a) lower tertiary education","Female","10","","",""
"Very high transfer dependency","2004","(3b) higher tertiary education","Male","9","","",""
"Very high transfer dependency","2004","(3b) higher tertiary education","Female","15","","",""
"Very low transfer dependency","2005","(0) in school","Male","265","0.786154123044962","0.740657927394156","0.831650318695768"
"Very low transfer dependency","2005","(0) in school","Female","281","0.814487589236928","0.773047711917114","0.855927466556742"
"Very low transfer dependency","2005","(1a) inadequately completed","Male","71","0.719175404631164","0.632386448919623","0.805964360342705"
"Very low transfer dependency","2005","(1a) inadequately completed","Female","95","0.687456025692132","0.611216191082741","0.763695860301522"
"Very low transfer dependency","2005","(1b) general elementary school","Male","442","0.74997063612975","0.714452703863579","0.78548856839592"
"Very low transfer dependency","2005","(1b) general elementary school","Female","1084","0.838746470646063","0.818654210858719","0.858838730433408"
"Very low transfer dependency","2005","(1c) basic vocational qualification","Male","2741","0.885689213671858","0.874462971305117","0.896915456038598"
"Very low transfer dependency","2005","(1c) basic vocational qualification","Female","2364","0.896815895251723","0.885185527177032","0.908446263326413"
"Very low transfer dependency","2005","(2b) intermediate general qualification","Male","185","0.821147167318504","0.771072826266521","0.871221508370487"
"Very low transfer dependency","2005","(2b) intermediate general qualification","Female","273","0.770669990811244","0.726563749836785","0.814776231785703"
"Very low transfer dependency","2005","(2a) intermediate vocational","Male","1786","0.867452967246484","0.852781708171855","0.882124226321112"
"Very low transfer dependency","2005","(2a) intermediate vocational","Female","2354","0.865035935737089","0.852190480100962","0.877881391373216"
"Very low transfer dependency","2005","(2c_gen) general maturity certificate","Male","310","0.831163686066148","0.792574109164878","0.869753262967417"
"Very low transfer dependency","2005","(2c_gen) general maturity certificate","Female","356","0.768902441147867","0.728826205201575","0.80897867709416"
"Very low transfer dependency","2005","(2c_voc) vocational maturity certificate","Male","595","0.892002573011012","0.868448016485773","0.91555712953625"
"Very low transfer dependency","2005","(2c_voc) vocational maturity certificate","Female","760","0.902331594057329","0.882267931042483","0.922395257072175"
"Very low transfer dependency","2005","(3a) lower tertiary education","Male","823","0.944698482545251","0.929571112615991","0.959825852474511"
"Very low transfer dependency","2005","(3a) lower tertiary education","Female","697","0.918929444270777","0.899562616929168","0.938296271612387"
"Very low transfer dependency","2005","(3b) higher tertiary education","Male","1371","0.929525016118732","0.916236126544001","0.942813905693463"
"Very low transfer dependency","2005","(3b) higher tertiary education","Female","1013","0.902737336397005","0.885146413546639","0.920328259247371"
"Low transfer dependency","2005","(0) in school","Male","29","","",""
"Low transfer dependency","2005","(0) in school","Female","27","","",""
"Low transfer dependency","2005","(1a) inadequately completed","Male","14","","",""
"Low transfer dependency","2005","(1a) inadequately completed","Female","20","","",""
"Low transfer dependency","2005","(1b) general elementary school","Male","59","0.115864504503783","0.0896123679549109","0.142116641052654"
"Low transfer dependency","2005","(1b) general elementary school","Female","90","0.0749539040655871","0.0605679842886723","0.089339823842502"
"Low transfer dependency","2005","(1c) basic vocational qualification","Male","198","0.0579642425266291","0.0497197504196635","0.0662087346335948"
"Low transfer dependency","2005","(1c) basic vocational qualification","Female","137","0.052816354653979","0.0442649645767835","0.0613677447311744"
"Low transfer dependency","2005","(2b) intermediate general qualification","Male","28","","",""
"Low transfer dependency","2005","(2b) intermediate general qualification","Female","41","0.132868572122986","0.0972571780788815","0.16847996616709"
"Low transfer dependency","2005","(2a) intermediate vocational","Male","162","0.0716537780717363","0.060494555310269","0.0828130008332037"
"Low transfer dependency","2005","(2a) intermediate vocational","Female","216","0.0727472634705167","0.0629831963265735","0.08251133061446"
"Low transfer dependency","2005","(2c_gen) general maturity certificate","Male","26","","",""
"Low transfer dependency","2005","(2c_gen) general maturity certificate","Female","35","0.124153458403004","0.0928027725268458","0.155504144279162"
"Low transfer dependency","2005","(2c_voc) vocational maturity certificate","Male","39","0.0526122786189485","0.0356691890935428","0.0695553681443542"
