"transab_cat2","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2010","Not Employed","no degree/no degree yet","104","0.0999407653597546","0.0796222372743133","0.120259293445196"
"Low transfer dependency","2010","Employed","lower secondary degree","365","0.0651942916056893","0.0568345827840494","0.0735540004273292"
"Low transfer dependency","2010","Employed","secondary school degree","507","0.0553374916140878","0.0492740343990392","0.0614009488291364"
"Low transfer dependency","2010","Employed","college entrance qualification","315","0.0321783770001538","0.0273651681960148","0.0369915858042928"
"Low transfer dependency","2010","Employed","Other degree","153","0.107849357891654","0.0876845528503775","0.12801416293293"
"Low transfer dependency","2010","Employed","no degree/no degree yet","32","0.143885694289227","0.0970803007749581","0.190691087803496"
"High transfer dependency","2010","Not Employed","lower secondary degree","117","0.0134353766623941","0.00961791808709994","0.0172528352376883"
"High transfer dependency","2010","Not Employed","secondary school degree","112","0.0378000275946142","0.0293612931977098","0.0462387619915186"
"High transfer dependency","2010","Not Employed","college entrance qualification","55","0.0312571288323088","0.0227360293362542","0.0397782283283635"
"High transfer dependency","2010","Not Employed","Other degree","52","0.0601407714575351","0.0419335638842529","0.0783479790308173"
"High transfer dependency","2010","Not Employed","no degree/no degree yet","52","0.0377557209325869","0.0248429509605821","0.0506684909045918"
"High transfer dependency","2010","Employed","lower secondary degree","159","0.0321845729779286","0.0262080879837066","0.0381610579721505"
"High transfer dependency","2010","Employed","secondary school degree","197","0.0203406276580636","0.0165970058636959","0.0240842494524313"
"High transfer dependency","2010","Employed","college entrance qualification","92","0.0176189808830288","0.0140307089529501","0.0212072528131076"
"High transfer dependency","2010","Employed","Other degree","61","0.0372710235303922","0.0249568907864996","0.0495851562742848"
"High transfer dependency","2010","Employed","no degree/no degree yet","18","","",""
"Very high transfer dependency","2010","Not Employed","lower secondary degree","314","0.0516236066917363","0.0442868996147864","0.0589603137686861"
"Very high transfer dependency","2010","Not Employed","secondary school degree","245","0.076203937734234","0.0644637416754186","0.0879441337930494"
"Very high transfer dependency","2010","Not Employed","college entrance qualification","84","0.0512899417048506","0.0404880531967972","0.062091830212904"
"Very high transfer dependency","2010","Not Employed","Other degree","161","0.187895270223109","0.157980106436737","0.217810434009481"
"Very high transfer dependency","2010","Not Employed","no degree/no degree yet","137","0.129594361388058","0.106841330160144","0.152347392615972"
"Very high transfer dependency","2010","Employed","lower secondary degree","96","0.0227013121720735","0.0176574312415995","0.0277451931025474"
"Very high transfer dependency","2010","Employed","secondary school degree","90","0.0159220418451477","0.0126024371070163","0.0192416465832791"
"Very high transfer dependency","2010","Employed","college entrance qualification","27","","",""
"Very high transfer dependency","2010","Employed","Other degree","41","0.0307757121432013","0.0195482306125207","0.0420031936738818"
"Very high transfer dependency","2010","Employed","no degree/no degree yet","21","","",""
"Very low transfer dependency","2011","Not Employed","lower secondary degree","3499","0.88122018228065","0.87154453447296","0.890895830088339"
"Very low transfer dependency","2011","Not Employed","secondary school degree","1675","0.819148015994663","0.803441960618212","0.834854071371114"
"Very low transfer dependency","2011","Not Employed","college entrance qualification","1579","0.863985914248985","0.848616298078229","0.879355530419741"
"Very low transfer dependency","2011","Not Employed","Other degree","446","0.651029927734111","0.617253637961155","0.684806217507067"
"Very low transfer dependency","2011","Not Employed","no degree/no degree yet","697","0.742101020019986","0.715474461391467","0.768727578648504"
"Very low transfer dependency","2011","Employed","lower secondary degree","3145","0.879181963548355","0.868915005748421","0.889448921348289"
"Very low transfer dependency","2011","Employed","secondary school degree","5392","0.910254369490656","0.903218925583882","0.91728981339743"
"Very low transfer dependency","2011","Employed","college entrance qualification","5441","0.937428817953482","0.931300676298669","0.943556959608296"
"Very low transfer dependency","2011","Employed","Other degree","784","0.831388449659357","0.809141047910482","0.853635851408232"
"Very low transfer dependency","2011","Employed","no degree/no degree yet","175","0.736343554708436","0.683884206936984","0.788802902479888"
"Low transfer dependency","2011","Not Employed","lower secondary degree","264","0.0399296538856229","0.0340741293151667","0.0457851784560792"
"Low transfer dependency","2011","Not Employed","secondary school degree","232","0.0560463794528756","0.0466605339010482","0.065432225004703"
"Low transfer dependency","2011","Not Employed","college entrance qualification","142","0.0433072783035555","0.0341811950174793","0.0524333615896317"
"Low transfer dependency","2011","Not Employed","Other degree","99","0.130175576364038","0.106330543405831","0.154020609322246"
"Low transfer dependency","2011","Not Employed","no degree/no degree yet","126","0.0805780166374084","0.0640117578528318","0.097144275421985"
"Low transfer dependency","2011","Employed","lower secondary degree","441","0.0686180920190305","0.0606543034184951","0.0765818806195658"
"Low transfer dependency","2011","Employed","secondary school degree","601","0.0552061162627424","0.049584443050152","0.0608277894753329"
"Low transfer dependency","2011","Employed","college entrance qualification","410","0.0407511249494676","0.0357483851380475","0.0457538647608877"
"Low transfer dependency","2011","Employed","Other degree","172","0.0883514782586788","0.0714877238221897","0.105215232695168"
"Low transfer dependency","2011","Employed","no degree/no degree yet","52","0.118218197711672","0.0797779499194737","0.15665844550387"
"High transfer dependency","2011","Not Employed","lower secondary degree","170","0.0242735797793069","0.0196710410261924","0.0288761185324213"
"High transfer dependency","2011","Not Employed","secondary school degree","126","0.0395038976091206","0.0315552714683709","0.0474525237498702"
"High transfer dependency","2011","Not Employed","college entrance qualification","66","0.0355654626340879","0.027261825624018","0.0438690996441578"
"High transfer dependency","2011","Not Employed","Other degree","57","0.070303673318379","0.0521870631401253","0.0884202834966327"
"High transfer dependency","2011","Not Employed","no degree/no degree yet","73","0.0644510636136481","0.0495056818917563","0.0793964453355399"
"High transfer dependency","2011","Employed","lower secondary degree","189","0.037466331790419","0.0314840749149338","0.0434485886659042"
"High transfer dependency","2011","Employed","secondary school degree","247","0.0239857184250959","0.0202194790986443","0.0277519577515476"
"High transfer dependency","2011","Employed","college entrance qualification","110","0.016829040835001","0.0135742980803443","0.0200837835896577"
"High transfer dependency","2011","Employed","Other degree","77","0.0506073367362071","0.037582768951424","0.0636319045209902"
"High transfer dependency","2011","Employed","no degree/no degree yet","27","","",""
"Very high transfer dependency","2011","Not Employed","lower secondary degree","362","0.0545765840544203","0.0477832517514864","0.0613699163573541"
"Very high transfer dependency","2011","Not Employed","secondary school degree","274","0.0853017069433405","0.0739033543033023","0.0967000595833787"
"Very high transfer dependency","2011","Not Employed","college entrance qualification","124","0.0571413448133717","0.0467345672449761","0.0675481223817672"
"Very high transfer dependency","2011","Not Employed","Other degree","163","0.148490822583472","0.123293067723439","0.173688577443504"
"Very high transfer dependency","2011","Not Employed","no degree/no degree yet","141","0.112869899728958","0.0936105579634431","0.132129241494473"
"Very high transfer dependency","2011","Employed","lower secondary degree","96","0.0147336126421957","0.0109381216704866","0.0185291036139048"
"Very high transfer dependency","2011","Employed","secondary school degree","100","0.0105537958215058","0.00803841410764585","0.0130691775353657"
