"transab_cat2","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2008","Hesse","Urban Area","1025","0.901109409086454","0.883548263235807","0.9186705549371","0"
"Very low transfer dependency","2008","Hesse","Rural Area","219","0.914082098719799","0.877626050137415","0.950538147302182","0"
"Very low transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","752","0.871646508301358","0.849000058816832","0.894292957785883","0"
"Very low transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","257","0.874598867774372","0.835457416131743","0.913740319417001","0"
"Very low transfer dependency","2008","Bavaria","Urban Area","1246","0.902956931289798","0.88709573962772","0.918818122951875","0"
"Very low transfer dependency","2008","Baden-Württemberg","Urban Area","2017","0.913282601979788","0.901480007508117","0.925085196451459","0"
"Very low transfer dependency","2008","Baden-Württemberg","Rural Area","202","0.94787538163937","0.91809445063851","0.97765631264023","0"
"Very low transfer dependency","2008","Bavaria","Rural Area","1347","0.906873529042232","0.891987204322886","0.921759853761577","0"
"Very low transfer dependency","2008","Berlin","Urban Area","614","0.796438830901458","0.767170054497359","0.825707607305557","0"
"Very low transfer dependency","2008","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","2008","Brandenburg","Urban Area","62","0.945102609543123","0.88929756802549","1.00090765106076","0"
"Very low transfer dependency","2008","Brandenburg","Rural Area","617","0.797205386511125","0.768524806155013","0.825885966867236","0"
"Very low transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","352","0.804746883637","0.767367265834934","0.842126501439066","0"
"Very low transfer dependency","2008","Saxony","Urban Area","609","0.826560361232235","0.799206373288956","0.853914349175514","0"
"Very low transfer dependency","2008","Saxony","Rural Area","603","0.813420827954051","0.784724872652263","0.842116783255839","0"
"Very low transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","52","0.731311618551754","0.621852109349678","0.840771127753831","0"
"Very low transfer dependency","2008","Saxony-Anhalt","Rural Area","515","0.842361073114366","0.813179039101886","0.871543107126847","0"
"Very low transfer dependency","2008","Saxony-Anhalt","Urban Area","193","0.853249640239276","0.806596637843113","0.899902642635438","0"
"Very low transfer dependency","2008","Thuringia","Rural Area","510","0.832162023131874","0.802528959747352","0.861795086516397","0"
"Very low transfer dependency","2008","Thuringia","Urban Area","207","0.764609206626568","0.713722193734414","0.815496219518722","0"
"High transfer dependency","2009","Lower Saxony","Urban Area","9","","","","2"
"High transfer dependency","2009","Hamburg","Rural Area","","","","","2"
"High transfer dependency","2009","Lower Saxony","Rural Area","13","","","","2"
"High transfer dependency","2009","Bremen","Urban Area","4","","","","2"
"High transfer dependency","2009","Schleswig-Holstein","Urban Area","4","","","","2"
"High transfer dependency","2009","Schleswig-Holstein","Rural Area","9","","","","2"
"High transfer dependency","2009","Hamburg","Urban Area","2","","","","2"
"High transfer dependency","2009","Bremen","Rural Area","","","","","2"
"High transfer dependency","2009","North Rhine-Westphalia","Urban Area","60","0.0178518759418085","0.0135174265476321","0.0221863253359849","2"
"High transfer dependency","2009","North Rhine-Westphalia","Rural Area","6","","","","2"
"High transfer dependency","2009","Hesse","Urban Area","15","","","","2"
"High transfer dependency","2009","Hesse","Rural Area","1","","","","2"
"High transfer dependency","2009","Rhineland-Palatinate,Saarland","Urban Area","19","","","","2"
"High transfer dependency","2009","Rhineland-Palatinate,Saarland","Rural Area","2","","","","2"
"High transfer dependency","2009","Baden-Württemberg","Urban Area","25","","","","2"
"High transfer dependency","2009","Baden-Württemberg","Rural Area","2","","","","2"
"High transfer dependency","2009","Bavaria","Urban Area","17","","","","2"
"High transfer dependency","2009","Bavaria","Rural Area","23","","","","2"
"High transfer dependency","2009","Berlin","Urban Area","12","","","","2"
"High transfer dependency","2009","Berlin","Rural Area","","","","","2"
"High transfer dependency","2009","Brandenburg","Urban Area","1","","","","2"
"High transfer dependency","2009","Brandenburg","Rural Area","25","","","","2"
"High transfer dependency","2009","Mecklenburg-Western Pomerania","Urban Area","3","","","","2"
"High transfer dependency","2009","Mecklenburg-Western Pomerania","Rural Area","17","","","","2"
"High transfer dependency","2009","Saxony","Urban Area","17","","","","2"
"High transfer dependency","2009","Saxony-Anhalt","Urban Area","2","","","","2"
"High transfer dependency","2009","Saxony-Anhalt","Rural Area","9","","","","2"
"High transfer dependency","2009","Saxony","Rural Area","11","","","","2"
"High transfer dependency","2009","Thuringia","Urban Area","19","","","","2"
"High transfer dependency","2009","Thuringia","Rural Area","12","","","","2"
"Low transfer dependency","2009","Schleswig-Holstein","Urban Area","3","","","","1"
"Low transfer dependency","2009","Schleswig-Holstein","Rural Area","21","","","","1"
"Low transfer dependency","2009","Hamburg","Urban Area","10","","","","1"
"Low transfer dependency","2009","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","2009","Lower Saxony","Urban Area","49","0.0579902631428032","0.0421182934351157","0.0738622328504906","1"
"Low transfer dependency","2009","Lower Saxony","Rural Area","59","0.0864839492495166","0.0672690536081017","0.105698844890932","1"
"Low transfer dependency","2009","Bremen","Urban Area","4","","","","1"
"Low transfer dependency","2009","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2009","North Rhine-Westphalia","Urban Area","153","0.0597838084535121","0.0520229607175055","0.0675446561895187","1"
"Low transfer dependency","2009","North Rhine-Westphalia","Rural Area","3","","","","1"
"Low transfer dependency","2009","Hesse","Urban Area","34","0.0459086627836866","0.0330397002991586","0.0587776252682146","1"
"Low transfer dependency","2009","Hesse","Rural Area","10","","","","1"
"Low transfer dependency","2009","Rhineland-Palatinate,Saarland","Urban Area","48","0.0659626126497008","0.0486757351345152","0.0832494901648865","1"
"Low transfer dependency","2009","Rhineland-Palatinate,Saarland","Rural Area","11","","","","1"
"Low transfer dependency","2009","Baden-Württemberg","Urban Area","85","0.0577939968043888","0.047439386601499","0.0681486070072785","1"
"Low transfer dependency","2009","Baden-Württemberg","Rural Area","12","","","","1"
"Low transfer dependency","2009","Bavaria","Urban Area","52","0.0360037255205824","0.0257088957614245","0.0462985552797403","1"
"Low transfer dependency","2009","Bavaria","Rural Area","77","0.0423234239422233","0.0317850424993233","0.0528618053851232","1"
"Low transfer dependency","2009","Berlin","Urban Area","51","0.0919242253432386","0.0704597881537983","0.113388662532679","1"
"Low transfer dependency","2009","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2009","Brandenburg","Urban Area","5","","","","1"
"Low transfer dependency","2009","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Low transfer dependency","2009","Brandenburg","Rural Area","73","0.111702289676192","0.0888203566355568","0.134584222716827","1"
"Low transfer dependency","2009","Saxony","Urban Area","35","0.0647980198454987","0.0464435162453642","0.0831525234456331","1"
"Low transfer dependency","2009","Mecklenburg-Western Pomerania","Rural Area","20","","","","1"
"Low transfer dependency","2009","Saxony-Anhalt","Urban Area","11","","","","1"
"Low transfer dependency","2009","Saxony","Rural Area","42","0.0714508835236725","0.0520625944481631","0.0908391725991818","1"
"Low transfer dependency","2009","Saxony-Anhalt","Rural Area","46","0.117501020020853","0.0909487417113279","0.144053298330378","1"
"Low transfer dependency","2009","Thuringia","Urban Area","16","","","","1"
"Low transfer dependency","2009","Thuringia","Rural Area","68","0.133595324746754","0.105763084255049","0.161427565238459","1"
"Very high transfer dependency","2009","Bremen","Urban Area","2","","","","3"
"Very high transfer dependency","2009","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2009","Lower Saxony","Urban Area","29","","","","3"
"Very high transfer dependency","2009","Lower Saxony","Rural Area","19","","","","3"
"Very high transfer dependency","2009","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2009","North Rhine-Westphalia","Urban Area","79","0.0264397254329015","0.0211878622499824","0.0316915886158205","3"
"Very high transfer dependency","2009","North Rhine-Westphalia","Rural Area","10","","","","3"
"Very high transfer dependency","2009","Schleswig-Holstein","Rural Area","8","","","","3"
"Very high transfer dependency","2009","Hamburg","Urban Area","3","","","","3"
"Very high transfer dependency","2009","Hesse","Urban Area","15","","","","3"
"Very high transfer dependency","2009","Schleswig-Holstein","Urban Area","5","","","","3"
"Very high transfer dependency","2009","Hesse","Rural Area","2","","","","3"
"Very high transfer dependency","2009","Rhineland-Palatinate,Saarland","Urban Area","21","","","","3"
"Very high transfer dependency","2009","Rhineland-Palatinate,Saarland","Rural Area","5","","","","3"
"Very high transfer dependency","2009","Baden-Württemberg","Urban Area","25","","","","3"
"Very high transfer dependency","2009","Bavaria","Urban Area","18","","","","3"
"Very high transfer dependency","2009","Baden-Württemberg","Rural Area","2","","","","3"
"Very high transfer dependency","2009","Bavaria","Rural Area","12","","","","3"
"Very high transfer dependency","2009","Berlin","Urban Area","34","0.0728527279876818","0.0535445744811479","0.0921608814942157","3"
"Very high transfer dependency","2009","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2009","Brandenburg","Urban Area","","","","","3"
"Very high transfer dependency","2009","Brandenburg","Rural Area","41","0.075887956552501","0.0566512311425617","0.0951246819624402","3"
"Very high transfer dependency","2009","Mecklenburg-Western Pomerania","Urban Area","1","","","","3"
"Very high transfer dependency","2009","Mecklenburg-Western Pomerania","Rural Area","23","","","","3"
"Very high transfer dependency","2009","Saxony-Anhalt","Rural Area","32","0.081152040569122","0.0586358240095218","0.103668257128722","3"
"Very high transfer dependency","2009","Thuringia","Urban Area","20","","","","3"
"Very high transfer dependency","2009","Thuringia","Rural Area","17","","","","3"
"Very high transfer dependency","2009","Saxony","Urban Area","27","","","","3"
"Very high transfer dependency","2009","Saxony","Rural Area","28","","","","3"
"Very high transfer dependency","2009","Saxony-Anhalt","Urban Area","8","","","","3"
"Very low transfer dependency","2009","Schleswig-Holstein","Urban Area","192","0.90727467879082","0.867472983031823","0.947076374549818","0"
"Very low transfer dependency","2009","Schleswig-Holstein","Rural Area","279","0.891174653624241","0.856892752185274","0.925456555063209","0"
"Very low transfer dependency","2009","Hamburg","Urban Area","257","0.959976157587058","0.936681665132814","0.983270650041303","0"
"Very low transfer dependency","2009","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2009","Lower Saxony","Urban Area","746","0.881715606261254","0.85978485150533","0.903646361017179","0"
"Very low transfer dependency","2009","Lower Saxony","Rural Area","731","0.875832396038337","0.853288610971538","0.898376181105135","0"
"Very low transfer dependency","2009","Bremen","Urban Area","109","0.921639519300941","0.873355468249042","0.96992357035284","0"
"Very low transfer dependency","2009","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2009","North Rhine-Westphalia","Urban Area","3293","0.895924590171778","0.885928888076794","0.905920292266762","0"
"Very low transfer dependency","2009","North Rhine-Westphalia","Rural Area","88","0.661154109410231","0.571471411516837","0.750836807303624","0"
"Very low transfer dependency","2009","Hesse","Urban Area","952","0.915197968481378","0.898067789961565","0.932328147001191","0"
"Very low transfer dependency","2009","Hesse","Rural Area","210","0.904890012241893","0.866385943880345","0.943394080603441","0"
"Very low transfer dependency","2009","Rhineland-Palatinate,Saarland","Urban Area","704","0.854877458164765","0.830347044538628","0.879407871790902","0"
