"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2009","Full Time","general elemantary","6","","",""
"High transfer dependency","2009","Full Time","middle vocational","18","","",""
"High transfer dependency","2009","Full Time","vocational + Abi","2","","",""
"High transfer dependency","2009","Full Time","higher vocational","1","","",""
"High transfer dependency","2009","Full Time","higher education","1","","",""
"High transfer dependency","2009","Part Time","in school","","","",""
"High transfer dependency","2009","Part Time","inadequately","6","","",""
"High transfer dependency","2009","Part Time","general elemantary","28","","",""
"High transfer dependency","2009","Part Time","middle vocational","91","0.0457589017444258","0.0370051935536347","0.0545126099352168"
"High transfer dependency","2009","Part Time","vocational + Abi","7","","",""
"High transfer dependency","2009","Part Time","higher vocational","11","","",""
"High transfer dependency","2009","Part Time","higher education","18","","",""
"High transfer dependency","2009","Not Working","in school","10","","",""
"High transfer dependency","2009","Not Working","inadequately","5","","",""
"High transfer dependency","2009","Not Working","general elemantary","34","0.0313875599700218","0.0210364090411778","0.0417387108988658"
"High transfer dependency","2009","Not Working","middle vocational","53","0.0149749027716148","0.0109717919201378","0.0189780136230919"
"High transfer dependency","2009","Not Working","vocational + Abi","9","","",""
"High transfer dependency","2009","Not Working","higher vocational","6","","",""
"High transfer dependency","2009","Not Working","higher education","11","","",""
"Very high transfer dependency","2009","Full Time","in school","","","",""
"Very high transfer dependency","2009","Full Time","inadequately","","","",""
"Very high transfer dependency","2009","Full Time","general elemantary","4","","",""
"Very high transfer dependency","2009","Full Time","middle vocational","4","","",""
"Very high transfer dependency","2009","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","2009","Full Time","higher vocational","","","",""
"Very high transfer dependency","2009","Full Time","higher education","1","","",""
"Very high transfer dependency","2009","Part Time","in school","","","",""
"Very high transfer dependency","2009","Part Time","inadequately","5","","",""
"Very high transfer dependency","2009","Part Time","general elemantary","25","","",""
"Very high transfer dependency","2009","Part Time","middle vocational","70","0.0406251173980108","0.032354904364479","0.0488953304315425"
"Very high transfer dependency","2009","Part Time","vocational + Abi","4","","",""
"Very high transfer dependency","2009","Part Time","higher vocational","3","","",""
"Very high transfer dependency","2009","Part Time","higher education","4","","",""
"Very high transfer dependency","2009","Not Working","in school","11","","",""
"Very high transfer dependency","2009","Not Working","inadequately","20","","",""
"Very high transfer dependency","2009","Not Working","general elemantary","70","0.0755080479919781","0.0598231018760125","0.0911929941079436"
"Very high transfer dependency","2009","Not Working","middle vocational","182","0.062525907126163","0.0545459308384365","0.0705058834138895"
"Very high transfer dependency","2009","Not Working","vocational + Abi","13","","",""
"Very high transfer dependency","2009","Not Working","higher vocational","11","","",""
"Very high transfer dependency","2009","Not Working","higher education","27","","",""
"Very low transfer dependency","2010","Full Time","in school","3","","",""
"Very low transfer dependency","2010","Full Time","inadequately","39","0.732181751709893","0.619188731244632","0.845174772175154"
"Very low transfer dependency","2010","Full Time","general elemantary","434","0.896496978799751","0.870899359853613","0.922094597745889"
"Very low transfer dependency","2010","Full Time","middle vocational","3876","0.955101333853791","0.94890246005691","0.961300207650673"
"Very low transfer dependency","2010","Full Time","vocational + Abi","647","0.976403291592308","0.965158810944526","0.987647772240091"
"Very low transfer dependency","2010","Full Time","higher vocational","742","0.974215374504237","0.963191208525134","0.98523954048334"
"Very low transfer dependency","2010","Full Time","higher education","2610","0.981235167485092","0.976124440757164","0.986345894213019"
"Very low transfer dependency","2010","Part Time","in school","63","0.900548202555212","0.831422168167627","0.969674236942797"
"Very low transfer dependency","2010","Part Time","inadequately","22","","",""
"Very low transfer dependency","2010","Part Time","general elemantary","306","0.667026658709716","0.62781836640309","0.706234951016343"
"Very low transfer dependency","2010","Part Time","middle vocational","2402","0.804014410797283","0.790271521124787","0.817757300469779"
"Very low transfer dependency","2010","Part Time","vocational + Abi","449","0.829933996220356","0.799199742259353","0.860668250181359"
"Very low transfer dependency","2010","Part Time","higher vocational","314","0.915042798677077","0.88647818526671","0.943607412087445"
"Very low transfer dependency","2010","Part Time","higher education","1154","0.891920604786448","0.875209279980542","0.908631929592354"
"Very low transfer dependency","2010","Not Working","in school","467","0.820673927245656","0.790550033676643","0.850797820814668"
"Very low transfer dependency","2010","Not Working","inadequately","62","0.412652305655472","0.3460670278872","0.479237583423744"
"Very low transfer dependency","2010","Not Working","general elemantary","918","0.78673598356759","0.765264215642224","0.808207751492956"
"Very low transfer dependency","2010","Not Working","middle vocational","3190","0.853350486623107","0.842625026345176","0.864075946901039"
"Very low transfer dependency","2010","Not Working","vocational + Abi","283","0.805133016053409","0.767251583384564","0.843014448722254"
"Very low transfer dependency","2010","Not Working","higher vocational","389","0.888550337520055","0.859345078754678","0.917755596285432"
"Very low transfer dependency","2010","Not Working","higher education","1167","0.904359839473323","0.888470313962008","0.920249364984638"
"Low transfer dependency","2010","Full Time","in school","","","",""
"Low transfer dependency","2010","Full Time","inadequately","17","","",""
"Low transfer dependency","2010","Full Time","general elemantary","73","0.0713726763894868","0.0497387493114897","0.0930066034674839"
"Low transfer dependency","2010","Full Time","middle vocational","350","0.0370447927636301","0.0313910248466506","0.0426985606806095"
"Low transfer dependency","2010","Full Time","vocational + Abi","44","0.0191198069195351","0.00897488276292294","0.0292647310761472"
"Low transfer dependency","2010","Full Time","higher vocational","46","0.0197477541096845","0.0100701997765767","0.0294253084427924"
"Low transfer dependency","2010","Full Time","higher education","87","0.0174644431030662","0.0125307143421583","0.022398171863974"
"Low transfer dependency","2010","Part Time","in school","5","","",""
"Low transfer dependency","2010","Part Time","inadequately","12","","",""
"Low transfer dependency","2010","Part Time","general elemantary","97","0.140737543952896","0.111806140503849","0.169668947401942"
"Low transfer dependency","2010","Part Time","middle vocational","423","0.0947817043923073","0.0846408862934117","0.104922522491203"
"Low transfer dependency","2010","Part Time","vocational + Abi","70","0.0675015470321816","0.0469770242555299","0.0880260698088333"
"Low transfer dependency","2010","Part Time","higher vocational","32","0.0494184536936611","0.0272136563456626","0.0716232510416597"
"Low transfer dependency","2010","Part Time","higher education","130","0.0769684131489744","0.0626220811483672","0.0913147451495815"
"Low transfer dependency","2010","Not Working","in school","74","0.0701605898325149","0.050104112452242","0.0902170672127878"
"Low transfer dependency","2010","Not Working","inadequately","33","0.222431977556834","0.166184085550497","0.278679869563171"
"Low transfer dependency","2010","Not Working","general elemantary","150","0.085828901939278","0.0711455561353482","0.100512247743208"
"Low transfer dependency","2010","Not Working","middle vocational","370","0.057898494569799","0.0508174978992315","0.0649794912403665"
"Low transfer dependency","2010","Not Working","vocational + Abi","48","0.0520875624961069","0.0308367972408902","0.0733383277513236"
