"transab_cat2","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2003","Couple + C. LE and GT 16","higher vocational","7","","","","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","inadequately","6","","","","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","middle vocational","252","0.1109925831709","0.0977577297905805","0.124227436551219","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","higher vocational","29","","","","1"
"Low transfer dependency","2003","Single parent ","middle vocational","69","0.124722665038463","0.0968034961653854","0.152641833911541","1"
"Low transfer dependency","2003","Single parent ","vocational + Abi","8","","","","1"
"Low transfer dependency","2003","Single parent ","higher vocational","6","","","","1"
"Low transfer dependency","2003","Single parent ","higher education","8","","","","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","in school","","","","","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","general elemantary","32","0.0815701683666132","0.0513441122495906","0.111796224483636","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","vocational + Abi","35","0.140106118176865","0.103265926488911","0.176946309864819","1"
"Low transfer dependency","2003","Couple + C. LE and GT 16","higher education","23","","","","1"
"Very high transfer dependency","2003","1-pers.-HH","in school","","","","","3"
"Very high transfer dependency","2003","1-pers.-HH","inadequately","3","","","","3"
"Very high transfer dependency","2003","1-pers.-HH","general elemantary","16","","","","3"
"Very high transfer dependency","2003","1-pers.-HH","middle vocational","93","0.058336454705538","0.0467466026164294","0.0699263067946465","3"
"Very high transfer dependency","2003","1-pers.-HH","vocational + Abi","9","","","","3"
"Very high transfer dependency","2003","1-pers.-HH","higher vocational","6","","","","3"
"Very high transfer dependency","2003","1-pers.-HH","higher education","17","","","","3"
"Very high transfer dependency","2003","(Married) couple without C. ","in school","","","","","3"
"Very high transfer dependency","2003","(Married) couple without C. ","inadequately","3","","","","3"
"Very high transfer dependency","2003","(Married) couple without C. ","general elemantary","11","","","","3"
"Very high transfer dependency","2003","(Married) couple without C. ","middle vocational","55","0.0170627950928603","0.0129709561255141","0.0211546340602065","3"
"Very high transfer dependency","2003","(Married) couple without C. ","vocational + Abi","4","","","","3"
"Very high transfer dependency","2003","(Married) couple without C. ","higher vocational","9","","","","3"
"Very high transfer dependency","2003","(Married) couple without C. ","higher education","10","","","","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","higher education","9","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","in school","5","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","inadequately","2","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","general elemantary","12","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","middle vocational","17","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","vocational + Abi","3","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","higher vocational","2","","","","3"
"Very high transfer dependency","2003","Couple + C. GT 16 ","higher education","5","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","in school","6","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","inadequately","4","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","general elemantary","8","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","middle vocational","13","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Very high transfer dependency","2003","Single parent ","in school","7","","","","3"
"Very high transfer dependency","2003","Single parent ","inadequately","6","","","","3"
"Very high transfer dependency","2003","Single parent ","general elemantary","31","0.170450457800364","0.121854021445031","0.219046894155698","3"
"Very high transfer dependency","2003","Single parent ","middle vocational","57","0.124101241539731","0.0962418278884119","0.151960655191051","3"
"Very high transfer dependency","2003","Single parent ","vocational + Abi","5","","","","3"
"Very high transfer dependency","2003","Single parent ","higher vocational","5","","","","3"
"Very high transfer dependency","2003","Single parent ","higher education","5","","","","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","in school","","","","","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","inadequately","8","","","","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","general elemantary","36","0.154047129342643","0.114182043536288","0.193912215148998","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","middle vocational","64","0.037205325822017","0.0292310939730834","0.0451795576709507","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","vocational + Abi","5","","","","3"
"Very high transfer dependency","2003","Couple + C. LE 16 ","higher vocational","3","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","higher vocational","2","","","","3"
"Very high transfer dependency","2003","Couple + C. LE and GT 16","higher education","2","","","","3"
"Very low transfer dependency","2003","1-pers.-HH","in school","1","","","","0"
"Very low transfer dependency","2003","1-pers.-HH","inadequately","17","","","","0"
"Very low transfer dependency","2003","Single parent ","in school","52","0.797743561410062","0.701561623891733","0.89392549892839","0"
"Very low transfer dependency","2003","Single parent ","inadequately","15","","","","0"
"Very low transfer dependency","2003","Single parent ","general elemantary","147","0.645397665509068","0.583572019450034","0.707223311568102","0"
"Very low transfer dependency","2003","Single parent ","middle vocational","381","0.684365713935924","0.645092796785989","0.723638631085859","0"
"Very low transfer dependency","2003","Single parent ","vocational + Abi","32","0.688997758380057","0.553749245583756","0.824246271176357","0"
"Very low transfer dependency","2003","Single parent ","higher vocational","34","0.684378993863688","0.55555570743635","0.813202280291025","0"
"Very low transfer dependency","2003","Single parent ","higher education","101","0.843843742890925","0.778895384175091","0.90879210160676","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","in school","","","","","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","inadequately","20","","","","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","general elemantary","226","0.716526812927633","0.666757112038547","0.766296513816719","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","middle vocational","1781","0.820558525934347","0.804391294396635","0.836725757472058","0"
"Very low transfer dependency","2003","(Married) couple without C. ","higher education","1592","0.950868129791389","0.940467331075423","0.961268928507354","0"
"Very low transfer dependency","2003","1-pers.-HH","vocational + Abi","160","0.918947114625115","0.878741106419135","0.959153122831095","0"
"Very low transfer dependency","2003","1-pers.-HH","higher vocational","201","0.904561346166641","0.865735769418436","0.943386922914846","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","vocational + Abi","294","0.820614204126954","0.779891703150661","0.861336705103247","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","higher vocational","410","0.91849773616039","0.893133708940222","0.943861763380558","0"
"Very low transfer dependency","2003","Couple + C. LE 16 ","higher education","945","0.91630597732446","0.899235722897683","0.933376231751237","0"
"Very low transfer dependency","2003","1-pers.-HH","higher education","514","0.961258105481002","0.94495135642922","0.977564854532783","0"
"Very low transfer dependency","2003","(Married) couple without C. ","in school","1","","","","0"
"Very low transfer dependency","2003","(Married) couple without C. ","inadequately","55","0.794199575659621","0.700160819753802","0.88823833156544","0"
"Very low transfer dependency","2003","(Married) couple without C. ","general elemantary","731","0.936730487335235","0.919678626395224","0.953782348275246","0"
"Very low transfer dependency","2003","(Married) couple without C. ","middle vocational","3592","0.938856241251595","0.931286061798548","0.946426420704643","0"
"Very low transfer dependency","2003","(Married) couple without C. ","vocational + Abi","318","0.940524717492562","0.915273256867834","0.96577617811729","0"
"Very low transfer dependency","2003","(Married) couple without C. ","higher vocational","554","0.960939935497577","0.945159339246764","0.97672053174839","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","vocational + Abi","156","0.912998159520684","0.870380203078676","0.955616115962692","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","higher vocational","230","0.981231364200625","0.963880695224799","0.998582033176452","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","higher education","639","0.958289144255748","0.943047907990218","0.973530380521278","0"
"Very low transfer dependency","2003","1-pers.-HH","general elemantary","392","0.899023626627118","0.870774644131311","0.927272609122924","0"
"Very low transfer dependency","2003","1-pers.-HH","middle vocational","1381","0.886423153560359","0.870733063111647","0.902113244009072","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","in school","261","0.874637433756992","0.836722330054653","0.912552537459332","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","inadequately","40","0.586421043259277","0.461810021914662","0.711032064603891","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","general elemantary","471","0.857152542060613","0.827446157192182","0.886858926929044","0"
"Very low transfer dependency","2003","Couple + C. GT 16 ","middle vocational","1750","0.908064200688438","0.895133430449624","0.920994970927251","0"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","in school","200","0.792851256873992","0.741036773694871","0.844665740053114","0"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","inadequately","15","","","","0"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","general elemantary","228","0.800211041887324","0.754506176228954","0.845915907545694","0"
