"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2007","16-34 y.","middle vocational","109","0.0569016787315991","0.0471616720814414","0.0666416853817569"
"Very high transfer dependency","2007","16-34 y.","vocational + Abi","11","","",""
"Very high transfer dependency","2007","16-34 y.","higher vocational","2","","",""
"Very high transfer dependency","2007","16-34 y.","higher education","12","","",""
"Very high transfer dependency","2007","35-65 y.","in school","","","",""
"Very high transfer dependency","2007","35-65 y.","inadequately","19","","",""
"Very high transfer dependency","2007","35-65 y.","general elemantary","72","0.104190170907516","0.0821486683409361","0.126231673474097"
"Very high transfer dependency","2007","35-65 y.","middle vocational","248","0.0498384643381771","0.0442587598745322","0.055418168801822"
"Very high transfer dependency","2007","35-65 y.","vocational + Abi","15","","",""
"Very high transfer dependency","2007","35-65 y.","higher vocational","23","","",""
"Very high transfer dependency","2007","35-65 y.","higher education","44","0.0258756559634825","0.0202029551392744","0.0315483567876905"
"Very high transfer dependency","2007","66 and older","in school","","","",""
"Very high transfer dependency","2007","66 and older","inadequately","1","","",""
"Very high transfer dependency","2007","66 and older","general elemantary","4","","",""
"Very high transfer dependency","2007","66 and older","middle vocational","","","",""
"Very high transfer dependency","2007","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2007","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2007","66 and older","higher education","1","","",""
"Very low transfer dependency","2008","16-34 y.","in school","485","0.846879362136863","0.816729491619231","0.877029232654496"
"Very low transfer dependency","2008","16-34 y.","inadequately","21","","",""
"Very low transfer dependency","2008","16-34 y.","general elemantary","483","0.690308639860547","0.655272098239237","0.725345181481857"
"Very low transfer dependency","2008","16-34 y.","middle vocational","1616","0.804286210285471","0.786779660104671","0.821792760466271"
"Very low transfer dependency","2008","16-34 y.","vocational + Abi","324","0.904097070358584","0.874134117962844","0.934060022754323"
"Very low transfer dependency","2008","16-34 y.","higher vocational","111","0.91207427253659","0.862627732665949","0.96152081240723"
"Very low transfer dependency","2008","16-34 y.","higher education","471","0.852775332478055","0.822580831197328","0.882969833758781"
"Very low transfer dependency","2008","35-65 y.","in school","","","",""
"Very low transfer dependency","2008","35-65 y.","inadequately","59","0.592031540476118","0.492681080830505","0.691382000121731"
"Very low transfer dependency","2008","35-65 y.","general elemantary","503","0.754181855127889","0.721481235301747","0.78688247495403"
"Very low transfer dependency","2008","35-65 y.","middle vocational","4833","0.865969395400337","0.856956699123671","0.874982091677004"
"Very low transfer dependency","2008","35-65 y.","vocational + Abi","560","0.921008104030443","0.89962107393013","0.942395134130756"
"Very low transfer dependency","2008","35-65 y.","higher vocational","904","0.910347887790127","0.892378948825104","0.92831682675515"
"Very low transfer dependency","2008","35-65 y.","higher education","2656","0.935046320875797","0.925906639331145","0.944186002420448"
"Very low transfer dependency","2008","66 and older","in school","","","",""
"Very low transfer dependency","2008","66 and older","inadequately","33","0.801949269603005","0.681422055549182","0.922476483656829"
"Very low transfer dependency","2008","66 and older","general elemantary","697","0.939329256090359","0.922105871685653","0.956552640495065"
"Very low transfer dependency","2008","66 and older","middle vocational","2210","0.9755675147603","0.969198169381495","0.981936860139104"
"Very low transfer dependency","2008","66 and older","vocational + Abi","104","0.903821057173031","0.848723419894666","0.958918694451396"
"Very low transfer dependency","2008","66 and older","higher vocational","312","0.9820128211745","0.967359210293869","0.996666432055132"
"Very low transfer dependency","2008","66 and older","higher education","865","0.975544108749928","0.965333095116894","0.985755122382962"
"Low transfer dependency","2008","16-34 y.","in school","36","0.0952844981731703","0.0707020601330449","0.119866936213296"
"Low transfer dependency","2008","16-34 y.","inadequately","6","","",""
"Low transfer dependency","2008","16-34 y.","general elemantary","78","0.132334927678361","0.106657688173429","0.158012167183292"
"Low transfer dependency","2008","16-34 y.","middle vocational","196","0.095418668183495","0.0824550857371309","0.108382250629859"
"Low transfer dependency","2008","16-34 y.","vocational + Abi","27","","",""
"Low transfer dependency","2008","16-34 y.","higher vocational","8","","",""
"Low transfer dependency","2008","16-34 y.","higher education","42","0.10285001154773","0.0769646070814104","0.128735416014049"
"Low transfer dependency","2008","35-65 y.","in school","","","",""
"Low transfer dependency","2008","35-65 y.","inadequately","10","","",""
"Low transfer dependency","2008","35-65 y.","general elemantary","69","0.103075228725617","0.0799829846434577","0.126167472807776"
"Low transfer dependency","2008","35-65 y.","middle vocational","304","0.0560388646996199","0.0499543884987394","0.0621233409005004"
"Low transfer dependency","2008","35-65 y.","vocational + Abi","30","0.0297763569594935","0.0162991718403076","0.0432535420786793"
"Low transfer dependency","2008","35-65 y.","higher vocational","43","0.0463296891836697","0.0331085979944088","0.0595507803729305"
"Low transfer dependency","2008","35-65 y.","higher education","78","0.0268334115321077","0.0208404131038518","0.0328264099603637"
"Low transfer dependency","2008","66 and older","in school","","","",""
"Low transfer dependency","2008","66 and older","inadequately","4","","",""
"Low transfer dependency","2008","66 and older","general elemantary","33","0.0499893592195336","0.0342668111972056","0.0657119072418615"
"Low transfer dependency","2008","66 and older","middle vocational","43","0.0223296709976574","0.0162340256511376","0.0284253163441772"
"Low transfer dependency","2008","66 and older","vocational + Abi","5","","",""
"Low transfer dependency","2008","66 and older","higher vocational","2","","",""
"Low transfer dependency","2008","66 and older","higher education","9","","",""
"High transfer dependency","2008","16-34 y.","in school","8","","",""
"High transfer dependency","2008","16-34 y.","inadequately","7","","",""
"High transfer dependency","2008","16-34 y.","general elemantary","38","0.0413854929882829","0.0262923009749846","0.0564786850015812"
"High transfer dependency","2008","16-34 y.","middle vocational","75","0.0558347384848345","0.0457035405501458","0.0659659364195231"
"High transfer dependency","2008","16-34 y.","vocational + Abi","11","","",""
"High transfer dependency","2008","16-34 y.","higher vocational","6","","",""
"High transfer dependency","2008","16-34 y.","higher education","6","","",""
"High transfer dependency","2008","35-65 y.","in school","","","",""
"High transfer dependency","2008","35-65 y.","inadequately","5","","",""
"High transfer dependency","2008","35-65 y.","general elemantary","30","0.0335435434316806","0.0198691965873748","0.0472178902759864"
"High transfer dependency","2008","35-65 y.","middle vocational","130","0.0301169590895462","0.0255956237628099","0.0346382944162826"
"High transfer dependency","2008","35-65 y.","vocational + Abi","9","","",""
"High transfer dependency","2008","35-65 y.","higher vocational","11","","",""
"High transfer dependency","2008","35-65 y.","higher education","23","","",""
"High transfer dependency","2008","66 and older","in school","","","",""
"High transfer dependency","2008","66 and older","inadequately","4","","",""
"High transfer dependency","2008","66 and older","general elemantary","6","","",""
"High transfer dependency","2008","66 and older","middle vocational","4","","",""
"High transfer dependency","2008","66 and older","vocational + Abi","1","","",""
"High transfer dependency","2008","66 and older","higher vocational","1","","",""
"High transfer dependency","2008","66 and older","higher education","1","","",""
"Very high transfer dependency","2008","16-34 y.","in school","19","","",""
"Very high transfer dependency","2008","16-34 y.","inadequately","12","","",""
"Very high transfer dependency","2008","16-34 y.","general elemantary","70","0.135970939472809","0.109997931065385","0.161943947880234"
"Very high transfer dependency","2008","16-34 y.","middle vocational","86","0.0444603830461995","0.0353655339556801","0.0535552321367189"
"Very high transfer dependency","2008","16-34 y.","vocational + Abi","9","","",""
"Very high transfer dependency","2008","16-34 y.","higher vocational","1","","",""
"Very high transfer dependency","2008","16-34 y.","higher education","10","","",""
"Very high transfer dependency","2008","35-65 y.","in school","","","",""
"Very high transfer dependency","2008","35-65 y.","inadequately","20","","",""
"Very high transfer dependency","2008","35-65 y.","general elemantary","64","0.109199372714814","0.0855123047952538","0.132886440634374"
"Very high transfer dependency","2008","35-65 y.","middle vocational","222","0.0478747808104964","0.042226686898247","0.0535228747227459"
"Very high transfer dependency","2008","35-65 y.","vocational + Abi","12","","",""
"Very high transfer dependency","2008","35-65 y.","higher vocational","13","","",""
"Very high transfer dependency","2008","35-65 y.","higher education","36","0.023168926405985","0.0175896829672291","0.0287481698447409"
