"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2003","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"High transfer dependency","2003","Mecklenburg-Western Pomerania","secondary school degree","11","","",""
"High transfer dependency","2003","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"High transfer dependency","2003","Mecklenburg-Western Pomerania","Other degree","","","",""
"High transfer dependency","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"High transfer dependency","2003","Saxony","lower secondary degree","15","","",""
"High transfer dependency","2003","Saxony","secondary school degree","34","0.0500388674888852","0.0343725011603197","0.0657052338174507"
"High transfer dependency","2003","Saxony","college entrance qualification","4","","",""
"High transfer dependency","2003","Saxony","Other degree","1","","",""
"High transfer dependency","2003","Saxony","no degree/no degree yet","4","","",""
"High transfer dependency","2003","Saxony-Anhalt","lower secondary degree","8","","",""
"High transfer dependency","2003","Saxony-Anhalt","secondary school degree","16","","",""
"High transfer dependency","2003","Saxony-Anhalt","college entrance qualification","5","","",""
"High transfer dependency","2003","Saxony-Anhalt","Other degree","","","",""
"High transfer dependency","2003","Saxony-Anhalt","no degree/no degree yet","1","","",""
"High transfer dependency","2003","Thuringia","lower secondary degree","6","","",""
"High transfer dependency","2003","Thuringia","secondary school degree","12","","",""
"High transfer dependency","2003","Thuringia","college entrance qualification","1","","",""
"High transfer dependency","2003","Thuringia","Other degree","","","",""
"High transfer dependency","2003","Thuringia","no degree/no degree yet","1","","",""
"Very high transfer dependency","2003","Schleswig-Holstein","lower secondary degree","10","","",""
"Very high transfer dependency","2003","Schleswig-Holstein","secondary school degree","6","","",""
"Very high transfer dependency","2003","Schleswig-Holstein","college entrance qualification","","","",""
"Very high transfer dependency","2003","Schleswig-Holstein","Other degree","4","","",""
"Very high transfer dependency","2003","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very high transfer dependency","2003","Hamburg","lower secondary degree","1","","",""
"Very high transfer dependency","2003","Hamburg","secondary school degree","","","",""
"Very high transfer dependency","2003","Hamburg","college entrance qualification","1","","",""
"Very high transfer dependency","2003","Hamburg","Other degree","","","",""
"Very high transfer dependency","2003","Hamburg","no degree/no degree yet","","","",""
"Very high transfer dependency","2003","Lower Saxony","lower secondary degree","13","","",""
"Very high transfer dependency","2003","Lower Saxony","secondary school degree","4","","",""
"Very high transfer dependency","2003","Lower Saxony","college entrance qualification","5","","",""
"Very high transfer dependency","2003","Lower Saxony","Other degree","7","","",""
"Very high transfer dependency","2003","Lower Saxony","no degree/no degree yet","1","","",""
"Very high transfer dependency","2003","Bremen","lower secondary degree","4","","",""
"Very high transfer dependency","2003","Bremen","secondary school degree","1","","",""
"Very high transfer dependency","2003","Bremen","college entrance qualification","5","","",""
"Very high transfer dependency","2003","Bremen","Other degree","1","","",""
"Very high transfer dependency","2003","Bremen","no degree/no degree yet","","","",""
"Very high transfer dependency","2003","North Rhine-Westphalia","lower secondary degree","43","0.0386830319986826","0.0296117892670454","0.0477542747303198"
"Very high transfer dependency","2003","North Rhine-Westphalia","secondary school degree","20","","",""
"Very high transfer dependency","2003","North Rhine-Westphalia","college entrance qualification","10","","",""
"Very high transfer dependency","2003","North Rhine-Westphalia","Other degree","16","","",""
"Very high transfer dependency","2003","North Rhine-Westphalia","no degree/no degree yet","17","","",""
"Very high transfer dependency","2003","Hesse","lower secondary degree","14","","",""
"Very high transfer dependency","2003","Hesse","secondary school degree","2","","",""
"Very high transfer dependency","2003","Hesse","college entrance qualification","4","","",""
"Very high transfer dependency","2003","Hesse","Other degree","9","","",""
"Very high transfer dependency","2003","Hesse","no degree/no degree yet","","","",""
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","lower secondary degree","15","","",""
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","secondary school degree","4","","",""
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Very high transfer dependency","2003","Baden-Württemberg","lower secondary degree","10","","",""
"Very high transfer dependency","2003","Baden-Württemberg","secondary school degree","2","","",""
"Very high transfer dependency","2003","Baden-Württemberg","college entrance qualification","2","","",""
"Very high transfer dependency","2003","Baden-Württemberg","Other degree","7","","",""
"Very high transfer dependency","2003","Baden-Württemberg","no degree/no degree yet","1","","",""
"Very high transfer dependency","2003","Bavaria","lower secondary degree","19","","",""
"Very high transfer dependency","2003","Bavaria","secondary school degree","5","","",""
"Very high transfer dependency","2003","Bavaria","college entrance qualification","1","","",""
"Very high transfer dependency","2003","Bavaria","Other degree","11","","",""
"Very high transfer dependency","2003","Bavaria","no degree/no degree yet","5","","",""
"Very high transfer dependency","2003","Berlin","lower secondary degree","13","","",""
"Very high transfer dependency","2003","Berlin","secondary school degree","14","","",""
"Very high transfer dependency","2003","Berlin","college entrance qualification","6","","",""
"Very high transfer dependency","2003","Berlin","Other degree","7","","",""
"Very high transfer dependency","2003","Berlin","no degree/no degree yet","7","","",""
"Very high transfer dependency","2003","Brandenburg","lower secondary degree","8","","",""
"Very high transfer dependency","2003","Brandenburg","secondary school degree","21","","",""
"Very high transfer dependency","2003","Brandenburg","college entrance qualification","4","","",""
"Very high transfer dependency","2003","Brandenburg","Other degree","","","",""
"Very high transfer dependency","2003","Brandenburg","no degree/no degree yet","1","","",""
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","lower secondary degree","6","","",""
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","secondary school degree","15","","",""
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","Other degree","2","","",""
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Very high transfer dependency","2003","Saxony","lower secondary degree","33","0.0715648445437736","0.0476154940399308","0.0955141950476163"
"Very high transfer dependency","2003","Saxony","secondary school degree","31","0.0496112341011914","0.0340084433037741","0.0652140248986088"
"Very high transfer dependency","2003","Saxony","college entrance qualification","5","","",""
"Very high transfer dependency","2003","Saxony","Other degree","","","",""
"Very high transfer dependency","2003","Saxony","no degree/no degree yet","2","","",""
"Very high transfer dependency","2003","Saxony-Anhalt","lower secondary degree","15","","",""
"Very high transfer dependency","2003","Saxony-Anhalt","secondary school degree","20","","",""
"Very high transfer dependency","2003","Saxony-Anhalt","college entrance qualification","5","","",""
"Very high transfer dependency","2003","Saxony-Anhalt","Other degree","1","","",""
"Very high transfer dependency","2003","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Very high transfer dependency","2003","Thuringia","lower secondary degree","19","","",""
"Very high transfer dependency","2003","Thuringia","secondary school degree","23","","",""
"Very high transfer dependency","2003","Thuringia","college entrance qualification","4","","",""
"Very high transfer dependency","2003","Thuringia","Other degree","1","","",""
"Very high transfer dependency","2003","Thuringia","no degree/no degree yet","1","","",""
"Very low transfer dependency","2004","Schleswig-Holstein","lower secondary degree","238","0.914158806292505","0.880494786731635","0.947822825853375"
"Very low transfer dependency","2004","Schleswig-Holstein","secondary school degree","157","0.869017514514577","0.818151745231684","0.919883283797471"
"Very low transfer dependency","2004","Schleswig-Holstein","college entrance qualification","157","0.945640893459517","0.911254301695413","0.980027485223621"
"Very low transfer dependency","2004","Schleswig-Holstein","Other degree","15","","",""
"Very low transfer dependency","2004","Schleswig-Holstein","no degree/no degree yet","21","","",""
