"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2009","higher education","Female","14","","",""
"Very low transfer dependency","2010","in school","Male","288","0.83822742147088","0.800293547959962","0.876161294981798"
"Very low transfer dependency","2010","in school","Female","245","0.822464573991031","0.781606342380455","0.863322805601608"
"Very low transfer dependency","2010","inadequately","Male","52","0.441136785159854","0.356110766744912","0.526162803574797"
"Very low transfer dependency","2010","inadequately","Female","71","0.459157115076393","0.390940937563772","0.527373292589013"
"Very low transfer dependency","2010","general elemantary","Male","553","0.743443100633027","0.713749470406768","0.773136730859286"
"Very low transfer dependency","2010","general elemantary","Female","1105","0.80755448995969","0.788624499196706","0.826484480722674"
"Very low transfer dependency","2010","middle vocational","Male","4317","0.871871947228218","0.862820587839104","0.880923306617333"
"Very low transfer dependency","2010","middle vocational","Female","5151","0.887144530981955","0.879412389179524","0.894876672784387"
"Very low transfer dependency","2010","vocational + Abi","Male","489","0.91797668028295","0.895835203657328","0.940118156908571"
"Very low transfer dependency","2010","vocational + Abi","Female","890","0.877979045535291","0.858671688014195","0.897286403056388"
"Very low transfer dependency","2010","higher vocational","Male","869","0.939563342679491","0.924457936943565","0.954668748415418"
"Very low transfer dependency","2010","higher vocational","Female","576","0.928196898143233","0.908350437281249","0.948043359005216"
"Very low transfer dependency","2010","higher education","Male","2582","0.947474619736167","0.939148946624343","0.955800292847991"
"Very low transfer dependency","2010","higher education","Female","2349","0.93282875760941","0.923192170621903","0.942465344596918"
"Low transfer dependency","2010","in school","Male","29","","",""
"Low transfer dependency","2010","in school","Female","50","0.0798984498592737","0.0509072953680879","0.10888960435046"
"Low transfer dependency","2010","inadequately","Male","30","0.306901265123915","0.227922682476227","0.385879847771602"
"Low transfer dependency","2010","inadequately","Female","32","0.210414566613412","0.154617852326382","0.266211280900442"
"Low transfer dependency","2010","general elemantary","Male","117","0.107480131148274","0.0864219615323972","0.128538300764151"
"Low transfer dependency","2010","general elemantary","Female","203","0.0870880003902882","0.0735484510336874","0.100627549746889"
"Low transfer dependency","2010","middle vocational","Male","528","0.0617592598221058","0.0552403716860691","0.0682781479581425"
"Low transfer dependency","2010","middle vocational","Female","615","0.0562230447074204","0.0505940196741169","0.061852069740724"
"Low transfer dependency","2010","vocational + Abi","Male","56","0.0334939036634168","0.018975887770568","0.0480119195562657"
"Low transfer dependency","2010","vocational + Abi","Female","106","0.0451516575036041","0.0329035891193759","0.0573997258878323"
"Low transfer dependency","2010","higher vocational","Male","64","0.0329068796551963","0.0215985973138806","0.044215161996512"
"Low transfer dependency","2010","higher vocational","Female","47","0.0275462377467144","0.0149640245745637","0.0401284509188651"
"Low transfer dependency","2010","higher education","Male","116","0.032150943790441","0.0255675226364519","0.0387343649444301"
"Low transfer dependency","2010","higher education","Female","169","0.0399247111611689","0.0323876137249054","0.0474618085974324"
"High transfer dependency","2010","in school","Male","11","","",""
"High transfer dependency","2010","in school","Female","19","","",""
"High transfer dependency","2010","inadequately","Male","17","","",""
"High transfer dependency","2010","inadequately","Female","27","","",""
"High transfer dependency","2010","general elemantary","Male","57","0.0408515109092381","0.0273930758118141","0.0543099460066621"
"High transfer dependency","2010","general elemantary","Female","145","0.048175771663372","0.0378931629436414","0.0584583803831027"
"High transfer dependency","2010","middle vocational","Male","174","0.0241648190115559","0.0200062362113641","0.0283234018117477"
"High transfer dependency","2010","middle vocational","Female","307","0.0263560517355714","0.0224415041620682","0.0302705993090747"
"High transfer dependency","2010","vocational + Abi","Male","19","","",""
"High transfer dependency","2010","vocational + Abi","Female","55","0.0387223896714582","0.0273416878882593","0.0501030914546571"
"High transfer dependency","2010","higher vocational","Male","11","","",""
"High transfer dependency","2010","higher vocational","Female","19","","",""
"High transfer dependency","2010","higher education","Male","26","","",""
"High transfer dependency","2010","higher education","Female","35","0.0114301082148716","0.00733788369620309","0.01552233273354"
"Very high transfer dependency","2010","in school","Male","34","0.0888444825825155","0.0595351930142803","0.118153772150751"
"Very high transfer dependency","2010","in school","Female","22","","",""
"Very high transfer dependency","2010","inadequately","Male","32","0.202416415016904","0.133610874449939","0.27122195558387"
"Very high transfer dependency","2010","inadequately","Female","75","0.270577301707416","0.209762894459544","0.331391708955289"
"Very high transfer dependency","2010","general elemantary","Male","104","0.108225257309461","0.0871030414508785","0.129347473168043"
"Very high transfer dependency","2010","general elemantary","Female","213","0.0571817379866494","0.046032292688523","0.0683311832847758"
"Very high transfer dependency","2010","middle vocational","Male","219","0.0422039739381202","0.0367592165551867","0.0476487313210537"
"Very high transfer dependency","2010","middle vocational","Female","360","0.0302763725750529","0.0260892350586571","0.0344635100914488"
"Very high transfer dependency","2010","vocational + Abi","Male","26","","",""
"Very high transfer dependency","2010","vocational + Abi","Female","53","0.0381469072896467","0.0268477099370912","0.0494461046422022"
"Very high transfer dependency","2010","higher vocational","Male","12","","",""
"Very high transfer dependency","2010","higher vocational","Female","8","","",""
"Very high transfer dependency","2010","higher education","Male","34","0.0106184096310976","0.00679313508784994","0.0144436841743453"
"Very high transfer dependency","2010","higher education","Female","39","0.0158164230145492","0.0110133102244528","0.0206195358046457"
"Very low transfer dependency","2011","in school","Male","344","0.843723847835116","0.810099365951466","0.877348329718766"
"Very low transfer dependency","2011","in school","Female","325","0.80206566307527","0.764622804720873","0.839508521429668"
"Very low transfer dependency","2011","inadequately","Male","65","0.555830683769367","0.478355059698633","0.6333063078401"
"Very low transfer dependency","2011","inadequately","Female","101","0.544466159007191","0.481849380143934","0.607082937870447"
"Very low transfer dependency","2011","general elemantary","Male","679","0.749930584767259","0.722914006903242","0.776947162631276"
"Very low transfer dependency","2011","general elemantary","Female","1409","0.812093685010524","0.795204218469843","0.828983151551206"
"Very low transfer dependency","2011","middle vocational","Male","5074","0.871064307838977","0.862676986233084","0.879451629444869"
"Very low transfer dependency","2011","middle vocational","Female","6122","0.880896192924635","0.873643924557795","0.888148461291476"
"Very low transfer dependency","2011","vocational + Abi","Male","542","0.886454865347734","0.862323792530126","0.910585938165342"
"Very low transfer dependency","2011","vocational + Abi","Female","1053","0.867647431070592","0.849380306361136","0.885914555780048"
"Very low transfer dependency","2011","higher vocational","Male","1047","0.943836465474481","0.930477252893308","0.957195678055654"
"Very low transfer dependency","2011","higher vocational","Female","635","0.918945654995858","0.898913097830272","0.938978212161443"
"Very low transfer dependency","2011","higher education","Male","2956","0.95024062665221","0.942705419097156","0.957775834207264"
"Very low transfer dependency","2011","higher education","Female","2692","0.932048230357359","0.9230246815184","0.941071779196318"
"Low transfer dependency","2011","in school","Male","59","0.0825524523930418","0.0570686225985235","0.10803628218756"
