"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2005","indirect migration background","middle vocational","24","","","","1"
"Low transfer dependency","2005","indirect migration background","higher education","1","","","","1"
"Low transfer dependency","2005","indirect migration background","vocational + Abi","2","","","","1"
"Low transfer dependency","2005","indirect migration background","higher vocational","5","","","","1"
"Low transfer dependency","2005","indirect migration background","general elemantary","20","","","","1"
"Very high transfer dependency","2005","no migration background","inadequately","18","","","","3"
"Very high transfer dependency","2005","no migration background","general elemantary","68","0.0473260598603009","0.0370837745012594","0.0575683452193424","3"
"Very high transfer dependency","2005","direct migration background","middle vocational","37","0.0464232229136527","0.0324584034523047","0.0603880423750008","3"
"Very high transfer dependency","2005","direct migration background","vocational + Abi","7","","","","3"
"Very high transfer dependency","2005","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","2005","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","2005","no migration background","in school","18","","","","3"
"Very high transfer dependency","2005","no migration background","middle vocational","269","0.0370062200499374","0.0331084994836658","0.0409039406162089","3"
"Very high transfer dependency","2005","no migration background","vocational + Abi","18","","","","3"
"Very high transfer dependency","2005","no migration background","higher vocational","14","","","","3"
"Very high transfer dependency","2005","no migration background","higher education","26","","","","3"
"Very high transfer dependency","2005","direct migration background","in school","5","","","","3"
"Very high transfer dependency","2005","direct migration background","inadequately","14","","","","3"
"Very high transfer dependency","2005","direct migration background","general elemantary","40","0.0799632919468686","0.0574985213704662","0.102428062523271","3"
"Very high transfer dependency","2005","direct migration background","higher vocational","3","","","","3"
"Very high transfer dependency","2005","direct migration background","higher education","18","","","","3"
"Very high transfer dependency","2005","indirect migration background","in school","7","","","","3"
"Very high transfer dependency","2005","indirect migration background","inadequately","4","","","","3"
"Very high transfer dependency","2005","indirect migration background","general elemantary","15","","","","3"
"Very high transfer dependency","2005","indirect migration background","middle vocational","15","","","","3"
"Very high transfer dependency","2005","indirect migration background","vocational + Abi","3","","","","3"
"Very low transfer dependency","2005","no migration background","general elemantary","1392","0.834858535570568","0.816947979649978","0.852769091491157","0"
"Very low transfer dependency","2005","no migration background","middle vocational","7945","0.879943492199736","0.873232575605634","0.886654408793837","0"
"Very low transfer dependency","2005","no migration background","vocational + Abi","790","0.898054766754859","0.877925724962815","0.918183808546902","0"
"Very low transfer dependency","2005","no migration background","higher vocational","1288","0.928053379532201","0.914444734628946","0.941662024435456","0"
"Very low transfer dependency","2005","no migration background","higher education","3558","0.945458957096744","0.938191915965963","0.952725998227525","0"
"Very low transfer dependency","2005","direct migration background","in school","37","0.567329802767275","0.436392606794268","0.698266998740282","0"
"Very low transfer dependency","2005","direct migration background","vocational + Abi","170","0.836645149633682","0.786997927343385","0.88629237192398","0"
"Very low transfer dependency","2005","direct migration background","higher vocational","108","0.834756442389992","0.771872776747623","0.897640108032361","0"
