"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2009","general elemantary","Rural Area","21","","","","2"
"High transfer dependency","2009","middle vocational","Urban Area","89","0.0159258780939736","0.0126659071207357","0.0191858490672115","2"
"High transfer dependency","2009","inadequately","Rural Area","4","","","","2"
"High transfer dependency","2009","middle vocational","Rural Area","73","0.0247615980082853","0.0195443314094641","0.0299788646071066","2"
"High transfer dependency","2009","in school","Rural Area","3","","","","2"
"High transfer dependency","2009","inadequately","Urban Area","8","","","","2"
"High transfer dependency","2009","in school","Urban Area","7","","","","2"
"High transfer dependency","2009","vocational + Abi","Urban Area","11","","","","2"
"High transfer dependency","2009","vocational + Abi","Rural Area","7","","","","2"
"High transfer dependency","2009","higher vocational","Urban Area","12","","","","2"
"High transfer dependency","2009","higher education","Rural Area","7","","","","2"
"High transfer dependency","2009","higher vocational","Rural Area","6","","","","2"
"High transfer dependency","2009","higher education","Urban Area","23","","","","2"
"Low transfer dependency","2009","inadequately","Rural Area","7","","","","1"
"Low transfer dependency","2009","general elemantary","Urban Area","101","0.0868097134345798","0.0710364271770523","0.102582999692107","1"
"Low transfer dependency","2009","in school","Urban Area","28","","","","1"
"Low transfer dependency","2009","in school","Rural Area","9","","","","1"
"Low transfer dependency","2009","inadequately","Urban Area","18","","","","1"
"Low transfer dependency","2009","general elemantary","Rural Area","57","0.0729949517929882","0.0524361407101923","0.0935537628757841","1"
"Low transfer dependency","2009","middle vocational","Urban Area","260","0.0531568518794341","0.0473147815534974","0.0589989222053708","1"
"Low transfer dependency","2009","middle vocational","Rural Area","254","0.0674058403114908","0.0589881410195579","0.0758235396034237","1"
"Low transfer dependency","2009","vocational + Abi","Urban Area","34","0.0383526143933315","0.0245622618368101","0.0521429669498529","1"
"Low transfer dependency","2009","vocational + Abi","Rural Area","23","","","","1"
"Low transfer dependency","2009","higher vocational","Urban Area","23","","","","1"
"Low transfer dependency","2009","higher vocational","Rural Area","25","","","","1"
"Low transfer dependency","2009","higher education","Urban Area","78","0.0383799994382833","0.0313219471902445","0.0454380516863221","1"
"Low transfer dependency","2009","higher education","Rural Area","46","0.0679730577813865","0.0536783643017186","0.0822677512610544","1"
"Very high transfer dependency","2009","in school","Urban Area","6","","","","3"
"Very high transfer dependency","2009","in school","Rural Area","5","","","","3"
"Very high transfer dependency","2009","inadequately","Urban Area","18","","","","3"
"Very high transfer dependency","2009","inadequately","Rural Area","7","","","","3"
"Very high transfer dependency","2009","general elemantary","Urban Area","62","0.0670832306878519","0.0530684657864274","0.0810979955892763","3"
"Very high transfer dependency","2009","general elemantary","Rural Area","37","0.0720567252555008","0.0516201316925119","0.0924933188184896","3"
"Very high transfer dependency","2009","middle vocational","Urban Area","129","0.0302039236137738","0.0257471556166901","0.0346606916108575","3"
"Very high transfer dependency","2009","middle vocational","Rural Area","127","0.0416173533537486","0.0349122573941772","0.0483224493133199","3"
"Very high transfer dependency","2009","vocational + Abi","Urban Area","14","","","","3"
"Very high transfer dependency","2009","vocational + Abi","Rural Area","3","","","","3"
"Very high transfer dependency","2009","higher vocational","Urban Area","13","","","","3"
"Very high transfer dependency","2009","higher vocational","Rural Area","1","","","","3"
"Very high transfer dependency","2009","higher education","Urban Area","24","","","","3"
"Very high transfer dependency","2009","higher education","Rural Area","8","","","","3"
"Very low transfer dependency","2009","general elemantary","Urban Area","1014","0.81210541340605","0.79022171510368","0.833989111708421","0"
"Very low transfer dependency","2009","general elemantary","Rural Area","500","0.814214595439127","0.78347587600407","0.844953314874183","0"
"Very low transfer dependency","2009","middle vocational","Urban Area","5187","0.900713346412819","0.892926047064726","0.908500645760911","0"
"Very low transfer dependency","2009","middle vocational","Rural Area","2954","0.866215208326475","0.854786041458093","0.877644375194857","0"
"Very low transfer dependency","2009","inadequately","Rural Area","25","","","","0"
"Very low transfer dependency","2009","vocational + Abi","Urban Area","686","0.924127377137628","0.905113161205399","0.943141593069858","0"
"Very low transfer dependency","2009","higher education","Rural Area","1130","0.918445855215895","0.902902598910172","0.933989111521619","0"
"Very low transfer dependency","2009","in school","Urban Area","320","0.82404723413383","0.784767495249207","0.863326973018453","0"
"Very low transfer dependency","2009","in school","Rural Area","127","0.828287099428969","0.766690213624538","0.889883985233399","0"
"Very low transfer dependency","2009","inadequately","Urban Area","78","0.610597366658532","0.524071674673858","0.697123058643206","0"
"Very low transfer dependency","2009","vocational + Abi","Rural Area","221","0.911485339449831","0.876554125344765","0.946416553554897","0"
"Very low transfer dependency","2009","higher vocational","Urban Area","770","0.924995029151382","0.906944656934464","0.943045401368299","0"
"Very low transfer dependency","2009","higher vocational","Rural Area","482","0.94077787340528","0.920372146131945","0.961183600678615","0"
"Very low transfer dependency","2009","higher education","Urban Area","2721","0.938558274917765","0.929735748548919","0.947380801286611","0"
"High transfer dependency","2010","general elemantary","Urban Area","139","0.0498687419050204","0.0394723400890894","0.0602651437209513","2"
"High transfer dependency","2010","general elemantary","Rural Area","63","0.0366126828622686","0.0237028964402825","0.0495224692842547","2"
"High transfer dependency","2010","middle vocational","Urban Area","254","0.0239679644953555","0.0204170327531047","0.0275188962376062","2"
"High transfer dependency","2010","inadequately","Rural Area","14","","","","2"
"High transfer dependency","2010","middle vocational","Rural Area","227","0.027789058976146","0.0230099591519817","0.0325681588003103","2"
"High transfer dependency","2010","in school","Urban Area","18","","","","2"
"High transfer dependency","2010","in school","Rural Area","12","","","","2"
"High transfer dependency","2010","inadequately","Urban Area","30","0.0522151309467237","0.0246391380851021","0.0797911238083453","2"
"High transfer dependency","2010","vocational + Abi","Rural Area","25","","","","2"
"High transfer dependency","2010","higher vocational","Urban Area","17","","","","2"
"High transfer dependency","2010","higher education","Rural Area","15","","","","2"
"High transfer dependency","2010","vocational + Abi","Urban Area","49","0.0288958526045837","0.0195946365837862","0.0381970686253811","2"
"High transfer dependency","2010","higher education","Urban Area","46","0.0098333308297394","0.00673687711415653","0.0129297845453223","2"
"High transfer dependency","2010","higher vocational","Rural Area","13","","","","2"
"Low transfer dependency","2010","in school","Urban Area","46","0.0544505898582965","0.0340236961709617","0.0748774835456312","1"
"Low transfer dependency","2010","in school","Rural Area","33","0.0931527229218012","0.055090956863868","0.131214488979734","1"
"Low transfer dependency","2010","inadequately","Urban Area","41","0.260990412352211","0.206550752892635","0.315430071811787","1"
"Low transfer dependency","2010","inadequately","Rural Area","21","","","","1"
"Low transfer dependency","2010","general elemantary","Urban Area","214","0.0998828857843063","0.0855619269058846","0.114203844662728","1"
"Low transfer dependency","2010","general elemantary","Rural Area","106","0.0809575691261099","0.0622076530062986","0.0997074852459212","1"
"Low transfer dependency","2010","middle vocational","Urban Area","639","0.0562170060387866","0.0508693355194027","0.0615646765581705","1"
"Low transfer dependency","2010","middle vocational","Rural Area","504","0.0640331072142997","0.0569150502137435","0.071151164214856","1"
"Low transfer dependency","2010","vocational + Abi","Urban Area","97","0.0352066508635191","0.0249732832144008","0.0454400185126373","1"
"Low transfer dependency","2010","vocational + Abi","Rural Area","65","0.0555611616965224","0.0343491595704863","0.0767731638225585","1"
"Low transfer dependency","2010","higher vocational","Urban Area","57","0.0252079326048223","0.0154135932025752","0.0350022720070693","1"
"Low transfer dependency","2010","higher vocational","Rural Area","54","0.041783833700953","0.026058901280899","0.057508766121007","1"
"Low transfer dependency","2010","higher education","Urban Area","212","0.0408696892227894","0.034656714431669","0.0470826640139098","1"
"Low transfer dependency","2010","higher education","Rural Area","73","0.0194501312017055","0.0123394696342027","0.0265607927692083","1"
"Very high transfer dependency","2010","in school","Urban Area","40","0.0762491910984685","0.0523571113102516","0.100141270886685","3"
"Very high transfer dependency","2010","in school","Rural Area","16","","","","3"
"Very high transfer dependency","2010","inadequately","Urban Area","83","0.270395156458173","0.21533703432308","0.325453278593267","3"
