"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2008","middle vocational","East Germany","2022","0.797498378134851","0.781729820375453","0.813266935894249"
"Very low transfer dependency","2008","vocational + Abi","West Germany","855","0.922013162114001","0.904779172261712","0.939247151966289"
"Very low transfer dependency","2008","vocational + Abi","East Germany","133","0.836557592791638","0.779617144577659","0.893498041005618"
"Very low transfer dependency","2008","higher vocational","West Germany","987","0.926892271311451","0.911079099032651","0.94270544359025"
"Very low transfer dependency","2008","higher vocational","East Germany","340","0.932363709985956","0.906844972131724","0.957882447840189"
"Very low transfer dependency","2008","higher education","West Germany","2852","0.940581610346312","0.93206223629774","0.949100984394885"
"Very low transfer dependency","2008","higher education","East Germany","1140","0.896741715370174","0.879825287305559","0.913658143434789"
"Low transfer dependency","2008","in school","West Germany","17","","",""
"Low transfer dependency","2008","in school","East Germany","19","","",""
"Low transfer dependency","2008","inadequately","West Germany","18","","",""
"Low transfer dependency","2008","inadequately","East Germany","2","","",""
"Low transfer dependency","2008","general elemantary","West Germany","142","0.0872752099125445","0.0741043486572961","0.100446071167793"
"Low transfer dependency","2008","general elemantary","East Germany","38","0.137631518020865","0.0992188706867912","0.176044165354939"
"Low transfer dependency","2008","middle vocational","West Germany","319","0.0518589661345292","0.0467455914051699","0.0569723408638886"
"Low transfer dependency","2008","middle vocational","East Germany","224","0.0740553060033431","0.0637802681585775","0.0843303438481088"
"Low transfer dependency","2008","vocational + Abi","West Germany","46","0.039675377487196","0.0271302181239156","0.0522205368504764"
"Low transfer dependency","2008","vocational + Abi","East Germany","16","","",""
"Low transfer dependency","2008","higher vocational","West Germany","32","0.0335095100773777","0.0225773606836114","0.044441659471144"
"Low transfer dependency","2008","higher vocational","East Germany","21","","",""
"Low transfer dependency","2008","higher education","West Germany","61","0.0269984500041803","0.0211576116382243","0.0328392883701364"
"Low transfer dependency","2008","higher education","East Germany","68","0.058956298495378","0.0458619912399239","0.0720506057508322"
"High transfer dependency","2008","in school","West Germany","2","","",""
"High transfer dependency","2008","in school","East Germany","6","","",""
"High transfer dependency","2008","inadequately","West Germany","14","","",""
"High transfer dependency","2008","inadequately","East Germany","2","","",""
"High transfer dependency","2008","general elemantary","West Germany","64","0.0279223175539473","0.0202341114410941","0.0356105236668006"
"High transfer dependency","2008","general elemantary","East Germany","10","","",""
"High transfer dependency","2008","middle vocational","West Germany","124","0.0239067253316288","0.0203841123718087","0.027429338291449"
"High transfer dependency","2008","middle vocational","East Germany","85","0.0487888503415046","0.0403358366107417","0.0572418640722675"
"High transfer dependency","2008","vocational + Abi","West Germany","14","","",""
"High transfer dependency","2008","vocational + Abi","East Germany","7","","",""
"High transfer dependency","2008","higher vocational","West Germany","10","","",""
"High transfer dependency","2008","higher vocational","East Germany","8","","",""
"High transfer dependency","2008","higher education","West Germany","15","","",""
"High transfer dependency","2008","higher education","East Germany","15","","",""
"Very high transfer dependency","2008","in school","West Germany","14","","",""
"Very high transfer dependency","2008","in school","East Germany","5","","",""
"Very high transfer dependency","2008","inadequately","West Germany","27","","",""
"Very high transfer dependency","2008","inadequately","East Germany","6","","",""
"Very high transfer dependency","2008","general elemantary","West Germany","104","0.0703384173603108","0.0584052003354674","0.0822716343851541"
"Very high transfer dependency","2008","general elemantary","East Germany","32","0.143423162506052","0.104342522994301","0.182503802017804"
"Very high transfer dependency","2008","middle vocational","West Germany","144","0.0249258378192783","0.0213308044233523","0.0285208712152042"
"Very high transfer dependency","2008","middle vocational","East Germany","164","0.0796574655203014","0.0690331537868932","0.0902817772537095"
"Very high transfer dependency","2008","vocational + Abi","West Germany","15","","",""
"Very high transfer dependency","2008","vocational + Abi","East Germany","6","","",""
"Very high transfer dependency","2008","higher vocational","West Germany","12","","",""
"Very high transfer dependency","2008","higher vocational","East Germany","3","","",""
"Very high transfer dependency","2008","higher education","West Germany","30","0.0234703007902424","0.0180145934944917","0.0289260080859931"
"Very high transfer dependency","2008","higher education","East Germany","20","","",""
"Very low transfer dependency","2009","in school","West Germany","384","0.850490943516055","0.816549230288975","0.884432656743135"
"Very low transfer dependency","2009","in school","East Germany","63","0.679447689392253","0.577815086003256","0.781080292781251"
"Very low transfer dependency","2009","inadequately","West Germany","95","0.608622972021092","0.530257132129454","0.68698881191273"
"Very low transfer dependency","2009","inadequately","East Germany","8","","",""
"Very low transfer dependency","2009","general elemantary","West Germany","1319","0.827403549700888","0.808728646930424","0.846078452471352"
"Very low transfer dependency","2009","general elemantary","East Germany","195","0.690792097914953","0.635252050615751","0.746332145214155"
"Very low transfer dependency","2009","middle vocational","West Germany","6155","0.909034669680071","0.902140879764235","0.915928459595908"
"Very low transfer dependency","2009","middle vocational","East Germany","1986","0.805979936973145","0.790122775362364","0.821837098583925"
"Very low transfer dependency","2009","vocational + Abi","West Germany","782","0.931555138387608","0.914559993452265","0.948550283322951"
"Very low transfer dependency","2009","vocational + Abi","East Germany","125","0.842031779427733","0.783860485813942","0.900203073041523"
"Very low transfer dependency","2009","higher vocational","West Germany","914","0.940515485702899","0.925545419440342","0.955485551965457"
"Very low transfer dependency","2009","higher vocational","East Germany","338","0.895833547776277","0.86483286403175","0.926834231520804"
"Very low transfer dependency","2009","higher education","West Germany","2732","0.945860896523756","0.937530978547848","0.954190814499664"
"Very low transfer dependency","2009","higher education","East Germany","1119","0.890296159077615","0.872628702862636","0.907963615292593"
"Low transfer dependency","2009","in school","West Germany","25","","",""
"Low transfer dependency","2009","in school","East Germany","12","","",""
"Low transfer dependency","2009","inadequately","West Germany","24","","",""
"Low transfer dependency","2009","inadequately","East Germany","1","","",""
"Low transfer dependency","2009","general elemantary","West Germany","134","0.0848347367033663","0.0710651675489951","0.0986043058577374"
"Low transfer dependency","2009","general elemantary","East Germany","24","","",""
"Low transfer dependency","2009","middle vocational","West Germany","313","0.050681107753901","0.0454226428254519","0.0559395726823501"
"Low transfer dependency","2009","middle vocational","East Germany","201","0.0884018922281689","0.0770184789265664","0.0997853055297715"
