"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Main Tenant","2008","direct migration background","vocational + Abi","124","0.654781420424614","0.58787889980544","0.721683941043788"
"Main Tenant","2008","direct migration background","higher vocational","60","0.64246128870538","0.554481952117492","0.730440625293269"
"Main Tenant","2008","direct migration background","higher education","150","0.602382730745956","0.54825097137374","0.656514490118172"
"Main Tenant","2008","indirect migration background","in school","45","0.607312927322727","0.510626699164396","0.703999155481058"
"Main Tenant","2008","indirect migration background","inadequately","8","","",""
"Main Tenant","2008","indirect migration background","general elemantary","114","0.722457117743576","0.655537268843749","0.789376966643402"
"Main Tenant","2008","indirect migration background","middle vocational","200","0.683189115061357","0.632374262287756","0.734003967834958"
"Main Tenant","2008","indirect migration background","vocational + Abi","25","","",""
"Main Tenant","2008","indirect migration background","higher vocational","17","","",""
"Main Tenant","2008","indirect migration background","higher education","38","0.427477054446306","0.322920390478489","0.532033718414123"
"Sub-Tenant","2008","no migration background","in school","3","","",""
"Sub-Tenant","2008","no migration background","inadequately","2","","",""
"Sub-Tenant","2008","no migration background","general elemantary","33","0.0286128027432192","0.0201448752602494","0.0370807302261891"
"Sub-Tenant","2008","no migration background","middle vocational","166","0.0278911619731818","0.0244408399326609","0.0313414840137027"
"Sub-Tenant","2008","no migration background","vocational + Abi","15","","",""
"Sub-Tenant","2008","no migration background","higher vocational","11","","",""
"Sub-Tenant","2008","no migration background","higher education","46","0.0156292737609015","0.0116897079004089","0.0195688396213941"
"Sub-Tenant","2008","direct migration background","in school","1","","",""
"Sub-Tenant","2008","direct migration background","inadequately","","","",""
"Sub-Tenant","2008","direct migration background","general elemantary","5","","",""
"Sub-Tenant","2008","direct migration background","middle vocational","16","","",""
"Sub-Tenant","2008","direct migration background","vocational + Abi","3","","",""
"Sub-Tenant","2008","direct migration background","higher vocational","1","","",""
"Sub-Tenant","2008","direct migration background","higher education","5","","",""
"Sub-Tenant","2008","indirect migration background","in school","","","",""
"Sub-Tenant","2008","indirect migration background","inadequately","","","",""
"Sub-Tenant","2008","indirect migration background","general elemantary","6","","",""
"Sub-Tenant","2008","indirect migration background","middle vocational","7","","",""
"Sub-Tenant","2008","indirect migration background","vocational + Abi","1","","",""
"Sub-Tenant","2008","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2008","indirect migration background","higher education","3","","",""
"Owner","2008","no migration background","in school","320","0.675421007782063","0.631770988255073","0.719071027309052"
"Owner","2008","no migration background","inadequately","25","","",""
"Owner","2008","no migration background","general elemantary","726","0.437688853350278","0.412490519143322","0.462887187557234"
"Owner","2008","no migration background","middle vocational","4930","0.508286300514416","0.497810692501735","0.518761908527098"
"Owner","2008","no migration background","vocational + Abi","484","0.506623709183109","0.473306245713185","0.539941172653032"
"Owner","2008","no migration background","higher vocational","821","0.566598650263176","0.539366155240606","0.593831145285747"
"Owner","2008","no migration background","higher education","2388","0.529152025166568","0.513298340859875","0.545005709473262"
"Owner","2008","direct migration background","in school","5","","",""
"Owner","2008","direct migration background","inadequately","14","","",""
"Owner","2008","direct migration background","general elemantary","135","0.232479986100795","0.192554381338538","0.272405590863053"
"Owner","2008","direct migration background","middle vocational","264","0.306857045390512","0.273076159388156","0.340637931392868"
"Owner","2008","direct migration background","vocational + Abi","67","0.323670866011411","0.257832646305676","0.389509085717147"
"Owner","2008","direct migration background","higher vocational","53","0.353557138127407","0.265798365150133","0.441315911104681"
"Owner","2008","direct migration background","higher education","158","0.376213885853121","0.322631934102555","0.429795837603687"
"Owner","2008","indirect migration background","in school","53","0.392687072677273","0.296000844518942","0.489373300835604"
"Owner","2008","indirect migration background","inadequately","1","","",""
"Owner","2008","indirect migration background","general elemantary","52","0.246852447738064","0.182414363383911","0.311290532092217"
"Owner","2008","indirect migration background","middle vocational","115","0.282047324781054","0.232896698431521","0.331197951130587"
"Owner","2008","indirect migration background","vocational + Abi","15","","",""
"Owner","2008","indirect migration background","higher vocational","19","","",""
"Owner","2008","indirect migration background","higher education","45","0.560284535881448","0.455381259364272","0.665187812398625"
"Nursing Home/Retirement Community","2008","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2008","no migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2008","no migration background","general elemantary","19","","",""
"Nursing Home/Retirement Community","2008","no migration background","middle vocational","14","","",""
"Nursing Home/Retirement Community","2008","no migration background","vocational + Abi","","","",""
