"pld0045","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2013","Other degree","vocational + Abi","137","0.688409953421153","0.627758747487194","0.749061159355113"
"Never","2013","Other degree","higher vocational","26","","",""
"Never","2013","Other degree","higher education","201","0.545230763817237","0.495810904728327","0.594650622906146"
"Never","2013","no degree/no degree yet","in school","242","0.571731275290095","0.525284132704335","0.618178417875856"
"Never","2013","no degree/no degree yet","inadequately","154","0.609244116528663","0.551152711535419","0.667335521521907"
"Never","2013","no degree/no degree yet","general elemantary","","","",""
"Never","2013","no degree/no degree yet","middle vocational","54","0.571038035255376","0.467631338292393","0.67444473221836"
"Never","2013","no degree/no degree yet","vocational + Abi","","","",""
"Never","2013","no degree/no degree yet","higher vocational","2","","",""
"Never","2013","no degree/no degree yet","higher education","3","","",""
"Very often","2014","lower secondary degree","in school","","","",""
"Very often","2014","lower secondary degree","inadequately","","","",""
"Very often","2014","lower secondary degree","general elemantary","","","",""
"Very often","2014","lower secondary degree","middle vocational","","","",""
"Very often","2014","lower secondary degree","vocational + Abi","","","",""
"Very often","2014","lower secondary degree","higher vocational","","","",""
"Very often","2014","lower secondary degree","higher education","","","",""
"Very often","2014","secondary school degree","in school","","","",""
"Very often","2014","secondary school degree","inadequately","","","",""
"Very often","2014","secondary school degree","general elemantary","","","",""
"Very often","2014","secondary school degree","middle vocational","","","",""
"Very often","2014","secondary school degree","vocational + Abi","","","",""
"Very often","2014","secondary school degree","higher vocational","","","",""
"Very often","2014","secondary school degree","higher education","","","",""
"Very often","2014","college entrance qualification","in school","","","",""
"Very often","2014","college entrance qualification","inadequately","","","",""
"Very often","2014","college entrance qualification","general elemantary","","","",""
"Very often","2014","college entrance qualification","middle vocational","","","",""
"Very often","2014","college entrance qualification","vocational + Abi","","","",""
"Very often","2014","college entrance qualification","higher vocational","","","",""
"Very often","2014","college entrance qualification","higher education","","","",""
"Very often","2014","Other degree","in school","","","",""
"Very often","2014","Other degree","inadequately","","","",""
"Very often","2014","Other degree","general elemantary","","","",""
"Very often","2014","Other degree","middle vocational","","","",""
"Very often","2014","Other degree","vocational + Abi","","","",""
"Very often","2014","Other degree","higher vocational","","","",""
"Very often","2014","Other degree","higher education","","","",""
"Very often","2014","no degree/no degree yet","in school","","","",""
"Very often","2014","no degree/no degree yet","inadequately","","","",""
"Very often","2014","no degree/no degree yet","general elemantary","","","",""
"Very often","2014","no degree/no degree yet","middle vocational","","","",""
"Very often","2014","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2014","no degree/no degree yet","higher vocational","","","",""
"Very often","2014","no degree/no degree yet","higher education","","","",""
"Often","2014","lower secondary degree","in school","","","",""
"Often","2014","lower secondary degree","inadequately","","","",""
"Often","2014","lower secondary degree","general elemantary","","","",""
"Often","2014","lower secondary degree","middle vocational","","","",""
"Often","2014","lower secondary degree","vocational + Abi","","","",""
"Often","2014","lower secondary degree","higher vocational","","","",""
"Often","2014","lower secondary degree","higher education","","","",""
"Often","2014","secondary school degree","in school","","","",""
"Often","2014","secondary school degree","inadequately","","","",""
"Often","2014","secondary school degree","general elemantary","","","",""
"Often","2014","secondary school degree","middle vocational","","","",""
"Often","2014","secondary school degree","vocational + Abi","","","",""
"Often","2014","secondary school degree","higher vocational","","","",""
"Often","2014","secondary school degree","higher education","","","",""
"Often","2014","college entrance qualification","in school","","","",""
"Often","2014","college entrance qualification","inadequately","","","",""
"Often","2014","college entrance qualification","general elemantary","","","",""
"Often","2014","college entrance qualification","middle vocational","","","",""
"Often","2014","college entrance qualification","vocational + Abi","","","",""
"Often","2014","college entrance qualification","higher vocational","","","",""
"Often","2014","college entrance qualification","higher education","","","",""
"Often","2014","Other degree","in school","","","",""
"Often","2014","Other degree","inadequately","","","",""
"Often","2014","Other degree","general elemantary","","","",""
"Often","2014","Other degree","middle vocational","","","",""
"Often","2014","Other degree","vocational + Abi","","","",""
"Often","2014","Other degree","higher vocational","","","",""
"Often","2014","Other degree","higher education","","","",""
"Often","2014","no degree/no degree yet","in school","","","",""
"Often","2014","no degree/no degree yet","inadequately","","","",""
"Often","2014","no degree/no degree yet","general elemantary","","","",""
"Often","2014","no degree/no degree yet","middle vocational","","","",""
"Often","2014","no degree/no degree yet","vocational + Abi","","","",""
"Often","2014","no degree/no degree yet","higher vocational","","","",""
"Often","2014","no degree/no degree yet","higher education","","","",""
"Sometimes","2014","lower secondary degree","in school","","","",""
"Sometimes","2014","lower secondary degree","inadequately","","","",""
"Sometimes","2014","lower secondary degree","general elemantary","","","",""
"Sometimes","2014","lower secondary degree","middle vocational","","","",""
"Sometimes","2014","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2014","lower secondary degree","higher vocational","","","",""
"Sometimes","2014","lower secondary degree","higher education","","","",""
"Sometimes","2014","secondary school degree","in school","","","",""
"Sometimes","2014","secondary school degree","inadequately","","","",""
"Sometimes","2014","secondary school degree","general elemantary","","","",""
"Sometimes","2014","secondary school degree","middle vocational","","","",""
"Sometimes","2014","secondary school degree","vocational + Abi","","","",""
"Sometimes","2014","secondary school degree","higher vocational","","","",""
"Sometimes","2014","secondary school degree","higher education","","","",""
"Sometimes","2014","college entrance qualification","in school","","","",""
"Sometimes","2014","college entrance qualification","inadequately","","","",""
"Sometimes","2014","college entrance qualification","general elemantary","","","",""
"Sometimes","2014","college entrance qualification","middle vocational","","","",""
"Sometimes","2014","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2014","college entrance qualification","higher vocational","","","",""
