"pld0045","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2013","direct migration background","(3b) higher tertiary education","50","0.123205228032093","0.0935226798333368","0.15288777623085"
"Often","2013","indirect migration background","(0) in school","6","","",""
"Often","2013","indirect migration background","(1a) inadequately completed","","","",""
"Often","2013","indirect migration background","(1b) general elementary school","13","","",""
"Often","2013","indirect migration background","(1c) basic vocational qualification","16","","",""
"Often","2013","indirect migration background","(2b) intermediate general qualification","4","","",""
"Often","2013","indirect migration background","(2a) intermediate vocational","23","","",""
"Often","2013","indirect migration background","(2c_gen) general maturity certificate","14","","",""
"Often","2013","indirect migration background","(2c_voc) vocational maturity certificate","14","","",""
"Often","2013","indirect migration background","(3a) lower tertiary education","5","","",""
"Often","2013","indirect migration background","(3b) higher tertiary education","9","","",""
"Sometimes","2013","no migration background","(0) in school","36","0.150997603802476","0.112130804593846","0.189864403011106"
"Sometimes","2013","no migration background","(1a) inadequately completed","15","","",""
"Sometimes","2013","no migration background","(1b) general elementary school","137","0.0974204418396118","0.0813628565550408","0.113478027124183"
"Sometimes","2013","no migration background","(1c) basic vocational qualification","494","0.0929542394062904","0.0849568095025912","0.10095166930999"
"Sometimes","2013","no migration background","(2b) intermediate general qualification","58","0.108092822413309","0.083059839181015","0.133125805645603"
"Sometimes","2013","no migration background","(2a) intermediate vocational","710","0.110442893144521","0.102549293267104","0.118336493021937"
"Sometimes","2013","no migration background","(2c_gen) general maturity certificate","64","0.0771933451470675","0.0578188847177234","0.0965678055764116"
"Sometimes","2013","no migration background","(2c_voc) vocational maturity certificate","215","0.10363438456744","0.0895620799232851","0.117706689211595"
"Sometimes","2013","no migration background","(3a) lower tertiary education","251","0.11116360893944","0.0971616871629824","0.125165530715898"
"Sometimes","2013","no migration background","(3b) higher tertiary education","417","0.119238624097626","0.107905445534948","0.130571802660305"
"Sometimes","2013","direct migration background","(0) in school","2","","",""
"Sometimes","2013","direct migration background","(1a) inadequately completed","13","","",""
"Sometimes","2013","direct migration background","(1b) general elementary school","49","0.0839657144356478","0.0589987479431789","0.108932680928117"
"Sometimes","2013","direct migration background","(1c) basic vocational qualification","52","0.101883432834229","0.0773077984505009","0.126459067217956"
"Sometimes","2013","direct migration background","(2b) intermediate general qualification","4","","",""
"Sometimes","2013","direct migration background","(2a) intermediate vocational","20","","",""
"Sometimes","2013","direct migration background","(2c_gen) general maturity certificate","20","","",""
"Sometimes","2013","direct migration background","(2c_voc) vocational maturity certificate","47","0.0893517052725159","0.0594675605535778","0.119235849991454"
"Sometimes","2013","direct migration background","(3a) lower tertiary education","10","","",""
"Sometimes","2013","direct migration background","(3b) higher tertiary education","63","0.114287460070967","0.0855543044713795","0.143020615670555"
"Sometimes","2013","indirect migration background","(0) in school","5","","",""
"Sometimes","2013","indirect migration background","(1a) inadequately completed","2","","",""
"Sometimes","2013","indirect migration background","(1b) general elementary school","16","","",""
"Sometimes","2013","indirect migration background","(1c) basic vocational qualification","14","","",""
"Sometimes","2013","indirect migration background","(2b) intermediate general qualification","11","","",""
"Sometimes","2013","indirect migration background","(2a) intermediate vocational","27","","",""
"Sometimes","2013","indirect migration background","(2c_gen) general maturity certificate","3","","",""
