"pld0045","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Never","2012","Brandenburg","direct migration background","","","",""
"Never","2012","Brandenburg","indirect migration background","","","",""
"Never","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2012","Saxony","no migration background","","","",""
"Never","2012","Saxony","direct migration background","","","",""
"Never","2012","Saxony","indirect migration background","","","",""
"Never","2012","Saxony-Anhalt","no migration background","","","",""
"Never","2012","Saxony-Anhalt","direct migration background","","","",""
"Never","2012","Saxony-Anhalt","indirect migration background","","","",""
"Never","2012","Thuringia","no migration background","","","",""
"Never","2012","Thuringia","direct migration background","","","",""
"Never","2012","Thuringia","indirect migration background","","","",""
"Very often","2013","Schleswig-Holstein","no migration background","54","0.0568648501778906","0.0406748917685381","0.073054808587243"
"Very often","2013","Schleswig-Holstein","direct migration background","5","","",""
"Very often","2013","Schleswig-Holstein","indirect migration background","3","","",""
"Very often","2013","Hamburg","no migration background","10","","",""
"Very often","2013","Hamburg","direct migration background","1","","",""
"Very often","2013","Hamburg","indirect migration background","1","","",""
"Very often","2013","Lower Saxony","no migration background","138","0.0454105699265592","0.0366017036116608","0.0542194362414576"
"Very often","2013","Lower Saxony","direct migration background","9","","",""
"Very often","2013","Lower Saxony","indirect migration background","6","","",""
"Very often","2013","Bremen","no migration background","9","","",""
"Very often","2013","Bremen","direct migration background","1","","",""
"Very often","2013","Bremen","indirect migration background","","","",""
"Very often","2013","North Rhine-Westphalia","no migration background","206","0.0429946617201897","0.0367171691360141","0.0492721543043653"
"Very often","2013","North Rhine-Westphalia","direct migration background","32","0.0390912974878603","0.0253572520632763","0.0528253429124444"
"Very often","2013","North Rhine-Westphalia","indirect migration background","19","","",""
"Very often","2013","Hesse","no migration background","103","0.0582291144020706","0.0458016185020616","0.0706566103020796"
"Very often","2013","Hesse","direct migration background","18","","",""
"Very often","2013","Hesse","indirect migration background","16","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","no migration background","74","0.055183209123783","0.0419746810135205","0.0683917372340455"
"Very often","2013","Rhineland-Palatinate,Saarland","direct migration background","2","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Very often","2013","Baden-Württemberg","no migration background","248","0.0858966375459584","0.0746272057616794","0.0971660693302373"
"Very often","2013","Baden-Württemberg","direct migration background","34","0.0938403504765766","0.0661816784944146","0.121499022458739"
"Very often","2013","Baden-Württemberg","indirect migration background","20","","",""
"Very often","2013","Bavaria","no migration background","333","0.0796545577391831","0.0705199069187852","0.0887892085595811"
"Very often","2013","Bavaria","direct migration background","34","0.0905936544468272","0.0634641573763552","0.117723151517299"
"Very often","2013","Bavaria","indirect migration background","30","0.100110436339224","0.0594184178931026","0.140802454785346"
"Very often","2013","Berlin","no migration background","33","0.0363496562284959","0.0238700433361977","0.0488292691207942"
"Very often","2013","Berlin","direct migration background","3","","",""
"Very often","2013","Berlin","indirect migration background","3","","",""
"Very often","2013","Brandenburg","no migration background","47","0.0447819040068321","0.0318129975680758","0.0577508104455885"
"Very often","2013","Brandenburg","direct migration background","2","","",""
"Very often","2013","Brandenburg","indirect migration background","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","no migration background","19","","",""
"Very often","2013","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Very often","2013","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2013","Saxony","no migration background","75","0.0379429719048814","0.0287437114035521","0.0471422324062107"
"Very often","2013","Saxony","direct migration background","2","","",""
"Very often","2013","Saxony","indirect migration background","","","",""
"Very often","2013","Saxony-Anhalt","no migration background","51","0.0637952044373894","0.0480969017756054","0.0794935070991734"
"Very often","2013","Saxony-Anhalt","direct migration background","1","","",""
"Very often","2013","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2013","Thuringia","no migration background","53","0.0407536983639616","0.0283239155963022","0.0531834811316209"
"Very often","2013","Thuringia","direct migration background","2","","",""
"Very often","2013","Thuringia","indirect migration background","","","",""
"Often","2013","Schleswig-Holstein","no migration background","101","0.0974766612027743","0.0767410729118097","0.118212249493739"
"Often","2013","Schleswig-Holstein","direct migration background","6","","",""
"Often","2013","Schleswig-Holstein","indirect migration background","2","","",""
"Often","2013","Hamburg","no migration background","28","","",""
"Often","2013","Hamburg","direct migration background","4","","",""
"Often","2013","Hamburg","indirect migration background","1","","",""
"Often","2013","Lower Saxony","no migration background","323","0.119340195134134","0.105624093599182","0.133056296669086"
"Often","2013","Lower Saxony","direct migration background","26","","",""
"Often","2013","Lower Saxony","indirect migration background","13","","",""
"Often","2013","Bremen","no migration background","14","","",""
"Often","2013","Bremen","direct migration background","1","","",""
"Often","2013","Bremen","indirect migration background","1","","",""
"Often","2013","North Rhine-Westphalia","no migration background","348","0.0718758436854062","0.0638827247372122","0.0798689626336002"
"Often","2013","North Rhine-Westphalia","direct migration background","72","0.0731576663786503","0.0547053782975266","0.091609954459774"
"Often","2013","North Rhine-Westphalia","indirect migration background","28","","",""
"Often","2013","Hesse","no migration background","178","0.117233959602903","0.10016172258544","0.134306196620366"
"Often","2013","Hesse","direct migration background","19","","",""
"Often","2013","Hesse","indirect migration background","9","","",""
"Often","2013","Rhineland-Palatinate,Saarland","no migration background","125","0.107641861519234","0.0897136345673789","0.125570088471089"
"Often","2013","Rhineland-Palatinate,Saarland","direct migration background","17","","",""
"Often","2013","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Often","2013","Baden-Württemberg","no migration background","342","0.114430126036471","0.101627534514803","0.127232717558139"
"Often","2013","Baden-Württemberg","direct migration background","55","0.0909314814935029","0.0636612015620773","0.118201761424928"
"Often","2013","Baden-Württemberg","indirect migration background","24","","",""
"Often","2013","Bavaria","no migration background","458","0.124672455734144","0.113527412517377","0.13581749895091"
