"pld0043","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2011","Saxony","in school","","","",""
"Never","2011","Saxony","inadequately","","","",""
"Never","2011","Saxony","general elemantary","","","",""
"Never","2011","Saxony","middle vocational","","","",""
"Never","2011","Saxony","vocational + Abi","","","",""
"Never","2011","Saxony","higher vocational","","","",""
"Never","2011","Saxony","higher education","","","",""
"Never","2011","Saxony-Anhalt","in school","","","",""
"Never","2011","Saxony-Anhalt","inadequately","","","",""
"Never","2011","Saxony-Anhalt","general elemantary","","","",""
"Never","2011","Saxony-Anhalt","middle vocational","","","",""
"Never","2011","Saxony-Anhalt","vocational + Abi","","","",""
"Never","2011","Saxony-Anhalt","higher vocational","","","",""
"Never","2011","Saxony-Anhalt","higher education","","","",""
"Never","2011","Thuringia","in school","","","",""
"Never","2011","Thuringia","inadequately","","","",""
"Never","2011","Thuringia","general elemantary","","","",""
"Never","2011","Thuringia","middle vocational","","","",""
"Never","2011","Thuringia","vocational + Abi","","","",""
"Never","2011","Thuringia","higher vocational","","","",""
"Never","2011","Thuringia","higher education","","","",""
"Very often","2012","Schleswig-Holstein","in school","","","",""
"Very often","2012","Schleswig-Holstein","inadequately","","","",""
"Very often","2012","Schleswig-Holstein","general elemantary","","","",""
"Very often","2012","Schleswig-Holstein","middle vocational","","","",""
"Very often","2012","Schleswig-Holstein","vocational + Abi","","","",""
"Very often","2012","Schleswig-Holstein","higher vocational","","","",""
"Very often","2012","Schleswig-Holstein","higher education","","","",""
"Very often","2012","Hamburg","in school","","","",""
"Very often","2012","Hamburg","inadequately","","","",""
"Very often","2012","Hamburg","general elemantary","","","",""
"Very often","2012","Hamburg","middle vocational","","","",""
"Very often","2012","Hamburg","vocational + Abi","","","",""
"Very often","2012","Hamburg","higher vocational","","","",""
"Very often","2012","Hamburg","higher education","","","",""
"Very often","2012","Lower Saxony","in school","","","",""
"Very often","2012","Lower Saxony","inadequately","","","",""
"Very often","2012","Lower Saxony","general elemantary","","","",""
"Very often","2012","Lower Saxony","middle vocational","","","",""
"Very often","2012","Lower Saxony","vocational + Abi","","","",""
"Very often","2012","Lower Saxony","higher vocational","","","",""
"Very often","2012","Lower Saxony","higher education","","","",""
"Very often","2012","Bremen","in school","","","",""
"Very often","2012","Bremen","inadequately","","","",""
"Very often","2012","Bremen","general elemantary","","","",""
"Very often","2012","Bremen","middle vocational","","","",""
"Very often","2012","Bremen","vocational + Abi","","","",""
"Very often","2012","Bremen","higher vocational","","","",""
"Very often","2012","Bremen","higher education","","","",""
"Very often","2012","North Rhine-Westphalia","in school","","","",""
"Very often","2012","North Rhine-Westphalia","inadequately","","","",""
"Very often","2012","North Rhine-Westphalia","general elemantary","","","",""
"Very often","2012","North Rhine-Westphalia","middle vocational","","","",""
"Very often","2012","North Rhine-Westphalia","vocational + Abi","","","",""
"Very often","2012","North Rhine-Westphalia","higher vocational","","","",""
"Very often","2012","North Rhine-Westphalia","higher education","","","",""
"Very often","2012","Hesse","in school","","","",""
"Very often","2012","Hesse","inadequately","","","",""
"Very often","2012","Hesse","general elemantary","","","",""
"Very often","2012","Hesse","middle vocational","","","",""
"Very often","2012","Hesse","vocational + Abi","","","",""
"Very often","2012","Hesse","higher vocational","","","",""
"Very often","2012","Hesse","higher education","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","in school","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","higher education","","","",""
"Very often","2012","Baden-Württemberg","in school","","","",""
"Very often","2012","Baden-Württemberg","inadequately","","","",""
"Very often","2012","Baden-Württemberg","general elemantary","","","",""
"Very often","2012","Baden-Württemberg","middle vocational","","","",""
"Very often","2012","Baden-Württemberg","vocational + Abi","","","",""
"Very often","2012","Baden-Württemberg","higher vocational","","","",""
"Very often","2012","Baden-Württemberg","higher education","","","",""
"Very often","2012","Bavaria","in school","","","",""
"Very often","2012","Bavaria","inadequately","","","",""
"Very often","2012","Bavaria","general elemantary","","","",""
"Very often","2012","Bavaria","middle vocational","","","",""
"Very often","2012","Bavaria","vocational + Abi","","","",""
"Very often","2012","Bavaria","higher vocational","","","",""
"Very often","2012","Bavaria","higher education","","","",""
"Very often","2012","Berlin","in school","","","",""
"Very often","2012","Berlin","inadequately","","","",""
"Very often","2012","Berlin","general elemantary","","","",""
"Very often","2012","Berlin","middle vocational","","","",""
"Very often","2012","Berlin","vocational + Abi","","","",""
"Very often","2012","Berlin","higher vocational","","","",""
"Very often","2012","Berlin","higher education","","","",""
"Very often","2012","Brandenburg","in school","","","",""
"Very often","2012","Brandenburg","inadequately","","","",""
"Very often","2012","Brandenburg","general elemantary","","","",""
"Very often","2012","Brandenburg","middle vocational","","","",""
"Very often","2012","Brandenburg","vocational + Abi","","","",""
"Very often","2012","Brandenburg","higher vocational","","","",""
"Very often","2012","Brandenburg","higher education","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","in school","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","inadequately","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","higher education","","","",""
"Very often","2012","Saxony","in school","","","",""
"Very often","2012","Saxony","inadequately","","","",""
"Very often","2012","Saxony","general elemantary","","","",""
"Very often","2012","Saxony","middle vocational","","","",""
"Very often","2012","Saxony","vocational + Abi","","","",""
"Very often","2012","Saxony","higher vocational","","","",""
"Very often","2012","Saxony","higher education","","","",""
"Very often","2012","Saxony-Anhalt","in school","","","",""
"Very often","2012","Saxony-Anhalt","inadequately","","","",""
"Very often","2012","Saxony-Anhalt","general elemantary","","","",""
"Very often","2012","Saxony-Anhalt","middle vocational","","","",""
"Very often","2012","Saxony-Anhalt","vocational + Abi","","","",""
"Very often","2012","Saxony-Anhalt","higher vocational","","","",""
"Very often","2012","Saxony-Anhalt","higher education","","","",""
"Very often","2012","Thuringia","in school","","","",""
"Very often","2012","Thuringia","inadequately","","","",""
"Very often","2012","Thuringia","general elemantary","","","",""
"Very often","2012","Thuringia","middle vocational","","","",""
"Very often","2012","Thuringia","vocational + Abi","","","",""
"Very often","2012","Thuringia","higher vocational","","","",""
"Very often","2012","Thuringia","higher education","","","",""
"Often","2012","Schleswig-Holstein","in school","","","",""
"Often","2012","Schleswig-Holstein","inadequately","","","",""
"Often","2012","Schleswig-Holstein","general elemantary","","","",""
"Often","2012","Schleswig-Holstein","middle vocational","","","",""
"Often","2012","Schleswig-Holstein","vocational + Abi","","","",""
"Often","2012","Schleswig-Holstein","higher vocational","","","",""
"Often","2012","Schleswig-Holstein","higher education","","","",""
"Often","2012","Hamburg","in school","","","",""
"Often","2012","Hamburg","inadequately","","","",""
"Often","2012","Hamburg","general elemantary","","","",""
"Often","2012","Hamburg","middle vocational","","","",""
"Often","2012","Hamburg","vocational + Abi","","","",""
"Often","2012","Hamburg","higher vocational","","","",""
"Often","2012","Hamburg","higher education","","","",""
"Often","2012","Lower Saxony","in school","","","",""
"Often","2012","Lower Saxony","inadequately","","","",""
"Often","2012","Lower Saxony","general elemantary","","","",""
"Often","2012","Lower Saxony","middle vocational","","","",""
"Often","2012","Lower Saxony","vocational + Abi","","","",""
"Often","2012","Lower Saxony","higher vocational","","","",""
"Often","2012","Lower Saxony","higher education","","","",""
"Often","2012","Bremen","in school","","","",""
"Often","2012","Bremen","inadequately","","","",""
"Often","2012","Bremen","general elemantary","","","",""
"Often","2012","Bremen","middle vocational","","","",""
"Often","2012","Bremen","vocational + Abi","","","",""
"Often","2012","Bremen","higher vocational","","","",""
"Often","2012","Bremen","higher education","","","",""
"Often","2012","North Rhine-Westphalia","in school","","","",""
"Often","2012","North Rhine-Westphalia","inadequately","","","",""
"Often","2012","North Rhine-Westphalia","general elemantary","","","",""
"Often","2012","North Rhine-Westphalia","middle vocational","","","",""
"Often","2012","North Rhine-Westphalia","vocational + Abi","","","",""
"Often","2012","North Rhine-Westphalia","higher vocational","","","",""
"Often","2012","North Rhine-Westphalia","higher education","","","",""
"Often","2012","Hesse","in school","","","",""
"Often","2012","Hesse","inadequately","","","",""
"Often","2012","Hesse","general elemantary","","","",""
"Often","2012","Hesse","middle vocational","","","",""
"Often","2012","Hesse","vocational + Abi","","","",""
"Often","2012","Hesse","higher vocational","","","",""
"Often","2012","Hesse","higher education","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","in school","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","higher education","","","",""
"Often","2012","Baden-Württemberg","in school","","","",""
"Often","2012","Baden-Württemberg","inadequately","","","",""
"Often","2012","Baden-Württemberg","general elemantary","","","",""
"Often","2012","Baden-Württemberg","middle vocational","","","",""
"Often","2012","Baden-Württemberg","vocational + Abi","","","",""
"Often","2012","Baden-Württemberg","higher vocational","","","",""
"Often","2012","Baden-Württemberg","higher education","","","",""
"Often","2012","Bavaria","in school","","","",""
"Often","2012","Bavaria","inadequately","","","",""
"Often","2012","Bavaria","general elemantary","","","",""
"Often","2012","Bavaria","middle vocational","","","",""
"Often","2012","Bavaria","vocational + Abi","","","",""
"Often","2012","Bavaria","higher vocational","","","",""
"Often","2012","Bavaria","higher education","","","",""
"Often","2012","Berlin","in school","","","",""
"Often","2012","Berlin","inadequately","","","",""
"Often","2012","Berlin","general elemantary","","","",""
"Often","2012","Berlin","middle vocational","","","",""
"Often","2012","Berlin","vocational + Abi","","","",""
"Often","2012","Berlin","higher vocational","","","",""
"Often","2012","Berlin","higher education","","","",""
"Often","2012","Brandenburg","in school","","","",""
"Often","2012","Brandenburg","inadequately","","","",""
"Often","2012","Brandenburg","general elemantary","","","",""
"Often","2012","Brandenburg","middle vocational","","","",""
"Often","2012","Brandenburg","vocational + Abi","","","",""
