"m11126","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Bad ","2010","middle vocational","Rural Area","178","0.0446310420176289","0.0386605597962602","0.0506015242389976"
"Bad ","2010","vocational + Abi","Urban Area","28","","",""
"Bad ","2010","vocational + Abi","Rural Area","12","","",""
"Bad ","2010","higher vocational","Urban Area","33","0.0401284206077513","0.0279153503664926","0.05234149084901"
"Bad ","2010","higher vocational","Rural Area","18","","",""
"Bad ","2010","higher education","Urban Area","72","0.0291459188198046","0.0238854044990355","0.0344064331405736"
"Bad ","2010","higher education","Rural Area","28","","",""
"Very good","2011","in school","Urban Area","232","0.395079431667513","0.356536456126672","0.433622407208354"
"Very good","2011","in school","Rural Area","111","0.38973539981428","0.331990075317724","0.447480724310837"
"Very good","2011","inadequately","Urban Area","26","","",""
"Very good","2011","inadequately","Rural Area","8","","",""
"Very good","2011","general elemantary","Urban Area","202","0.0819171272971224","0.0698529937759566","0.0939812608182882"
"Very good","2011","general elemantary","Rural Area","105","0.0766858114953013","0.0608454272045564","0.0925261957860463"
"Very good","2011","middle vocational","Urban Area","801","0.092381094907199","0.0861935841659009","0.0985686056484971"
"Very good","2011","middle vocational","Rural Area","473","0.0778765726040175","0.0708194063100171","0.0849337388980179"
"Very good","2011","vocational + Abi","Urban Area","197","0.133735256968434","0.116294143573278","0.15117637036359"
"Very good","2011","vocational + Abi","Rural Area","68","0.122221591989226","0.0947478266406677","0.149695357337785"
"Very good","2011","higher vocational","Urban Area","82","0.0665859569538858","0.0518999824919082","0.0812719314158633"
"Very good","2011","higher vocational","Rural Area","54","0.0555728473196506","0.0391660905798919","0.0719796040594093"
"Very good","2011","higher education","Urban Area","659","0.144418926448549","0.1341383088781","0.154699544018998"
"Very good","2011","higher education","Rural Area","182","0.0904982723860966","0.0769752893618034","0.10402125541039"
"Good","2011","in school","Urban Area","290","0.444490377309581","0.405313408723953","0.483667345895209"
"Good","2011","in school","Rural Area","131","0.48471658306614","0.425541369821489","0.543891796310791"
"Good","2011","inadequately","Urban Area","86","0.267919312641696","0.216502263777082","0.31933636150631"
"Good","2011","inadequately","Rural Area","40","0.263342247066646","0.186437000491936","0.340247493641356"
"Good","2011","general elemantary","Urban Area","665","0.302681994345105","0.28247151711728","0.322892471572931"
"Good","2011","general elemantary","Rural Area","361","0.279515702479781","0.252801093907493","0.306230311052069"
"Good","2011","middle vocational","Urban Area","3229","0.358510120089273","0.348262612207808","0.368757627970737"
"Good","2011","middle vocational","Rural Area","2177","0.358729604180272","0.346098636809985","0.371360571550559"
"Good","2011","vocational + Abi","Urban Area","678","0.43230035649448","0.406915305770224","0.457685407218736"
"Good","2011","vocational + Abi","Rural Area","263","0.473539367796675","0.431658780313326","0.515419955280023"
"Good","2011","higher vocational","Urban Area","431","0.36590935262032","0.337534297788242","0.394284407452399"
"Good","2011","higher vocational","Rural Area","327","0.423838745492926","0.388448829254546","0.459228661731305"
"Good","2011","higher education","Urban Area","2110","0.457173615836509","0.442604016224882","0.471743215448136"
"Good","2011","higher education","Rural Area","756","0.399275898756706","0.376191175606879","0.422360621906532"
"Satisfactory","2011","in school","Urban Area","75","0.118345364878411","0.0928783098033397","0.143812419953483"
"Satisfactory","2011","in school","Rural Area","24","","",""
"Satisfactory","2011","inadequately","Urban Area","84","0.323044842126692","0.268752694983428","0.377336989269956"
"Satisfactory","2011","inadequately","Rural Area","44","0.415141801235257","0.329104586559035","0.50117901591148"
"Satisfactory","2011","general elemantary","Urban Area","614","0.30485664804297","0.284605350368643","0.325107945717297"
"Satisfactory","2011","general elemantary","Rural Area","393","0.417157537992855","0.387804092235184","0.446510983750527"
"Satisfactory","2011","middle vocational","Urban Area","2766","0.337676580935816","0.327571072400265","0.347782089471368"
"Satisfactory","2011","middle vocational","Rural Area","1855","0.363682908097819","0.351014249041016","0.376351567154622"
"Satisfactory","2011","vocational + Abi","Urban Area","392","0.291960381452057","0.268662487244122","0.315258275659993"
"Satisfactory","2011","vocational + Abi","Rural Area","153","0.27651956232027","0.239002562915327","0.314036561725214"
"Satisfactory","2011","higher vocational","Urban Area","400","0.385927004549339","0.35724979667122","0.414604212427458"
"Satisfactory","2011","higher vocational","Rural Area","251","0.342679620927265","0.308690504916698","0.376668736937832"
"Satisfactory","2011","higher education","Urban Area","1189","0.259455912476731","0.246636036938441","0.272275788015022"
"Satisfactory","2011","higher education","Rural Area","545","0.34700987131177","0.324572353171908","0.369447389451633"
"Poor","2011","in school","Urban Area","20","","",""
"Poor","2011","in school","Rural Area","4","","",""
"Poor","2011","inadequately","Urban Area","72","0.284603513718544","0.232217036943291","0.336989990493797"
"Poor","2011","inadequately","Rural Area","28","","",""
"Poor","2011","general elemantary","Urban Area","366","0.227154069031472","0.20872198005445","0.245586158008495"
"Poor","2011","general elemantary","Rural Area","172","0.176031891198674","0.153360178534447","0.198703603862902"
"Poor","2011","middle vocational","Urban Area","1272","0.165727528853837","0.157781979483723","0.17367307822395"
"Poor","2011","middle vocational","Rural Area","804","0.154337453509","0.144823377386684","0.163851529631316"
"Poor","2011","vocational + Abi","Urban Area","158","0.115020242283378","0.0986716736239004","0.131368810942856"
"Poor","2011","vocational + Abi","Rural Area","47","0.0838295356162476","0.0605840596404511","0.107075011592044"
"Poor","2011","higher vocational","Urban Area","155","0.135926664681003","0.115738264146413","0.156115065215594"
"Poor","2011","higher vocational","Rural Area","95","0.153326225420989","0.127523031975721","0.179129418866257"
"Poor","2011","higher education","Urban Area","439","0.114569745475857","0.105254619848267","0.123884871103447"
"Poor","2011","higher education","Rural Area","206","0.13211078738225","0.116150089387068","0.148071485377432"
"Bad ","2011","in school","Urban Area","1","","",""
"Bad ","2011","in school","Rural Area","4","","",""
"Bad ","2011","inadequately","Urban Area","17","","",""
"Bad ","2011","inadequately","Rural Area","6","","",""
"Bad ","2011","general elemantary","Urban Area","138","0.0833901612833299","0.0712278112116251","0.0955525113550346"
"Bad ","2011","general elemantary","Rural Area","53","0.0506090568333878","0.0375602706764622","0.0636578429903133"
"Bad ","2011","middle vocational","Urban Area","345","0.0457046752138757","0.0412420094798749","0.0501673409478766"
"Bad ","2011","middle vocational","Rural Area","230","0.0453734616088915","0.0398925838384558","0.0508543393793273"
"Bad ","2011","vocational + Abi","Urban Area","38","0.0269837628016501","0.0186807209490262","0.0352868046542741"
"Bad ","2011","vocational + Abi","Rural Area","15","","",""
"Bad ","2011","higher vocational","Urban Area","39","0.0456510211954518","0.0333553246703383","0.0579467177205652"
"Bad ","2011","higher vocational","Rural Area","22","","",""
"Bad ","2011","higher education","Urban Area","94","0.0243817997623536","0.0198710431920684","0.0288925563326388"
"Bad ","2011","higher education","Rural Area","40","0.0311051701631774","0.0229223085908646","0.0392880317354902"
"Very good","2012","in school","Urban Area","235","0.380172298679005","0.342084881623184","0.418259715734826"
"Very good","2012","in school","Rural Area","114","0.374682465153366","0.318682322840432","0.430682607466299"
"Very good","2012","inadequately","Urban Area","25","","",""
"Very good","2012","inadequately","Rural Area","14","","",""
"Very good","2012","general elemantary","Urban Area","211","0.0777704541762809","0.0658378718371358","0.089703036515426"
"Very good","2012","general elemantary","Rural Area","112","0.100150028289885","0.082128978751931","0.11817107782784"
"Very good","2012","middle vocational","Urban Area","699","0.0866125015948302","0.080484230389105","0.0927407728005554"
"Very good","2012","middle vocational","Rural Area","447","0.0810603396806225","0.0738453962558702","0.0882752831053748"
"Very good","2012","vocational + Abi","Urban Area","161","0.108622919145835","0.0924214412546469","0.124824397037023"
"Very good","2012","vocational + Abi","Rural Area","55","0.128189395153941","0.100326730475917","0.156052059831964"
"Very good","2012","higher vocational","Urban Area","78","0.062674837312136","0.0481791872585249","0.077170487365747"
"Very good","2012","higher vocational","Rural Area","61","0.0650245400917852","0.0471989805095494","0.0828500996740209"
"Very good","2012","higher education","Urban Area","582","0.143772046694649","0.133421486501538","0.154122606887761"
"Very good","2012","higher education","Rural Area","180","0.0927630776192846","0.0791518183007305","0.106374336937839"
"Good","2012","in school","Urban Area","285","0.445633821822895","0.406635741309258","0.484631902336532"
"Good","2012","in school","Rural Area","122","0.427933165339289","0.370690677447444","0.485175653231134"
"Good","2012","inadequately","Urban Area","75","0.241773305008811","0.190223282054382","0.293323327963239"
"Good","2012","inadequately","Rural Area","26","","",""
"Good","2012","general elemantary","Urban Area","631","0.31303054455535","0.292368671997843","0.333692417112856"
"Good","2012","general elemantary","Rural Area","366","0.305841886397929","0.278182205043061","0.333501567752797"
"Good","2012","middle vocational","Urban Area","3137","0.356906518207024","0.346468105886601","0.367344930527447"
"Good","2012","middle vocational","Rural Area","2211","0.371510240245353","0.358736451776868","0.384284028713838"
"Good","2012","vocational + Abi","Urban Area","691","0.439265171303701","0.413424409252857","0.465105933354544"
"Good","2012","vocational + Abi","Rural Area","278","0.475532749667169","0.433909601159298","0.51715589817504"
"Good","2012","higher vocational","Urban Area","445","0.397493591113488","0.368225671658778","0.426761510568198"
"Good","2012","higher vocational","Rural Area","311","0.380351406698549","0.345254433105095","0.415448380292003"
"Good","2012","higher education","Urban Area","2136","0.466828948123081","0.45211110746044","0.481546788785721"
"Good","2012","higher education","Rural Area","796","0.431524039263203","0.408285494694188","0.454762583832218"
"Satisfactory","2012","in school","Urban Area","77","0.133340339452764","0.106668014991625","0.160012663913903"
"Satisfactory","2012","in school","Rural Area","36","0.131439964931875","0.0923495049271056","0.170530424936645"
"Satisfactory","2012","inadequately","Urban Area","88","0.35955503678749","0.30177886668157","0.41733120689341"
"Satisfactory","2012","inadequately","Rural Area","42","0.34167584059805","0.257860682661184","0.425490998534916"
"Satisfactory","2012","general elemantary","Urban Area","628","0.352554087871252","0.33126670701514","0.373841468727365"
"Satisfactory","2012","general elemantary","Rural Area","366","0.35499482229839","0.32626968596944","0.38371995862734"
"Satisfactory","2012","middle vocational","Urban Area","2776","0.358309759664751","0.347862264235418","0.368757255094083"
"Satisfactory","2012","middle vocational","Rural Area","1883","0.356257518945593","0.343597821493495","0.36891721639769"
"Satisfactory","2012","vocational + Abi","Urban Area","384","0.309355315133409","0.285288462764653","0.333422167502164"
