"m11104","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","2001","Saxony-Anhalt","no migration background","577","0.648032535113527","0.61777442580318","0.678290644423873","1"
"Almost never or never","2001","Saxony-Anhalt","indirect migration background","3","","","","1"
"Almost never or never","2001","Thuringia","indirect migration background","","","","","1"
"Almost never or never","2001","Thuringia","direct migration background","16","","","","1"
"Almost never or never","2001","Thuringia","no migration background","552","0.629359511825078","0.598517090230509","0.660201933419647","1"
"At lease once a week","2001","Hamburg","direct migration background","3","","","","4"
"At lease once a week","2001","Schleswig-Holstein","direct migration background","12","","","","4"
"At lease once a week","2001","Hamburg","indirect migration background","3","","","","4"
"At lease once a week","2001","Bremen","no migration background","45","0.319413799977506","0.237349238032706","0.401478361922306","4"
"At lease once a week","2001","Schleswig-Holstein","no migration background","140","0.242485330397573","0.207423837533397","0.277546823261748","4"
"At lease once a week","2001","Schleswig-Holstein","indirect migration background","1","","","","4"
"At lease once a week","2001","Hamburg","no migration background","87","0.3605500015216","0.299028601710104","0.422071401333096","4"
"At lease once a week","2001","Lower Saxony","no migration background","479","0.311881441792799","0.288885487572034","0.334877396013564","4"
"At lease once a week","2001","Lower Saxony","indirect migration background","24","","","","4"
"At lease once a week","2001","Lower Saxony","direct migration background","44","0.213185242142129","0.160255596048454","0.266114888235804","4"
"At lease once a week","2001","Bremen","direct migration background","4","","","","4"
"At lease once a week","2001","Bremen","indirect migration background","1","","","","4"
"At lease once a week","2001","North Rhine-Westphalia","direct migration background","114","0.156012986902088","0.130789055046553","0.181236918757623","4"
"At lease once a week","2001","North Rhine-Westphalia","indirect migration background","87","0.441546747627055","0.377090885022902","0.506002610231209","4"
"At lease once a week","2001","North Rhine-Westphalia","no migration background","1178","0.314585360391468","0.299421066976088","0.329749653806848","4"
"At lease once a week","2001","Hesse","no migration background","371","0.319613079766379","0.292105409845249","0.347120749687508","4"
"At lease once a week","2001","Hesse","direct migration background","48","0.17966314593046","0.136436415454395","0.222889876406525","4"
"At lease once a week","2001","Hesse","indirect migration background","25","","","","4"
"At lease once a week","2001","Rhineland-Palatinate,Saarland","no migration background","308","0.264225279952009","0.238109641601548","0.29034091830247","4"
"At lease once a week","2001","Rhineland-Palatinate,Saarland","direct migration background","39","0.191541758553861","0.139542484322906","0.243541032784816","4"
"At lease once a week","2001","Rhineland-Palatinate,Saarland","indirect migration background","15","","","","4"
"At lease once a week","2001","Baden-Württemberg","no migration background","580","0.324567776217747","0.302605893930715","0.346529658504778","4"
"At lease once a week","2001","Baden-Württemberg","direct migration background","105","0.185288237131585","0.155691419645431","0.21488505461774","4"
"At lease once a week","2001","Baden-Württemberg","indirect migration background","74","0.376707263434316","0.309042431422689","0.444372095445943","4"
"At lease once a week","2001","Bavaria","no migration background","729","0.278262197244532","0.260702328313201","0.295822066175864","4"
"At lease once a week","2001","Bavaria","direct migration background","84","0.23983941472012","0.19875879426846","0.280920035171781","4"
"At lease once a week","2001","Bavaria","indirect migration background","36","0.329857467077802","0.242392657910617","0.417322276244987","4"
"At lease once a week","2001","Berlin","no migration background","219","0.298591733978823","0.264543649326307","0.332639818631339","4"
"At lease once a week","2001","Brandenburg","direct migration background","4","","","","4"
"At lease once a week","2001","Berlin","direct migration background","14","","","","4"
"At lease once a week","2001","Berlin","indirect migration background","12","","","","4"
"At lease once a week","2001","Brandenburg","no migration background","184","0.191142686289692","0.165912406296311","0.216372966283072","4"
"At lease once a week","2001","Mecklenburg-Western Pomerania","no migration background","112","0.210516751797462","0.174639262578594","0.24639424101633","4"
"At lease once a week","2001","Mecklenburg-Western Pomerania","direct migration background","1","","","","4"
"At lease once a week","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"At lease once a week","2001","Saxony","no migration background","344","0.217993528886048","0.197787876212355","0.238199181559742","4"
"At lease once a week","2001","Saxony","direct migration background","2","","","","4"
"At lease once a week","2001","Saxony","indirect migration background","2","","","","4"
"At lease once a week","2001","Saxony-Anhalt","no migration background","186","0.167620864972432","0.143955306724496","0.191286423220368","4"
"At lease once a week","2001","Saxony-Anhalt","direct migration background","3","","","","4"
"At lease once a week","2001","Saxony-Anhalt","indirect migration background","2","","","","4"
"At lease once a week","2001","Thuringia","no migration background","166","0.160325554774569","0.136895166619313","0.183755942929826","4"
"At lease once a week","2001","Thuringia","direct migration background","1","","","","4"
"At lease once a week","2001","Thuringia","indirect migration background","","","","","4"
"At lease once a week","2001","Brandenburg","indirect migration background","1","","","","4"
"At least once a month","2001","Schleswig-Holstein","indirect migration background","","","","","3"
"At least once a month","2001","Schleswig-Holstein","no migration background","58","0.0904231117636076","0.0669618385298225","0.113884384997393","3"
