"plh0204_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","2013","direct migration background","(2c_voc) vocational maturity certificate","56","0.074402199356499","0.0550720368105775","0.0937323619024206"
"1","2013","direct migration background","(3a) lower tertiary education","4","","",""
"1","2013","direct migration background","(3b) higher tertiary education","60","0.0492027875015202","0.0359551963486326","0.0624503786544079"
"1","2013","indirect migration background","(0) in school","2","","",""
"1","2013","indirect migration background","(1a) inadequately completed","3","","",""
"1","2013","indirect migration background","(1b) general elementary school","9","","",""
"1","2013","indirect migration background","(1c) basic vocational qualification","13","","",""
"1","2013","indirect migration background","(2b) intermediate general qualification","7","","",""
"1","2013","indirect migration background","(2a) intermediate vocational","12","","",""
"1","2013","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"1","2013","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"1","2013","indirect migration background","(3a) lower tertiary education","4","","",""
"1","2013","indirect migration background","(3b) higher tertiary education","3","","",""
"2","2013","no migration background","(0) in school","13","","",""
"2","2013","no migration background","(1a) inadequately completed","13","","",""
"2","2013","no migration background","(1b) general elementary school","135","0.128316983251715","0.108240351585016","0.148393614918415"
"2","2013","no migration background","(1c) basic vocational qualification","564","0.125414109076345","0.115580142153752","0.135248075998938"
"2","2013","no migration background","(2b) intermediate general qualification","39","0.0839929753531111","0.0567422893223759","0.111243661383846"
"2","2013","no migration background","(2a) intermediate vocational","555","0.117403633990987","0.107919159105128","0.126888108876846"
"2","2013","no migration background","(2c_gen) general maturity certificate","53","0.0721399134044046","0.0512104499308485","0.0930693768779607"
"2","2013","no migration background","(2c_voc) vocational maturity certificate","156","0.142910965355091","0.123423373120465","0.162398557589716"
"2","2013","no migration background","(3a) lower tertiary education","194","0.115576371907308","0.0999834851584975","0.131169258656119"
"2","2013","no migration background","(3b) higher tertiary education","306","0.120015367081438","0.10723029516082","0.132800439002056"
"2","2013","direct migration background","(0) in school","7","","",""
"2","2013","direct migration background","(1a) inadequately completed","49","0.135324292583338","0.0996905882896444","0.170957996877031"
"2","2013","direct migration background","(1b) general elementary school","149","0.136145030101279","0.115026451588948","0.15726360861361"
"2","2013","direct migration background","(1c) basic vocational qualification","130","0.116749514227711","0.0967664659070955","0.136732562548326"
"2","2013","direct migration background","(2b) intermediate general qualification","11","","",""
"2","2013","direct migration background","(2a) intermediate vocational","24","","",""
"2","2013","direct migration background","(2c_gen) general maturity certificate","61","0.101277294545525","0.0761093670128215","0.126445222078228"
"2","2013","direct migration background","(2c_voc) vocational maturity certificate","92","0.160845258302181","0.133783462052808","0.187907054551554"
"2","2013","direct migration background","(3a) lower tertiary education","6","","",""
"2","2013","direct migration background","(3b) higher tertiary education","137","0.124539581309095","0.104315440929319","0.144763721688871"
"2","2013","indirect migration background","(0) in school","3","","",""
"2","2013","indirect migration background","(1a) inadequately completed","3","","",""
"2","2013","indirect migration background","(1b) general elementary school","14","","",""
"2","2013","indirect migration background","(1c) basic vocational qualification","24","","",""
"2","2013","indirect migration background","(2b) intermediate general qualification","10","","",""
"2","2013","indirect migration background","(2a) intermediate vocational","21","","",""
"2","2013","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"2","2013","indirect migration background","(2c_voc) vocational maturity certificate","10","","",""
"2","2013","indirect migration background","(3a) lower tertiary education","3","","",""
"2","2013","indirect migration background","(3b) higher tertiary education","15","","",""
"3","2013","no migration background","(0) in school","14","","",""
"3","2013","no migration background","(1a) inadequately completed","12","","",""
"3","2013","no migration background","(1b) general elementary school","134","0.108932500206254","0.0902298338504051","0.127635166562102"
"3","2013","no migration background","(1c) basic vocational qualification","572","0.134389378415579","0.124261975884779","0.144516780946379"
"3","2013","no migration background","(2b) intermediate general qualification","57","0.151166488284684","0.115974356473541","0.186358620095827"
"3","2013","no migration background","(2a) intermediate vocational","636","0.135502989920923","0.125418646191538","0.145587333650308"
"3","2013","no migration background","(2c_gen) general maturity certificate","87","0.12499746672254","0.0982437390968337","0.151751194348247"
"3","2013","no migration background","(2c_voc) vocational maturity certificate","223","0.194856829292866","0.172801842079295","0.216911816506437"
"3","2013","no migration background","(3a) lower tertiary education","259","0.187207804424233","0.16818329068866","0.206232318159806"
"3","2013","no migration background","(3b) higher tertiary education","391","0.160819124108988","0.146366595500335","0.17527165271764"
"3","2013","direct migration background","(0) in school","9","","",""
"3","2013","direct migration background","(1a) inadequately completed","31","0.0646836540790051","0.0390610659773378","0.0903062421806724"
