"pli0098_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2015","Bavaria","Couple + C. GT 16 ","178","0.345542014782915","0.305321070333559","0.38576295923227","4"
"Rarely","2015","Bavaria","Couple + C. LE and GT 16","118","0.29263845345915","0.247599169488229","0.337677737430072","4"
"Rarely","2015","Berlin","1-pers.-HH","31","0.126004935779778","0.0831172668515984","0.168892604707957","4"
"Rarely","2015","Berlin","(Married) couple without C. ","65","0.145473231418274","0.106224861601999","0.184721601234548","4"
"Rarely","2015","Berlin","Single parent ","13","","","","4"
"Rarely","2015","Berlin","Couple + C. LE 16 ","35","0.127689427958439","0.0836881801244476","0.17169067579243","4"
"Rarely","2015","Berlin","Couple + C. GT 16 ","10","","","","4"
"Rarely","2015","Berlin","Couple + C. LE and GT 16","6","","","","4"
"Rarely","2015","Brandenburg","1-pers.-HH","13","","","","4"
"Rarely","2015","Brandenburg","(Married) couple without C. ","51","0.167536188737571","0.131164993206525","0.203907384268617","4"
"Rarely","2015","Brandenburg","Single parent ","17","","","","4"
"Rarely","2015","Brandenburg","Couple + C. LE 16 ","43","0.196179205734723","0.141417305378112","0.250941106091334","4"
"Rarely","2015","Brandenburg","Couple + C. GT 16 ","8","","","","4"
"Rarely","2015","Brandenburg","Couple + C. LE and GT 16","13","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","1-pers.-HH","12","","","","4"
"Rarely","2015","Schleswig-Holstein","1-pers.-HH","25","","","","4"
"Rarely","2015","Schleswig-Holstein","(Married) couple without C. ","56","0.222601030434002","0.170827495754659","0.274374565113344","4"
"Rarely","2015","Schleswig-Holstein","Single parent ","21","","","","4"
"Rarely","2015","Schleswig-Holstein","Couple + C. LE 16 ","51","0.240912336369738","0.187689534108397","0.294135138631079","4"
"Rarely","2015","Schleswig-Holstein","Couple + C. GT 16 ","23","","","","4"
"Rarely","2015","Schleswig-Holstein","Couple + C. LE and GT 16","20","","","","4"
"Rarely","2015","Hamburg","1-pers.-HH","14","","","","4"
"Rarely","2015","Hamburg","(Married) couple without C. ","32","0.240989146853399","0.170144537765334","0.311833755941464","4"
"Rarely","2015","Hamburg","Single parent ","6","","","","4"
"Rarely","2015","Hamburg","Couple + C. LE 16 ","24","","","","4"
"Rarely","2015","Hamburg","Couple + C. GT 16 ","16","","","","4"
"Rarely","2015","Hamburg","Couple + C. LE and GT 16","11","","","","4"
"Rarely","2015","Lower Saxony","1-pers.-HH","88","0.276826129528073","0.226694446960561","0.326957812095585","4"
"Rarely","2015","Lower Saxony","(Married) couple without C. ","252","0.2939341013554","0.261943163826044","0.325925038884755","4"
"Rarely","2015","Lower Saxony","Single parent ","64","0.252923228007178","0.200388414903024","0.305458041111333","4"
"Rarely","2015","Lower Saxony","Couple + C. LE 16 ","242","0.338810232634809","0.302728392141401","0.374892073128218","4"
"Rarely","2015","Lower Saxony","Couple + C. GT 16 ","100","0.440592756867489","0.380478128774681","0.500707384960298","4"
"Rarely","2015","Lower Saxony","Couple + C. LE and GT 16","98","0.409063436729515","0.348953358694135","0.469173514764895","4"
"Rarely","2015","Bremen","1-pers.-HH","5","","","","4"
"Rarely","2015","Bremen","(Married) couple without C. ","7","","","","4"
"Rarely","2015","Bremen","Single parent ","7","","","","4"
"Rarely","2015","Bremen","Couple + C. LE 16 ","5","","","","4"
"Rarely","2015","Bremen","Couple + C. GT 16 ","6","","","","4"
"Rarely","2015","Bremen","Couple + C. LE and GT 16","5","","","","4"
"Rarely","2015","North Rhine-Westphalia","1-pers.-HH","153","0.223981717244038","0.192623203886193","0.255340230601882","4"
"Rarely","2015","North Rhine-Westphalia","(Married) couple without C. ","410","0.281977490254349","0.259037822470126","0.304917158038572","4"
"Rarely","2015","North Rhine-Westphalia","Single parent ","118","0.18546638203024","0.152027517728496","0.218905246331984","4"
"Rarely","2015","North Rhine-Westphalia","Couple + C. LE 16 ","414","0.279255291110031","0.256544162780404","0.301966419439657","4"
"Rarely","2015","North Rhine-Westphalia","Couple + C. GT 16 ","226","0.289445780745154","0.256704431677874","0.322187129812433","4"
"Rarely","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","133","0.233137813292874","0.1961497788292","0.270125847756548","4"
"Daily","2016","Hesse","1-pers.-HH","","","","","1"
"Daily","2016","Hesse","(Married) couple without C. ","","","","","1"
"Daily","2016","Hesse","Single parent ","","","","","1"
"Daily","2016","Hesse","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Hesse","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Hesse","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Baden-Württemberg","1-pers.-HH","","","","","1"
"Daily","2016","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Daily","2016","Baden-Württemberg","Single parent ","","","","","1"
"Daily","2016","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Bavaria","1-pers.-HH","","","","","1"
"Daily","2016","Bavaria","(Married) couple without C. ","","","","","1"
"Daily","2016","Bavaria","Single parent ","","","","","1"
"Daily","2016","Bavaria","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Bavaria","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Berlin","1-pers.-HH","","","","","1"
"Daily","2016","Berlin","(Married) couple without C. ","","","","","1"
"Daily","2016","Berlin","Single parent ","","","","","1"
"Daily","2016","Berlin","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Berlin","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Berlin","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Brandenburg","1-pers.-HH","","","","","1"
"Daily","2016","Brandenburg","(Married) couple without C. ","","","","","1"
"Daily","2016","Brandenburg","Single parent ","","","","","1"
"Daily","2016","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Saxony","1-pers.-HH","","","","","1"
"Daily","2016","Saxony","(Married) couple without C. ","","","","","1"
"Daily","2016","Saxony","Single parent ","","","","","1"
"Daily","2016","Saxony","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Saxony","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Saxony","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Daily","2016","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Daily","2016","Saxony-Anhalt","Single parent ","","","","","1"
"Daily","2016","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Thuringia","1-pers.-HH","","","","","1"
"Daily","2016","Thuringia","(Married) couple without C. ","","","","","1"
"Daily","2016","Thuringia","Single parent ","","","","","1"
"Daily","2016","Thuringia","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Thuringia","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Hamburg","1-pers.-HH","","","","","1"
"Daily","2016","Hamburg","(Married) couple without C. ","","","","","1"
"Daily","2016","Hamburg","Single parent ","","","","","1"
"Daily","2016","Hamburg","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Hamburg","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Lower Saxony","1-pers.-HH","","","","","1"
"Daily","2016","Lower Saxony","(Married) couple without C. ","","","","","1"
"Daily","2016","Lower Saxony","Single parent ","","","","","1"
"Daily","2016","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Bremen","1-pers.-HH","","","","","1"
"Daily","2016","Bremen","(Married) couple without C. ","","","","","1"
"Daily","2016","North Rhine-Westphalia","Single parent ","","","","","1"
"Daily","2016","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Daily","2016","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Daily","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Bremen","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Daily","2016","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Daily","2016","Schleswig-Holstein","Single parent ","","","","","1"
"Daily","2016","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Bremen","Single parent ","","","","","1"
"Daily","2016","Bremen","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Bremen","Couple + C. GT 16 ","","","","","1"
"Daily","2016","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Daily","2016","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Min 1x per month","2016","Saxony","Single parent ","","","","","3"
"Min 1x per month","2016","Saxony","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Saxony","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Saxony","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Saxony","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Hesse","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Hesse","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Hesse","Single parent ","","","","","3"
"Min 1x per month","2016","Hesse","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Hesse","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Hesse","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Single parent ","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Single parent ","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Bavaria","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Bavaria","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Bavaria","Single parent ","","","","","3"
"Min 1x per month","2016","Bavaria","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Bavaria","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Bavaria","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Berlin","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Berlin","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Berlin","Single parent ","","","","","3"
"Min 1x per month","2016","Berlin","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Berlin","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Berlin","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Brandenburg","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Brandenburg","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Brandenburg","Single parent ","","","","","3"
"Min 1x per month","2016","Brandenburg","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Brandenburg","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Brandenburg","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Saxony","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Single parent ","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Hamburg","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Hamburg","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Hamburg","Single parent ","","","","","3"
"Min 1x per month","2016","Hamburg","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Hamburg","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Hamburg","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Lower Saxony","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Bremen","Single parent ","","","","","3"
