"m11125","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","middle vocational","29","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher vocational","4","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher education","5","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","in school","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","inadequately","6","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","general elemantary","13","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","middle vocational","32","0.0202953516055813","0.0122736111599955","0.0283170920511671","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher education","6","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","in school","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","inadequately","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","general elemantary","6","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","middle vocational","10","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","middle vocational","11","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","higher education","2","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","in school","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher vocational","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher education","6","","","","2"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher vocational","4","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher education","20","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher vocational","3","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","in school","","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","inadequately","2","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","vocational + Abi","4","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","general elemantary","11","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher education","7","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE and GT 16","middle vocational","23","","","","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","in school","1","","","","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","inadequately","1","","","","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","general elemantary","32","0.0811018060430029","0.0542482503258416","0.107955361760164","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","middle vocational","64","0.084890803032693","0.06609821828138","0.103683387784006","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","higher vocational","7","","","","3"
"3 on Scale 1 to 10","1998","1-pers.-HH","higher education","10","","","","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","in school","2","","","","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","inadequately","9","","","","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","general elemantary","48","0.0825381593117276","0.0617478019873741","0.103328516636081","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","middle vocational","135","0.0640352819577471","0.0537702153344763","0.0743003485810179","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","vocational + Abi","5","","","","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","higher vocational","11","","","","3"
"3 on Scale 1 to 10","1998","(Married) couple without C. ","higher education","34","0.0477363615600449","0.0310478509789906","0.0644248721410992","3"
"3 on Scale 1 to 10","1998","Single parent ","in school","","","","","3"
"3 on Scale 1 to 10","1998","Single parent ","inadequately","1","","","","3"
"3 on Scale 1 to 10","1998","Single parent ","general elemantary","7","","","","3"
"3 on Scale 1 to 10","1998","Single parent ","middle vocational","16","","","","3"
"3 on Scale 1 to 10","1998","Single parent ","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1998","Single parent ","higher vocational","1","","","","3"
"3 on Scale 1 to 10","1998","Single parent ","higher education","3","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","in school","","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","inadequately","2","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","general elemantary","6","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","middle vocational","60","0.0343256215692645","0.025524829833046","0.043126413305483","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","vocational + Abi","6","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher vocational","11","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher education","16","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","in school","1","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","inadequately","14","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","general elemantary","22","","","","3"
"3 on Scale 1 to 10","1998","Couple + C. GT 16 ","middle vocational","56","0.0483601953006624","0.0361561712687582","0.0605642193325667","3"
"4 on Scale 1 to 10","1998","1-pers.-HH","general elemantary","33","0.0806724014601436","0.053883772979342","0.107461029940945","4"
"4 on Scale 1 to 10","1998","1-pers.-HH","in school","","","","","4"
"4 on Scale 1 to 10","1998","1-pers.-HH","inadequately","1","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","general elemantary","18","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","middle vocational","62","0.0398698458010857","0.0304121679444219","0.0493275236577496","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","vocational + Abi","9","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher vocational","15","","","","4"
"4 on Scale 1 to 10","1998","1-pers.-HH","middle vocational","56","0.0709500478004405","0.053639308522172","0.0882607870787091","4"
"4 on Scale 1 to 10","1998","1-pers.-HH","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1998","1-pers.-HH","higher vocational","7","","","","4"
"4 on Scale 1 to 10","1998","1-pers.-HH","higher education","8","","","","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","in school","","","","","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","inadequately","5","","","","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","general elemantary","59","0.0952151693131738","0.0730400336066937","0.117390305019654","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","middle vocational","156","0.072673688135379","0.0617887174918919","0.0835586587788661","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","vocational + Abi","4","","","","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","higher vocational","16","","","","4"
"4 on Scale 1 to 10","1998","(Married) couple without C. ","higher education","38","0.0596469809953763","0.0411093592750245","0.0781846027157281","4"
"4 on Scale 1 to 10","1998","Single parent ","in school","","","","","4"
"4 on Scale 1 to 10","1998","Single parent ","inadequately","1","","","","4"
"4 on Scale 1 to 10","1998","Single parent ","general elemantary","12","","","","4"
"4 on Scale 1 to 10","1998","Single parent ","middle vocational","25","","","","4"
"4 on Scale 1 to 10","1998","Single parent ","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1998","Single parent ","higher vocational","1","","","","4"
"4 on Scale 1 to 10","1998","Single parent ","higher education","3","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","in school","","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","inadequately","1","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher education","20","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","in school","7","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","inadequately","13","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","general elemantary","34","0.0711068360232087","0.0491853651670933","0.0930283068793241","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher vocational","6","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher education","14","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","in school","3","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","inadequately","4","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","general elemantary","5","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","middle vocational","23","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher vocational","5","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher education","8","","","","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","middle vocational","58","0.0463753804547294","0.0344119645363734","0.0583387963730854","4"
"4 on Scale 1 to 10","1998","Couple + C. GT 16 ","vocational + Abi","2","","","","4"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher education","37","0.135426309574048","0.0968343217362619","0.174018297411835","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","in school","8","","","","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","in school","","","","","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","inadequately","9","","","","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","general elemantary","81","0.207493912633481","0.167604575347833","0.247383249919129","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","middle vocational","137","0.164546452143479","0.139547307363222","0.189545596923737","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","vocational + Abi","12","","","","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","higher vocational","10","","","","5"
"5 on Scale 1 to 10","1998","1-pers.-HH","higher education","25","","","","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","in school","","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","inadequately","23","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","general elemantary","78","0.136881822385844","0.107563497667746","0.166200147103943","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","inadequately","16","","","","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","general elemantary","126","0.189147942694744","0.15956017628511","0.218735709104378","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","middle vocational","396","0.182001794359339","0.165823364115003","0.198180224603674","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","vocational + Abi","11","","","","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","higher vocational","44","0.158832126511633","0.114823717527641","0.202840535495625","5"
"5 on Scale 1 to 10","1998","(Married) couple without C. ","higher education","80","0.124606746177993","0.0987551897150883","0.150458302640897","5"
"5 on Scale 1 to 10","1998","Single parent ","in school","2","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","general elemantary","49","0.135024388497101","0.100527060598851","0.169521716395351","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","middle vocational","186","0.112802082443846","0.0975100222124164","0.128094142675276","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","vocational + Abi","14","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher vocational","29","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher education","45","0.108857466361683","0.0814197356801776","0.136295197043188","5"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","in school","10","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","middle vocational","170","0.15381813622089","0.133294308505293","0.174341963936486","5"
"5 on Scale 1 to 10","1998","Single parent ","higher education","7","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","in school","","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE 16 ","inadequately","5","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","vocational + Abi","9","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher vocational","19","","","","5"
"5 on Scale 1 to 10","1998","Single parent ","middle vocational","49","0.139808934145006","0.103477796684436","0.176140071605575","5"
"5 on Scale 1 to 10","1998","Single parent ","vocational + Abi","1","","","","5"
"5 on Scale 1 to 10","1998","Single parent ","higher vocational","3","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","inadequately","9","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","general elemantary","28","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","middle vocational","58","0.114886170432551","0.0863588544816931","0.143413486383409","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher education","16","","","","5"
"5 on Scale 1 to 10","1998","Single parent ","inadequately","7","","","","5"
"5 on Scale 1 to 10","1998","Single parent ","general elemantary","29","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","vocational + Abi","4","","","","5"
"5 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher vocational","6","","","","5"
"6 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher education","31","0.097049839654267","0.0636631069348472","0.130436572373687","6"
"6 on Scale 1 to 10","1998","Couple + C. LE and GT 16","in school","3","","","","6"
"6 on Scale 1 to 10","1998","Couple + C. LE and GT 16","general elemantary","17","","","","6"
"6 on Scale 1 to 10","1998","Couple + C. LE and GT 16","inadequately","9","","","","6"
"6 on Scale 1 to 10","1998","Couple + C. LE and GT 16","vocational + Abi","5","","","","6"
"6 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher vocational","9","","","","6"
