"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"4 on Scale 1 to 10","2005","direct migration background","vocational + Abi","10","","",""
"4 on Scale 1 to 10","2005","direct migration background","higher vocational","3","","",""
"4 on Scale 1 to 10","2005","direct migration background","higher education","21","","",""
"4 on Scale 1 to 10","2005","indirect migration background","in school","2","","",""
"4 on Scale 1 to 10","2005","indirect migration background","inadequately","","","",""
"4 on Scale 1 to 10","2005","indirect migration background","general elemantary","5","","",""
"4 on Scale 1 to 10","2005","indirect migration background","middle vocational","8","","",""
"4 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","2","","",""
"4 on Scale 1 to 10","2005","indirect migration background","higher vocational","1","","",""
"4 on Scale 1 to 10","2005","indirect migration background","higher education","1","","",""
"5 on Scale 1 to 10","2005","no migration background","in school","27","","",""
"5 on Scale 1 to 10","2005","no migration background","inadequately","20","","",""
"5 on Scale 1 to 10","2005","no migration background","general elemantary","267","0.169254591452625","0.15123245927109","0.187276723634161"
"5 on Scale 1 to 10","2005","no migration background","middle vocational","1352","0.158680982565465","0.151157778895665","0.166204186235265"
"5 on Scale 1 to 10","2005","no migration background","vocational + Abi","82","0.0923450054788518","0.0731402812288208","0.111549729728883"
"5 on Scale 1 to 10","2005","no migration background","higher vocational","207","0.17299906133792","0.153100199686008","0.192897922989832"
"5 on Scale 1 to 10","2005","no migration background","higher education","390","0.10237832107712","0.0926835855216252","0.112073056632615"
"5 on Scale 1 to 10","2005","direct migration background","in school","","","",""
"5 on Scale 1 to 10","2005","direct migration background","inadequately","30","0.240683797413274","0.171810322637205","0.309557272189342"
"5 on Scale 1 to 10","2005","direct migration background","general elemantary","90","0.140086685503448","0.111593800202656","0.16857957080424"
"5 on Scale 1 to 10","2005","direct migration background","middle vocational","138","0.173484069972524","0.14843703925374","0.198531100691309"
"5 on Scale 1 to 10","2005","direct migration background","vocational + Abi","30","0.106089426511808","0.0651160917394024","0.147062761284214"
"5 on Scale 1 to 10","2005","direct migration background","higher vocational","18","","",""
"5 on Scale 1 to 10","2005","direct migration background","higher education","32","0.0839564483733801","0.054521993871483","0.113390902875277"
"5 on Scale 1 to 10","2005","indirect migration background","in school","6","","",""
"5 on Scale 1 to 10","2005","indirect migration background","inadequately","1","","",""
"5 on Scale 1 to 10","2005","indirect migration background","general elemantary","11","","",""
"5 on Scale 1 to 10","2005","indirect migration background","middle vocational","25","","",""
"5 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","5","","",""
"5 on Scale 1 to 10","2005","indirect migration background","higher vocational","3","","",""
"5 on Scale 1 to 10","2005","indirect migration background","higher education","6","","",""
"6 on Scale 1 to 10","2005","no migration background","in school","28","","",""
"6 on Scale 1 to 10","2005","no migration background","inadequately","10","","",""
"6 on Scale 1 to 10","2005","no migration background","general elemantary","177","0.0922520421607492","0.0783437885550277","0.106160295766471"
"6 on Scale 1 to 10","2005","no migration background","middle vocational","979","0.103763653744116","0.0974846039090917","0.11004270357914"
"6 on Scale 1 to 10","2005","no migration background","vocational + Abi","78","0.0769200034492227","0.0592441542976552","0.0945958526007902"
"6 on Scale 1 to 10","2005","no migration background","higher vocational","163","0.116961107236492","0.100054206239764","0.133868008233221"
"6 on Scale 1 to 10","2005","no migration background","higher education","370","0.100366110942333","0.0907563684394325","0.109975853445233"
"6 on Scale 1 to 10","2005","direct migration background","in school","3","","",""
"6 on Scale 1 to 10","2005","direct migration background","inadequately","18","","",""
"6 on Scale 1 to 10","2005","direct migration background","general elemantary","66","0.117435795340946","0.0910065924769734","0.143864998204918"
"6 on Scale 1 to 10","2005","direct migration background","middle vocational","105","0.128462136036714","0.106329582037082","0.150594690036347"
"6 on Scale 1 to 10","2005","direct migration background","vocational + Abi","26","","",""
"6 on Scale 1 to 10","2005","direct migration background","higher vocational","14","","",""
"6 on Scale 1 to 10","2005","direct migration background","higher education","33","0.0967882977478567","0.0654065515762575","0.128170043919456"
"6 on Scale 1 to 10","2005","indirect migration background","in school","2","","",""
"6 on Scale 1 to 10","2005","indirect migration background","inadequately","","","",""
"6 on Scale 1 to 10","2005","indirect migration background","general elemantary","20","","",""
"6 on Scale 1 to 10","2005","indirect migration background","middle vocational","25","","",""
"6 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","6","","",""
"6 on Scale 1 to 10","2005","indirect migration background","higher vocational","7","","",""
"6 on Scale 1 to 10","2005","indirect migration background","higher education","3","","",""
"7 on Scale 1 to 10","2005","no migration background","in school","55","0.0810571751208387","0.0572063133070958","0.104908036934582"
"7 on Scale 1 to 10","2005","no migration background","inadequately","2","","",""
"7 on Scale 1 to 10","2005","no migration background","general elemantary","204","0.123289788036551","0.107488461351371","0.139091114721731"
"7 on Scale 1 to 10","2005","no migration background","middle vocational","1588","0.167220154928266","0.159536471923367","0.174903837933165"
"7 on Scale 1 to 10","2005","no migration background","vocational + Abi","165","0.209692396733027","0.182688254235254","0.2366965392308"
"7 on Scale 1 to 10","2005","no migration background","higher vocational","260","0.182943522661447","0.162604133061558","0.203282912261335"
"7 on Scale 1 to 10","2005","no migration background","higher education","716","0.197431483839232","0.184701303282977","0.210161664395487"
"7 on Scale 1 to 10","2005","direct migration background","in school","3","","",""
"7 on Scale 1 to 10","2005","direct migration background","inadequately","15","","",""
"7 on Scale 1 to 10","2005","direct migration background","general elemantary","87","0.134885636630237","0.106842261756501","0.162929011503972"
"7 on Scale 1 to 10","2005","direct migration background","middle vocational","152","0.158693489459476","0.134524554507644","0.182862424411308"
"7 on Scale 1 to 10","2005","direct migration background","vocational + Abi","38","0.166856129725822","0.117248404970681","0.216463854480963"
"7 on Scale 1 to 10","2005","direct migration background","higher vocational","25","","",""
"7 on Scale 1 to 10","2005","direct migration background","higher education","74","0.231939491823503","0.187141765750436","0.276737217896569"
"7 on Scale 1 to 10","2005","indirect migration background","in school","14","","",""
"7 on Scale 1 to 10","2005","indirect migration background","inadequately","1","","",""
"7 on Scale 1 to 10","2005","indirect migration background","general elemantary","18","","",""
"7 on Scale 1 to 10","2005","indirect migration background","middle vocational","49","0.121262027111253","0.0864618182998285","0.156062235922677"
"7 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","3","","",""
"7 on Scale 1 to 10","2005","indirect migration background","higher vocational","9","","",""
"7 on Scale 1 to 10","2005","indirect migration background","higher education","15","","",""
"8 on Scale 1 to 10","2005","no migration background","in school","113","0.220065581475373","0.183860527153781","0.256270635796965"
"8 on Scale 1 to 10","2005","no migration background","inadequately","20","","",""
"8 on Scale 1 to 10","2005","no migration background","general elemantary","312","0.179753011848175","0.161298082939356","0.198207940756993"
"8 on Scale 1 to 10","2005","no migration background","middle vocational","2124","0.222501316416605","0.213937326457972","0.231065306375237"
"8 on Scale 1 to 10","2005","no migration background","vocational + Abi","241","0.26375417348797","0.234522608818512","0.292985738157427"
"8 on Scale 1 to 10","2005","no migration background","higher vocational","307","0.199705517583003","0.178673869738696","0.22073716542731"
