"m11125","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"9 on Scale 1 to 10","2007","Saxony-Anhalt","in school","6","","",""
"9 on Scale 1 to 10","2007","Saxony-Anhalt","inadequately","","","",""
"9 on Scale 1 to 10","2007","Saxony-Anhalt","general elemantary","3","","",""
"9 on Scale 1 to 10","2007","Saxony-Anhalt","middle vocational","39","0.102472180604045","0.073973128790925","0.130971232417164"
"9 on Scale 1 to 10","2007","Saxony-Anhalt","vocational + Abi","3","","",""
"9 on Scale 1 to 10","2007","Saxony-Anhalt","higher vocational","4","","",""
"9 on Scale 1 to 10","2007","Saxony-Anhalt","higher education","16","","",""
"9 on Scale 1 to 10","2007","Thuringia","in school","2","","",""
"9 on Scale 1 to 10","2007","Thuringia","inadequately","","","",""
"9 on Scale 1 to 10","2007","Thuringia","general elemantary","10","","",""
"9 on Scale 1 to 10","2007","Thuringia","middle vocational","35","0.0568419502478605","0.0375960859980208","0.0760878144977003"
"9 on Scale 1 to 10","2007","Thuringia","vocational + Abi","4","","",""
"9 on Scale 1 to 10","2007","Thuringia","higher vocational","4","","",""
"9 on Scale 1 to 10","2007","Thuringia","higher education","15","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","in school","2","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","inadequately","","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","general elemantary","6","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","middle vocational","16","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","vocational + Abi","3","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","higher vocational","3","","",""
"10 Completely satisfied","2007","Schleswig-Holstein","higher education","9","","",""
"10 Completely satisfied","2007","Hamburg","in school","2","","",""
"10 Completely satisfied","2007","Hamburg","inadequately","","","",""
"10 Completely satisfied","2007","Hamburg","general elemantary","2","","",""
"10 Completely satisfied","2007","Hamburg","middle vocational","5","","",""
"10 Completely satisfied","2007","Hamburg","vocational + Abi","2","","",""
"10 Completely satisfied","2007","Hamburg","higher vocational","","","",""
"10 Completely satisfied","2007","Hamburg","higher education","1","","",""
"10 Completely satisfied","2007","Lower Saxony","in school","3","","",""
"10 Completely satisfied","2007","Lower Saxony","inadequately","4","","",""
"10 Completely satisfied","2007","Lower Saxony","general elemantary","13","","",""
"10 Completely satisfied","2007","Lower Saxony","middle vocational","60","0.0564186639374414","0.041943474640682","0.0708938532342007"
"10 Completely satisfied","2007","Lower Saxony","vocational + Abi","9","","",""
"10 Completely satisfied","2007","Lower Saxony","higher vocational","2","","",""
"10 Completely satisfied","2007","Lower Saxony","higher education","26","","",""
"10 Completely satisfied","2007","Bremen","in school","","","",""
"10 Completely satisfied","2007","Bremen","inadequately","","","",""
"10 Completely satisfied","2007","Bremen","general elemantary","","","",""
"10 Completely satisfied","2007","Bremen","middle vocational","3","","",""
"10 Completely satisfied","2007","Bremen","vocational + Abi","2","","",""
"10 Completely satisfied","2007","Bremen","higher vocational","2","","",""
"10 Completely satisfied","2007","Bremen","higher education","5","","",""
"10 Completely satisfied","2007","North Rhine-Westphalia","in school","19","","",""
"10 Completely satisfied","2007","North Rhine-Westphalia","inadequately","4","","",""
"10 Completely satisfied","2007","North Rhine-Westphalia","general elemantary","44","0.0986932209318078","0.072884327246957","0.124502114616659"
"10 Completely satisfied","2007","North Rhine-Westphalia","middle vocational","151","0.0789557053359213","0.0672103112118439","0.0907010994599986"
"10 Completely satisfied","2007","North Rhine-Westphalia","vocational + Abi","32","0.101119705503081","0.0684924910779338","0.133746919928229"
"10 Completely satisfied","2007","North Rhine-Westphalia","higher vocational","6","","",""
"10 Completely satisfied","2007","North Rhine-Westphalia","higher education","51","0.0659038508090231","0.0491549816349324","0.0826527199831137"
"10 Completely satisfied","2007","Hesse","in school","4","","",""
"10 Completely satisfied","2007","Hesse","inadequately","","","",""
"10 Completely satisfied","2007","Hesse","general elemantary","12","","",""
"10 Completely satisfied","2007","Hesse","middle vocational","38","0.0513473046089614","0.0345348337615098","0.0681597754564131"
"10 Completely satisfied","2007","Hesse","vocational + Abi","8","","",""
"10 Completely satisfied","2007","Hesse","higher vocational","4","","",""
"10 Completely satisfied","2007","Hesse","higher education","16","","",""
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","in school","4","","",""
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","general elemantary","12","","",""
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","middle vocational","37","0.0843530876783858","0.0622985639649016","0.10640761139187"
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","vocational + Abi","7","","",""
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","higher vocational","8","","",""
"10 Completely satisfied","2007","Rhineland-Palatinate,Saarland","higher education","6","","",""
"10 Completely satisfied","2007","Baden-Württemberg","in school","6","","",""
"10 Completely satisfied","2007","Baden-Württemberg","inadequately","1","","",""
"10 Completely satisfied","2007","Baden-Württemberg","general elemantary","19","","",""
"10 Completely satisfied","2007","Baden-Württemberg","middle vocational","70","0.0636861440130391","0.0497885714927411","0.0775837165333371"
"10 Completely satisfied","2007","Baden-Württemberg","vocational + Abi","9","","",""
"10 Completely satisfied","2007","Baden-Württemberg","higher vocational","4","","",""
"10 Completely satisfied","2007","Baden-Württemberg","higher education","27","","",""
"10 Completely satisfied","2007","Bavaria","in school","7","","",""
"10 Completely satisfied","2007","Bavaria","inadequately","1","","",""
"10 Completely satisfied","2007","Bavaria","general elemantary","23","","",""
"10 Completely satisfied","2007","Bavaria","middle vocational","104","0.064799303657141","0.0526185488976203","0.0769800584166616"
"10 Completely satisfied","2007","Bavaria","vocational + Abi","9","","",""
"10 Completely satisfied","2007","Bavaria","higher vocational","9","","",""
"10 Completely satisfied","2007","Bavaria","higher education","39","0.059730825903859","0.0404440580397198","0.0790175937679983"
"10 Completely satisfied","2007","Berlin","in school","1","","",""
"10 Completely satisfied","2007","Berlin","inadequately","2","","",""
"10 Completely satisfied","2007","Berlin","general elemantary","3","","",""
"10 Completely satisfied","2007","Berlin","middle vocational","14","","",""
"10 Completely satisfied","2007","Berlin","vocational + Abi","","","",""
"10 Completely satisfied","2007","Berlin","higher vocational","3","","",""
"10 Completely satisfied","2007","Berlin","higher education","8","","",""
"10 Completely satisfied","2007","Brandenburg","in school","1","","",""
"10 Completely satisfied","2007","Brandenburg","inadequately","","","",""
"10 Completely satisfied","2007","Brandenburg","general elemantary","3","","",""
"10 Completely satisfied","2007","Brandenburg","middle vocational","13","","",""
"10 Completely satisfied","2007","Brandenburg","vocational + Abi","","","",""
"10 Completely satisfied","2007","Brandenburg","higher vocational","","","",""
"10 Completely satisfied","2007","Brandenburg","higher education","5","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","in school","2","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","middle vocational","12","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","higher vocational","","","",""
"10 Completely satisfied","2007","Mecklenburg-Western Pomerania","higher education","2","","",""
"10 Completely satisfied","2007","Saxony","in school","3","","",""
"10 Completely satisfied","2007","Saxony","inadequately","","","",""
"10 Completely satisfied","2007","Saxony","general elemantary","11","","",""
"10 Completely satisfied","2007","Saxony","middle vocational","31","0.0385976929144657","0.0253967579207911","0.0517986279081403"
"10 Completely satisfied","2007","Saxony","vocational + Abi","2","","",""
"10 Completely satisfied","2007","Saxony","higher vocational","8","","",""
"10 Completely satisfied","2007","Saxony","higher education","14","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","in school","6","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","inadequately","","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","general elemantary","4","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","middle vocational","17","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","vocational + Abi","3","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","higher vocational","4","","",""
"10 Completely satisfied","2007","Saxony-Anhalt","higher education","8","","",""
"10 Completely satisfied","2007","Thuringia","in school","1","","",""
"10 Completely satisfied","2007","Thuringia","inadequately","1","","",""
"10 Completely satisfied","2007","Thuringia","general elemantary","7","","",""
"10 Completely satisfied","2007","Thuringia","middle vocational","21","","",""
"10 Completely satisfied","2007","Thuringia","vocational + Abi","","","",""
"10 Completely satisfied","2007","Thuringia","higher vocational","","","",""
"10 Completely satisfied","2007","Thuringia","higher education","10","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","in school","","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","inadequately","","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","general elemantary","1","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","middle vocational","4","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","vocational + Abi","1","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","higher vocational","","","",""
"0 Completely dissatisfied","2008","Schleswig-Holstein","higher education","","","",""
"0 Completely dissatisfied","2008","Hamburg","in school","","","",""
"0 Completely dissatisfied","2008","Hamburg","inadequately","","","",""
"0 Completely dissatisfied","2008","Hamburg","general elemantary","","","",""
"0 Completely dissatisfied","2008","Hamburg","middle vocational","2","","",""
"0 Completely dissatisfied","2008","Hamburg","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Hamburg","higher vocational","","","",""
"0 Completely dissatisfied","2008","Hamburg","higher education","","","",""
"0 Completely dissatisfied","2008","Lower Saxony","in school","","","",""
"0 Completely dissatisfied","2008","Lower Saxony","inadequately","","","",""
"0 Completely dissatisfied","2008","Lower Saxony","general elemantary","3","","",""
"0 Completely dissatisfied","2008","Lower Saxony","middle vocational","12","","",""
"0 Completely dissatisfied","2008","Lower Saxony","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Lower Saxony","higher vocational","","","",""
"0 Completely dissatisfied","2008","Lower Saxony","higher education","3","","",""
"0 Completely dissatisfied","2008","Bremen","in school","","","",""
"0 Completely dissatisfied","2008","Bremen","inadequately","","","",""
"0 Completely dissatisfied","2008","Bremen","general elemantary","1","","",""
"0 Completely dissatisfied","2008","Bremen","middle vocational","","","",""
"0 Completely dissatisfied","2008","Bremen","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Bremen","higher vocational","","","",""
"0 Completely dissatisfied","2008","Bremen","higher education","","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","in school","1","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","inadequately","","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","general elemantary","7","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","middle vocational","14","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","vocational + Abi","3","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","higher vocational","4","","",""
"0 Completely dissatisfied","2008","North Rhine-Westphalia","higher education","4","","",""
"0 Completely dissatisfied","2008","Hesse","in school","","","",""
"0 Completely dissatisfied","2008","Hesse","inadequately","1","","",""
"0 Completely dissatisfied","2008","Hesse","general elemantary","4","","",""
"0 Completely dissatisfied","2008","Hesse","middle vocational","11","","",""
"0 Completely dissatisfied","2008","Hesse","vocational + Abi","4","","",""
"0 Completely dissatisfied","2008","Hesse","higher vocational","","","",""
"0 Completely dissatisfied","2008","Hesse","higher education","2","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","in school","","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","general elemantary","5","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","middle vocational","10","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"0 Completely dissatisfied","2008","Rhineland-Palatinate,Saarland","higher education","","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","in school","","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","inadequately","2","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","general elemantary","5","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","middle vocational","12","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","higher vocational","3","","",""
"0 Completely dissatisfied","2008","Baden-Württemberg","higher education","2","","",""
"0 Completely dissatisfied","2008","Bavaria","in school","","","",""
"0 Completely dissatisfied","2008","Bavaria","inadequately","1","","",""
"0 Completely dissatisfied","2008","Bavaria","general elemantary","6","","",""
"0 Completely dissatisfied","2008","Bavaria","middle vocational","23","","",""
"0 Completely dissatisfied","2008","Bavaria","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Bavaria","higher vocational","4","","",""
"0 Completely dissatisfied","2008","Bavaria","higher education","4","","",""
"0 Completely dissatisfied","2008","Berlin","in school","","","",""
"0 Completely dissatisfied","2008","Berlin","inadequately","","","",""
"0 Completely dissatisfied","2008","Berlin","general elemantary","2","","",""
"0 Completely dissatisfied","2008","Berlin","middle vocational","9","","",""
"0 Completely dissatisfied","2008","Berlin","vocational + Abi","","","",""
"0 Completely dissatisfied","2008","Berlin","higher vocational","","","",""
