"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2006","indirect migration background","(2b) intermediate general qualification","26","","",""
"No","2006","indirect migration background","(2a) intermediate vocational","68","0.730939873805286","0.638284150072575","0.823595597537998"
"No","2006","indirect migration background","(2c_gen) general maturity certificate","26","","",""
"No","2006","indirect migration background","(2c_voc) vocational maturity certificate","33","0.638946192439723","0.498613149633577","0.779279235245869"
"No","2006","indirect migration background","(3a) lower tertiary education","15","","",""
"No","2006","indirect migration background","(3b) higher tertiary education","33","0.901588875627712","0.806881748712448","0.996296002542977"
"Yes","2007","no migration background","(0) in school","","","",""
"Yes","2007","no migration background","(1a) inadequately completed","6","","",""
"Yes","2007","no migration background","(1b) general elementary school","55","0.197797172964653","0.152646458083529","0.242947887845777"
"Yes","2007","no migration background","(1c) basic vocational qualification","351","0.164267746506752","0.148298568751555","0.180236924261949"
"Yes","2007","no migration background","(2b) intermediate general qualification","46","0.164400663092575","0.115971422643454","0.212829903541697"
"Yes","2007","no migration background","(2a) intermediate vocational","756","0.235835229002122","0.221101296440268","0.250569161563976"
"Yes","2007","no migration background","(2c_gen) general maturity certificate","72","0.285364929339781","0.23417848543485","0.336551373244712"
"Yes","2007","no migration background","(2c_voc) vocational maturity certificate","209","0.2458815212991","0.217202001053375","0.274561041544824"
"Yes","2007","no migration background","(3a) lower tertiary education","362","0.30136451596197","0.273728751122326","0.329000280801614"
"Yes","2007","no migration background","(3b) higher tertiary education","725","0.429142255173293","0.405467399983684","0.452817110362902"
"Yes","2007","direct migration background","(0) in school","","","",""
"Yes","2007","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2007","direct migration background","(1b) general elementary school","21","","",""
"Yes","2007","direct migration background","(1c) basic vocational qualification","31","0.0905223069019352","0.0591338903716654","0.121910723432205"
"Yes","2007","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2007","direct migration background","(2a) intermediate vocational","13","","",""
"Yes","2007","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","2007","direct migration background","(2c_voc) vocational maturity certificate","33","0.199971493926746","0.140021821796111","0.259921166057381"
"Yes","2007","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","2007","direct migration background","(3b) higher tertiary education","58","0.249001765858929","0.185474705213191","0.312528826504667"
"Yes","2007","indirect migration background","(0) in school","","","",""
"Yes","2007","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2007","indirect migration background","(1b) general elementary school","7","","",""
"Yes","2007","indirect migration background","(1c) basic vocational qualification","13","","",""
"Yes","2007","indirect migration background","(2b) intermediate general qualification","7","","",""
"Yes","2007","indirect migration background","(2a) intermediate vocational","18","","",""
"Yes","2007","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2007","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2007","indirect migration background","(3a) lower tertiary education","8","","",""
"Yes","2007","indirect migration background","(3b) higher tertiary education","10","","",""
"No","2007","no migration background","(0) in school","25","","",""
"No","2007","no migration background","(1a) inadequately completed","26","","",""
"No","2007","no migration background","(1b) general elementary school","244","0.802202827035347","0.757052112154223","0.847353541916471"
"No","2007","no migration background","(1c) basic vocational qualification","1717","0.835732253493248","0.819763075738051","0.851701431248445"
"No","2007","no migration background","(2b) intermediate general qualification","179","0.835599336907425","0.787170096458303","0.884028577356546"
"No","2007","no migration background","(2a) intermediate vocational","2433","0.764164770997878","0.749430838436024","0.778898703559732"
"No","2007","no migration background","(2c_gen) general maturity certificate","227","0.714635070660219","0.663448626755288","0.765821514565149"
"No","2007","no migration background","(2c_voc) vocational maturity certificate","657","0.7541184787009","0.725438958455176","0.782797998946625"
"No","2007","no migration background","(3a) lower tertiary education","697","0.69863548403803","0.670999719198386","0.726271248877675"
"No","2007","no migration background","(3b) higher tertiary education","954","0.570857744826707","0.547182889637098","0.594532600016316"
"No","2007","direct migration background","(0) in school","1","","",""
"No","2007","direct migration background","(1a) inadequately completed","23","","",""
"No","2007","direct migration background","(1b) general elementary school","142","0.896583960693705","0.849838039570323","0.943329881817088"
"No","2007","direct migration background","(1c) basic vocational qualification","290","0.909477693098065","0.878089276567795","0.940866109628335"
"No","2007","direct migration background","(2b) intermediate general qualification","13","","",""
"No","2007","direct migration background","(2a) intermediate vocational","74","0.770503562276429","0.682141922941192","0.858865201611666"
"No","2007","direct migration background","(2c_gen) general maturity certificate","38","0.809053210559484","0.696684891254288","0.92142152986468"
"No","2007","direct migration background","(2c_voc) vocational maturity certificate","138","0.800028506073254","0.740078833942619","0.859978178203889"
"No","2007","direct migration background","(3a) lower tertiary education","32","0.79071253674958","0.666193118803193","0.915231954695968"
"No","2007","direct migration background","(3b) higher tertiary education","120","0.750998234141071","0.687471173495333","0.814525294786809"
"No","2007","indirect migration background","(0) in school","3","","",""
"No","2007","indirect migration background","(1a) inadequately completed","2","","",""
