"pli0097_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","2002","North Rhine-Westphalia","Male","","","","","5"
"Never","2002","North Rhine-Westphalia","Female","","","","","5"
"Never","2002","Hesse","Male","","","","","5"
"Never","2002","Hesse","Female","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2002","Baden-Württemberg","Male","","","","","5"
"Never","2002","Baden-Württemberg","Female","","","","","5"
"Never","2002","Bavaria","Male","","","","","5"
"Never","2002","Bavaria","Female","","","","","5"
"Never","2002","Berlin","Male","","","","","5"
"Never","2002","Berlin","Female","","","","","5"
"Never","2002","Brandenburg","Male","","","","","5"
"Never","2002","Brandenburg","Female","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2002","Saxony","Male","","","","","5"
"Never","2002","Saxony","Female","","","","","5"
"Never","2002","Saxony-Anhalt","Male","","","","","5"
"Never","2002","Saxony-Anhalt","Female","","","","","5"
"Never","2002","Thuringia","Male","","","","","5"
"Never","2002","Thuringia","Female","","","","","5"
"Rarely","2002","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2002","Baden-Württemberg","Male","","","","","4"
"Rarely","2002","Baden-Württemberg","Female","","","","","4"
"Rarely","2002","Bavaria","Male","","","","","4"
"Rarely","2002","Hesse","Male","","","","","4"
"Rarely","2002","Hesse","Female","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2002","Schleswig-Holstein","Male","","","","","4"
"Rarely","2002","Schleswig-Holstein","Female","","","","","4"
"Rarely","2002","Hamburg","Male","","","","","4"
"Rarely","2002","Hamburg","Female","","","","","4"
"Rarely","2002","Lower Saxony","Male","","","","","4"
"Rarely","2002","Lower Saxony","Female","","","","","4"
"Rarely","2002","Bremen","Male","","","","","4"
"Rarely","2002","Bremen","Female","","","","","4"
"Rarely","2002","Thuringia","Female","","","","","4"
"Rarely","2002","Berlin","Male","","","","","4"
"Rarely","2002","Berlin","Female","","","","","4"
"Rarely","2002","Bavaria","Female","","","","","4"
"Rarely","2002","Brandenburg","Male","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2002","Saxony-Anhalt","Female","","","","","4"
"Rarely","2002","Brandenburg","Female","","","","","4"
"Rarely","2002","Thuringia","Male","","","","","4"
"Rarely","2002","Saxony-Anhalt","Male","","","","","4"
"Rarely","2002","Saxony","Male","","","","","4"
"Rarely","2002","Saxony","Female","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Female","","","","","4"
"Daily","2003","Schleswig-Holstein","Male","2","","","","1"
"Daily","2003","Schleswig-Holstein","Female","","","","","1"
"Daily","2003","Hamburg","Male","1","","","","1"
"Daily","2003","Hamburg","Female","","","","","1"
"Daily","2003","Lower Saxony","Male","3","","","","1"
"Daily","2003","Lower Saxony","Female","6","","","","1"
"Daily","2003","Bremen","Male","","","","","1"
"Daily","2003","Bremen","Female","","","","","1"
"Daily","2003","North Rhine-Westphalia","Male","6","","","","1"
"Daily","2003","North Rhine-Westphalia","Female","4","","","","1"
"Daily","2003","Hesse","Male","1","","","","1"
"Daily","2003","Hesse","Female","1","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Male","5","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2003","Baden-Württemberg","Male","1","","","","1"
"Daily","2003","Baden-Württemberg","Female","","","","","1"
"Daily","2003","Bavaria","Male","3","","","","1"
"Daily","2003","Bavaria","Female","3","","","","1"
"Daily","2003","Berlin","Male","1","","","","1"
"Daily","2003","Berlin","Female","","","","","1"
"Daily","2003","Brandenburg","Male","1","","","","1"
"Daily","2003","Brandenburg","Female","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Male","1","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Female","1","","","","1"
"Daily","2003","Saxony","Male","2","","","","1"
"Daily","2003","Saxony","Female","1","","","","1"
"Daily","2003","Saxony-Anhalt","Male","1","","","","1"
"Daily","2003","Saxony-Anhalt","Female","","","","","1"
"Daily","2003","Thuringia","Male","2","","","","1"
"Daily","2003","Thuringia","Female","1","","","","1"
"Min 1x per month","2003","North Rhine-Westphalia","Male","41","0.0146365661400939","0.00967766653530642","0.0195954657448814","3"
"Min 1x per month","2003","North Rhine-Westphalia","Female","20","","","","3"
"Min 1x per month","2003","Hesse","Male","24","","","","3"
"Min 1x per month","2003","Hesse","Female","5","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Male","8","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Female","5","","","","3"
"Min 1x per month","2003","Saxony","Male","20","","","","3"
"Min 1x per month","2003","Saxony","Female","12","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Male","12","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Female","13","","","","3"
"Min 1x per month","2003","Hamburg","Male","2","","","","3"
"Min 1x per month","2003","Hamburg","Female","1","","","","3"
"Min 1x per month","2003","Lower Saxony","Male","21","","","","3"
"Min 1x per month","2003","Lower Saxony","Female","13","","","","3"
"Min 1x per month","2003","Bremen","Male","2","","","","3"
"Min 1x per month","2003","Bremen","Female","2","","","","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Male","37","0.0482515531839348","0.0315837652778077","0.0649193410900618","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Female","11","","","","3"
"Min 1x per month","2003","Baden-Württemberg","Male","25","","","","3"
"Min 1x per month","2003","Baden-Württemberg","Female","14","","","","3"
"Min 1x per month","2003","Bavaria","Male","48","0.035496461451629","0.02603448993074","0.044958432972518","3"
"Min 1x per month","2003","Bavaria","Female","28","","","","3"
"Min 1x per month","2003","Berlin","Male","14","","","","3"
"Min 1x per month","2003","Berlin","Female","14","","","","3"
"Min 1x per month","2003","Brandenburg","Male","16","","","","3"
"Min 1x per month","2003","Brandenburg","Female","10","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","Male","10","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","Female","3","","","","3"
"Min 1x per month","2003","Thuringia","Male","15","","","","3"
"Min 1x per month","2003","Thuringia","Female","7","","","","3"
"Min 1x per week","2003","North Rhine-Westphalia","Female","10","","","","2"
"Min 1x per week","2003","Hesse","Female","4","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Male","6","","","","2"
"Min 1x per week","2003","Hesse","Male","13","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","Female","3","","","","2"
"Min 1x per week","2003","Hamburg","Male","4","","","","2"
"Min 1x per week","2003","Hamburg","Female","2","","","","2"
"Min 1x per week","2003","Lower Saxony","Male","10","","","","2"
"Min 1x per week","2003","Lower Saxony","Female","5","","","","2"
"Min 1x per week","2003","Bremen","Male","","","","","2"
"Min 1x per week","2003","North Rhine-Westphalia","Male","35","0.0125343945174537","0.00794050904426533","0.0171282799906421","2"
"Min 1x per week","2003","Bremen","Female","2","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","Male","3","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Female","2","","","","2"
"Min 1x per week","2003","Saxony","Male","9","","","","2"
"Min 1x per week","2003","Saxony","Female","3","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","Male","6","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Male","5","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","Female","2","","","","2"
"Min 1x per week","2003","Thuringia","Male","2","","","","2"
"Min 1x per week","2003","Thuringia","Female","3","","","","2"
"Min 1x per week","2003","Bavaria","Male","21","","","","2"
"Min 1x per week","2003","Bavaria","Female","11","","","","2"
"Min 1x per week","2003","Berlin","Male","8","","","","2"
"Min 1x per week","2003","Berlin","Female","3","","","","2"
"Min 1x per week","2003","Brandenburg","Male","7","","","","2"
"Min 1x per week","2003","Baden-Württemberg","Male","15","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Female","6","","","","2"
"Min 1x per week","2003","Baden-Württemberg","Female","7","","","","2"
"Min 1x per week","2003","Brandenburg","Female","1","","","","2"
"Never","2003","Schleswig-Holstein","Male","217","0.703476859082852","0.653591355696685","0.75336236246902","5"
"Never","2003","Schleswig-Holstein","Female","249","0.726074340134869","0.679285499918342","0.772863180351397","5"
"Never","2003","Hamburg","Male","117","0.834308551034843","0.771590204251322","0.897026897818365","5"
"Never","2003","Bremen","Female","84","0.930981438190199","0.87918407630128","0.982778800079119","5"
"Never","2003","North Rhine-Westphalia","Male","1968","0.882932353176216","0.869656890838826","0.896207815513606","5"
"Never","2003","Mecklenburg-Western Pomerania","Male","199","0.85391946235319","0.809235970380177","0.898602954326204","5"
"Never","2003","Mecklenburg-Western Pomerania","Female","252","0.895201033021779","0.859640812196488","0.93076125384707","5"
"Never","2003","Thuringia","Female","453","0.941991405007495","0.921293819071878","0.962688990943112","5"
"Never","2003","Hamburg","Female","147","0.921751916815461","0.880396303849481","0.963107529781441","5"
"Never","2003","Lower Saxony","Male","794","0.854295137520781","0.831509600651623","0.877080674389938","5"
"Never","2003","Lower Saxony","Female","893","0.913614249565189","0.896078993144484","0.931149505985894","5"
"Never","2003","Bremen","Male","74","0.953641991350645","0.907853044942549","0.999430937758742","5"
"Never","2003","Saxony","Male","682","0.864984825532883","0.841199613204456","0.888770037861309","5"
"Never","2003","Saxony","Female","760","0.933792339337573","0.916773872225","0.950810806450146","5"
"Never","2003","Saxony-Anhalt","Male","390","0.911745826336422","0.88515009782869","0.938341554844153","5"
"Never","2003","Saxony-Anhalt","Female","456","0.936780105828075","0.915384942386594","0.958175269269556","5"
"Never","2003","Thuringia","Male","394","0.854532370706049","0.822589598490263","0.886475142921836","5"
"Never","2003","North Rhine-Westphalia","Female","2208","0.922493775328571","0.911791564175666","0.933195986481477","5"
"Never","2003","Hesse","Male","629","0.857457265395141","0.83207893119059","0.882835599599693","5"
"Never","2003","Hesse","Female","697","0.913890312735618","0.89406326902645","0.933717356444786","5"
"Never","2003","Rhineland-Palatinate,Saarland","Male","503","0.808925033028733","0.778346456638314","0.839503609419152","5"
"Never","2003","Rhineland-Palatinate,Saarland","Female","623","0.885153775866575","0.861750801881804","0.908556749851346","5"
"Never","2003","Baden-Württemberg","Male","1160","0.874921296290841","0.857000617838157","0.892841974743525","5"
"Never","2003","Baden-Württemberg","Female","1273","0.914840686713503","0.900124920473178","0.929556452953827","5"
"Never","2003","Bavaria","Male","1205","0.842203437356707","0.823561353071128","0.860845521642286","5"
"Never","2003","Bavaria","Female","1475","0.914530664358075","0.901024330655555","0.928036998060595","5"
"Never","2003","Berlin","Male","351","0.860991967731138","0.827586390478967","0.894397544983309","5"
"Never","2003","Berlin","Female","366","0.884463321762599","0.85378158666897","0.915145056856228","5"
"Never","2003","Brandenburg","Male","384","0.833769356679371","0.799524238271816","0.868014475086927","5"
"Never","2003","Brandenburg","Female","438","0.884862364958488","0.856629570958809","0.913095158958168","5"
"Rarely","2003","Schleswig-Holstein","Male","88","0.249233585495196","0.201986409446252","0.29648076154414","4"
"Rarely","2003","Schleswig-Holstein","Female","84","0.237890741029415","0.193219011605994","0.282562470452835","4"
"Rarely","2003","Hamburg","Male","11","","","","4"
"Rarely","2003","Hamburg","Female","12","","","","4"
"Rarely","2003","North Rhine-Westphalia","Male","203","0.0881324903372034","0.0764266825903411","0.0998382980840656","4"
"Rarely","2003","North Rhine-Westphalia","Female","156","0.0663236361563626","0.0563637162029133","0.0762835561098118","4"
"Rarely","2003","Hesse","Male","62","0.0862207805679434","0.0658451554946274","0.106596405641259","4"
"Rarely","2003","Baden-Württemberg","Female","88","0.0741492317917761","0.0603352813661855","0.0879631822173666","4"
"Rarely","2003","Bavaria","Male","192","0.1083345889658","0.0924410093009839","0.124228168630617","4"
"Rarely","2003","Lower Saxony","Male","93","0.1135446185763","0.093055183038449","0.13403405411415","4"
"Rarely","2003","Lower Saxony","Female","69","0.0667846305258089","0.0512020694153902","0.0823671916362276","4"
"Rarely","2003","Bremen","Male","5","","","","4"
"Rarely","2003","Bremen","Female","4","","","","4"
"Rarely","2003","Hesse","Female","62","0.0680876630280083","0.0502841106845499","0.0858912153714667","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","Male","84","0.129311759854075","0.103213498324296","0.155410021383854","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","Female","73","0.0899765336561426","0.0689729088970194","0.110980158415266","4"
"Rarely","2003","Baden-Württemberg","Male","108","0.100552887718999","0.0842613020184682","0.116844473419529","4"
"Rarely","2003","Thuringia","Female","26","","","","4"
"Rarely","2003","Bavaria","Female","129","0.0686676435966324","0.0564507274358585","0.0808845597574064","4"
"Rarely","2003","Berlin","Male","38","0.0826623763023001","0.0560723951842539","0.109252357420346","4"
"Rarely","2003","Berlin","Female","34","0.0721950170696795","0.0473544202739607","0.0970356138653984","4"
"Rarely","2003","Brandenburg","Male","46","0.102649299160931","0.07473162320441","0.130566975117452","4"
"Rarely","2003","Brandenburg","Female","42","0.0950345535248592","0.069094903463843","0.120974203585875","4"
"Rarely","2003","Mecklenburg-Western Pomerania","Male","27","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","Female","25","","","","4"
"Rarely","2003","Saxony","Male","80","0.0940659078631923","0.0737481432440605","0.114383672482324","4"
"Rarely","2003","Saxony","Female","44","0.0468464301349819","0.0323833479158813","0.0613095123540824","4"
"Rarely","2003","Saxony-Anhalt","Male","30","0.0637308397009231","0.0408283576166144","0.0866333217852317","4"
"Rarely","2003","Saxony-Anhalt","Female","36","0.0519956865461661","0.0324766349607062","0.071514738131626","4"
"Rarely","2003","Thuringia","Male","55","0.106465864472189","0.0785220344370201","0.134409694507357","4"
"Daily","2004","Schleswig-Holstein","Male","","","","","1"
"Daily","2004","Schleswig-Holstein","Female","","","","","1"
"Daily","2004","Hamburg","Male","","","","","1"
"Daily","2004","Hamburg","Female","","","","","1"
