"pli0097_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2002","Brandenburg","direct migration background","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","no migration background","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","direct migration background","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","indirect migration background","","","","","3"
"Min 1x per month","2002","Thuringia","no migration background","","","","","3"
"Min 1x per month","2002","Thuringia","direct migration background","","","","","3"
"Min 1x per month","2002","Thuringia","indirect migration background","","","","","3"
"Min 1x per month","2002","Lower Saxony","no migration background","","","","","3"
"Min 1x per month","2002","Lower Saxony","direct migration background","","","","","3"
"Min 1x per month","2002","Lower Saxony","indirect migration background","","","","","3"
"Min 1x per month","2002","Bremen","no migration background","","","","","3"
"Min 1x per month","2002","Bremen","direct migration background","","","","","3"
"Min 1x per month","2002","Bremen","indirect migration background","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","no migration background","","","","","3"
"Min 1x per week","2002","Brandenburg","indirect migration background","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Min 1x per week","2002","Saxony","no migration background","","","","","2"
"Min 1x per week","2002","Saxony","direct migration background","","","","","2"
"Min 1x per week","2002","Saxony","indirect migration background","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","no migration background","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","direct migration background","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","direct migration background","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","indirect migration background","","","","","2"
"Min 1x per week","2002","Hesse","no migration background","","","","","2"
"Min 1x per week","2002","Hesse","direct migration background","","","","","2"
"Min 1x per week","2002","Hesse","indirect migration background","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","indirect migration background","","","","","2"
"Min 1x per week","2002","Thuringia","no migration background","","","","","2"
"Min 1x per week","2002","Thuringia","direct migration background","","","","","2"
"Min 1x per week","2002","Thuringia","indirect migration background","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","indirect migration background","","","","","2"
"Min 1x per week","2002","Bavaria","no migration background","","","","","2"
"Min 1x per week","2002","Bavaria","direct migration background","","","","","2"
"Min 1x per week","2002","Bavaria","indirect migration background","","","","","2"
"Min 1x per week","2002","Berlin","no migration background","","","","","2"
"Min 1x per week","2002","Berlin","direct migration background","","","","","2"
"Min 1x per week","2002","Berlin","indirect migration background","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","no migration background","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","direct migration background","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","indirect migration background","","","","","2"
"Min 1x per week","2002","Hamburg","no migration background","","","","","2"
"Min 1x per week","2002","Hamburg","direct migration background","","","","","2"
"Min 1x per week","2002","Hamburg","indirect migration background","","","","","2"
"Min 1x per week","2002","Lower Saxony","no migration background","","","","","2"
"Min 1x per week","2002","Lower Saxony","direct migration background","","","","","2"
"Min 1x per week","2002","Lower Saxony","indirect migration background","","","","","2"
"Min 1x per week","2002","Bremen","no migration background","","","","","2"
"Min 1x per week","2002","Bremen","direct migration background","","","","","2"
"Min 1x per week","2002","Bremen","indirect migration background","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","no migration background","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","no migration background","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","direct migration background","","","","","2"
"Min 1x per week","2002","Brandenburg","no migration background","","","","","2"
"Min 1x per week","2002","Brandenburg","direct migration background","","","","","2"
"Never","2002","Brandenburg","indirect migration background","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","no migration background","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"Never","2002","Saxony","no migration background","","","","","5"
"Never","2002","Saxony","direct migration background","","","","","5"
"Never","2002","Saxony","indirect migration background","","","","","5"
"Never","2002","Saxony-Anhalt","no migration background","","","","","5"
"Never","2002","Saxony-Anhalt","direct migration background","","","","","5"
"Never","2002","Saxony-Anhalt","indirect migration background","","","","","5"
"Never","2002","Thuringia","no migration background","","","","","5"
"Never","2002","Thuringia","direct migration background","","","","","5"
"Never","2002","Thuringia","indirect migration background","","","","","5"
"Never","2002","Schleswig-Holstein","no migration background","","","","","5"
"Never","2002","Schleswig-Holstein","direct migration background","","","","","5"
"Never","2002","Schleswig-Holstein","indirect migration background","","","","","5"
"Never","2002","Hamburg","no migration background","","","","","5"
"Never","2002","Hamburg","direct migration background","","","","","5"
"Never","2002","Hamburg","indirect migration background","","","","","5"
"Never","2002","Lower Saxony","no migration background","","","","","5"
"Never","2002","Lower Saxony","direct migration background","","","","","5"
"Never","2002","Lower Saxony","indirect migration background","","","","","5"
"Never","2002","Bremen","no migration background","","","","","5"
"Never","2002","Bremen","direct migration background","","","","","5"
"Never","2002","Bremen","indirect migration background","","","","","5"
"Never","2002","North Rhine-Westphalia","no migration background","","","","","5"
"Never","2002","North Rhine-Westphalia","direct migration background","","","","","5"
"Never","2002","North Rhine-Westphalia","indirect migration background","","","","","5"
"Never","2002","Hesse","no migration background","","","","","5"
"Never","2002","Hesse","direct migration background","","","","","5"
"Never","2002","Hesse","indirect migration background","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","no migration background","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","direct migration background","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","indirect migration background","","","","","5"
"Never","2002","Baden-Württemberg","no migration background","","","","","5"
"Never","2002","Baden-Württemberg","direct migration background","","","","","5"
"Never","2002","Baden-Württemberg","indirect migration background","","","","","5"
"Never","2002","Bavaria","no migration background","","","","","5"
"Never","2002","Bavaria","direct migration background","","","","","5"
"Never","2002","Bavaria","indirect migration background","","","","","5"
"Never","2002","Berlin","no migration background","","","","","5"
"Never","2002","Berlin","direct migration background","","","","","5"
"Never","2002","Berlin","indirect migration background","","","","","5"
"Never","2002","Brandenburg","no migration background","","","","","5"
"Never","2002","Brandenburg","direct migration background","","","","","5"
"Rarely","2002","North Rhine-Westphalia","direct migration background","","","","","4"
"Rarely","2002","North Rhine-Westphalia","indirect migration background","","","","","4"
"Rarely","2002","Baden-Württemberg","direct migration background","","","","","4"
"Rarely","2002","Baden-Württemberg","indirect migration background","","","","","4"
"Rarely","2002","Bavaria","no migration background","","","","","4"
"Rarely","2002","Bavaria","direct migration background","","","","","4"
"Rarely","2002","Brandenburg","indirect migration background","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
