"pli0093_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2009","direct migration background","general elemantary","","","","","1"
"Daily","2009","direct migration background","middle vocational","","","","","1"
"Daily","2009","no migration background","in school","","","","","1"
"Daily","2009","no migration background","inadequately","","","","","1"
"Daily","2009","no migration background","general elemantary","","","","","1"
"Daily","2009","no migration background","middle vocational","","","","","1"
"Min 1x per month","2009","direct migration background","in school","","","","","3"
"Min 1x per month","2009","direct migration background","inadequately","2","","","","3"
"Min 1x per month","2009","direct migration background","general elemantary","12","","","","3"
"Min 1x per month","2009","direct migration background","middle vocational","25","","","","3"
"Min 1x per month","2009","direct migration background","vocational + Abi","11","","","","3"
"Min 1x per month","2009","direct migration background","higher vocational","12","","","","3"
"Min 1x per month","2009","direct migration background","higher education","24","","","","3"
"Min 1x per month","2009","indirect migration background","in school","7","","","","3"
"Min 1x per month","2009","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2009","indirect migration background","general elemantary","16","","","","3"
"Min 1x per month","2009","indirect migration background","middle vocational","33","0.109542550042207","0.0733463413370361","0.145738758747378","3"
"Min 1x per month","2009","indirect migration background","vocational + Abi","2","","","","3"
"Min 1x per month","2009","indirect migration background","higher vocational","3","","","","3"
"Min 1x per month","2009","indirect migration background","higher education","12","","","","3"
"Min 1x per month","2009","no migration background","in school","39","0.128884954096123","0.0872663714828046","0.170503536709441","3"
"Min 1x per month","2009","no migration background","inadequately","2","","","","3"
"Min 1x per month","2009","no migration background","general elemantary","69","0.0501092899787505","0.0381991304937506","0.0620194494637504","3"
"Min 1x per month","2009","no migration background","middle vocational","508","0.0649428587533242","0.059585290186505","0.0703004273201435","3"
"Min 1x per month","2009","no migration background","vocational + Abi","85","0.124299552684094","0.101249427227868","0.147349678140319","3"
"Min 1x per month","2009","no migration background","higher vocational","93","0.0761087127454077","0.0611117189640056","0.0911057065268098","3"
"Min 1x per month","2009","no migration background","higher education","398","0.121571809566757","0.110951283886727","0.132192335246788","3"
"Min 1x per week","2009","direct migration background","middle vocational","35","0.0510637626113884","0.0336237296289095","0.0685037955938673","2"
"Min 1x per week","2009","direct migration background","vocational + Abi","8","","","","2"
"Min 1x per week","2009","direct migration background","higher vocational","5","","","","2"
"Min 1x per week","2009","direct migration background","in school","4","","","","2"
"Min 1x per week","2009","direct migration background","inadequately","1","","","","2"
"Min 1x per week","2009","direct migration background","general elemantary","8","","","","2"
"Min 1x per week","2009","direct migration background","higher education","56","0.183720698711991","0.139226843957088","0.228214553466894","2"
"Min 1x per week","2009","indirect migration background","in school","15","","","","2"
"Min 1x per week","2009","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2009","indirect migration background","general elemantary","7","","","","2"
"Min 1x per week","2009","indirect migration background","middle vocational","23","","","","2"
"Min 1x per week","2009","indirect migration background","vocational + Abi","3","","","","2"
"Min 1x per week","2009","indirect migration background","higher vocational","2","","","","2"
"Min 1x per week","2009","indirect migration background","higher education","10","","","","2"
"Min 1x per week","2009","no migration background","in school","90","0.331224282329005","0.272765502093458","0.389683062564552","2"
"Min 1x per week","2009","no migration background","inadequately","2","","","","2"
"Min 1x per week","2009","no migration background","higher vocational","151","0.140470797896302","0.120819106745341","0.160122489047263","2"
"Min 1x per week","2009","no migration background","higher education","620","0.161951026032524","0.149978025777671","0.173924026287377","2"
"Min 1x per week","2009","no migration background","vocational + Abi","110","0.133049345716498","0.109321173498157","0.15677751793484","2"
"Min 1x per week","2009","no migration background","general elemantary","97","0.0715499574158275","0.0574795850044913","0.0856203298271637","2"
"Min 1x per week","2009","no migration background","middle vocational","702","0.0854241706136348","0.0793472549892131","0.0915010862380564","2"
"Never","2009","direct migration background","middle vocational","409","0.667364411689296","0.630036107743688","0.704692715634904","5"
"Never","2009","direct migration background","vocational + Abi","98","0.524193472160739","0.448898540941905","0.599488403379574","5"
"Never","2009","direct migration background","higher vocational","55","0.527615941480865","0.427225385510772","0.628006497450958","5"
"Never","2009","indirect migration background","higher education","30","0.240911444611924","0.151564091183811","0.330258798040036","5"
"Never","2009","direct migration background","in school","5","","","","5"
"Never","2009","direct migration background","inadequately","78","0.867066085127892","0.797311719741151","0.936820450514633","5"
