"plh0206i02","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2014","Hesse","Full Time","","","","","6"
"6 on scale 1-7","2014","Hesse","Part Time","","","","","6"
"6 on scale 1-7","2014","Hesse","Not Working","","","","","6"
"6 on scale 1-7","2014","Rhineland-Palatinate,Saarland","Full Time","","","","","6"
"6 on scale 1-7","2014","Rhineland-Palatinate,Saarland","Part Time","","","","","6"
"6 on scale 1-7","2014","Rhineland-Palatinate,Saarland","Not Working","","","","","6"
"6 on scale 1-7","2014","Bavaria","Not Working","","","","","6"
"6 on scale 1-7","2014","Berlin","Full Time","","","","","6"
"6 on scale 1-7","2014","Berlin","Part Time","","","","","6"
"6 on scale 1-7","2014","Berlin","Not Working","","","","","6"
"6 on scale 1-7","2014","Brandenburg","Full Time","","","","","6"
"6 on scale 1-7","2014","Thuringia","Full Time","","","","","6"
"6 on scale 1-7","2014","Thuringia","Part Time","","","","","6"
"6 on scale 1-7","2014","Thuringia","Not Working","","","","","6"
"6 on scale 1-7","2014","Baden-Württemberg","Full Time","","","","","6"
"6 on scale 1-7","2014","Baden-Württemberg","Part Time","","","","","6"
"6 on scale 1-7","2014","Baden-Württemberg","Not Working","","","","","6"
"6 on scale 1-7","2014","Bavaria","Full Time","","","","","6"
"6 on scale 1-7","2014","Bavaria","Part Time","","","","","6"
"7 Strongly agree","2014","Schleswig-Holstein","Full Time","","","","","7"
"7 Strongly agree","2014","Schleswig-Holstein","Part Time","","","","","7"
"7 Strongly agree","2014","Schleswig-Holstein","Not Working","","","","","7"
"7 Strongly agree","2014","Hamburg","Full Time","","","","","7"
"7 Strongly agree","2014","Hamburg","Part Time","","","","","7"
"7 Strongly agree","2014","Hamburg","Not Working","","","","","7"
"7 Strongly agree","2014","Lower Saxony","Full Time","","","","","7"
"7 Strongly agree","2014","Lower Saxony","Part Time","","","","","7"
"7 Strongly agree","2014","Lower Saxony","Not Working","","","","","7"
"7 Strongly agree","2014","Bremen","Full Time","","","","","7"
"7 Strongly agree","2014","Bremen","Part Time","","","","","7"
"7 Strongly agree","2014","Bremen","Not Working","","","","","7"
"7 Strongly agree","2014","North Rhine-Westphalia","Full Time","","","","","7"
"7 Strongly agree","2014","North Rhine-Westphalia","Part Time","","","","","7"
"7 Strongly agree","2014","North Rhine-Westphalia","Not Working","","","","","7"
"7 Strongly agree","2014","Hesse","Full Time","","","","","7"
"7 Strongly agree","2014","Hesse","Part Time","","","","","7"
"7 Strongly agree","2014","Hesse","Not Working","","","","","7"
"7 Strongly agree","2014","Rhineland-Palatinate,Saarland","Full Time","","","","","7"
"7 Strongly agree","2014","Rhineland-Palatinate,Saarland","Part Time","","","","","7"
"7 Strongly agree","2014","Rhineland-Palatinate,Saarland","Not Working","","","","","7"
"7 Strongly agree","2014","Baden-Württemberg","Full Time","","","","","7"
"7 Strongly agree","2014","Baden-Württemberg","Part Time","","","","","7"
"7 Strongly agree","2014","Baden-Württemberg","Not Working","","","","","7"
"7 Strongly agree","2014","Bavaria","Full Time","","","","","7"
"7 Strongly agree","2014","Bavaria","Part Time","","","","","7"
"7 Strongly agree","2014","Bavaria","Not Working","","","","","7"
"7 Strongly agree","2014","Berlin","Full Time","","","","","7"
"7 Strongly agree","2014","Berlin","Part Time","","","","","7"
"7 Strongly agree","2014","Berlin","Not Working","","","","","7"
"7 Strongly agree","2014","Brandenburg","Full Time","","","","","7"
"7 Strongly agree","2014","Brandenburg","Part Time","","","","","7"
"7 Strongly agree","2014","Brandenburg","Not Working","","","","","7"
"7 Strongly agree","2014","Mecklenburg-Western Pomerania","Full Time","","","","","7"
"7 Strongly agree","2014","Mecklenburg-Western Pomerania","Part Time","","","","","7"
"7 Strongly agree","2014","Mecklenburg-Western Pomerania","Not Working","","","","","7"
"7 Strongly agree","2014","Saxony","Full Time","","","","","7"
"7 Strongly agree","2014","Saxony","Part Time","","","","","7"
"7 Strongly agree","2014","Saxony","Not Working","","","","","7"
"7 Strongly agree","2014","Saxony-Anhalt","Full Time","","","","","7"
"7 Strongly agree","2014","Saxony-Anhalt","Part Time","","","","","7"
"7 Strongly agree","2014","Saxony-Anhalt","Not Working","","","","","7"
"7 Strongly agree","2014","Thuringia","Full Time","","","","","7"
"7 Strongly agree","2014","Thuringia","Part Time","","","","","7"
"7 Strongly agree","2014","Thuringia","Not Working","","","","","7"
"1 Strongly disagree","2015","Bavaria","Not Working","507","0.297280824160704","0.274127596538909","0.320434051782498","1"
"1 Strongly disagree","2015","Berlin","Full Time","76","0.238016729087962","0.191356210472098","0.284677247703826","1"
"1 Strongly disagree","2015","Berlin","Part Time","74","0.277480843367883","0.223672644041153","0.331289042694613","1"
"1 Strongly disagree","2015","Berlin","Not Working","122","0.271836971149036","0.2286665204126","0.315007421885472","1"
"1 Strongly disagree","2015","Rhineland-Palatinate,Saarland","Not Working","185","0.285402207883837","0.250109720545944","0.32069469522173","1"
"1 Strongly disagree","2015","Baden-Württemberg","Full Time","308","0.233030620235323","0.209101099099142","0.256960141371505","1"
"1 Strongly disagree","2015","Schleswig-Holstein","Full Time","65","0.16841325113241","0.125192355996186","0.211634146268633","1"
"1 Strongly disagree","2015","Schleswig-Holstein","Part Time","79","0.224937732338475","0.175677891575784","0.274197573101165","1"
"1 Strongly disagree","2015","Hesse","Not Working","215","0.302908829129667","0.268819289447503","0.33699836881183","1"
"1 Strongly disagree","2015","Rhineland-Palatinate,Saarland","Full Time","156","0.237431293592475","0.202499641017123","0.272362946167827","1"
"1 Strongly disagree","2015","Rhineland-Palatinate,Saarland","Part Time","117","0.376746068100467","0.32871562534549","0.424776510855444","1"
"1 Strongly disagree","2015","Baden-Württemberg","Part Time","311","0.382942958539745","0.351131647365058","0.414754269714433","1"
"1 Strongly disagree","2015","Baden-Württemberg","Not Working","396","0.305302947426262","0.278234775638984","0.33237111921354","1"
"1 Strongly disagree","2015","Bavaria","Full Time","412","0.221626436017514","0.201616121629525","0.241636750405504","1"
"1 Strongly disagree","2015","North Rhine-Westphalia","Full Time","476","0.19922629489745","0.18119047570712","0.21726211408778","1"
"1 Strongly disagree","2015","Hesse","Part Time","142","0.295214194772872","0.255895416785436","0.334532972760308","1"
"1 Strongly disagree","2015","Brandenburg","Full Time","78","0.235695238735666","0.191912474506807","0.279478002964526","1"
"1 Strongly disagree","2015","Saxony-Anhalt","Part Time","54","0.256463613722296","0.197119121874922","0.315808105569671","1"
"1 Strongly disagree","2015","Schleswig-Holstein","Not Working","95","0.222752333211487","0.178195272725709","0.267309393697266","1"
"1 Strongly disagree","2015","Hamburg","Full Time","48","0.322534697828305","0.252267055847256","0.392802339809353","1"
"1 Strongly disagree","2015","Hamburg","Part Time","33","0.246650077218469","0.168542321008017","0.32475783342892","1"
"1 Strongly disagree","2015","Hamburg","Not Working","48","0.273596278884584","0.20716552779391","0.340027029975258","1"
"1 Strongly disagree","2015","Lower Saxony","Full Time","191","0.184901596842217","0.158787825442889","0.211015368241545","1"
"1 Strongly disagree","2015","Lower Saxony","Part Time","184","0.215683045688548","0.185723680053985","0.24564241132311","1"
"1 Strongly disagree","2015","Lower Saxony","Not Working","335","0.298424877218129","0.270330746330989","0.326519008105269","1"
"1 Strongly disagree","2015","Bremen","Full Time","13","","","","1"
"1 Strongly disagree","2015","Bremen","Part Time","20","","","","1"
"1 Strongly disagree","2015","Bremen","Not Working","33","0.270949457146805","0.176464735141995","0.365434179151615","1"
"1 Strongly disagree","2015","North Rhine-Westphalia","Part Time","446","0.269758794928399","0.247446344374683","0.292071245482114","1"
"1 Strongly disagree","2015","North Rhine-Westphalia","Not Working","673","0.280094448436388","0.261064714748563","0.299124182124212","1"
"1 Strongly disagree","2015","Hesse","Full Time","161","0.207382616836617","0.176660367913001","0.238104865760234","1"
"1 Strongly disagree","2015","Mecklenburg-Western Pomerania","Full Time","53","0.272107104742534","0.2099603208371","0.334253888647968","1"
"1 Strongly disagree","2015","Mecklenburg-Western Pomerania","Part Time","35","0.242131808690557","0.173117364270011","0.311146253111104","1"
"1 Strongly disagree","2015","Bavaria","Part Time","356","0.264413618574615","0.239450591407419","0.289376645741811","1"
"1 Strongly disagree","2015","Brandenburg","Part Time","49","0.218231379920126","0.161411830103056","0.275050929737196","1"
"1 Strongly disagree","2015","Brandenburg","Not Working","101","0.218401264789112","0.180142708067328","0.256659821510897","1"
"1 Strongly disagree","2015","Mecklenburg-Western Pomerania","Not Working","60","0.258011748876552","0.199661935547498","0.316361562205607","1"
"1 Strongly disagree","2015","Saxony","Full Time","115","0.157736030148656","0.128763537183855","0.186708523113456","1"
"1 Strongly disagree","2015","Saxony","Part Time","89","0.232304718666047","0.189562613506273","0.275046823825822","1"
"1 Strongly disagree","2015","Saxony","Not Working","163","0.316796109112684","0.278229871554989","0.35536234667038","1"
"1 Strongly disagree","2015","Saxony-Anhalt","Full Time","43","0.111789931674607","0.0765989060722702","0.146980957276945","1"
"1 Strongly disagree","2015","Saxony-Anhalt","Not Working","78","0.181133155318741","0.142512287393224","0.219754023244258","1"
"1 Strongly disagree","2015","Thuringia","Full Time","79","0.237660031461614","0.194112105189282","0.281207957733945","1"
"1 Strongly disagree","2015","Thuringia","Part Time","52","0.190928569617083","0.137257114083823","0.244600025150344","1"
"1 Strongly disagree","2015","Thuringia","Not Working","146","0.360564528259793","0.313800658608665","0.407328397910921","1"
"2 on scale 1-7 ","2015","Mecklenburg-Western Pomerania","Full Time","48","0.226763676178096","0.168290343631185","0.285237008725006","2"
"2 on scale 1-7 ","2015","Brandenburg","Not Working","123","0.241028491421356","0.201422944785704","0.280634038057008","2"
"2 on scale 1-7 ","2015","Brandenburg","Part Time","59","0.358261095323727","0.292301333148273","0.424220857499181","2"
"2 on scale 1-7 ","2015","Schleswig-Holstein","Full Time","76","0.297836450257899","0.245021130780812","0.350651769734986","2"
"2 on scale 1-7 ","2015","Schleswig-Holstein","Part Time","74","0.291381558392441","0.237773410121821","0.34498970666306","2"
"2 on scale 1-7 ","2015","Schleswig-Holstein","Not Working","78","0.25109404203263","0.204657749945485","0.297530334119774","2"
"2 on scale 1-7 ","2015","Hamburg","Full Time","50","0.224729801080902","0.161984600913325","0.28747500124848","2"
"2 on scale 1-7 ","2015","Bavaria","Not Working","355","0.251319777464184","0.229346304461236","0.273293250467133","2"
"2 on scale 1-7 ","2015","Berlin","Full Time","103","0.309417219626305","0.258770279291963","0.360064159960648","2"
"2 on scale 1-7 ","2015","Berlin","Part Time","73","0.264021052770235","0.211047482071853","0.316994623468617","2"
"2 on scale 1-7 ","2015","Berlin","Not Working","120","0.304167918790212","0.259527636060214","0.348808201520211","2"
"2 on scale 1-7 ","2015","Brandenburg","Full Time","100","0.250928422113155","0.206205406747537","0.295651437478773","2"
"2 on scale 1-7 ","2015","Mecklenburg-Western Pomerania","Part Time","33","0.173162117111545","0.112200867618993","0.234123366604097","2"
"2 on scale 1-7 ","2015","Mecklenburg-Western Pomerania","Not Working","55","0.275163417365632","0.215605896061717","0.334720938669547","2"
"2 on scale 1-7 ","2015","Saxony","Full Time","163","0.285814513824744","0.249902153423193","0.321726874226295","2"
"2 on scale 1-7 ","2015","Saxony","Part Time","100","0.220362743616549","0.178411210680764","0.262314276552334","2"
"2 on scale 1-7 ","2015","Saxony","Not Working","129","0.217628212535394","0.183421890880411","0.251834534190376","2"
"2 on scale 1-7 ","2015","Saxony-Anhalt","Full Time","79","0.322679293359538","0.270469081227258","0.374889505491818","2"
"2 on scale 1-7 ","2015","Saxony-Anhalt","Part Time","48","0.284710141622409","0.223382124102159","0.34603815914266","2"
"2 on scale 1-7 ","2015","Saxony-Anhalt","Not Working","86","0.205496958558214","0.164977196085276","0.246016721031151","2"
"2 on scale 1-7 ","2015","Thuringia","Full Time","88","0.219109254651674","0.176789751761406","0.261428757541941","2"
"2 on scale 1-7 ","2015","Thuringia","Part Time","47","0.295074060663858","0.23279361045279","0.357354510874925","2"
"2 on scale 1-7 ","2015","Thuringia","Not Working","79","0.168179613332409","0.131752728366604","0.204606498298215","2"
"2 on scale 1-7 ","2015","Rhineland-Palatinate,Saarland","Not Working","165","0.230617303745507","0.197698812591748","0.263535794899266","2"
"2 on scale 1-7 ","2015","Baden-Württemberg","Full Time","311","0.273335776022849","0.248109471831407","0.298562080214291","2"
"2 on scale 1-7 ","2015","Baden-Württemberg","Part Time","224","0.20904877953039","0.182438432521212","0.235659126539568","2"
"2 on scale 1-7 ","2015","Baden-Württemberg","Not Working","283","0.26898324706037","0.242920392632054","0.295046101488685","2"
"2 on scale 1-7 ","2015","Bavaria","Full Time","415","0.252961808720628","0.232018370816245","0.273905246625011","2"
"2 on scale 1-7 ","2015","Bavaria","Part Time","315","0.266428778191324","0.241405154018331","0.291452402364316","2"
"2 on scale 1-7 ","2015","Hesse","Not Working","167","0.234172114667989","0.202755921650089","0.265588307685888","2"
"2 on scale 1-7 ","2015","Rhineland-Palatinate,Saarland","Full Time","136","0.226811784953267","0.192433351395094","0.26119021851144","2"
"2 on scale 1-7 ","2015","Rhineland-Palatinate,Saarland","Part Time","89","0.194229040792876","0.155016715162954","0.233441366422797","2"
"2 on scale 1-7 ","2015","Hamburg","Part Time","36","0.338916645867656","0.253147769421498","0.424685522313814","2"
"2 on scale 1-7 ","2015","Hamburg","Not Working","51","0.280158812083687","0.21324041504348","0.347077209123893","2"
"2 on scale 1-7 ","2015","North Rhine-Westphalia","Not Working","560","0.269138611157242","0.250343356616821","0.287933865697662","2"
"2 on scale 1-7 ","2015","Lower Saxony","Part Time","198","0.291094047798131","0.25800458001491","0.324183515581351","2"
"2 on scale 1-7 ","2015","Lower Saxony","Not Working","201","0.206832979678488","0.181964272005563","0.231701687351412","2"
"2 on scale 1-7 ","2015","Bremen","Part Time","13","","","","2"
"2 on scale 1-7 ","2015","Bremen","Not Working","21","","","","2"
"2 on scale 1-7 ","2015","North Rhine-Westphalia","Full Time","526","0.295575566132804","0.274971206922086","0.316179925343521","2"
"2 on scale 1-7 ","2015","North Rhine-Westphalia","Part Time","409","0.263825947417572","0.241670766372525","0.28598112846262","2"
"2 on scale 1-7 ","2015","Hesse","Full Time","189","0.295044918286433","0.260486025144201","0.329603811428666","2"
"2 on scale 1-7 ","2015","Hesse","Part Time","130","0.21511710848493","0.179697583981152","0.250536632988709","2"
"2 on scale 1-7 ","2015","Lower Saxony","Full Time","245","0.319290664462409","0.287931230894832","0.350650098029987","2"
"2 on scale 1-7 ","2015","Bremen","Full Time","14","","","","2"
"3 on scale 1-7 ","2015","Brandenburg","Part Time","32","0.156232470998004","0.106286883380067","0.206178058615941","3"
"3 on scale 1-7 ","2015","Brandenburg","Not Working","69","0.150680300145612","0.117554000869339","0.183806599421886","3"
"3 on scale 1-7 ","2015","Mecklenburg-Western Pomerania","Full Time","32","0.213104214550013","0.155920862873773","0.270287566226253","3"
"3 on scale 1-7 ","2015","Mecklenburg-Western Pomerania","Part Time","31","0.298021322984354","0.22433228909507","0.371710356873637","3"
"3 on scale 1-7 ","2015","Mecklenburg-Western Pomerania","Not Working","28","","","","3"
"3 on scale 1-7 ","2015","Saxony","Full Time","116","0.208152928340804","0.175882240573089","0.240423616108519","3"
"3 on scale 1-7 ","2015","Saxony","Part Time","81","0.244908866046162","0.201384305350257","0.288433426742067","3"
"3 on scale 1-7 ","2015","Saxony","Not Working","90","0.148915604780249","0.11940360725904","0.178427602301458","3"
"3 on scale 1-7 ","2015","Saxony-Anhalt","Full Time","66","0.194259046733767","0.150075448779467","0.238442644688068","3"
"3 on scale 1-7 ","2015","Saxony-Anhalt","Part Time","32","0.162553822232413","0.112412767088519","0.212694877376307","3"
"3 on scale 1-7 ","2015","Saxony-Anhalt","Not Working","59","0.176408517628409","0.138184871822989","0.214632163433829","3"
"3 on scale 1-7 ","2015","Thuringia","Full Time","63","0.176681608774511","0.137660946170579","0.215702271378444","3"
"3 on scale 1-7 ","2015","Thuringia","Part Time","35","0.149244203970817","0.100584924242141","0.197903483699493","3"
"3 on scale 1-7 ","2015","Thuringia","Not Working","53","0.140881334390227","0.106998956247355","0.174763712533099","3"
